Date,Close,Trade_Signal
2011-04-18,325.17193603515625,0.0
2011-04-19,326.90545654296875,0.0
2011-04-20,343.6785583496094,0.0
2011-04-21,344.3089294433594,0.0
2011-04-25,345.7497863769531,0.0
2011-04-26,340.7066650390625,0.0
2011-04-27,346.89813232421875,0.0
2011-04-28,346.8304748535156,0.0
2011-04-29,340.5941162109375,0.0
2011-05-02,333.9524841308594,0.0
2011-05-03,318.845458984375,0.0
2011-05-04,316.97674560546875,0.0
2011-05-05,311.82098388671875,0.0
2011-05-06,321.6822204589844,0.0
2011-05-09,319.8135070800781,0.0
2011-05-10,315.01800537109375,0.0
2011-05-11,314.3425598144531,0.0
2011-05-12,310.3575744628906,0.0
2011-05-13,311.0780029296875,0.0
2011-05-16,302.8829040527344,0.0
2011-05-17,301.9148254394531,0.0
2011-05-18,301.86981201171875,0.0
2011-05-19,304.4588928222656,0.0
2011-05-20,311.0780029296875,0.0
2011-05-23,309.27685546875,0.0
2011-05-24,309.41204833984375,0.0
2011-05-25,306.75531005859375,0.0
2011-05-26,308.3763427734375,0.0
2011-05-27,317.4045104980469,0.0
2011-05-30,298.5601806640625,0.0
2011-05-31,302.63525390625,-1.0
2011-06-01,304.3237609863281,-1.0
2011-06-02,297.86224365234375,-1.0
2011-06-03,301.2618713378906,-1.0
2011-06-06,296.1061706542969,-1.0
2011-06-07,299.1004943847656,-1.0
2011-06-08,299.12298583984375,-1.0
2011-06-09,299.640869140625,-1.0
2011-06-10,298.17742919921875,-1.0
2011-06-13,299.07794189453125,-1.0
2011-06-14,302.4326477050781,-1.0
2011-06-15,299.3706359863281,-1.0
2011-06-16,295.8809509277344,-1.0
2011-06-17,290.02734375,-1.0
2011-06-20,285.1417236328125,-1.0
2011-06-21,285.68206787109375,-1.0
2011-06-22,292.0986633300781,-1.0
2011-06-23,294.23748779296875,-1.0
2011-06-24,303.40069580078125,-1.0
2011-06-27,312.1812438964844,-1.0
2011-06-28,312.6090087890625,-1.0
2011-06-29,311.3482360839844,-1.0
2011-06-30,316.0537109375,0.0
2011-07-01,311.50579833984375,0.0
2011-07-04,316.6390380859375,0.0
2011-07-05,322.94305419921875,0.0
2011-07-06,322.04241943359375,1.0
2011-07-07,326.9730224609375,1.0
2011-07-08,323.1230773925781,1.0
2011-07-11,327.24322509765625,1.0
2011-07-12,316.70654296875,1.0
2011-07-13,323.43829345703125,1.0
2011-07-14,322.51397705078125,1.0
2011-07-15,325.1743469238281,1.0
2011-07-18,318.7037353515625,1.0
2011-07-19,323.00994873046875,1.0
2011-07-20,318.18524169921875,1.0
2011-07-21,316.83251953125,1.0
2011-07-22,326.61724853515625,1.0
2011-07-25,337.4165344238281,1.0
2011-07-26,323.6412048339844,1.0
2011-07-27,323.88922119140625,1.0
2011-07-28,322.897216796875,1.0
2011-07-29,324.993896484375,1.0
2011-08-01,329.59326171875,1.0
2011-08-02,326.1888732910156,1.0
2011-08-03,319.65069580078125,1.0
2011-08-04,306.3713684082031,1.0
2011-08-05,294.6025085449219,1.0
2011-08-08,301.3211669921875,-1.0
2011-08-09,312.52630615234375,-1.0
2011-08-10,329.3452453613281,-1.0
2011-08-11,328.53350830078125,0.0
2011-08-12,333.65142822265625,1.0
2011-08-16,330.06671142578125,1.0
2011-08-17,324.2724914550781,1.0
2011-08-18,323.3932800292969,1.0
2011-08-19,323.9794616699219,1.0
2011-08-22,321.8601379394531,1.0
2011-08-23,319.80841064453125,1.0
2011-08-24,314.48779296875,1.0
2011-08-25,314.46527099609375,1.0
2011-08-26,317.5990295410156,1.0
2011-08-29,330.6528625488281,0.0
2011-08-30,332.83984375,1.0
2011-09-02,344.9918212890625,1.0
2011-09-05,346.7729797363281,1.0
2011-09-06,359.5111389160156,1.0
2011-09-07,354.1453857421875,1.0
2011-09-08,356.5577392578125,1.0
2011-09-09,356.87335205078125,1.0
2011-09-12,353.2434997558594,1.0
2011-09-13,352.52203369140625,1.0
2011-09-14,357.77520751953125,1.0
2011-09-15,363.1635437011719,1.0
2011-09-16,359.1730041503906,1.0
2011-09-19,360.6835632324219,1.0
2011-09-20,367.2217102050781,1.0
2011-09-21,367.2668762207031,1.0
2011-09-22,353.3111572265625,1.0
2011-09-23,349.703857421875,1.0
2011-09-26,347.6972961425781,1.0
2011-09-27,359.736572265625,1.0
2011-09-28,356.64788818359375,1.0
2011-09-29,366.996337890625,1.0
2011-09-30,362.8704833984375,1.0
2011-10-03,365.4181518554687,1.0
2011-10-04,350.26751708984375,1.0
2011-10-05,353.6267395019531,1.0
2011-10-07,359.060302734375,1.0
2011-10-10,363.8173522949219,1.0
2011-10-11,360.1650085449219,1.0
2011-10-12,364.1781311035156,1.0
2011-10-13,360.232666015625,1.0
2011-10-14,363.2762756347656,1.0
2011-10-17,366.4777526855469,1.0
2011-10-18,364.1104736328125,1.0
2011-10-19,365.4406127929687,1.0
2011-10-20,361.4500732421875,1.0
2011-10-21,361.6529846191406,1.0
2011-10-24,365.1701049804687,1.0
2011-10-25,385.0101318359375,1.0
2011-10-28,392.517822265625,1.0
2011-10-31,390.1956481933594,1.0
2011-11-01,376.0821533203125,1.0
2011-11-02,379.0130920410156,1.0
2011-11-03,378.6297912597656,1.0
2011-11-04,377.1192321777344,1.0
2011-11-08,376.80364990234375,1.0
2011-11-09,366.5904846191406,1.0
2011-11-11,379.3963317871094,1.0
2011-11-14,356.6930236816406,1.0
2011-11-15,342.3539733886719,1.0
2011-11-16,349.56854248046875,1.0
2011-11-17,341.99334716796875,0.0
2011-11-18,332.7496337890625,0.0
2011-11-21,324.2950744628906,-1.0
2011-11-22,319.9888916015625,-1.0
2011-11-23,314.3074035644531,-1.0
2011-11-24,321.6121520996094,-1.0
2011-11-25,318.45574951171875,-1.0
2011-11-28,321.7925109863281,-1.0
2011-11-29,327.1808776855469,-1.0
2011-11-30,327.0005187988281,-1.0
2011-12-01,329.1197814941406,-1.0
2011-12-02,338.1154479980469,-1.0
2011-12-05,337.6871032714844,-1.0
2011-12-07,341.6777038574219,-1.0
2011-12-08,329.1197814941406,-1.0
2011-12-09,317.1030578613281,-1.0
2011-12-12,308.03973388671875,-1.0
2011-12-13,316.08843994140625,-1.0
2011-12-14,304.8382873535156,-1.0
2011-12-15,299.7879943847656,-1.0
2011-12-16,297.6236572265625,-1.0
2011-12-19,294.1291198730469,-1.0
2011-12-20,293.02435302734375,-1.0
2011-12-21,311.2862854003906,-1.0
2011-12-22,312.3684997558594,-1.0
2011-12-23,314.0368347167969,-1.0
2011-12-26,316.44927978515625,-1.0
2011-12-27,317.23828125,-1.0
2011-12-28,309.95611572265625,-1.0
2011-12-29,309.4600524902344,-1.0
2011-12-30,307.4309997558594,-1.0
2012-01-02,303.91387939453125,-1.0
2012-01-03,299.5851745605469,-1.0
2012-01-04,288.154541015625,-1.0
2012-01-05,293.15966796875,-1.0
2012-01-06,295.6170654296875,-1.0
2012-01-09,294.46728515625,-1.0
2012-01-10,310.7677307128906,-1.0
2012-01-11,306.7771911621094,-1.0
2012-01-12,309.3247985839844,-1.0
2012-01-13,312.1881103515625,-1.0
2012-01-16,310.136474609375,-1.0
2012-01-17,318.1627197265625,-1.0
2012-01-18,308.4455261230469,-1.0
2012-01-19,303.4404602050781,-1.0
2012-01-20,296.2484130859375,-1.0
2012-01-23,298.29998779296875,-1.0
2012-01-24,309.0768127441406,-1.0
2012-01-25,309.55029296875,-1.0
2012-01-27,315.6826477050781,-1.0
2012-01-30,299.9007873535156,-1.0
2012-01-31,303.82366943359375,-1.0
2012-02-01,310.6324768066406,-1.0
2012-02-02,315.9080810546875,-1.0
2012-02-03,320.50738525390625,-1.0
2012-02-06,320.23687744140625,-1.0
2012-02-07,310.9706726074219,0.0
2012-02-08,309.753173828125,-1.0
2012-02-09,316.5618896484375,-1.0
2012-02-10,311.8273620605469,-1.0
2012-02-13,317.9823303222656,-1.0
2012-02-14,323.43829345703125,0.0
2012-02-15,331.2164611816406,0.0
2012-02-16,326.5721435546875,1.0
2012-02-17,337.5517883300781,1.0
2012-02-21,343.86456298828125,1.0
2012-02-22,334.93658447265625,1.0
2012-02-23,326.23394775390625,1.0
2012-02-24,329.14239501953125,1.0
2012-02-27,314.12701416015625,1.0
2012-02-28,317.486328125,1.0
2012-02-29,320.0790710449219,0.0
2012-03-01,307.4084777832031,0.0
2012-03-02,306.5968322753906,-1.0
2012-03-05,304.5000305175781,-1.0
2012-03-06,307.137939453125,-1.0
2012-03-07,304.3197326660156,-1.0
2012-03-09,305.2440490722656,-1.0
2012-03-12,299.3145751953125,-1.0
2012-03-13,296.29345703125,-1.0
2012-03-14,301.6368103027344,-1.0
2012-03-15,296.49639892578125,-1.0
2012-03-16,305.6950378417969,-1.0
2012-03-19,311.57940673828125,-1.0
2012-03-20,309.6404724121094,-1.0
2012-03-21,315.4571838378906,-1.0
2012-03-22,309.3247985839844,-1.0
2012-03-23,310.1138916015625,-1.0
2012-03-26,307.2731628417969,-1.0
2012-03-27,308.828857421875,-1.0
2012-03-28,307.1829528808594,-1.0
2012-03-29,306.3713684082031,-1.0
2012-03-30,315.72772216796875,-1.0
2012-04-02,320.4397888183594,-1.0
2012-04-03,318.6134948730469,0.0
2012-04-04,314.6455383300781,0.0
2012-04-09,308.24261474609375,0.0
2012-04-10,313.06732177734375,0.0
2012-04-11,313.1350402832031,0.0
2012-04-12,313.54083251953125,0.0
2012-04-13,311.9626159667969,0.0
2012-04-16,309.34735107421875,0.0
2012-04-17,308.60333251953125,-1.0
2012-04-18,312.1204833984375,-1.0
2012-04-19,318.5910339355469,-1.0
2012-04-20,327.5640869140625,0.0
2012-04-23,322.2209167480469,1.0
2012-04-24,323.19036865234375,1.0
2012-04-25,317.12554931640625,1.0
2012-04-26,317.3735656738281,1.0
2012-04-27,321.34161376953125,1.0
2012-04-30,320.1691589355469,1.0
2012-05-02,322.62664794921875,1.0
2012-05-03,318.18524169921875,1.0
2012-05-04,309.79827880859375,1.0
2012-05-07,311.12841796875,0.0
2012-05-08,305.10882568359375,-1.0
2012-05-09,295.4818420410156,-1.0
2012-05-10,297.9393615722656,-1.0
2012-05-11,295.3691101074219,-1.0
2012-05-14,296.2033386230469,-1.0
2012-05-15,295.3014831542969,-1.0
2012-05-16,296.0003662109375,-1.0
2012-05-17,287.0723571777344,-1.0
2012-05-18,289.2367248535156,-1.0
2012-05-21,291.8746032714844,-1.0
2012-05-22,287.8840026855469,-1.0
2012-05-23,290.6796569824219,-1.0
2012-05-24,294.3094787597656,-1.0
2012-05-25,287.81640625,-1.0
2012-05-28,294.85052490234375,-1.0
2012-05-29,295.5043640136719,-1.0
2012-05-30,296.473876953125,-1.0
2012-05-31,294.26434326171875,-1.0
2012-06-01,290.90509033203125,-1.0
2012-06-04,293.02435302734375,-1.0
2012-06-05,295.23382568359375,-1.0
2012-06-06,304.161865234375,-1.0
2012-06-07,310.4746398925781,-1.0
2012-06-08,310.5422668457031,-1.0
2012-06-11,306.3939208984375,0.0
2012-06-12,313.63104248046875,0.0
2012-06-13,308.15240478515625,0.0
2012-06-14,306.7997131347656,0.0
2012-06-15,314.9386291503906,0.0
2012-06-18,312.54876708984375,1.0
2012-06-19,313.653564453125,1.0
2012-06-20,312.999755859375,1.0
2012-06-21,313.3379211425781,1.0
2012-06-22,314.6455383300781,1.0
2012-06-25,310.7000732421875,1.0
2012-06-26,312.4361267089844,1.0
2012-06-27,312.3008117675781,1.0
2012-06-28,311.8498840332031,1.0
2012-06-29,318.9066162109375,1.0
2012-07-02,322.35614013671875,1.0
2012-07-03,323.70892333984375,1.0
2012-07-04,324.00201416015625,1.0
2012-07-05,325.5801086425781,1.0
2012-07-06,329.8637390136719,1.0
2012-07-09,329.14239501953125,1.0
2012-07-10,330.7430725097656,1.0
2012-07-11,329.41290283203125,1.0
2012-07-12,329.64227294921875,1.0
2012-07-13,330.2386779785156,1.0
2012-07-16,329.2523498535156,1.0
2012-07-17,324.8482360839844,1.0
2012-07-18,325.1234436035156,1.0
2012-07-19,325.7886657714844,1.0
2012-07-20,322.577392578125,1.0
2012-07-23,317.4851379394531,1.0
2012-07-24,314.70965576171875,1.0
2012-07-25,312.6910705566406,1.0
2012-07-26,312.8745422363281,1.0
2012-07-27,315.3747863769531,1.0
2012-07-30,324.13714599609375,0.0
2012-07-31,321.5221862792969,1.0
2012-08-01,320.65057373046875,1.0
2012-08-02,319.1137390136719,1.0
2012-08-03,314.1591491699219,1.0
2012-08-06,318.88433837890625,1.0
2012-08-07,319.7789306640625,1.0
2012-08-08,331.54620361328125,1.0
2012-08-09,340.88189697265625,1.0
2012-08-10,339.2762756347656,1.0
2012-08-13,339.39093017578125,1.0
2012-08-14,343.38214111328125,1.0
2012-08-16,351.0893249511719,1.0
2012-08-17,352.947265625,1.0
2012-08-21,360.3792419433594,1.0
2012-08-22,360.5856628417969,1.0
2012-08-23,353.7271728515625,1.0
2012-08-24,349.552490234375,1.0
2012-08-27,354.85113525390625,1.0
2012-08-28,353.7271728515625,1.0
2012-08-29,354.07122802734375,1.0
2012-08-30,354.1629943847656,1.0
2012-08-31,350.1029968261719,1.0
2012-09-03,347.3962707519531,1.0
2012-09-04,349.4148254394531,1.0
2012-09-05,346.43292236328125,1.0
2012-09-06,348.2449951171875,1.0
2012-09-07,350.40118408203125,1.0
2012-09-10,351.6169128417969,1.0
2012-09-11,349.75897216796875,1.0
2012-09-12,350.01123046875,1.0
2012-09-13,346.70819091796875,1.0
2012-09-14,356.548583984375,1.0
2012-09-17,363.3382263183594,1.0
2012-09-18,366.20550537109375,1.0
2012-09-20,359.9433898925781,1.0
2012-09-21,371.09124755859375,1.0
2012-09-24,384.94586181640625,1.0
2012-09-25,388.1342468261719,1.0
2012-09-26,389.8546142578125,1.0
2012-09-27,390.95556640625,1.0
2012-09-28,396.6901245117187,1.0
2012-10-01,396.2083740234375,1.0
2012-10-03,399.07568359375,1.0
2012-10-04,393.8228454589844,1.0
2012-10-05,398.6627502441406,1.0
2012-10-08,397.14886474609375,1.0
2012-10-09,398.7545471191406,1.0
2012-10-10,390.7491149902344,1.0
2012-10-11,390.1069030761719,1.0
2012-10-12,391.873046875,1.0
2012-10-15,393.6164245605469,1.0
2012-10-16,378.6837463378906,1.0
2012-10-17,379.2342529296875,1.0
2012-10-18,384.0283203125,1.0
2012-10-19,377.9039001464844,1.0
2012-10-22,382.8814392089844,1.0
2012-10-23,380.12890625,1.0
2012-10-25,393.5705261230469,1.0
2012-10-29,407.7691650390625,1.0
2012-10-30,400.7960205078125,1.0
2012-10-31,405.7506103515625,1.0
2012-11-01,412.7926025390625,1.0
2012-11-02,420.88970947265625,1.0
2012-11-05,417.7013549804687,1.0
2012-11-06,419.7427978515625,1.0
2012-11-07,421.87603759765625,1.0
2012-11-08,419.3528442382813,1.0
2012-11-09,417.1966552734375,1.0
2012-11-12,415.453369140625,1.0
2012-11-15,413.6413269042969,1.0
2012-11-16,410.3381958007813,1.0
2012-11-19,416.9214782714844,1.0
2012-11-20,430.5466613769531,1.0
2012-11-21,433.0926818847656,1.0
2012-11-22,438.2766723632813,1.0
2012-11-23,437.6802673339844,1.0
2012-11-26,422.9999694824219,1.0
2012-11-27,425.89019775390625,1.0
2012-11-29,428.436279296875,1.0
2012-11-30,434.4461059570313,1.0
2012-12-03,439.3318481445313,1.0
2012-12-04,430.6383666992187,1.0
2012-12-05,426.6929931640625,1.0
2012-12-06,426.11956787109375,1.0
2012-12-07,430.86773681640625,1.0
2012-12-10,426.3260498046875,1.0
2012-12-11,426.5324401855469,1.0
2012-12-12,435.593017578125,1.0
2012-12-13,432.3128662109375,1.0
2012-12-14,436.7857666015625,1.0
2012-12-17,440.5245971679687,1.0
2012-12-18,443.7130737304687,1.0
2012-12-19,444.0800476074219,1.0
2012-12-20,437.2674560546875,1.0
2012-12-21,430.1108093261719,1.0
2012-12-24,430.15667724609375,1.0
2012-12-26,433.3680114746094,1.0
2012-12-27,426.8077087402344,1.0
2012-12-28,424.1697998046875,1.0
2012-12-31,427.4041137695313,1.0
2013-01-01,432.0605163574219,1.0
2013-01-02,430.5924682617187,1.0
2013-01-03,429.583251953125,1.0
2013-01-04,431.8081970214844,1.0
2013-01-07,437.7262573242187,1.0
2013-01-08,439.6300659179687,1.0
2013-01-09,442.4514465332031,1.0
2013-01-10,441.00634765625,1.0
2013-01-11,430.2713928222656,1.0
2013-01-14,428.94097900390625,1.0
2013-01-15,426.3260498046875,1.0
2013-01-16,413.2054748535156,1.0
2013-01-17,413.3202209472656,1.0
2013-01-18,406.4617004394531,0.0
2013-01-21,404.6725463867187,0.0
2013-01-22,405.3836059570313,0.0
2013-01-23,404.6037902832031,0.0
2013-01-24,402.470458984375,0.0
2013-01-25,413.572509765625,0.0
2013-01-28,415.1322326660156,0.0
2013-01-29,412.2420349121094,0.0
2013-01-30,410.3611755371094,0.0
2013-01-31,407.9527282714844,0.0
2013-02-01,406.507568359375,0.0
2013-02-04,405.4982604980469,0.0
2013-02-05,406.9663391113281,0.0
2013-02-06,406.0717468261719,0.0
2013-02-07,411.3245544433594,0.0
2013-02-08,405.8194274902344,0.0
2013-02-11,404.8560485839844,0.0
2013-02-12,405.7736206054687,0.0
2013-02-13,411.5080261230469,0.0
2013-02-14,413.2513427734375,0.0
2013-02-15,411.9438781738281,0.0
2013-02-18,409.3748168945313,0.0
2013-02-19,412.5173645019531,0.0
2013-02-20,412.19622802734375,0.0
2013-02-21,406.3240966796875,0.0
2013-02-22,410.7052001953125,0.0
2013-02-25,410.498779296875,0.0
2013-02-26,397.17181396484375,0.0
2013-02-27,409.5812072753906,0.0
2013-02-28,400.8189392089844,0.0
2013-03-01,406.9663391113281,-1.0
2013-03-04,406.2323303222656,0.0
2013-03-05,411.7603759765625,0.0
2013-03-06,402.7916259765625,0.0
2013-03-07,406.2781677246094,0.0
2013-03-08,414.8111267089844,0.0
2013-03-11,418.7793884277344,0.0
2013-03-12,420.6144714355469,1.0
2013-03-13,417.7242431640625,1.0
2013-03-14,419.4446105957031,1.0
2013-03-15,425.6148986816406,1.0
2013-03-18,419.1005859375,1.0
2013-03-19,402.9521789550781,1.0
2013-03-20,400.6813659667969,1.0
2013-03-21,404.0073547363281,0.0
2013-03-22,400.6584167480469,0.0
2013-03-25,396.575439453125,-1.0
2013-03-26,396.02490234375,-1.0
2013-03-28,395.1303405761719,-1.0
2013-04-01,393.2034912109375,-1.0
2013-04-02,395.4514770507813,-1.0
2013-04-03,387.1479187011719,-1.0
2013-04-04,389.1893310546875,-1.0
2013-04-05,384.3953247070313,-1.0
2013-04-08,385.3357543945313,-1.0
2013-04-09,385.03759765625,-1.0
2013-04-10,383.982421875,-1.0
2013-04-11,381.7344665527344,-1.0
2013-04-12,377.7203369140625,-1.0
2013-04-15,372.9493103027344,-1.0
2013-04-16,387.583740234375,-1.0
2013-04-17,404.1220397949219,-1.0
2013-04-18,414.6734619140625,-1.0
2013-04-22,409.3289489746094,-1.0
2013-04-23,406.1634521484375,0.0
2013-04-25,417.05908203125,1.0
2013-04-26,408.1820373535156,1.0
2013-04-29,413.8936462402344,1.0
2013-04-30,423.9404602050781,1.0
2013-05-02,437.4738159179687,1.0
2013-05-03,440.86871337890625,1.0
2013-05-06,443.3689880371094,1.0
2013-05-07,439.99713134765625,1.0
2013-05-08,434.1708679199219,1.0
2013-05-09,434.85894775390625,1.0
2013-05-10,445.0893249511719,1.0
2013-05-13,438.7354736328125,1.0
2013-05-14,436.18939208984375,1.0
2013-05-15,451.3055419921875,1.0
2013-05-16,452.0625,1.0
2013-05-17,452.9341735839844,1.0
2013-05-20,459.6779174804687,1.0
2013-05-21,453.14056396484375,1.0
2013-05-22,454.2186584472656,1.0
2013-05-23,440.0200500488281,1.0
2013-05-24,444.1259460449219,1.0
2013-05-27,436.6940612792969,1.0
2013-05-28,446.3050537109375,1.0
2013-05-29,440.89166259765625,1.0
2013-05-30,460.8936462402344,1.0
2013-05-31,443.87359619140625,1.0
2013-06-03,446.7408752441406,1.0
2013-06-04,452.8882751464844,1.0
2013-06-05,452.5900573730469,1.0
2013-06-06,454.7232666015625,1.0
2013-06-07,443.3230590820313,1.0
2013-06-10,447.9106750488281,1.0
2013-06-11,434.4002380371094,1.0
2013-06-12,434.5837097167969,1.0
2013-06-13,423.8257751464844,1.0
2013-06-14,435.3636474609375,1.0
2013-06-17,453.87457275390625,1.0
2013-06-18,451.3055419921875,1.0
2013-06-19,449.539306640625,1.0
2013-06-20,432.5652160644531,1.0
2013-06-21,431.0741882324219,1.0
2013-06-24,425.2479248046875,1.0
2013-06-25,438.94189453125,0.0
2013-06-26,417.9994812011719,1.0
2013-06-27,428.3216857910156,0.0
2013-06-28,445.2727661132813,0.0
2013-07-01,452.6818237304687,1.0
2013-07-02,449.08056640625,1.0
2013-07-03,449.6080932617187,1.0
2013-07-04,450.5256958007813,1.0
2013-07-05,445.7545166015625,1.0
2013-07-08,434.7672119140625,1.0
2013-07-09,430.3630676269531,1.0
2013-07-10,418.6417846679687,1.0
2013-07-11,421.05023193359375,0.0
2013-07-12,416.21038818359375,0.0
2013-07-15,425.82135009765625,-1.0
2013-07-16,419.0775451660156,-1.0
2013-07-17,409.7418212890625,-1.0
2013-07-18,401.5254211425781,-1.0
2013-07-19,403.5909423828125,-1.0
2013-07-22,414.35498046875,-1.0
2013-07-23,422.89263916015625,-1.0
2013-07-24,410.2467956542969,-1.0
2013-07-25,403.9123229980469,-1.0
2013-07-26,410.7516479492187,-1.0
2013-07-29,412.0828552246094,-1.0
2013-07-30,411.6697082519531,-1.0
2013-07-31,418.3484191894531,-1.0
2013-08-01,400.0335693359375,-1.0
2013-08-02,392.3450622558594,-1.0
2013-08-05,396.8663940429687,-1.0
2013-08-06,392.0697021484375,-1.0
2013-08-07,386.7679443359375,-1.0
2013-08-08,396.4533081054687,-1.0
2013-08-12,395.3287048339844,-1.0
2013-08-13,401.06634521484375,-1.0
2013-08-14,400.9287109375,-1.0
2013-08-16,385.6204833984375,-1.0
2013-08-19,371.9188232421875,-1.0
2013-08-20,363.312255859375,-1.0
2013-08-21,359.8466796875,-1.0
2013-08-22,364.092529296875,-1.0
2013-08-23,373.5483703613281,-1.0
2013-08-26,370.8401489257813,-1.0
2013-08-27,362.3482971191406,-1.0
2013-08-28,356.1515808105469,-1.0
2013-08-29,364.5745239257813,-1.0
2013-08-30,359.52532958984375,-1.0
2013-09-02,351.6302185058594,-1.0
2013-09-03,352.5483093261719,-1.0
2013-09-04,358.194091796875,-1.0
2013-09-05,356.6794128417969,-1.0
2013-09-06,353.1908874511719,-1.0
2013-09-10,373.1582336425781,-1.0
2013-09-11,379.7679748535156,-1.0
2013-09-12,373.1122131347656,-1.0
2013-09-13,381.12213134765625,-1.0
2013-09-16,384.1975402832031,-1.0
2013-09-17,387.5942687988281,-1.0
2013-09-18,386.40081787109375,-1.0
2013-09-19,398.220458984375,-1.0
2013-09-20,401.27301025390625,-1.0
2013-09-23,395.1679992675781,0.0
2013-09-24,400.0335693359375,0.0
2013-09-25,390.2106323242187,0.0
2013-09-26,391.128662109375,0.0
2013-09-27,387.4106140136719,0.0
2013-09-30,379.8138732910156,0.0
2013-10-01,381.8106384277344,-1.0
2013-10-03,390.9910278320313,-1.0
2013-10-04,394.2040710449219,-1.0
2013-10-07,397.0499877929687,0.0
2013-10-08,396.2008056640625,0.0
2013-10-09,390.6237487792969,0.0
2013-10-10,398.0598449707031,0.0
2013-10-11,400.49261474609375,0.0
2013-10-14,397.164794921875,0.0
2013-10-15,398.2434997558594,0.0
2013-10-17,397.164794921875,0.0
2013-10-18,405.1745910644531,0.0
2013-10-21,407.4696960449219,1.0
2013-10-22,401.96148681640625,1.0
2013-10-23,397.440185546875,1.0
2013-10-24,408.2270812988281,1.0
2013-10-25,398.3122863769531,1.0
2013-10-28,398.8402099609375,1.0
2013-10-29,413.4369201660156,1.0
2013-10-30,411.2106628417969,1.0
2013-10-31,407.53851318359375,1.0
2013-11-01,424.7286987304687,1.0
2013-11-05,416.16802978515625,1.0
2013-11-06,412.8402099609375,1.0
2013-11-07,412.1975402832031,1.0
2013-11-08,403.2926330566406,1.0
2013-11-11,399.3221130371094,1.0
2013-11-12,403.8893432617187,1.0
2013-11-13,410.9811401367187,1.0
2013-11-14,424.6598815917969,1.0
2013-11-18,433.6795959472656,1.0
2013-11-19,434.9189453125,1.0
2013-11-20,432.371337890625,1.0
2013-11-21,428.92877197265625,1.0
2013-11-22,429.8927001953125,1.0
2013-11-25,432.9222412109375,1.0
2013-11-26,433.8631896972656,1.0
2013-11-27,432.164794921875,1.0
2013-11-28,440.1287841796875,1.0
2013-11-29,433.8861083984375,1.0
2013-12-02,440.7484436035156,1.0
2013-12-03,435.72216796875,1.0
2013-12-04,433.2205810546875,1.0
2013-12-05,433.4730224609375,1.0
2013-12-06,433.9090576171875,1.0
2013-12-09,443.8697814941406,1.0
2013-12-10,437.4435119628906,1.0
2013-12-11,436.02056884765625,1.0
2013-12-12,432.302490234375,1.0
2013-12-13,436.31890869140625,1.0
2013-12-16,425.325439453125,1.0
2013-12-17,427.68939208984375,1.0
