Date,Maruti_Open,Maruti_High,Maruti_Low,Maruti_Close
2011-07-14,1041.9559124337657,1075.5323367136598,1041.9559124337657,1062.680908203125
2011-07-15,1058.9253202289335,1072.1838577985147,1051.2777870974207,1065.7130126953125
2011-07-18,1058.8797182163094,1076.0299053591193,1054.354591215385,1063.1785888671875
2011-07-19,1058.4274663556166,1063.314626816356,1048.4268890283329,1052.5447998046875
2011-07-20,1057.7034695173475,1065.124746389877,1049.015245072445,1052.2733154296875
2011-07-21,1045.3499528346235,1058.8800425205684,1038.6074452521716,1046.345458984375
2011-07-22,1048.9246655072648,1057.0698958692712,1045.304563124151,1051.2777099609375
2011-07-25,1046.8431000718615,1072.4553695436507,1044.0375427194624,1069.0615234375
2011-07-26,1064.3099477326004,1087.5690580119106,1045.0781565852214,1065.169677734375
2011-07-27,1070.5549383011637,1100.8732996951062,1060.8710968833043,1094.40234375
2011-07-28,1083.3156596783929,1108.6563768638523,1066.6179812951063,1073.2698974609375
2011-07-29,1076.0751090782414,1103.9499332181404,1076.0751090782414,1092.048828125
2011-08-01,1095.1713848407182,1112.185909198676,1078.2926364092325,1094.7188720703125
2011-08-02,1079.7408690988495,1100.3302021248421,1079.7408690988495,1097.072021484375
2011-08-03,1081.9581231279885,1105.624565064241,1081.9581231279885,1097.16259765625
2011-08-04,1084.2658167005818,1100.510979818889,1080.0121306734598,1086.3021240234375
2011-08-05,1058.8799639196204,1086.0307322252518,1057.7939773780988,1078.79052734375
2011-08-08,1066.5273248696192,1092.8636569946298,1052.6352046466059,1078.564208984375
2011-08-09,1058.925102005262,1101.3255234453286,1058.8798065407814,1096.8455810546875
2011-08-10,1108.6562983017836,1161.509812495766,1100.1490360398727,1156.2606201171875
2011-08-11,1149.880258590839,1160.2427569642891,1121.5529146396218,1129.1551513671875
2011-08-12,1130.7390099739216,1148.477489689375,1120.42169600902,1127.9786376953125
2011-08-16,1127.8425956448834,1136.349856397311,1104.2214550859942,1108.74658203125
2011-08-17,1104.1313472445456,1113.905668935451,1067.0252937715734,1073.3604736328125
2011-08-18,1083.3155589107168,1088.745712088214,1043.1776987690655,1049.28662109375
2011-08-19,1029.0139921924715,1055.6669489429062,1026.3893961504573,1048.9698486328125
2011-08-22,1054.8074139393354,1063.0431254062714,1039.964970918538,1058.3370361328125
2011-08-23,1059.8756602262863,1062.9527699485686,1042.9517224689023,1048.2008056640625
2011-08-24,1043.0084759732329,1053.7574287633047,999.6029044935833,1015.2252807617188
2011-08-25,1023.8788923647155,1029.526578431063,1005.1138744059344,1011.854736328125
2011-08-26,1017.5481987511993,1028.4337014221517,954.4210900487684,986.8955688476562
2011-08-29,983.7981802544432,1008.3931347608043,961.9359984710111,983.2516479492188
2011-08-30,974.7801250110542,1001.0602702776939,968.8591167341383,994.3195190429688
2011-09-02,976.5566290181005,991.9967544082551,972.0020066378972,982.8419189453125
2011-09-05,977.8772577666182,1000.3315644996444,969.4512078044932,988.808349609375
2011-09-06,991.9054384228343,1019.05091436456,991.9054384228343,1004.703857421875
2011-09-07,1005.1595250792907,1038.3627875111865,995.913731005341,1026.0653076171875
2011-09-08,1036.5406181719666,1040.2753849679564,1022.4212937700372,1031.0750732421875
2011-09-09,1034.8100014459478,1046.6520173075653,1001.0147322648487,1005.1138916015625
2011-09-12,1000.1949083224243,1000.1949083224243,961.9360866926048,973.0949096679688
2011-09-13,975.1900892809953,998.3730690797121,967.0828404770245,979.152587890625
2011-09-14,981.9764562427658,1005.6604895102166,948.5910563398605,997.0977783203125
2011-09-15,988.5350216044843,998.2363877931529,965.5797733580937,985.8478393554688
2011-09-16,975.6910136490571,1018.0945850819485,970.1343975550068,1010.6249389648438
2011-09-19,1006.5714170450498,1046.2876968718974,998.4186885078931,1039.136962890625
2011-09-20,1038.3169657221877,1058.40288955745,1017.0469071009951,1052.0718994140625
2011-09-21,1041.2319769626479,1046.150878806493,1017.0013036877444,1022.694580078125
2011-09-22,1011.1260596373734,1015.4985411307508,983.7983282958227,990.265869140625
2011-09-23,974.6889556973958,1007.618889851207,955.1951543440862,993.727294921875
2011-09-26,1005.6604590832076,1010.0329403405572,970.1344102568986,980.8833618164062
2011-09-27,986.4399073543325,1011.9457867367493,986.4399073543325,1007.618896484375
2011-09-28,1011.126073018708,1011.7181961116426,971.9563242441094,982.2042236328125
2011-09-29,972.2750814198845,1017.4114273801468,962.847036649483,1006.6624755859375
2011-09-30,1002.0166567928353,1009.2129804764359,980.2455453740662,986.5309448242188
2011-10-03,987.3509866373082,1002.0168473454536,977.6952101658901,981.748779296875
2011-10-04,985.6202879905221,1016.5917203303352,985.5746972877586,1009.1676635742188
2011-10-05,1017.5024055345286,1028.4334967309603,981.0654348797558,988.8538818359375
2011-10-07,1015.6805406513239,1024.789783168376,999.101763749012,1014.0408325195312
2011-10-10,983.889362316276,994.5927233648167,970.1344269528345,975.5543823242188
2011-10-11,970.1344078713744,990.4480648341686,968.4946996046959,977.6039428710938
2011-10-12,972.7305587325957,992.9075556112155,970.726569612843,989.127197265625
2011-10-13,979.2892917192999,987.2142892860504,956.4705916958275,963.9857177734375
2011-10-14,956.4705375918335,957.3814619133495,930.6002646214148,935.7470092773438
2011-10-17,938.7530885810964,970.9542405778392,920.0335496030219,957.927978515625
2011-10-18,953.7378520730143,970.0434211625296,946.7237786329655,958.5657958984375
2011-10-19,970.1344362534838,978.3327554330907,958.5657414454333,970.8632202148438
2011-10-20,969.0411935451078,983.7070507003416,956.4703952995932,981.4752197265625
2011-10-21,1011.1261059711456,1017.9580391195993,991.0857687356814,997.0523681640625
2011-10-24,1012.9478638848009,1024.3800088057535,1007.7556396367808,1013.312255859375
2011-10-25,1022.057003893526,1056.6721252375135,1017.6845230345099,1048.7015380859375
2011-10-28,1063.048577046098,1079.4452131959092,1012.1734810095169,1025.70068359375
2011-10-31,976.5108029998075,1032.1682528344088,965.5797119214515,1025.0631103515625
2011-11-01,1022.0569643509456,1038.453600142672,1013.539845220715,1032.5325927734375
2011-11-02,1016.5915725002086,1034.8100594625778,1016.5915725002086,1023.8789672851562
2011-11-03,1020.2352568891101,1032.988197600224,1020.2352568891101,1028.8890380859375
2011-11-04,1033.8991365286151,1050.1136344260296,1017.8668902191653,1022.2848510742188
2011-11-08,1029.3445101805976,1032.9426168657756,1018.4134180370869,1024.015625
2011-11-09,1028.433445938897,1028.433445938897,976.100893899293,980.6099243164062
2011-11-11,987.4419031703379,994.5471569154166,944.6284627192256,965.3519897460938
2011-11-14,973.1860494161461,977.2397296680708,930.1448720063808,935.5193481445312
2011-11-15,939.3907612571088,949.092128085456,902.7260551813769,914.1126098632812
2011-11-16,919.1226388586709,919.1226388586709,894.0722200592522,903.0903930664062
2011-11-17,899.9932819121096,909.9679149315264,857.1798363150762,862.7820434570312
2011-11-18,860.8233964644252,864.4670933806767,826.2538108518082,856.8153076171875
2011-11-21,855.3579477508507,881.1370952268549,848.0705530948264,859.0471801757812
2011-11-22,868.1108495899217,879.0419410852828,859.5937297058156,874.077392578125
2011-11-23,869.6140468878158,884.9631016036963,860.0037494786466,868.6575317382812
2011-11-24,868.7485594000977,910.0134211304764,866.9267107091458,900.858642578125
2011-11-25,903.6368101451679,903.727880326185,861.6887616809923,865.3324584960938
2011-11-28,880.8184159310794,899.1735104038197,872.6656309109235,879.406494140625
2011-11-29,879.8618217942884,893.4345607857647,867.6554136826444,873.4853515625
2011-11-30,871.7089936498709,889.1987508007758,867.2909775693988,885.5550537109375
2011-12-01,903.6369876916082,918.2117778156664,872.6655586779846,876.5369873046875
2011-12-02,877.6755451955395,908.1915086247565,877.2200830548048,903.9556884765625
2011-12-05,894.5732884645358,915.479014390448,892.7514396796793,910.5144653320312
2011-12-07,910.5143146355842,924.497035104169,902.7259234890377,909.7400512695312
2011-12-08,913.6570962576737,915.3422840163929,879.8162354081683,888.9710693359375
2011-12-09,877.6755952614974,905.9142495978818,871.1624640380967,897.9891967773438
2011-12-12,897.9892697260498,901.8606984576327,866.2891114671248,872.8477783203125
2011-12-13,867.2911047101862,883.0501414126616,865.3781856969583,871.2991943359375
2011-12-14,865.3780766026777,877.721089628224,853.5360608175883,863.2374267578125
2011-12-15,856.2689747305809,856.2689747305809,830.2620930539256,848.7083129882812
2011-12-16,848.7082551345122,865.2870899539583,827.7569944150305,848.5715942382812
2011-12-19,842.6050365305371,848.2527787058834,819.8319274351172,834.9988403320312
2011-12-20,841.6941301656034,844.3358331165269,827.7569982208554,834.5433959960938
2011-12-21,843.6070039926182,882.685680184419,843.6070039926182,876.2181396484375
2011-12-22,857.1797762657188,891.7493649723122,857.1797762657188,879.8162231445312
2011-12-23,888.1511662814141,900.4486439683876,882.0024274379274,888.6066284179688
2011-12-26,896.3496395935405,902.7261106069091,879.087610516238,883.1412353515625
2011-12-27,884.5074839118519,892.1592701726969,866.5622643132175,877.3567504882812
2011-12-28,878.9508798523518,885.6006161267784,865.6058166097448,873.8496704101562
2011-12-29,869.0217787740287,874.0318624042773,833.9511933622886,839.6444702148438
2011-12-30,851.7142168846387,856.1777681750547,829.8520337774395,836.5017700195312
2012-01-02,840.7830671228083,860.2312772594731,835.3175217243936,855.2667846679688
2012-01-03,862.6453001551822,878.7686711616077,857.498555692085,867.9286499023438
2012-01-04,868.1108871528351,882.6856764439634,859.1383047348477,863.7839965820312
2012-01-05,863.5563066881701,863.5563066881701,843.151578467988,850.3023681640625
2012-01-06,845.9755040986635,870.6615331780561,844.4269214940404,865.1504516601562
2012-01-09,865.2870237654148,888.1512016927051,863.5562453381378,884.5530395507812
2012-01-10,893.6166898035303,904.5477808103013,890.2007238639144,898.4901123046875
2012-01-11,900.4941670199349,906.3696396225965,885.6005775931366,899.902099609375
2012-01-12,897.0781476107591,919.1225245318982,894.5731060424115,905.9141235351562
2012-01-13,908.1915674344314,919.304855507674,887.2403076039479,890.0186157226562
2012-01-16,883.5966621479882,929.006220947878,883.5966621479882,918.25732421875
2012-01-17,929.142841377536,1020.2352768067061,928.3229872193093,1009.6229858398438
2012-01-18,1012.9477548392157,1042.8715938826497,995.184732159931,1003.6563720703125
2012-01-19,1017.0471824815941,1033.8992853708994,1008.3933999168156,1029.299072265625
2012-01-20,1030.255248968127,1033.8989456930365,988.3527366316691,1005.204833984375
2012-01-23,987.4418002859684,1068.0129986442362,974.7344525931107,1057.26416015625
2012-01-24,1063.4131114201145,1067.7400020947834,1027.5226696898121,1054.8048095703125
2012-01-25,1053.9392810945108,1091.2871726458288,1040.2754183318334,1075.57373046875
2012-01-27,1063.777579871458,1110.416865596621,1056.3990031278327,1102.8106689453125
2012-01-30,1096.7530730353412,1116.7934115791763,1079.4455079293018,1087.0062255859375
2012-01-31,1091.2875094919007,1102.1275328689583,1063.6409742078292,1080.9940185546875
2012-02-01,1083.99997407463,1117.7041749492194,1077.623503638897,1106.5909423828125
2012-02-02,1115.8821603713047,1123.579425488614,1096.9348922715849,1109.1868896484375
2012-02-03,1111.3275644775924,1142.2989884056565,1097.6637009799172,1130.3203125
2012-02-06,1138.6553586017012,1152.3192229049216,1125.4469564419214,1141.160400390625
2012-02-07,1139.5666082298076,1149.586778246217,1129.5464382133985,1135.8773193359375
2012-02-08,1136.8336890544808,1165.9832708251085,1134.5107872784022,1153.685791015625
2012-02-09,1147.5370480514887,1164.9812730852075,1143.3468179224983,1156.8740234375
2012-02-10,1149.6320234095801,1160.4719333026346,1123.3973598640926,1133.736328125
2012-02-13,1131.5502429876021,1146.3072849568284,1107.0008749343588,1115.927978515625
2012-02-14,1111.5100174201698,1160.973261670344,1111.5100174201698,1154.7789306640625
2012-02-15,1162.339382066384,1206.8836016278826,1161.701779548677,1186.752197265625
2012-02-16,1184.2016088752553,1252.5209324642124,1165.2543386545249,1238.49267578125
2012-02-17,1237.9463522449093,1244.4138937295593,1200.644039752025,1203.832275390625
2012-02-21,1199.7330446580504,1217.9515329489934,1179.8292572427329,1193.083251953125
2012-02-22,1190.5782070918428,1210.8918659685448,1166.9397630671053,1189.986083984375
2012-02-23,1176.0033458180137,1190.8969368273904,1158.3769817354735,1165.4366455078125
2012-02-24,1175.0925160474617,1181.0591155495354,1163.9792824674503,1170.765625
2012-02-27,1170.6289360823143,1175.092487926984,1125.2193765207805,1145.031982421875
2012-02-28,1150.952662274148,1165.0719865838032,1132.3243079056115,1156.50927734375
2012-02-29,1161.6107224570667,1176.7321560907599,1128.6353044490677,1143.0279541015625
2012-03-01,1154.961026686639,1204.2420126818338,1136.6058784597262,1197.9111328125
2012-03-02,1215.1731623122705,1217.6326137392691,1190.2594019510059,1212.030517578125
2012-03-05,1203.0576911243181,1215.0819587282708,1192.4909913730737,1198.047607421875
2012-03-06,1186.0233591026126,1229.7477225718335,1184.520311868997,1212.9866943359375
2012-03-07,1203.4221462714872,1211.4383250950007,1166.8941017806378,1191.9901123046875
2012-03-09,1202.4199544626354,1237.9459985717585,1202.4199544626354,1221.8681640625
2012-03-12,1230.658630975854,1235.2132521119602,1210.344976230099,1218.1334228515625
2012-03-13,1225.1932020865213,1260.7192503254614,1225.1932020865213,1246.3721923828125
2012-03-14,1257.075363001013,1275.020524791221,1244.8234773113531,1249.6968994140625
2012-03-15,1243.411695432789,1256.7567589454786,1234.3935224353418,1244.68701171875
2012-03-16,1231.7975476243876,1301.665406198191,1219.7277990527305,1251.928955078125
2012-03-19,1254.7981531364526,1255.9823991390067,1232.6171699102078,1240.7698974609375
2012-03-20,1240.770034429592,1241.5898885836482,1210.1629985204524,1237.2174072265625
2012-03-21,1243.4116808899958,1250.6080051652789,1214.2621030229775,1241.77197265625
2012-03-22,1234.8035747267108,1236.761973165537,1203.4221634495505,1211.802734375
2012-03-23,1202.4658145227681,1202.8756860294313,1171.6309342195307,1190.1683349609375
2012-03-26,1197.86555141687,1204.5153438236168,1175.456834063189,1181.8787841796875
2012-03-27,1193.3107344632767,1193.538465519472,1146.2159965208145,1160.244140625
2012-03-28,1161.291703861134,1179.60125819519,1142.2989563713538,1173.543701171875
2012-03-29,1165.8008857949787,1202.37440504104,1151.5903787061586,1189.5303955078125
2012-03-30,1192.3998892373486,1235.6687927811026,1177.8706913682233,1230.2032470703125
2012-04-02,1239.767954790896,1242.6828680310034,1213.3511504639775,1219.3177490234375
2012-04-03,1225.1933493750928,1229.3835794830322,1187.7543778157105,1192.901123046875
2012-04-04,1192.9009562949132,1218.6345676566843,1190.441393977647,1198.5030517578125
2012-04-09,1188.7564493903524,1203.6956331392994,1161.4287149216086,1169.034912109375
2012-04-10,1167.8051578771517,1179.8293162720363,1148.3569428929013,1162.157470703125
2012-04-11,1150.6341826551786,1170.6289288356152,1149.6321880505766,1159.105712890625
2012-04-12,1165.7097790653113,1198.5030537762477,1162.6127254111736,1195.4970703125
2012-04-13,1198.0932383475108,1229.7478591668043,1195.4971262175225,1204.9251708984375
2012-04-16,1195.6337660080078,1232.3439495490545,1193.219794309917,1222.7337646484375
2012-04-17,1270.5572863261993,1270.5572863261993,1208.2500405835615,1222.642578125
2012-04-18,1229.7478356775648,1244.9602273883308,1225.238804758807,1232.025146484375
2012-04-19,1242.8653097856934,1276.5695135669996,1236.4888388000409,1267.3236083984375
2012-04-20,1268.2343648481376,1290.8253321124507,1257.0755421012245,1266.8223876953125
2012-04-23,1267.1868301889717,1282.5814738114418,1249.879267687255,1254.8438720703125
2012-04-24,1252.5209701356268,1253.9784268433298,1229.5201305022272,1242.2730712890625
2012-04-25,1240.77003834005,1265.2739256624375,1240.77003834005,1258.988525390625
2012-04-26,1257.0755487135602,1274.3831106161383,1244.4136785559954,1258.851806640625
2012-04-27,1258.0319875114003,1264.7272585498274,1251.7465879092165,1259.352783203125
2012-04-30,1274.3833554231796,1274.3833554231796,1237.2631826329762,1249.6517333984375
2012-05-02,1261.1746921019346,1261.1746921019346,1206.0637720064726,1214.1710205078125
2012-05-03,1211.3471148669257,1211.3471148669257,1169.7178098297397,1175.09228515625
2012-05-04,1172.6329042374434,1176.4587418460217,1148.6299598036908,1167.1673583984375
2012-05-07,1152.273635867931,1210.6183811065307,1142.2990593736565,1194.0850830078125
2012-05-08,1206.0638751136582,1213.077948337629,1183.3363563868845,1189.667236328125
2012-05-09,1177.1418915058762,1195.1326458933718,1171.0387433569438,1185.3402099609375
2012-05-10,1175.2290317947743,1189.1206276524033,1138.7920590534525,1149.4498291015625
2012-05-11,1136.788055704012,1139.7030804898063,1108.686060321968,1125.2193603515625
2012-05-14,1124.991686708742,1145.9429488903622,1122.1222524749364,1137.74462890625
2012-05-15,1127.7240037777317,1129.4547817579432,1097.75457949937,1108.867919921875
2012-05-16,1095.1587457323774,1095.1587457323774,1063.3674652471755,1085.912841796875
