Date,Maruti_Open,Maruti_High,Maruti_Low,Maruti_Close
2011-01-03,1294.186623378024,1312.2871355931013,1283.7788288543547,1290.61181640625
2011-01-04,1291.4717469276302,1315.3644488540222,1270.70145012886,1293.0555419921875
2011-01-05,1292.3764133650338,1298.7115918619213,1272.7825892043115,1278.30322265625
2011-01-06,1280.656372028957,1289.6613315215145,1236.5363791084842,1243.41455078125
2011-01-07,1235.360134954369,1237.8036602613709,1210.5172225850076,1213.2322998046875
2011-01-10,1220.8794297898696,1221.7844553123234,1193.0045995076005,1200.0638427734375
2011-01-11,1199.1590415732549,1204.3176438255416,1181.918257954645,1193.2310791015625
2011-01-12,1198.2537255925388,1202.6883725031466,1171.9175064380813,1192.5068359375
2011-01-13,1194.6338874338335,1199.1590157953253,1177.9813929681904,1190.6065673828125
2011-01-14,1191.0138179714966,1193.7288950641369,1143.3190079014917,1149.111083984375
2011-01-17,1149.3822959391716,1158.4325502379054,1135.8069144910712,1149.020263671875
2011-01-18,1154.8126013331232,1163.0031267480126,1147.6176924042327,1156.2606201171875
2011-01-19,1162.0527602355583,1162.0527602355583,1146.2148137370207,1151.825927734375
2011-01-20,1147.1654445105705,1147.572661911232,1126.8475499438202,1139.6536865234375
2011-01-21,1143.9521772586234,1147.3007272576874,1120.602476285275,1130.06005859375
2011-01-24,1148.4775035511364,1176.4880020987364,1135.8071449619197,1169.74560546875
2011-01-25,1181.058250987323,1181.058250987323,1154.857807541175,1165.80859375
2011-01-27,1176.3524458619474,1176.3524458619474,1143.1379364759207,1149.111083984375
2011-01-28,1151.1926278208311,1151.1926278208311,1104.131293979099,1112.59326171875
2011-01-31,1085.1258373121361,1144.3597264425941,1041.051128978157,1133.8614501953125
2011-02-01,1145.762141520402,1153.907370014623,1116.4392968458606,1124.403564453125
2011-02-02,1129.879015377968,1129.879015377968,1095.9858553707827,1101.4613037109375
2011-02-03,1095.0810311625019,1113.0910636050726,1090.8274548189395,1102.502197265625
2011-02-04,1113.181600635494,1118.973787156919,1064.3102132905212,1070.60009765625
2011-02-07,1086.9356878496665,1086.9356878496665,1067.930151259456,1076.754150390625
2011-02-08,1080.6006998089072,1080.6006998089072,1058.9705632031403,1065.0343017578125
2011-02-09,1062.5000480241958,1076.0754319427333,1036.2543057816902,1044.3995361328125
2011-02-10,1047.567026072535,1063.2691965494178,1039.0597641974173,1049.82958984375
2011-02-11,1036.2543188567354,1074.0844333777545,1036.2543188567354,1069.1519775390625
2011-02-14,1086.0308220315328,1111.3715412122685,1079.695642236349,1107.8419189453125
2011-02-15,1108.656240925172,1124.041674472705,1096.8909093888233,1119.2449951171875
2011-02-16,1122.2316515772466,1122.2316515772466,1105.0361665934017,1111.3260498046875
2011-02-17,1103.135378111625,1122.1860946987906,1099.6057572891793,1111.4163818359375
2011-02-18,1110.466505422974,1136.712250049923,1108.6564540693914,1112.0050048828125
2011-02-21,1112.2765674436089,1113.1815931290798,1068.8353345410108,1092.6827392578125
2011-02-22,1090.5557920044203,1090.5557920044203,1058.9703780908505,1068.9256591796875
2011-02-23,1066.1200500360324,1088.383655471147,1066.1200500360324,1079.242919921875
2011-02-24,1066.1199742587596,1085.125508604629,1045.0328371985997,1062.9976806640625
2011-02-25,1070.6451749872906,1070.6451749872906,1035.892173416445,1057.6580810546875
2011-02-28,1059.7849955958905,1111.3714556718646,1048.472175403791,1093.451904296875
2011-03-01,1094.266383993875,1188.0270100424693,1091.460826849397,1168.1617431640625
2011-03-03,1159.4733973346422,1207.3039710956702,1150.332662227542,1196.669921875
2011-03-04,1199.1590029840959,1214.1824068883925,1171.9177526343008,1187.43896484375
2011-03-07,1159.3378513436544,1167.4830821493476,1130.5128066433042,1141.1015625
2011-03-08,1147.3912240507968,1153.8168821707895,1127.2091138316453,1136.84765625
2011-03-09,1142.1424703251505,1161.1480106395945,1140.4228993442034,1145.7625732421875
2011-03-10,1144.6309725424373,1162.9577384597999,1136.123710959523,1150.6494140625
2011-03-11,1137.1646863563378,1157.0752499057526,1122.2317636942769,1132.05126953125
2011-03-14,1124.2681804405097,1145.7625409037516,1102.3666026013043,1137.6173095703125
2011-03-15,1104.1310466979887,1113.0908207296563,1086.0305377357267,1098.836669921875
2011-03-16,1103.9502008171485,1112.1859111576898,1098.7914889393855,1103.452392578125
2011-03-17,1090.7368172412062,1098.6106063072627,1045.3498714367433,1054.4453125
2011-03-18,1071.2787057024004,1086.9356920010264,1038.1547924711585,1046.3905029296875
2011-03-21,1050.9157113414658,1055.2598785312696,1015.4387510395236,1021.0498657226562
2011-03-22,1028.1545609903658,1067.0253732730012,1025.4394837046839,1060.6448974609375
2011-03-23,1058.8799125789883,1068.8351938083633,1047.2050606782796,1064.2647705078125
2011-03-24,1058.879837695592,1071.550194727847,1047.8385707581824,1056.300537109375
2011-03-25,1061.5949372054977,1072.4552434684695,1051.187143703483,1070.01171875
2011-03-28,1076.7993768011784,1095.3975844142283,1067.9300827705217,1087.569091796875
2011-03-29,1095.0809226758815,1131.191464452858,1091.4608204521596,1120.3763427734375
2011-03-30,1127.6618294501698,1172.732145797065,1121.190874705888,1148.4774169921875
2011-03-31,1148.4777248643627,1163.8631632589208,1132.1872606818895,1142.2783203125
2011-04-01,1132.7754677153869,1169.6552659089843,1132.7754677153869,1150.378173828125
2011-04-04,1163.863001500028,1180.9680086096507,1139.065276262295,1176.85009765625
2011-04-05,1176.850014422842,1196.443840717539,1160.966881461852,1186.352783203125
2011-04-06,1200.9687582791425,1201.964264167297,1165.7180615994741,1174.2705078125
2011-04-07,1158.0254543259398,1162.9577992448783,1147.5723653249072,1156.848876953125
2011-04-08,1153.907671479415,1162.5054149139676,1131.2820308621717,1134.766357421875
2011-04-11,1131.2820322379653,1134.9926152083538,1114.0865453479482,1120.0596923828125
2011-04-13,1098.7007801363914,1160.378280128191,1098.7007801363914,1156.7581787109375
2011-04-15,1149.834979903839,1162.0528250267841,1135.8070836515687,1137.798095703125
2011-04-18,1136.7123371231362,1160.243006522182,1131.7346955194919,1142.459228515625
2011-04-19,1131.2819465326756,1146.8936373948266,1122.2316909604142,1135.5355224609375
2011-04-20,1138.5219996757658,1149.4727853674426,1131.3722766285593,1144.857177734375
2011-04-21,1153.8172288632225,1189.203709854091,1146.667504098275,1182.8685302734375
2011-04-25,1185.5835641237966,1208.2092046605103,1164.1345010856962,1200.47119140625
2011-04-26,1199.0684680903896,1199.0684680903896,1174.0444875591081,1178.8863525390625
2011-04-27,1184.588068401233,1203.59360661838,1181.2394072864408,1191.73779296875
2011-04-28,1195.7196431967297,1199.4303361181567,1173.8180703462715,1177.6644287109375
2011-04-29,1172.2342432581086,1202.462116135021,1166.2610972349444,1192.5068359375
2011-05-02,1194.6336543775053,1207.3040113178727,1163.953267976552,1168.930908203125
2011-05-03,1167.4830258256611,1167.4830258256611,1123.363027756668,1152.8216552734375
2011-05-04,1148.024783677298,1148.4772964024369,1123.1365837946605,1126.3946533203125
2011-05-05,1125.8518771140332,1153.2741977328367,1117.978198369937,1134.766357421875
2011-05-06,1134.9021706373308,1164.76801723305,1124.4038951414611,1152.5501708984375
2011-05-09,1155.2652684429572,1158.342377818143,1122.231831468286,1127.20947265625
2011-05-10,1126.7569999722791,1135.3547441487744,1116.8017172416003,1123.8609619140625
2011-05-11,1118.973589362597,1127.480851454964,1098.8367712845509,1106.71044921875
2011-05-12,1104.1312912720725,1120.4217529465784,1099.6061630291542,1103.4072265625
2011-05-13,1103.4070557692587,1119.51655401121,1099.6059928242685,1106.348388671875
2011-05-16,1099.606377060265,1120.7387079726095,1089.01761910151,1113.63427734375
2011-05-17,1113.6339566821894,1113.6339566821894,1090.5558047964553,1095.0809326171875
2011-05-18,1094.1760262771254,1115.806161712448,1076.9805386846808,1101.05419921875
2011-05-19,1095.0808781930189,1107.0271708553344,1091.4607761163477,1096.6646728515625
2011-05-20,1097.1625314492626,1122.9557599297286,1095.0809284689096,1107.0272216796875
2011-05-23,1092.3657713322625,1104.1311027550623,1086.0305928738317,1089.4244384765625
2011-05-24,1091.4609320273582,1109.516149523175,1082.0939386612822,1090.1033935546875
2011-05-25,1086.9357290528055,1094.040157809298,1079.0167551733616,1086.70947265625
2011-05-26,1081.8223580536635,1117.3446138121014,1081.8223580536635,1099.877685546875
2011-05-27,1095.081043819617,1110.4664799724546,1086.9358129151735,1105.6697998046875
2011-05-30,1108.6111535032035,1109.5614746501767,1092.3659868701168,1095.48828125
2011-05-31,1104.1312288331828,1119.5166639890551,1097.796049651353,1113.3172607421875
2011-06-01,1104.1313082479048,1135.8072064353448,1104.1313082479048,1131.37255859375
2011-06-02,1114.086431437757,1127.526038511254,1104.1311505719443,1109.018310546875
2011-06-03,1113.1815594786324,1126.6664638798648,1102.8190598839478,1116.711181640625
2011-06-06,1111.3714746252283,1121.2362760963256,1095.0810132707868,1114.9915771484375
2011-06-07,1095.9406528603165,1126.7568172331778,1095.9406528603165,1122.231689453125
2011-06-08,1108.6563947677428,1118.6569721520666,1102.32121536907,1107.660888671875
2011-06-09,1099.6061937834108,1106.574847281702,1095.0810654139318,1099.6514892578125
2011-06-10,1090.6914881551454,1123.1366297806974,1077.9306508790937,1110.1495361328125
2011-06-13,1104.1311297994278,1118.9735703609335,1093.4065995274632,1108.6109619140625
2011-06-14,1099.6059928242685,1112.1858694877308,1093.4517751757878,1106.348388671875
2011-06-15,1098.8819957959013,1107.6608100541737,1090.6462852575194,1095.0809326171875
2011-06-16,1082.4107220118915,1086.0308247610951,1071.459933290904,1079.8314208984375
2011-06-17,1107.7512422880902,1114.9914464860515,1051.0061860772673,1054.354736328125
2011-06-20,1065.2150882587027,1065.2150882587027,1022.724182242313,1050.5084228515625
2011-06-21,1054.3096661674174,1058.8800902347807,1028.1092158177016,1036.073486328125
2011-06-22,1036.3899637108934,1040.6888347956192,1011.0039544830248,1016.1173706054688
2011-06-23,1010.9134997011814,1011.8185252156857,988.2878618385766,994.8945922851562
2011-06-24,999.1481044593062,1018.1536390549995,982.6766853337348,1013.2664794921875
2011-06-27,1004.4878662854492,1049.1055590034282,1000.9582445934315,1043.2681884765625
2011-06-28,1063.1335710125818,1063.1335710125818,1033.7655332986756,1047.8839111328125
2011-06-29,1047.1144638831793,1070.6451259929136,1045.530669318101,1065.169677734375
2011-06-30,1072.455503903903,1074.0392989518623,1044.445001389275,1049.7393798828125
2011-07-01,1044.39958418249,1045.3046098186965,1022.67896891353,1034.580078125
2011-07-04,1035.3492263011433,1053.40444178239,1023.9006310303475,1047.838623046875
2011-07-05,1045.395000552573,1059.6491530992832,1043.9469817542897,1055.5765380859375
2011-07-06,1045.485241674081,1063.269011923203,1045.485241674081,1057.8841552734375
2011-07-07,1052.544698358228,1076.0753622940097,1048.7436352977634,1070.3736572265625
2011-07-08,1072.2744196195101,1087.8408163955298,1065.260470928108,1071.776611328125
2011-07-11,1063.5860378540929,1066.120153717469,1045.3045649776543,1053.5855712890625
2011-07-12,1042.136832905847,1042.589345642671,1031.9552963273054,1038.471435546875
2011-07-13,1044.3996287167884,1056.9795076918326,1044.3996287167884,1054.1739501953125
