Date,UNH UN Equity,GS UN Equity,MSFT UQ Equity,HD UN Equity,CAT UN Equity,AMGN UQ Equity,MCD UN Equity,CRM UN Equity,BA UN Equity,AAPL UQ Equity,CVX UN Equity,TRV UN Equity,WMT UN Equity,JNJ UN Equity,AXP UN Equity,PG UN Equity,JPM UN Equity,IBM UN Equity,MRK UN Equity,NKE UN Equity,MMM UN Equity,DIS UN Equity,KO UN Equity,CSCO UQ Equity,INTC UQ Equity,VZ UN Equity
2012-06-20,59.6,96.55,30.93,52.83,87.17,72.79,88.65,34.4375,73.01,20.92,103.63,63.85,68.52,67.0,57.44,60.39,36.45,189.8675,37.3878,25.3,87.54,47.73,37.78,17.51,27.64,43.3
2012-06-21,58.34,93.9,30.135,51.26,84.98,71.65,87.64,33.1925,71.37,20.63,100.02,62.58,67.7,66.39,56.32,59.75,35.51,184.7192,37.6166,24.665,86.73,47.4,37.335,16.925,26.71,43.33
2012-06-22,59.07,93.63,30.7,52.02,84.96,72.46,88.35,34.2775,71.96,20.789,100.44,63.35,67.3,66.63,56.79,59.83,35.99,185.0153,38.3127,24.85,86.83,47.47,37.47,17.13,26.95,43.95
2012-06-25,57.69,91.22,29.84,51.52,82.89,71.4,88.12,33.54,71.05,20.383,99.08,62.15,68.18,66.5,56.05,59.31,35.32,184.2129,37.9599,24.365,85.85,46.7,37.385,16.92,26.04,43.65
2012-06-26,58.8,91.03,29.99,51.88,82.73,71.44,89.1,33.8325,70.93,20.435,100.94,62.15,68.58,66.42,56.11,59.27,35.71,183.3437,38.2173,24.6125,86.18,47.29,37.54,16.81,26.0,43.84
2012-06-27,59.29,93.27,30.17,51.55,82.25,72.37,88.33,33.93,71.87,20.518,102.57,62.83,68.59,66.84,56.88,59.98,36.78,184.3467,38.6464,24.5275,87.16,47.87,38.17,16.73,26.22,43.78
2012-06-28,59.6,93.49,29.91,51.69,82.63,71.42,88.18,32.945,71.58,20.323,103.46,62.85,68.3,66.94,56.69,60.29,35.88,182.8184,38.7894,24.2225,87.16,47.82,38.285,16.48,25.83,43.97
2012-06-29,58.5,95.86,30.59,52.99,84.91,73.04,88.53,34.565,74.3,20.857,105.5,63.84,69.72,67.56,58.21,61.25,35.73,186.811,39.8097,21.945,89.6,48.5,39.095,17.17,26.65,44.44
2012-07-02,56.26,97.13,30.56,53.01,83.68,74.36,88.08,34.7675,73.18,21.168,105.86,63.92,69.35,68.0,59.05,61.19,36.28,187.0498,39.9051,22.2125,89.28,48.72,39.46,17.08,26.66,44.93
2012-07-03,54.88,98.6,30.76,51.65,86.46,75.16,88.58,35.3375,74.27,21.408,107.37,64.13,70.75,68.04,59.41,61.36,35.88,187.1453,39.8669,22.62,89.7,48.59,39.58,17.15,26.86,44.95
2012-07-04,54.88,98.6,30.76,51.65,86.46,75.16,88.58,35.3375,74.27,21.408,107.37,64.13,70.75,68.04,59.41,61.36,35.88,187.1453,39.8669,22.62,89.7,48.59,39.58,17.15,26.86,44.95
2012-07-05,55.81,95.92,30.7,52.11,86.79,74.33,89.3,35.605,74.44,21.784,106.03,63.96,71.08,67.78,59.25,61.35,34.38,186.534,39.6953,23.05,89.57,48.11,39.225,16.94,26.55,44.89
2012-07-06,55.82,95.47,30.2,52.15,84.61,73.85,89.66,33.9375,73.69,21.651,105.07,63.26,71.36,67.64,58.63,61.28,33.9,182.8279,39.5809,22.845,88.99,48.04,39.075,16.77,26.17,44.42
2012-07-09,56.09,94.47,30.0,52.12,83.14,74.8,89.8,32.825,74.03,21.925,104.46,63.07,71.76,67.78,58.41,61.55,33.96,181.166,40.1721,22.57,88.96,48.0,38.99,16.65,26.17,44.74
2012-07-10,55.7,94.25,29.74,52.22,80.27,74.93,90.25,32.2175,73.22,21.722,103.88,63.21,72.11,67.88,58.39,61.73,34.25,177.9088,39.4474,22.8225,88.25,47.36,38.99,16.41,25.56,44.7
2012-07-11,56.04,95.13,29.3,51.67,79.74,76.09,89.53,31.7275,71.52,21.587,104.85,62.53,72.26,67.9,58.08,61.4,34.59,176.9441,39.2948,23.065,87.85,47.27,38.73,16.38,25.39,44.9
2012-07-12,54.57,94.02,28.63,51.55,79.64,75.81,91.93,31.885,71.71,21.389,105.03,62.24,72.31,67.71,56.93,63.7,34.04,174.881,40.9158,22.955,86.41,47.41,38.32,15.98,24.74,44.67
2012-07-13,55.2,97.43,29.39,52.09,82.07,76.96,92.29,32.6375,73.51,21.606,106.01,63.13,73.18,68.61,57.93,65.09,36.07,177.6701,41.4498,23.4925,87.59,48.19,38.64,16.31,25.25,45.21
2012-07-16,55.16,97.68,29.44,51.45,81.15,77.27,91.65,31.9975,72.97,21.677,106.78,62.55,72.98,68.45,58.64,64.81,35.09,176.5048,41.3354,23.255,88.1,47.86,38.24,16.19,25.14,45.27
2012-07-17,55.9,97.98,29.66,50.72,81.91,78.76,91.89,31.695,73.11,21.676,107.43,63.31,73.1,69.0,58.68,65.35,34.99,175.4159,42.1363,23.19,88.98,49.35,38.845,16.23,25.38,45.66
2012-07-18,56.35,96.51,30.45,50.91,82.52,79.62,92.22,33.725,73.89,21.652,107.88,64.0,72.85,69.37,58.29,64.82,34.96,179.8096,41.8979,23.6575,90.87,49.35,38.72,16.7,26.21,45.89
2012-07-19,54.99,95.0,30.62,50.96,82.63,79.63,92.76,34.7775,74.86,21.946,108.84,63.69,71.53,69.53,56.23,64.92,34.46,186.5817,41.8979,23.815,90.83,48.99,38.775,16.67,26.08,44.54
2012-07-20,55.41,94.16,30.07,50.7,80.95,77.75,91.58,33.79,73.89,21.561,109.19,62.71,72.25,68.63,55.81,64.73,33.9,183.8213,41.3926,23.27,89.99,48.59,38.515,16.36,25.51,44.49
2012-07-23,54.51,93.16,29.28,50.96,81.58,77.53,88.94,32.75,72.91,21.565,107.95,61.74,71.85,68.11,55.73,64.39,34.44,182.2739,41.2591,23.2125,89.36,47.98,38.44,16.07,25.26,44.35
2012-07-24,54.9,94.47,29.16,51.17,81.43,76.4,88.05,31.68,72.03,21.475,106.3,60.89,72.14,67.35,55.63,64.02,34.73,181.8059,40.7251,23.24,88.24,48.16,38.33,15.14,25.02,43.77
2012-07-25,52.48,95.96,28.83,51.07,82.6,77.96,88.04,31.33,74.03,20.535,106.06,60.98,72.08,67.53,56.05,64.02,35.17,182.5127,40.6393,23.3775,88.75,48.3,38.51,15.42,25.13,43.72
2012-07-26,52.01,98.06,29.17,52.91,83.3,79.295,89.0,31.1525,74.91,20.531,108.33,61.61,73.67,68.74,57.76,64.56,35.81,185.2541,41.3163,24.145,90.59,49.71,39.425,15.38,25.495,44.46
2012-07-27,53.34,101.64,29.78,53.71,86.16,83.92,89.19,32.8725,75.51,20.909,109.26,62.72,74.52,69.52,58.53,65.09,36.89,187.5847,42.985,24.2575,91.71,49.92,40.005,15.7,26.02,44.9
2012-07-30,53.26,100.88,29.64,53.25,85.69,83.46,89.33,31.4675,74.86,21.251,109.82,63.21,74.98,69.45,58.29,65.1,36.14,187.8617,42.4128,23.9625,91.28,49.8,40.56,15.87,25.76,44.95
2012-07-31,51.09,100.9,29.47,52.18,84.21,82.6,89.36,31.09,73.91,21.813,109.58,62.65,74.43,69.22,57.71,64.54,36.0,187.193,42.1172,23.3375,91.23,49.14,40.4,15.95,25.7,45.14
2012-08-01,51.21,100.09,29.41,51.68,82.65,81.82,89.43,31.1425,72.77,21.672,110.5,63.35,73.62,69.38,56.8,64.01,36.0,186.4289,42.2221,23.25,91.2,48.82,40.505,15.98,25.93,45.21
2012-08-02,51.1,97.81,29.19,51.39,83.12,81.04,89.59,30.3425,71.99,21.707,109.25,62.87,74.05,68.45,56.49,63.51,35.17,185.7316,41.8693,23.135,90.08,48.98,39.875,15.74,25.91,44.62
2012-08-03,51.61,100.98,29.75,52.29,85.02,82.21,89.59,32.0675,72.81,21.989,111.12,63.71,74.55,69.12,57.61,65.5,36.09,189.6192,42.0982,23.6425,91.7,49.77,40.415,16.35,26.23,44.46
2012-08-06,51.0,102.02,29.95,52.0,86.35,82.43,89.69,33.18,72.89,22.234,111.31,63.52,74.28,68.84,57.1,65.81,36.3,189.8484,42.4224,23.88,91.41,49.65,40.32,16.69,26.31,44.69
2012-08-07,52.54,103.24,30.26,52.4,87.22,81.57,89.01,34.17,74.46,22.183,111.95,63.37,73.99,68.29,57.64,66.22,37.01,190.9659,41.9551,24.0425,91.7,49.81,39.885,17.14,26.5,44.47
2012-08-08,52.73,102.5,30.33,52.79,87.22,81.37,87.53,33.8875,74.6,22.138,112.14,63.81,74.31,68.35,57.91,66.72,37.16,190.1063,42.0124,23.975,91.63,50.49,39.78,17.16,26.6,44.18
2012-08-09,52.02,103.6,30.5,53.15,88.4,81.97,87.15,34.44,74.28,22.169,112.63,63.89,73.85,68.32,56.47,66.73,36.92,189.5236,42.2221,23.765,91.59,49.96,39.62,17.7,26.7,44.34
2012-08-10,51.9,103.02,30.42,53.06,88.94,82.73,88.2,34.96,74.21,22.201,113.55,63.98,73.68,68.64,55.85,66.77,36.97,190.3546,42.4987,23.625,92.29,49.65,39.395,17.54,26.88,44.6
2012-08-13,51.9,103.61,30.4,52.82,88.61,82.23,87.9,36.2875,74.19,22.5,113.28,63.73,73.4,68.46,56.13,66.48,36.99,190.0872,42.3556,23.9625,92.4,49.86,39.3,17.34,26.69,44.27
2012-08-14,51.97,103.26,30.14,54.71,87.87,83.54,88.12,35.64,73.81,22.56,113.32,63.54,74.01,68.64,56.08,66.73,37.1,189.3995,42.3461,23.7275,92.3,49.69,39.38,17.17,26.48,44.33
2012-08-15,52.82,103.13,30.2,55.0,87.61,83.65,87.81,36.0325,73.07,22.53,112.57,63.75,74.45,68.35,56.66,66.64,37.07,189.5045,42.0124,23.555,92.54,49.89,39.35,17.35,26.27,44.19
2012-08-16,53.39,103.49,30.78,56.31,88.59,83.1,87.46,36.74,73.64,22.726,113.32,64.03,72.15,68.2,57.37,67.0,37.1,191.8351,41.8979,23.695,93.74,50.25,39.55,19.0,26.59,44.12
2012-08-17,53.13,103.6,30.9,56.73,90.01,83.38,87.36,36.8075,73.91,23.147,112.66,65.13,71.99,67.8,57.59,67.0,36.98,192.1981,41.3258,24.065,94.24,50.46,39.53,19.06,26.33,44.06
2012-08-20,53.2,105.28,30.74,56.57,90.44,83.24,88.17,36.8925,73.83,23.755,112.52,65.64,72.3,67.7,56.9,66.75,37.37,191.5104,41.7168,23.9425,93.89,50.45,39.47,18.94,26.23,43.7
2012-08-21,53.42,105.32,30.8,56.32,90.29,83.11,88.52,36.91,73.27,23.437,111.98,65.23,71.43,67.78,56.6,66.77,38.04,189.7433,40.9444,23.9625,93.21,49.64,39.26,19.16,26.11,42.89
2012-08-22,53.97,104.67,30.57,56.64,88.72,83.87,88.55,37.155,72.8,23.888,112.15,65.45,71.77,67.75,56.82,66.85,37.83,188.4061,40.9158,23.9425,92.68,49.66,38.77,19.2,25.73,42.62
2012-08-23,53.92,104.08,30.23,56.55,87.63,83.63,88.25,36.6925,70.36,23.656,111.29,64.8,71.56,67.74,56.42,66.68,37.23,186.9256,40.8204,23.8625,91.98,49.17,38.11,19.11,25.04,42.25
2012-08-24,54.16,104.96,30.56,56.96,87.47,84.59,88.92,37.135,71.09,23.691,112.01,65.4,72.11,67.6,57.49,67.02,37.17,188.9028,41.116,24.215,92.83,49.56,38.47,19.2,24.91,43.17
2012-08-27,54.61,105.12,30.69,56.67,86.63,84.43,89.54,37.265,71.38,24.124,111.73,65.18,72.5,67.49,57.42,67.11,37.23,186.916,41.0493,24.1075,92.59,49.63,38.17,19.36,24.84,42.76
2012-08-28,54.33,105.03,30.64,56.53,86.01,84.01,89.14,36.28,71.52,24.1,112.35,64.84,72.41,67.51,57.56,66.99,37.13,186.1328,40.8395,24.7175,92.3,49.63,38.0,19.22,25.0,42.67
2012-08-29,54.64,105.53,30.65,56.84,86.09,83.72,89.65,36.4,71.44,24.058,111.8,64.8,72.77,67.37,57.42,66.87,37.3,186.3334,41.0588,24.6725,92.43,50.04,37.46,19.2,24.67,43.09
2012-08-30,54.69,104.72,30.32,56.62,84.47,83.15,88.7,35.6725,70.82,23.716,110.93,64.49,72.25,67.21,57.17,66.88,36.9,184.7001,41.116,24.4375,91.76,49.42,37.14,18.9,24.27,42.77
2012-08-31,54.3,105.72,30.82,56.75,85.33,83.92,89.49,36.295,71.4,23.759,112.16,64.74,72.6,67.43,58.3,67.19,37.14,186.1137,41.0493,24.34,92.6,49.47,37.4,19.08,24.83,42.94
2012-09-03,54.3,105.72,30.82,56.75,85.33,83.92,89.49,36.295,71.4,23.759,112.16,64.74,72.6,67.43,58.3,67.19,37.14,186.1137,41.0493,24.34,92.6,49.47,37.4,19.08,24.83,42.94
2012-09-04,54.56,106.41,30.37,56.79,82.66,84.33,89.05,36.21,70.87,24.092,111.22,64.64,73.51,67.26,58.61,67.4,37.01,185.8176,41.24,24.315,91.68,49.66,37.28,19.01,24.39,43.7
2012-09-05,54.28,109.94,30.39,56.54,82.75,84.08,89.06,36.1825,71.92,23.937,110.77,64.53,73.55,67.27,57.19,67.29,37.11,186.2952,41.4212,24.3375,91.75,50.79,37.51,18.9,24.39,43.8
2012-09-06,54.89,113.54,31.36,57.65,84.79,84.84,90.67,37.2225,72.82,24.163,113.03,65.34,74.81,67.83,57.41,68.24,38.69,190.1732,42.1935,24.865,93.28,51.86,38.15,19.73,25.09,44.15
2012-09-07,54.88,116.33,30.95,57.26,88.1,83.96,91.02,37.3925,72.89,24.304,114.0,65.21,73.82,67.88,57.73,68.52,39.3,190.5552,42.0028,24.8225,92.82,51.74,37.9,19.56,24.19,43.72
2012-09-10,53.74,114.68,30.71,57.3,87.1,84.06,91.3,37.335,71.08,23.669,113.96,65.31,73.51,68.18,57.52,68.51,38.76,191.9402,42.2031,25.01,90.67,51.52,37.66,19.14,23.26,44.06
2012-09-11,52.8,116.69,30.79,56.72,88.6,83.94,91.2,37.6975,71.27,23.593,114.18,66.95,74.06,68.2,57.23,68.26,39.6,194.1562,42.2698,24.92,91.17,51.56,37.77,19.04,23.34,44.24
2012-09-12,52.82,118.24,30.78,57.05,89.12,83.13,90.82,38.1775,70.96,23.919,114.48,67.54,74.07,68.15,57.27,68.1,39.92,194.6338,42.4605,25.21,90.81,51.7,37.55,19.08,23.19,44.89
2012-09-13,53.89,120.67,30.97,58.3,90.68,83.37,91.57,39.2475,71.58,24.396,116.56,68.45,75.14,68.99,59.05,68.91,41.4,197.1076,42.5845,24.8,92.06,52.6,38.35,19.36,23.38,45.58
2012-09-14,54.25,121.36,31.21,59.46,93.17,81.36,91.7,39.8575,71.28,24.689,117.25,68.58,74.5,68.47,59.27,69.16,41.57,197.5375,41.5928,24.16,93.98,52.35,38.12,19.49,23.37,44.53
2012-09-17,54.48,119.9,31.21,58.91,91.99,82.09,92.14,39.54,69.92,24.993,117.14,68.48,73.99,68.25,59.18,69.25,41.19,197.8622,41.9551,24.4925,93.78,52.15,38.35,19.16,23.31,44.58
2012-09-18,55.13,119.88,31.17,58.86,93.07,82.01,93.08,39.0725,70.45,25.07,116.97,68.46,73.95,68.55,58.67,69.22,41.26,197.7858,42.0314,24.43,93.43,51.9,38.62,19.06,23.37,44.91
2012-09-19,54.95,119.02,31.05,59.47,93.94,81.71,92.83,39.495,69.9,25.075,116.6,68.23,74.37,68.6,58.67,69.26,41.34,197.1745,42.4414,24.415,93.63,52.7,38.52,19.12,23.15,45.27
2012-09-20,54.94,117.63,31.46,59.28,92.54,82.3,93.15,39.005,69.85,24.957,117.85,68.45,74.75,68.9,58.34,69.56,41.25,196.9357,42.8038,24.18,93.58,52.66,38.64,19.11,23.18,45.49
2012-09-21,56.18,116.72,31.23,59.42,91.72,82.04,93.71,38.8,69.97,25.025,117.8,68.61,74.45,69.06,57.86,69.42,40.88,196.7447,42.8229,24.13,93.21,52.74,38.03,18.895,23.14,45.64
2012-09-24,55.98,116.6,30.77,59.39,90.87,82.91,93.71,38.3925,70.03,24.639,117.75,68.42,74.74,69.0,57.67,69.76,41.23,196.0856,43.0422,23.83,93.73,52.92,38.12,18.78,22.79,45.68
2012-09-25,56.2,113.5,30.4,59.72,87.01,83.84,92.86,38.0325,69.38,24.061,116.94,68.48,74.26,69.32,57.13,69.54,40.55,195.7895,43.0136,23.77,92.83,52.54,37.68,18.65,22.51,45.62
2012-09-26,55.78,113.08,30.175,59.17,86.95,83.455,93.2,37.235,70.25,23.75,116.3,67.78,74.19,69.0,56.14,69.3,40.24,194.8535,42.9182,23.8725,92.59,51.94,37.76,18.58,22.63,45.59
2012-09-27,56.24,115.23,30.2,59.88,86.92,84.265,93.27,38.295,70.1,24.336,117.2,68.41,73.98,69.01,56.57,69.3,40.68,196.6778,43.128,24.0,92.82,52.58,38.31,18.8,23.07,45.76
2012-09-28,55.41,113.68,29.78,60.37,86.04,84.32,91.75,38.1725,69.62,23.831,116.56,68.26,73.8,68.91,56.86,69.36,40.48,198.1488,43.004,23.7275,92.42,52.28,37.93,19.09,22.68,45.57
2012-10-01,56.46,116.86,29.515,60.57,85.47,85.07,91.99,37.785,70.01,23.562,117.25,69.07,74.05,69.13,57.73,69.45,40.97,201.0334,43.1089,23.8875,93.29,52.07,38.38,19.03,22.76,45.81
2012-10-02,56.8,117.25,29.66,60.33,85.47,86.35,90.93,38.235,69.53,23.618,117.96,68.7,73.75,68.96,57.18,68.79,40.92,200.4316,43.3568,23.7375,93.54,51.64,38.34,18.87,22.84,45.86
2012-10-03,56.86,117.91,29.86,61.77,85.28,86.79,90.35,39.26,69.86,23.991,116.14,69.01,74.2,69.0,57.4,69.17,40.86,201.0716,43.6524,23.45,93.78,52.47,38.24,18.935,22.56,46.28
2012-10-04,57.97,119.9,30.01,61.74,85.96,86.37,91.03,39.4575,69.94,23.814,117.15,69.28,74.72,69.27,58.37,69.38,41.82,200.957,43.9766,23.9725,94.43,52.63,38.33,18.89,22.48,47.26
2012-10-05,57.13,119.31,29.85,63.2,85.43,86.94,91.0,38.6825,70.89,23.309,117.5,69.56,75.13,69.65,58.56,69.63,41.71,201.148,44.1292,23.805,94.96,52.97,38.58,18.86,22.68,47.05
2012-10-08,57.6,119.46,29.78,61.88,85.44,86.04,91.54,38.4,70.57,22.792,117.62,69.54,75.25,69.44,58.82,69.1,41.66,200.4125,44.1864,23.7475,95.37,52.33,38.58,18.9,22.51,46.57
2012-10-09,57.47,119.63,29.28,60.95,84.75,85.43,92.11,38.035,70.64,22.709,117.36,69.32,74.14,68.41,58.24,68.7,41.38,198.6646,44.0243,23.62,93.94,51.51,38.56,18.8,21.9,46.11
2012-10-10,57.11,120.08,28.98,59.74,83.16,84.65,92.4,37.54,70.34,22.89,112.45,69.4,75.42,68.22,57.97,68.14,41.77,196.5919,43.4808,23.555,93.28,51.21,38.09,18.31,21.76,45.78
2012-10-11,57.66,121.99,28.95,59.01,82.85,84.61,92.36,38.1525,70.83,22.432,113.06,69.16,75.01,67.97,58.47,68.0,42.1,196.5345,43.3378,23.725,92.83,50.34,38.11,18.26,21.68,45.2
2012-10-12,57.07,120.2,29.2,59.56,82.82,84.0,92.51,38.3225,71.85,22.484,112.07,68.72,75.81,67.97,57.89,67.94,41.62,198.4831,43.4999,23.605,92.75,50.59,38.23,18.4,21.46,44.62
2012-10-15,57.49,124.5,29.51,60.65,82.81,86.22,93.5,38.5375,72.25,22.67,112.82,69.79,77.15,68.6,57.59,68.71,42.38,199.5624,44.4248,23.9025,92.79,50.79,38.13,18.55,21.72,44.5
2012-10-16,56.88,123.22,29.52,60.86,84.96,88.035,94.09,38.865,73.48,23.2,114.09,70.49,76.91,69.55,58.63,69.0,42.83,201.5396,44.9778,24.31,94.23,51.24,37.9,18.87,22.35,44.08
2012-10-17,55.99,124.92,29.59,61.39,86.63,89.18,93.7,37.9075,73.63,23.024,115.18,71.38,77.03,71.0,59.37,69.47,43.32,191.6346,45.1876,24.3925,94.81,52.29,37.74,18.7,21.79,44.72
2012-10-18,56.01,125.15,29.54,61.8,86.62,89.79,92.9,37.525,74.26,22.59,114.62,73.94,76.56,72.52,57.61,69.47,43.01,186.2188,45.7311,24.3925,94.74,52.42,37.84,18.58,21.67,45.78
2012-10-19,55.66,123.62,28.64,61.89,83.86,87.16,88.72,37.2525,74.01,21.779,113.39,73.51,75.62,71.86,56.86,68.57,42.32,184.6905,44.8443,24.1125,92.94,51.9,37.4,18.06,21.26,45.16
2012-10-22,56.54,122.77,28.0,62.04,85.08,87.8,88.45,36.9075,73.7,22.644,112.74,73.99,75.65,71.78,56.74,68.5,42.09,185.6839,44.3199,23.62,92.53,51.79,37.23,18.19,21.46,44.77
2012-10-23,56.18,119.0,28.04,61.75,83.58,87.32,87.96,37.2,72.82,21.907,109.38,73.38,74.76,70.89,55.38,67.44,41.33,182.6751,43.7573,23.205,88.73,50.76,36.61,18.0,21.59,44.07
2012-10-24,55.92,119.77,27.89,61.28,82.73,87.5,87.28,37.055,72.71,22.017,109.71,73.18,74.82,70.74,55.23,68.08,41.71,182.1689,43.7478,23.2225,88.39,50.65,36.88,17.38,21.45,44.23
2012-10-25,56.21,119.72,27.88,60.48,83.53,88.05,87.33,36.3275,71.54,21.779,110.96,72.12,75.32,71.14,55.44,70.07,41.67,183.0094,44.1483,22.8275,87.81,50.26,37.09,17.2,21.69,44.25
2012-10-26,55.78,119.44,28.21,60.04,84.25,87.63,86.71,36.6625,71.11,21.571,111.18,71.56,75.11,70.9,55.75,69.44,41.16,184.6045,44.0052,22.7875,88.03,50.08,37.04,17.29,21.95,44.73
2012-10-29,55.78,119.44,28.21,60.04,84.25,87.63,86.71,36.6625,71.11,21.571,111.18,71.56,75.11,70.9,55.75,69.44,41.16,184.6045,44.0052,22.7875,88.03,50.08,37.04,17.29,21.95,44.73
2012-10-30,55.78,119.44,28.21,60.04,84.25,87.63,86.71,36.6625,71.11,21.571,111.18,71.56,75.11,70.9,55.75,69.44,41.16,184.6045,44.0052,22.7875,88.03,50.08,37.04,17.29,21.95,44.73
2012-10-31,56.0,122.39,28.535,61.38,84.81,86.545,86.8,36.495,70.44,21.254,110.21,70.94,75.02,70.82,55.97,69.24,41.68,185.8081,43.5094,22.845,87.6,49.07,37.18,17.14,21.625,44.64
2012-11-01,56.95,124.85,29.53,62.26,87.65,87.22,86.8,36.555,70.79,21.314,111.46,70.23,73.45,71.5,56.85,69.25,42.84,188.3106,43.805,23.8375,89.25,49.78,37.33,17.53,22.29,45.14
2012-11-02,56.05,123.25,29.49,62.03,85.79,86.35,86.86,36.65,70.05,20.595,108.26,69.62,72.77,70.9,56.71,69.19,42.42,184.7574,43.8622,23.635,88.97,49.86,37.08,17.35,22.05,44.52
2012-11-05,55.28,124.08,29.63,62.38,86.77,86.35,87.46,36.2725,70.41,20.886,109.19,69.11,73.14,70.79,56.36,68.67,42.27,185.4355,43.5475,23.815,89.6,50.32,36.77,17.4,21.84,44.2
2012-11-06,56.39,126.25,29.88,62.62,88.08,87.29,87.97,36.93,72.02,20.816,110.36,70.17,73.76,71.01,57.19,68.93,42.88,186.3238,43.7764,24.0325,90.86,50.47,37.42,17.48,21.72,44.3
2012-11-07,54.25,117.98,29.07,61.99,85.02,85.34,86.86,36.63,70.11,19.928,107.45,68.71,73.11,70.34,55.57,68.06,40.46,182.5892,42.3842,23.6625,89.38,50.08,36.72,17.21,20.9,43.19
2012-11-08,53.44,115.27,28.81,60.86,83.66,84.74,85.13,35.82,70.98,19.188,105.87,69.0,72.48,69.65,55.56,66.91,40.4,181.5767,41.8121,22.965,88.55,50.04,36.36,16.83,20.83,42.61
2012-11-09,52.9,116.15,28.83,60.96,84.95,85.17,84.74,35.285,73.25,19.538,105.84,68.98,72.31,69.87,55.83,67.01,40.62,181.1373,42.0028,23.0775,88.81,47.06,36.29,16.82,20.8,42.64
2012-11-12,52.2,117.24,28.24,61.16,85.18,85.54,84.88,35.42,73.69,19.389,105.93,68.43,72.48,69.68,55.52,67.08,40.58,180.7648,41.9742,23.0725,89.18,47.45,36.08,16.88,20.77,42.56
2012-11-13,52.19,116.47,27.06,63.38,83.26,85.77,84.64,35.2775,73.36,19.378,105.28,68.23,71.81,69.51,54.74,66.85,40.04,179.8765,41.65,22.8675,89.08,47.96,36.16,16.85,20.28,42.54
2012-11-14,51.25,114.24,26.83,61.47,81.1,83.99,84.62,34.92,71.29,19.176,102.5,68.07,71.31,69.27,53.65,66.53,39.29,177.1925,41.0493,22.65,87.31,47.17,36.01,17.66,19.96,42.24
2012-11-15,51.25,115.44,26.7,61.25,81.3,84.15,84.05,35.1825,71.04,18.787,101.52,68.32,68.72,69.07,53.64,66.32,39.39,177.5172,40.8109,22.7075,88.02,47.45,36.43,17.94,20.03,41.7
2012-11-16,51.9,115.84,26.52,62.12,81.93,84.54,84.14,36.075,70.77,18.847,102.3,68.65,68.03,69.19,54.3,66.82,39.53,178.5584,41.0684,23.1475,88.5,47.42,36.56,17.99,20.18,41.4
2012-11-19,52.91,118.3,26.75,63.33,83.62,85.4,85.04,36.83,71.96,20.23,104.35,69.54,69.02,69.25,55.23,67.92,40.59,181.8155,41.3258,24.08,89.57,47.91,37.24,18.32,20.26,42.81
2012-11-20,53.14,118.09,26.71,63.82,83.33,86.57,85.68,36.475,72.54,20.041,103.56,69.64,69.0,69.67,55.86,68.3,40.7,180.717,41.5356,23.9025,89.02,48.44,37.25,18.35,19.52,42.82
2012-11-21,53.53,117.7,26.95,64.09,83.05,86.65,86.01,39.695,73.15,20.061,104.1,70.22,68.89,69.59,55.98,68.47,40.73,181.7582,41.8503,23.9,88.94,48.68,37.39,18.48,19.36,43.16
2012-11-22,53.53,117.7,26.95,64.09,83.05,86.65,86.01,39.695,73.15,20.061,104.1,70.22,68.89,69.59,55.98,68.47,40.73,181.7582,41.8503,23.9,88.94,48.68,37.39,18.48,19.36,43.16
2012-11-23,53.92,120.31,27.7,64.82,84.16,87.6,87.05,39.8625,73.74,20.42,105.47,71.27,70.2,69.56,56.51,69.59,41.09,184.8147,42.2221,24.1875,90.28,49.26,37.93,18.84,19.71,43.76
2012-11-26,53.53,120.94,27.4,64.67,84.65,87.28,86.24,40.055,74.27,21.045,104.99,70.86,69.91,69.09,55.69,69.48,40.88,184.232,42.1458,24.415,90.09,49.03,37.36,19.07,19.89,43.3
2012-11-27,52.59,118.41,27.08,64.16,84.01,86.98,85.92,39.0925,74.49,20.889,103.38,70.83,69.5,68.81,54.44,68.99,40.75,182.656,41.8407,24.2525,90.31,48.6,37.42,18.95,19.94,43.0
2012-11-28,52.75,119.33,27.36,64.83,84.94,87.04,86.52,39.465,74.09,20.819,105.58,70.96,70.56,69.29,55.51,69.44,40.83,183.3724,42.5273,24.7825,90.93,49.2,37.56,18.83,20.09,43.56
2012-11-29,54.36,118.73,26.95,64.24,86.25,88.61,86.49,39.6875,74.12,21.049,105.79,71.18,70.83,69.22,55.92,69.5,41.22,182.9426,42.6321,24.7425,90.65,49.72,37.97,19.01,19.53,44.01
2012-11-30,54.39,117.79,26.62,65.07,85.24,88.8,87.04,39.4175,74.28,20.903,105.69,70.82,72.02,69.73,55.9,69.83,41.08,181.548,42.2412,24.37,90.95,49.66,37.92,18.91,19.57,44.12
2012-12-03,53.89,118.4,26.43,64.97,84.49,88.4,87.07,39.2625,74.02,20.934,104.66,70.95,71.34,69.64,55.99,69.58,40.81,180.9845,42.3747,24.39,90.29,49.29,37.38,19.05,19.55,44.1
2012-12-04,53.54,116.58,26.34,64.24,84.16,88.34,87.2,39.235,74.05,20.566,103.97,70.53,72.12,69.86,55.84,69.31,40.57,180.8699,42.327,24.4175,90.12,49.29,37.15,19.19,20.0,43.67
