Date,KMB IB Equity,HCLT IB Equity,NTPC IB Equity,NEST IB Equity,BHARTI IB Equity,RELIANCE IB Equity,TCS IB Equity,ITC IB Equity,MM IB Equity,UTCEM IB Equity,TATA IB Equity,SUNP IB Equity,WPRO IB Equity,HUVR IB Equity,INFO IB Equity,MSIL IB Equity,BAF IB Equity,HDFCB IB Equity,ICICIBC IB Equity,APNT IB Equity,SBIN IB Equity,TTAN IB Equity,TTMT IB Equity,IIB IB Equity,JSTL IB Equity,LT IB Equity,AXSB IB Equity
2016-04-28,702.15,399.98,114.38,5910.8,335.54,450.04,1263.47,215.53,671.68,3164.05,32.62,802.55,207.6,876.6,605.72,3748.45,696.43,557.3,218.32,874.05,192.15,369.25,410.9,1033.95,136.9,839.73,468.25
2016-04-29,715.6,375.23,115.67,5743.85,327.88,443.36,1265.03,216.53,665.88,3162.45,32.89,811.3,207.64,866.65,605.42,3794.95,683.22,566.72,215.09,868.1,188.95,355.4,408.85,1049.2,137.19,835.7,472.25
2016-05-02,718.4,371.48,115.04,5743.9,322.52,445.05,1262.57,213.93,667.88,3177.4,32.53,811.45,205.59,864.35,600.33,3829.55,704.91,558.97,206.32,862.75,186.4,366.55,407.3,1044.05,136.57,832.07,471.9
2016-05-03,708.4,364.65,113.88,5605.2,330.76,440.43,1240.13,211.27,662.93,3214.2,32.69,798.35,203.83,850.5,590.38,3816.9,697.97,558.72,201.23,871.55,184.2,361.25,409.5,1038.75,135.63,833.9,469.75
2016-05-04,711.85,368.38,115.42,5554.45,325.17,441.08,1239.13,208.53,659.22,3183.6,30.86,802.75,202.43,853.6,594.78,3809.2,694.66,563.7,195.23,873.15,180.1,360.05,381.8,1040.1,131.93,830.7,462.3
2016-05-05,709.15,366.75,116.13,5534.55,320.13,439.98,1237.0,211.7,660.33,3120.15,31.15,810.9,203.63,851.15,596.22,3840.05,715.48,566.47,195.32,868.35,180.45,359.4,391.2,1037.25,132.09,848.97,461.4
2016-05-06,703.65,362.3,116.71,5630.95,323.19,437.32,1236.07,211.47,663.88,3100.9,30.91,804.1,199.73,852.95,590.72,3819.5,725.51,560.33,198.32,888.4,184.4,364.1,398.7,1040.85,131.97,840.03,461.5
2016-05-09,713.5,361.45,119.29,5523.65,330.4,443.54,1257.68,216.5,674.72,3164.95,30.87,804.75,202.09,846.1,599.58,3856.2,737.14,570.92,204.82,906.15,188.65,365.6,403.35,1054.6,132.69,862.9,477.25
2016-05-10,721.5,360.0,117.21,5523.1,332.43,442.82,1261.8,215.53,675.2,3172.1,30.77,802.4,201.98,862.45,606.28,3846.95,743.2,572.35,205.0,898.65,189.3,371.95,388.9,1054.35,128.82,879.07,487.85
2016-05-11,731.15,354.38,117.58,5597.35,323.96,439.89,1258.88,212.0,673.08,3196.2,30.86,796.1,201.43,862.7,600.53,3889.85,747.9,569.0,203.73,907.4,184.95,369.75,380.1,1053.3,129.09,882.67,498.4
2016-05-12,726.6,357.98,117.79,5703.85,326.53,447.2,1283.53,212.67,665.9,3221.35,31.03,803.65,203.29,853.15,605.1,3862.95,765.05,574.95,210.77,926.75,188.4,374.0,387.2,1064.15,128.28,878.43,492.45
2016-05-13,708.9,361.13,117.54,6128.5,319.9,441.31,1261.7,212.87,656.55,3152.65,30.3,795.0,202.35,831.1,603.35,3844.6,761.35,570.08,205.95,942.5,185.0,364.95,390.0,1065.2,126.89,858.1,490.8
2016-05-16,718.0,360.2,116.75,6284.45,318.64,440.47,1276.9,219.53,659.15,3169.25,30.62,797.95,202.86,846.45,606.97,3880.3,775.83,581.53,203.64,951.6,177.2,365.5,392.55,1080.8,129.49,855.47,486.85
2016-05-17,709.5,365.95,114.21,6208.8,316.79,437.79,1285.1,220.23,670.7,3252.8,30.67,800.0,202.73,833.25,607.03,3949.15,775.06,576.8,205.68,969.9,177.05,364.7,389.9,1082.55,129.17,862.27,503.0
2016-05-18,709.35,371.13,113.58,6193.05,316.48,437.77,1275.22,221.9,660.05,3217.15,30.85,795.2,202.11,825.15,604.88,3914.2,776.55,570.45,205.68,964.0,180.2,365.25,385.0,1082.6,131.04,872.93,501.35
2016-05-19,705.9,364.25,112.88,6091.9,310.84,428.92,1277.78,216.6,654.67,3181.65,30.59,792.4,203.51,815.25,602.67,3926.85,773.52,568.47,205.05,956.95,172.9,363.15,387.7,1069.9,132.03,844.67,490.3
2016-05-20,701.8,367.58,114.0,5975.4,309.0,421.5,1266.03,219.97,647.03,3142.7,30.29,792.05,203.72,812.65,600.88,3947.05,777.75,570.15,200.05,956.15,171.45,365.9,384.55,1071.45,130.45,838.4,490.85
2016-05-23,704.2,366.7,113.08,5954.35,311.75,419.65,1245.85,231.6,643.17,3124.5,29.42,784.3,202.54,819.55,595.38,3911.55,765.01,568.55,200.86,947.15,168.95,362.45,382.75,1056.3,131.67,827.23,486.3
2016-05-24,699.85,368.78,115.38,6011.55,311.16,424.18,1233.75,232.4,648.13,3173.7,29.79,772.8,201.79,823.05,594.1,3917.5,762.29,570.35,204.0,956.25,169.55,362.6,389.25,1043.6,132.02,827.6,489.3
2016-05-25,714.25,374.5,118.21,6127.65,316.75,428.34,1263.35,237.6,656.08,3205.6,30.43,786.9,204.84,838.85,604.42,4053.6,750.39,586.3,213.14,982.45,175.15,364.7,397.0,1092.75,130.34,860.87,502.35
2016-05-26,727.85,370.33,117.42,6114.7,318.01,427.16,1276.4,241.53,668.55,3214.95,30.49,780.05,204.41,851.5,615.83,4117.15,746.65,590.72,218.82,991.5,183.75,362.1,399.3,1103.55,131.8,981.73,519.2
2016-05-27,742.25,377.33,116.58,6169.9,318.14,438.89,1286.03,239.63,667.58,3246.05,30.86,825.5,204.71,861.55,623.2,4141.35,766.86,593.67,220.91,998.05,195.55,360.65,403.5,1103.75,137.18,983.03,513.1
2016-05-30,743.05,373.63,119.25,6286.3,321.21,437.45,1317.68,237.73,665.9,3220.4,30.31,812.5,206.36,854.75,631.72,4073.15,764.28,590.03,222.45,985.05,198.65,363.15,420.55,1100.05,137.03,990.97,513.3
2016-05-31,746.7,369.95,119.38,6098.85,316.93,432.71,1287.55,234.4,662.35,3229.35,31.37,762.7,204.83,849.9,624.92,4167.9,757.53,590.67,222.91,984.1,204.85,359.2,458.2,1103.6,139.12,982.87,515.6
2016-06-01,745.3,367.15,120.5,6352.55,326.98,430.16,1315.93,240.5,666.93,3236.4,31.16,755.4,207.47,854.85,628.22,4161.65,764.4,587.6,218.27,1018.95,197.9,358.2,449.2,1103.6,137.53,977.83,513.35
2016-06-02,745.75,360.45,120.71,6314.15,329.82,431.38,1323.45,238.53,666.35,3231.35,31.96,746.85,202.59,868.7,630.13,4183.85,794.7,587.63,219.32,1021.35,200.55,358.0,453.2,1120.05,137.87,985.57,524.35
2016-06-03,769.35,360.93,123.17,6279.4,322.83,432.26,1315.43,236.4,676.72,3189.05,31.77,738.25,202.89,884.9,633.22,4220.1,790.21,586.05,221.5,1025.6,196.5,354.2,453.9,1124.25,137.04,974.0,542.8
2016-06-06,765.2,362.38,122.58,6459.35,314.36,431.34,1305.68,237.2,684.8,3228.8,31.68,725.95,200.98,879.05,633.55,4135.15,777.74,585.5,221.23,1025.1,199.05,353.65,460.75,1118.7,136.88,978.73,534.1
2016-06-07,770.4,363.4,123.38,6450.45,314.67,430.77,1315.72,241.87,688.93,3331.8,32.16,738.8,202.37,896.95,628.6,4143.2,770.34,587.1,230.77,1031.95,209.8,359.45,463.05,1109.2,137.69,992.03,534.4
2016-06-08,759.1,371.78,123.29,6474.8,317.6,430.55,1305.55,241.77,692.35,3373.0,32.04,738.45,203.91,897.35,619.15,4160.45,776.51,581.2,234.18,1019.3,210.4,361.7,466.3,1113.75,139.53,1007.1,539.15
2016-06-09,753.5,376.65,125.33,6443.5,316.25,438.35,1288.75,236.23,688.33,3381.0,32.09,742.6,204.34,876.85,592.72,4169.0,771.1,579.97,231.41,999.55,210.0,364.25,466.7,1121.55,141.63,994.87,542.2
2016-06-10,750.15,374.63,125.96,6532.4,316.57,440.25,1280.47,234.37,687.3,3377.1,31.42,741.6,204.36,874.45,590.4,4117.6,762.18,580.6,229.68,991.7,206.2,361.55,457.2,1112.85,141.84,991.4,541.3
2016-06-13,756.3,376.4,123.96,6529.05,308.59,441.9,1275.97,233.3,678.65,3389.2,30.38,746.05,202.71,874.15,591.28,4135.5,749.75,576.63,221.91,994.55,202.2,362.65,444.25,1108.45,140.33,976.6,531.55
2016-06-14,747.55,375.88,123.5,6584.9,308.37,439.91,1267.35,235.53,677.7,3320.1,30.49,752.7,203.23,866.75,587.6,4104.55,748.8,575.8,223.05,985.65,207.55,365.8,448.4,1116.15,140.52,973.7,530.35
2016-06-15,763.35,377.58,128.29,6482.75,317.06,443.29,1277.85,239.77,677.3,3360.8,30.95,751.65,204.98,874.85,594.6,4207.1,764.71,584.65,225.77,998.35,215.65,366.8,452.2,1122.75,140.03,1006.63,528.5
2016-06-16,751.95,375.2,126.46,6494.9,312.06,439.75,1278.55,236.5,671.93,3281.85,30.96,753.7,206.19,879.75,593.1,4084.0,758.08,581.17,217.82,1006.8,215.7,371.15,454.0,1100.3,140.54,994.57,523.65
2016-06-17,749.95,376.28,126.88,6462.2,320.58,439.17,1301.75,239.7,670.97,3294.9,30.54,742.8,207.08,880.95,589.15,4109.9,752.05,584.6,216.68,997.85,213.4,375.35,463.2,1099.05,139.41,985.47,526.7
2016-06-20,750.55,384.5,128.33,6518.2,328.91,446.97,1327.85,238.87,675.4,3363.35,31.53,740.05,208.86,879.8,604.3,4134.15,753.25,586.22,216.59,991.9,215.8,375.25,481.65,1102.7,140.4,1003.77,524.65
2016-06-21,746.05,384.38,126.5,6521.65,326.44,445.48,1323.65,239.03,681.6,3352.15,31.32,735.95,210.09,872.1,602.95,4157.9,760.17,582.78,216.55,980.95,213.9,375.45,485.0,1090.9,140.01,996.47,517.45
2016-06-22,739.45,385.0,126.88,6490.3,327.11,442.44,1332.75,236.37,679.2,3318.05,31.15,739.9,211.07,859.6,599.28,4149.4,758.85,585.2,217.0,985.05,212.8,379.8,472.5,1089.05,139.12,993.7,515.95
2016-06-23,746.3,384.3,124.21,6429.15,328.24,443.07,1322.15,240.17,687.18,3334.15,31.31,751.7,211.33,869.4,605.78,4162.65,769.3,594.88,218.95,983.95,217.4,388.1,488.0,1107.8,140.04,998.23,526.5
2016-06-24,732.0,370.98,124.25,6477.6,319.5,429.35,1285.35,235.6,694.85,3295.1,29.32,753.75,208.48,859.0,597.25,4069.15,758.05,580.88,210.05,988.7,211.25,390.6,449.0,1095.15,138.22,955.73,510.35
2016-06-27,738.7,367.4,124.25,6445.35,316.39,431.43,1247.68,239.37,694.88,3396.1,29.11,773.9,205.91,859.8,583.13,4030.7,768.0,579.03,211.68,974.05,217.1,390.85,448.6,1080.1,138.79,978.33,514.25
2016-06-28,743.4,356.7,123.42,6456.65,322.02,432.37,1230.9,245.57,704.18,3400.3,29.22,766.2,203.4,887.75,580.53,4073.75,765.75,583.92,211.91,980.0,216.3,389.6,440.35,1084.55,142.73,982.07,514.8
2016-06-29,752.3,363.03,126.33,6443.65,321.43,436.28,1249.8,244.13,708.55,3396.45,29.4,771.3,207.9,883.05,588.28,4129.25,768.19,583.92,215.0,992.85,217.2,396.3,447.1,1101.9,144.47,987.87,517.35
2016-06-30,763.1,365.28,130.33,6488.75,330.0,437.45,1275.4,245.4,714.47,3411.9,30.2,763.6,209.38,898.6,585.38,4185.15,798.91,587.95,218.36,1003.65,218.65,404.7,459.25,1110.65,146.49,997.47,533.45
2016-07-01,754.25,365.7,130.17,6507.4,332.34,439.35,1250.9,252.35,730.35,3426.6,30.71,764.0,209.42,898.1,586.05,4165.8,815.47,586.95,218.55,1002.35,219.65,405.35,457.9,1123.0,146.39,1027.1,542.8
2016-07-04,744.65,373.15,129.58,6520.8,336.21,445.21,1247.4,244.85,732.78,3410.75,31.07,771.9,210.04,891.75,592.13,4170.5,819.88,585.75,225.05,1001.0,222.85,405.0,468.9,1105.65,147.38,1043.47,543.9
2016-07-05,740.3,368.9,127.17,6531.95,329.68,448.05,1241.35,243.2,728.43,3371.2,31.34,774.15,210.81,890.35,587.72,4170.15,816.9,582.53,223.0,985.2,223.0,401.8,460.55,1106.95,147.71,1049.77,539.6
2016-07-06,740.3,368.9,127.17,6531.95,329.68,448.05,1241.35,243.2,728.43,3371.2,31.34,774.15,210.81,890.35,587.72,4170.15,816.9,582.53,223.0,985.2,223.0,401.8,460.55,1106.95,147.71,1049.77,539.6
2016-07-07,744.35,358.5,127.33,6508.65,327.43,445.78,1214.53,246.5,728.05,3379.35,29.8,777.45,209.59,917.35,578.6,4140.95,809.26,591.85,222.23,987.4,220.5,401.45,455.25,1107.05,146.3,1036.03,542.45
2016-07-08,743.95,360.88,127.79,6420.4,319.95,442.26,1212.75,245.85,725.58,3399.45,29.89,778.55,210.75,920.2,579.38,4155.05,818.91,586.1,219.59,1010.9,218.4,401.0,465.2,1126.75,147.42,1021.17,546.45
2016-07-11,760.95,358.48,130.96,6482.6,324.23,447.06,1231.82,249.4,735.95,3453.85,30.7,789.55,212.78,928.2,587.42,4273.0,857.15,599.15,227.14,1027.05,224.6,400.7,484.5,1123.95,150.56,1039.57,544.35
2016-07-12,763.6,359.73,131.67,6422.75,327.2,452.18,1230.75,248.05,736.58,3480.1,32.12,783.75,213.58,922.9,588.0,4370.05,862.53,599.8,237.77,1018.65,226.45,405.35,484.2,1124.4,154.18,1045.33,560.85
2016-07-13,774.0,359.9,131.13,6582.35,327.25,455.05,1245.7,247.0,732.2,3434.85,33.56,778.3,215.21,925.3,596.58,4320.1,858.46,597.13,237.41,1009.5,227.2,404.2,479.95,1104.5,155.79,1032.77,556.65
2016-07-14,780.45,363.75,131.88,6551.05,330.18,454.15,1260.15,248.85,722.97,3500.35,33.7,770.15,214.01,932.25,587.92,4425.55,867.98,600.13,243.86,1019.05,231.75,414.75,485.7,1115.5,157.54,1042.57,560.05
2016-07-15,772.3,358.5,130.29,6628.75,341.13,456.9,1220.95,248.9,732.4,3524.65,34.98,770.4,207.99,939.6,536.13,4463.8,868.55,611.8,241.09,1025.0,231.5,417.5,492.9,1125.0,162.99,1057.33,564.75
2016-07-18,776.45,361.25,129.58,6597.3,327.56,453.15,1216.75,248.95,733.55,3499.6,34.3,776.65,207.0,920.45,540.85,4459.5,879.79,615.38,239.64,1029.05,228.6,413.05,492.65,1130.85,160.23,1049.97,570.05
2016-07-19,777.5,365.23,130.08,6634.7,328.33,458.18,1230.78,248.5,727.4,3505.9,34.73,782.2,206.03,895.15,543.15,4486.4,865.14,609.03,244.68,1027.15,229.7,412.9,498.15,1107.05,162.32,1048.83,564.0
2016-07-20,782.0,364.7,131.08,6659.7,327.92,461.41,1246.63,250.8,730.25,3559.75,34.56,797.0,201.98,906.9,541.53,4468.1,864.12,616.05,243.27,1029.35,230.9,410.7,493.8,1118.35,161.89,1047.6,558.45
2016-07-21,760.8,362.48,129.04,6833.6,330.67,454.26,1250.63,250.65,717.38,3637.25,33.99,793.95,203.14,910.15,540.17,4416.0,870.97,614.22,238.09,1040.25,225.6,408.15,490.65,1136.45,161.04,1037.5,538.25
2016-07-22,760.1,364.65,130.46,7068.15,331.26,457.91,1254.57,249.55,720.7,3639.5,34.27,787.75,201.54,902.9,536.33,4413.4,884.36,615.72,239.59,1045.3,223.45,409.8,506.4,1136.95,161.46,1049.3,537.55
2016-07-25,764.95,368.95,130.96,7106.3,333.74,460.55,1275.78,251.3,730.13,3671.95,34.13,802.5,203.4,906.8,540.25,4550.6,897.83,623.28,244.68,1068.85,229.85,412.9,508.9,1156.75,162.73,1056.97,538.3
2016-07-26,749.55,372.3,131.67,7140.8,333.1,461.75,1274.15,251.55,725.03,3630.75,34.49,799.6,205.07,902.75,544.4,4485.25,985.34,619.35,238.23,1060.65,226.5,413.4,503.15,1153.35,165.94,1060.93,553.65
2016-07-27,753.85,376.8,132.5,7053.0,335.76,457.12,1288.05,247.75,726.65,3648.75,34.04,807.75,205.73,903.55,543.78,4558.85,977.98,618.47,245.36,1061.8,228.65,411.45,510.1,1178.05,173.83,1067.47,548.65
2016-07-28,749.1,375.58,132.46,7222.95,335.36,462.99,1307.78,253.9,726.15,3684.35,32.86,823.8,207.49,908.15,539.6,4762.7,1032.33,623.95,247.36,1126.95,230.95,427.1,505.85,1167.9,168.49,1051.3,543.3
2016-07-29,761.85,376.25,132.04,7165.6,326.3,458.23,1309.28,252.45,733.45,3705.75,33.28,829.75,204.49,921.5,536.97,4755.2,1035.72,623.28,238.95,1114.7,229.05,419.05,503.0,1178.0,167.37,1038.67,546.05
2016-08-01,754.05,390.45,132.79,6946.95,327.7,455.43,1349.0,250.85,734.78,3755.8,34.18,835.1,209.49,923.6,542.5,4869.8,1122.68,620.83,226.55,1120.35,227.45,420.8,508.1,1199.4,168.83,995.87,550.2
2016-08-02,757.15,400.3,132.54,6832.25,322.65,456.22,1346.05,260.2,729.85,3680.8,33.95,828.75,206.44,928.6,542.15,4991.0,1095.42,622.1,223.05,1123.1,227.85,423.3,493.85,1192.3,167.51,1002.73,549.65
2016-08-03,755.85,412.95,130.96,6808.4,322.15,448.55,1328.13,252.75,723.7,3673.7,33.55,838.4,205.5,914.95,542.5,4875.4,1001.13,620.13,220.0,1143.4,226.55,414.4,479.15,1177.25,168.48,985.23,548.9
2016-08-04,756.4,411.83,132.38,6787.15,329.18,448.14,1326.32,251.95,718.33,3661.0,35.09,849.05,205.65,915.95,536.08,4887.7,997.68,620.97,218.77,1126.7,225.55,406.8,500.3,1167.7,170.62,980.23,545.7
2016-08-05,772.55,410.78,134.42,6819.1,327.34,457.8,1324.45,251.45,741.05,3802.7,35.73,842.35,204.32,923.8,533.7,4948.35,1010.51,624.5,223.73,1142.95,232.8,416.4,516.35,1185.55,173.81,1008.43,565.45
2016-08-08,770.1,409.53,133.21,6851.85,317.15,464.61,1325.95,250.0,748.7,3779.85,35.61,832.9,205.89,929.3,539.4,4991.95,1003.41,624.95,222.95,1149.0,233.05,419.6,513.95,1190.6,172.94,1004.9,569.25
2016-08-09,764.8,408.73,133.17,6869.6,314.4,464.71,1325.28,249.2,740.28,3801.8,35.22,828.75,206.4,933.0,540.75,4968.25,1017.14,623.63,223.05,1145.9,234.6,419.65,513.7,1183.7,170.63,998.4,572.1
2016-08-10,760.7,409.08,131.42,6811.3,311.65,452.5,1336.95,246.65,723.93,3728.5,34.72,817.35,203.38,924.55,539.97,4866.8,1000.32,614.72,217.55,1130.3,231.5,405.0,503.3,1158.5,170.85,988.33,567.05
2016-08-11,764.05,412.38,132.75,6827.7,312.02,456.85,1352.15,251.15,710.35,3703.7,34.57,808.9,203.89,933.3,538.55,4883.2,998.48,614.15,220.32,1144.45,226.95,401.15,502.3,1164.65,170.68,982.8,568.1
2016-08-12,762.2,406.18,133.54,6865.45,313.5,467.01,1366.18,253.55,725.43,3713.2,35.16,801.8,203.91,930.65,531.65,4896.65,1013.69,614.17,223.59,1137.95,243.2,402.25,515.25,1172.9,172.48,992.27,590.75
2016-08-15,762.2,406.18,133.54,6865.45,313.5,467.01,1366.18,253.55,725.43,3713.2,35.16,801.8,203.91,930.65,531.65,4896.65,1013.69,614.17,223.59,1137.95,243.2,402.25,515.25,1172.9,172.48,992.27,590.75
2016-08-16,772.0,397.48,134.42,6771.9,309.63,462.16,1345.72,255.1,722.0,3738.45,35.57,782.95,201.09,921.65,525.47,4862.25,1019.89,612.97,226.09,1129.3,246.45,404.25,506.9,1161.4,174.87,1003.63,583.25
2016-08-17,764.05,393.03,134.63,6711.4,311.16,457.55,1311.95,253.05,724.93,3700.55,36.71,784.9,198.28,913.65,516.7,4890.75,1019.04,617.08,224.82,1113.4,246.25,404.45,510.25,1155.25,177.19,1001.33,589.35
2016-08-18,782.2,392.78,139.33,6699.65,317.6,458.73,1318.35,252.2,730.13,3871.2,36.32,788.75,196.8,906.5,512.15,4917.15,1013.53,625.6,229.86,1108.55,248.2,398.8,511.95,1194.2,177.99,988.43,593.0
2016-08-19,776.25,390.2,138.96,6722.9,316.21,457.94,1301.97,251.05,726.93,3914.7,36.8,782.7,195.23,912.0,510.55,4899.4,1017.23,622.47,230.91,1115.25,258.5,401.85,510.0,1188.95,178.86,993.6,588.4
2016-08-22,771.8,386.13,136.29,6796.6,315.62,457.51,1275.72,254.05,721.7,3865.8,36.35,769.95,193.24,929.65,507.7,4838.1,1016.73,624.42,229.23,1113.45,254.95,403.35,503.75,1184.3,176.83,994.73,580.15
2016-08-23,777.35,394.58,132.33,6808.2,318.64,455.7,1301.6,251.3,721.03,3826.1,36.16,762.5,194.83,921.95,519.63,4833.25,1002.2,625.9,227.41,1124.45,254.6,405.55,503.55,1188.65,176.03,983.73,582.3
2016-08-24,776.85,393.4,134.38,6824.5,317.78,460.6,1285.95,250.2,717.68,3819.7,35.66,770.65,194.94,919.45,528.78,4949.1,1004.73,631.1,226.27,1119.0,254.65,403.7,498.0,1181.95,175.89,982.0,583.65
2016-08-25,780.8,399.35,132.25,6830.8,311.97,457.15,1275.05,253.3,707.18,3792.05,34.94,764.85,189.41,910.35,518.28,4934.55,1028.07,628.85,224.68,1107.3,250.05,396.3,493.75,1181.85,174.76,971.57,586.4
2016-08-26,781.45,389.4,131.67,6821.55,310.12,463.73,1264.57,253.75,712.03,3800.8,34.7,756.0,183.73,902.6,510.38,4920.7,1048.17,628.95,222.95,1123.15,246.7,406.05,503.65,1163.45,175.36,951.9,586.8
2016-08-29,780.55,378.28,132.83,6778.3,308.0,476.96,1250.8,252.85,711.05,3787.6,35.0,759.0,179.46,904.85,511.13,4929.45,1075.58,619.17,227.64,1111.2,248.75,402.15,524.7,1156.15,176.99,970.8,588.8
2016-08-30,785.55,386.85,134.83,6705.4,299.31,480.93,1274.35,257.35,718.28,3888.65,35.44,774.55,183.41,924.5,520.5,5068.9,1077.2,633.75,232.86,1146.8,252.2,407.4,528.3,1159.05,178.19,982.57,591.1
2016-08-31,806.7,389.6,132.71,6559.5,299.08,477.41,1256.28,260.05,719.0,4029.15,34.75,774.85,183.94,916.65,518.4,5052.65,1102.0,645.38,234.27,1159.25,252.55,418.15,537.45,1185.0,175.54,1009.23,595.65
2016-09-01,811.0,392.18,132.21,6503.9,280.02,464.39,1253.8,260.6,725.95,4056.3,35.07,770.55,181.39,926.6,518.83,5058.25,1115.16,640.13,237.18,1155.35,251.75,413.1,543.65,1183.75,177.14,1005.1,596.2
2016-09-02,812.9,392.15,133.13,6449.25,287.46,457.03,1256.75,262.45,734.43,4087.6,35.06,782.1,181.26,919.85,515.53,5158.5,1113.63,642.22,237.59,1166.05,254.35,417.65,549.8,1189.75,177.46,1001.6,599.15
2016-09-05,812.9,392.15,133.13,6449.25,287.46,457.03,1256.75,262.45,734.43,4087.6,35.06,782.1,181.26,919.85,515.53,5158.5,1113.63,642.22,237.59,1166.05,254.35,417.65,549.8,1189.75,177.46,1001.6,599.15
2016-09-06,817.95,392.58,136.25,6569.25,289.89,460.46,1242.03,262.35,744.95,4074.95,36.2,782.1,181.05,936.95,522.55,5307.8,1126.9,649.53,247.68,1200.7,259.45,437.35,589.35,1228.0,186.29,1010.6,635.95
2016-09-07,803.75,393.45,134.21,6478.95,288.94,459.11,1223.5,261.7,744.35,4088.65,36.58,779.45,180.81,931.7,527.5,5338.0,1138.97,643.88,252.86,1177.7,266.55,425.95,587.7,1218.15,185.05,1012.8,625.0
2016-09-08,819.35,386.78,132.92,6426.95,291.42,465.79,1160.57,265.3,744.65,4111.6,37.8,808.2,177.6,951.5,518.95,5482.4,1161.45,644.72,251.23,1183.5,267.95,432.55,584.55,1219.6,184.86,1025.93,629.2
2016-09-09,818.65,389.13,132.29,6506.8,290.16,470.95,1176.25,258.7,735.45,3971.7,37.01,797.15,180.24,930.15,518.0,5401.0,1152.35,645.28,249.23,1171.6,264.0,423.8,573.0,1214.0,182.46,1012.93,613.2
2016-09-12,813.15,391.25,127.58,6435.3,286.6,472.26,1179.55,252.25,712.97,3868.15,35.05,786.95,180.49,918.3,527.0,5328.7,1094.2,639.97,244.32,1154.45,252.7,411.65,554.15,1195.7,174.51,975.67,592.2
2016-09-13,813.15,391.25,127.58,6435.3,286.6,472.26,1179.55,252.25,712.97,3868.15,35.05,786.95,180.49,918.3,527.0,5328.7,1094.2,639.97,244.32,1154.45,252.7,411.65,554.15,1195.7,174.51,975.67,592.2
2016-09-14,806.05,387.83,129.54,6302.25,287.77,471.74,1164.28,252.0,706.47,3944.9,35.06,780.35,179.31,908.6,523.55,5364.4,1103.85,634.88,246.91,1163.0,257.6,415.0,561.4,1190.3,174.93,983.4,602.3
2016-09-15,807.25,388.93,127.83,6296.15,290.02,479.42,1164.03,255.1,702.8,3929.4,34.42,786.25,179.38,914.2,520.67,5443.35,1094.6,639.78,246.05,1170.3,255.8,406.2,557.25,1181.2,175.42,980.4,588.75
2016-09-16,807.95,392.45,127.92,6416.25,291.56,485.37,1180.57,260.4,704.18,3930.5,33.68,784.5,179.93,912.15,530.17,5565.95,1087.0,649.03,243.23,1155.95,254.4,407.05,548.9,1171.0,172.52,983.67,601.15
2016-09-19,802.15,393.58,129.46,6332.7,292.05,488.39,1203.68,258.15,708.08,3990.1,33.92,783.25,180.15,912.5,530.58,5483.6,1077.35,645.0,247.14,1163.45,255.65,403.6,553.5,1202.65,176.92,986.8,594.45
2016-09-20,793.5,396.1,127.88,6333.6,288.22,484.67,1205.55,257.05,704.88,3984.05,34.28,778.4,180.08,903.15,525.17,5512.85,1075.1,643.8,247.27,1166.75,254.25,402.35,547.6,1184.35,176.13,983.33,592.95
2016-09-21,788.35,394.53,128.33,6322.35,290.11,483.43,1206.75,253.8,703.75,3963.15,34.64,778.2,181.22,912.2,528.35,5501.9,1069.55,646.4,245.14,1169.3,251.35,406.5,549.95,1184.2,175.19,980.9,598.0
2016-09-22,795.0,394.7,130.83,6486.45,294.89,490.79,1188.82,255.2,706.8,3986.75,35.3,786.5,180.56,910.2,529.25,5594.75,1127.4,653.83,250.5,1192.35,257.35,414.35,558.3,1219.45,176.12,999.33,591.95
2016-09-23,795.05,398.9,130.75,6456.7,295.12,497.69,1198.65,253.85,704.8,3963.6,34.89,780.1,180.08,910.3,521.5,5602.2,1127.0,656.58,247.09,1189.35,254.4,409.4,553.35,1221.75,175.92,997.87,557.4
2016-09-26,787.85,393.73,126.88,6505.15,288.81,500.58,1200.43,248.2,689.93,3936.9,34.75,766.35,179.55,892.65,517.85,5566.5,1122.2,648.42,239.27,1180.4,251.65,404.4,535.55,1201.75,175.84,979.13,547.6
2016-09-27,783.85,398.5,126.71,6486.9,282.99,501.07,1215.35,245.8,685.53,3914.95,34.51,770.5,181.65,895.9,520.22,5511.05,1100.1,648.85,237.09,1193.85,248.95,404.9,531.95,1208.2,175.73,959.67,541.1
2016-09-28,782.8,397.78,127.17,6450.3,290.61,491.71,1211.72,247.05,689.63,3970.55,35.63,766.45,181.28,887.2,519.3,5520.7,1106.45,647.5,237.09,1194.15,253.5,409.3,539.85,1218.3,177.54,970.2,549.15
2016-09-29,772.45,396.23,124.63,6335.55,284.35,483.97,1217.3,245.55,682.13,3857.75,34.51,737.05,177.17,877.6,514.95,5435.75,1036.8,638.53,228.18,1167.95,247.15,392.75,526.2,1197.3,168.08,957.67,538.75
2016-09-30,778.75,399.88,123.75,6428.2,283.04,488.28,1213.6,241.55,702.97,3857.9,35.12,742.7,179.12,867.8,519.05,5479.2,1056.6,635.85,229.36,1162.1,250.7,395.65,534.75,1196.35,173.17,954.43,541.85
2016-10-03,787.6,404.4,125.42,6596.7,287.28,492.03,1205.9,242.1,721.53,3926.5,35.92,757.75,179.46,868.8,518.92,5681.85,1087.25,643.42,232.77,1191.6,255.2,407.55,540.7,1232.2,176.81,979.9,550.95
