Date,OR FP Equity,DG FP Equity,TTE FP Equity,AI FP Equity,DSY FP Equity,CS FP Equity,ERF FP Equity,BNP FP Equity,BN FP Equity,CAP FP Equity,CA FP Equity,SGO FP Equity,EL FP Equity,MC FP Equity,ML FP Equity,KER FP Equity,PUB FP Equity,RNO FP Equity,SAF FP Equity,HO FP Equity,TEP FP Equity,RMS FP Equity,ORA FP Equity,MT NA Equity,EN FP Equity,ALO FP Equity,VIE FP Equity,SAN FP Equity,GLE FP Equity,SU FP Equity,AIR FP Equity,ACA FP Equity,RI FP Equity,STMPA FP Equity
2015-09-29,148.8,56.18,39.185,75.3745,12.84,21.08,26.875,50.9,54.18,77.54,25.27,38.005,105.5,145.55,19.845,130.37,59.13,62.72,66.79,60.46,66.73,311.1,13.425,10.9291,31.47,25.3512,19.0617,82.6397,38.735,48.965,52.26,10.105,88.29,5.803
2015-09-30,155.05,56.71,40.2,77.3137,13.2,21.635,27.47,52.46,56.42,79.62,26.44,38.71,108.9,152.2,20.355,135.71,60.98,64.0,67.3,62.17,67.75,325.0,13.52,10.8383,31.73,25.5969,19.698,84.4299,39.85,50.01,52.91,10.255,90.18,6.081
2015-10-01,152.75,56.47,40.375,76.4722,13.2,21.535,27.855,51.72,55.89,79.02,26.145,38.19,107.2,149.75,20.3225,132.37,60.44,64.85,68.35,62.15,67.89,319.6,13.195,10.4219,31.85,25.7962,19.6305,84.1514,39.635,49.375,53.55,10.26,90.51,6.0
2015-10-02,155.55,56.45,41.25,77.3137,13.296,21.62,28.015,51.92,56.12,78.39,26.515,38.645,107.2,149.2,20.47,134.51,60.93,64.48,69.16,62.62,67.36,320.85,13.19,11.1082,32.08,25.9353,19.6787,84.5194,39.625,49.365,54.68,10.315,91.8,6.036
2015-10-05,160.3,58.77,42.975,79.5457,13.582,22.5,28.685,54.01,58.33,80.92,27.855,40.29,110.8,156.55,20.91,141.48,62.38,65.7,71.18,64.39,68.5,330.0,13.62,12.069,32.875,26.2089,19.7607,87.1451,41.095,51.43,56.61,10.55,95.06,6.226
2015-10-06,160.7,58.2,44.405,80.0945,13.668,22.745,28.24,54.08,58.56,80.41,28.095,40.52,110.55,159.25,21.005,143.1,62.75,69.48,71.75,64.69,68.66,336.7,13.88,12.0503,34.06,26.3619,19.7269,86.8268,41.31,51.93,56.96,10.98,96.34,6.346
2015-10-07,160.95,58.01,45.4,79.9482,13.4,22.735,27.63,54.05,57.39,79.38,28.16,40.71,107.35,161.0,21.3725,146.08,62.79,74.19,71.26,62.42,66.87,337.45,13.76,12.9157,33.82,26.2784,19.7896,84.8377,41.87,52.22,56.9,11.205,95.17,6.367
2015-10-08,162.05,57.92,45.34,80.058,13.402,22.725,27.565,53.45,57.82,79.15,28.375,40.305,107.8,162.35,21.67,148.03,64.25,73.49,71.0,61.85,67.66,339.25,13.64,13.0809,33.905,26.3433,19.5196,85.6333,41.325,51.63,57.09,11.205,96.23,6.451
2015-10-09,164.0,56.94,45.25,80.8263,13.282,22.67,27.49,53.81,57.95,76.25,28.435,39.635,107.4,165.75,21.4975,150.77,64.9,74.75,71.0,61.51,66.29,341.2,14.045,13.8649,33.9,26.2042,19.2497,85.5637,41.895,53.25,57.61,11.345,96.97,6.522
2015-10-12,165.15,56.36,45.15,80.6068,13.364,22.79,27.645,53.97,58.59,74.81,28.24,39.175,107.15,166.5,21.615,151.33,63.76,76.95,67.4,60.11,66.6,345.15,13.945,13.4066,33.175,26.2181,18.9026,86.7075,41.5,52.67,56.2,11.245,97.77,6.381
2015-10-13,164.1,57.28,44.91,79.6189,13.502,22.355,27.53,53.38,57.76,76.3,27.63,39.075,106.95,161.25,21.28,146.73,63.48,77.01,68.31,61.28,66.81,336.95,13.835,13.1996,33.1,26.181,18.9942,85.6831,41.035,51.81,56.59,11.005,97.7,6.302
2015-10-14,164.15,57.32,44.635,78.5212,13.452,22.02,27.195,53.12,57.6,76.68,27.195,38.585,105.85,159.25,21.0175,144.82,62.26,76.03,67.23,61.28,66.58,335.5,13.645,13.2484,33.12,26.0651,19.0038,84.4896,40.86,50.64,56.12,10.935,97.88,6.201
2015-10-15,166.9,57.85,45.115,80.4238,13.938,22.41,28.45,53.97,58.75,77.86,27.185,39.04,108.8,160.4,21.46,143.43,62.71,78.54,67.98,61.5,68.12,335.25,14.0,13.2484,33.925,26.2135,19.2593,87.5728,41.255,51.41,54.53,10.96,99.14,6.46
2015-10-16,166.05,58.24,45.6,80.7532,13.97,22.81,28.64,54.99,58.27,77.98,28.98,38.57,110.1,158.65,21.415,139.43,63.18,77.55,69.09,62.69,67.72,332.55,14.09,13.1088,34.025,26.3155,19.7269,88.2292,42.055,50.25,55.53,11.095,98.92,6.524
2015-10-19,168.4,57.69,44.965,80.8263,13.982,22.89,31.32,55.09,59.41,78.66,28.675,38.355,111.35,158.9,21.555,140.22,63.75,78.1,69.23,62.28,68.88,334.35,14.275,12.7157,33.975,26.0976,19.7269,88.627,41.845,49.99,55.41,11.16,99.02,6.572
2015-10-20,167.55,57.95,44.55,79.7652,14.02,22.915,30.96,54.3,59.0,78.41,28.655,37.08,110.7,158.3,21.2425,139.43,64.53,78.04,69.14,62.09,68.5,326.0,14.315,12.3481,33.97,25.9631,19.9294,86.8169,41.435,50.08,55.03,11.05,98.89,6.592
2015-10-21,165.65,58.27,44.91,80.2409,14.054,23.095,30.69,54.4,60.02,78.45,28.71,37.54,110.75,158.05,21.4125,140.87,62.44,78.92,69.44,64.48,68.63,327.55,14.39,12.2597,34.29,25.9631,20.344,86.5285,41.38,50.98,56.28,11.0,98.51,6.737
2015-10-22,171.0,58.78,45.365,82.9485,13.792,23.82,30.635,55.01,61.95,79.79,29.6,38.035,112.85,165.15,21.7725,145.2,58.05,81.17,69.01,65.0,68.81,334.9,15.475,12.5389,34.69,26.1347,20.3633,88.7464,42.415,52.69,57.52,11.155,103.65,6.923
2015-10-23,173.6,60.12,45.5,84.8146,14.036,24.05,31.1,55.91,63.15,82.45,30.2,39.575,116.45,170.65,22.7,160.58,59.91,82.72,70.34,66.85,69.89,344.3,15.93,12.7017,35.175,26.691,20.5947,91.9489,43.3,54.85,60.17,11.46,106.45,7.124
2015-10-26,171.0,60.38,44.615,85.1805,13.908,24.155,32.9,55.85,63.17,82.27,29.95,39.14,116.4,169.15,22.5675,158.02,60.0,81.84,69.49,66.16,70.01,342.6,16.03,12.4319,35.19,26.8904,20.6574,91.3522,43.325,55.22,59.95,11.59,105.5,6.774
2015-10-27,171.1,59.96,43.64,85.8025,13.85,23.825,32.23,55.47,62.81,80.8,29.55,38.56,116.85,168.5,22.3625,156.68,58.34,81.5,68.65,65.45,69.79,342.55,15.655,11.7712,34.745,27.1222,20.5561,91.0339,43.05,53.61,59.12,11.495,105.0,6.569
2015-10-28,171.7,60.53,44.01,86.7538,14.032,24.22,32.825,55.81,63.24,80.44,29.85,39.43,119.1,167.7,22.52,155.98,58.12,81.4,68.11,65.4,70.39,348.45,15.81,12.2062,34.89,27.2659,20.5995,92.7943,43.575,53.96,59.62,11.565,106.0,6.475
2015-10-29,174.0,61.08,44.33,86.6075,14.43,24.36,33.165,54.3,64.2,82.92,29.885,37.5,120.3,169.05,22.43,156.4,58.13,81.45,68.67,65.9,71.3,351.6,15.97,11.6851,34.835,27.5395,20.4501,90.4968,41.985,54.57,60.69,11.385,107.8,6.236
2015-10-30,166.05,61.38,44.145,86.2782,14.368,24.325,32.925,55.26,63.41,81.03,29.67,38.18,119.6,169.6,22.65,156.68,59.06,85.73,69.11,65.93,71.48,350.35,16.035,11.8014,34.465,27.5024,20.4163,91.3522,42.31,55.08,63.36,11.52,107.2,6.297
2015-11-02,165.15,61.48,44.62,87.4125,14.382,24.45,33.4,55.35,63.0,81.87,29.73,38.935,119.35,167.9,22.9975,155.33,59.43,89.35,69.55,66.31,71.9,346.85,15.905,12.2714,35.08,27.405,20.5851,91.3323,42.725,55.27,63.59,11.695,106.15,6.375
2015-11-03,165.6,61.31,46.24,88.2906,14.558,24.535,33.14,55.31,63.73,81.36,29.815,39.15,119.1,169.75,23.025,154.12,59.0,90.24,67.79,65.87,71.1,344.75,15.915,12.7669,35.145,27.5997,20.4597,91.3024,42.51,55.35,63.23,11.74,106.95,6.46
2015-11-04,166.1,60.04,46.295,88.5101,14.584,24.255,32.845,55.64,64.12,81.22,30.09,38.89,118.75,172.75,22.925,156.26,59.27,91.0,67.87,66.47,71.4,351.25,16.0,12.1364,34.895,28.7356,20.4211,91.3024,42.46,56.35,64.01,11.77,107.5,6.456
2015-11-05,168.9,60.83,46.13,88.9492,14.804,24.365,32.885,55.87,64.81,81.92,30.0,39.215,120.95,173.5,22.985,160.02,58.97,92.88,67.74,66.52,71.16,355.6,16.065,11.5804,34.835,27.0573,21.7565,92.7744,44.145,56.78,64.6,10.795,108.9,6.493
2015-11-06,167.0,62.22,46.235,89.7908,14.734,24.74,33.5,57.61,64.29,82.2,30.66,40.59,121.8,168.75,23.3725,159.74,59.79,92.98,70.54,67.19,72.02,351.5,16.43,11.6316,35.09,26.9831,21.3467,86.429,45.405,58.15,66.1,11.0,107.5,6.645
2015-11-09,164.7,61.83,45.92,88.8029,14.604,24.48,32.75,57.05,63.46,80.98,29.91,39.83,120.0,167.3,23.05,157.28,59.37,89.72,69.42,66.51,71.37,343.35,16.105,11.713,34.795,27.1686,20.9466,83.684,44.95,56.8,65.4,11.0,106.1,6.652
2015-11-10,165.15,60.61,46.015,88.6931,14.474,24.59,33.2,56.85,63.55,80.06,30.055,39.29,120.95,168.4,23.205,158.91,59.31,90.17,69.75,66.82,71.47,347.05,16.4,11.3222,34.845,26.997,21.2214,83.4453,44.82,56.6,66.02,10.96,106.75,6.637
2015-11-11,169.85,61.07,46.04,89.9737,14.686,25.155,33.715,57.27,64.61,81.64,30.21,39.61,123.15,171.9,23.3375,161.23,59.62,90.0,70.43,67.34,72.69,350.35,16.58,11.4478,35.04,27.048,20.9418,83.7237,44.95,57.14,66.55,11.37,107.8,6.628
2015-11-12,167.8,59.93,44.935,88.6931,14.686,24.675,32.89,56.5,63.75,81.66,29.665,38.855,120.95,166.95,23.1025,157.61,58.24,89.07,68.0,66.12,72.04,347.3,16.27,10.7337,34.905,26.8904,20.8406,80.919,44.05,55.8,64.06,11.235,106.65,6.566
2015-11-13,165.9,59.91,44.435,87.5588,14.64,24.41,31.46,56.14,63.01,81.2,28.81,38.78,119.6,162.4,22.985,153.65,57.12,89.7,66.31,65.54,74.95,332.55,16.245,10.5382,34.795,26.9785,20.6766,80.2328,43.86,55.86,63.53,11.19,105.95,6.468
2015-11-16,166.15,59.53,44.775,88.254,14.5,24.495,31.335,55.5,63.24,80.98,29.09,39.08,120.1,160.15,23.2425,152.59,56.84,89.86,66.35,67.7,75.32,328.05,16.36,10.4638,34.79,27.2428,20.9804,79.6758,43.41,56.44,63.46,10.99,105.1,6.459
2015-11-17,170.8,61.83,46.455,90.486,14.834,24.92,31.81,56.51,64.68,83.99,29.81,40.345,122.9,165.4,23.745,155.42,58.5,91.79,68.22,70.11,75.77,332.65,16.85,10.7104,35.395,27.2706,21.4287,82.1921,44.23,57.91,66.17,11.21,108.1,6.579
2015-11-18,167.95,61.75,46.66,83.7901,14.742,24.905,31.565,56.19,63.75,83.22,29.515,40.31,121.5,163.6,23.3575,155.93,57.95,92.02,67.57,69.03,75.5,334.8,16.825,11.2222,35.64,27.15,21.1105,82.6297,44.345,57.74,65.78,11.35,107.5,6.636
2015-11-19,167.5,62.06,46.6,84.1194,14.85,24.74,31.65,56.47,64.45,84.37,29.225,40.905,120.7,162.4,23.67,155.19,58.63,92.57,66.87,68.57,75.9,332.15,16.835,11.4967,35.605,27.0248,21.4673,81.9733,44.785,58.35,65.87,11.515,107.85,6.66
2015-11-20,168.75,61.49,46.255,85.0707,14.868,24.825,31.5,55.44,64.99,83.74,29.3,41.01,121.95,162.25,23.485,155.61,57.74,93.02,67.23,69.35,76.1,331.3,16.54,11.2245,35.245,26.8997,21.5251,82.6397,44.025,58.31,66.42,11.3,107.9,6.707
2015-11-23,168.45,61.22,45.765,84.961,14.924,24.925,31.63,55.36,64.62,84.03,28.515,40.675,122.25,161.9,23.46,154.26,57.02,93.29,68.0,69.72,76.31,332.65,16.34,10.7011,35.265,26.895,21.4191,82.5203,43.99,58.05,66.53,11.3,107.2,6.75
2015-11-24,164.9,60.5,46.085,83.534,14.674,24.485,31.295,54.96,64.04,82.2,28.115,40.15,119.25,154.95,23.1,149.61,55.88,91.23,67.3,69.23,75.91,324.35,16.16,10.6895,34.735,26.6215,20.9273,81.3368,43.495,57.53,65.59,11.205,106.1,6.548
2015-11-25,168.55,61.2,46.35,85.1073,14.882,25.39,34.405,55.07,65.32,84.33,28.72,40.64,122.65,158.0,23.355,151.24,58.44,90.53,68.04,70.0,77.02,330.35,16.415,10.3707,34.855,26.8579,21.0768,82.8883,43.56,58.2,67.05,11.21,108.45,6.639
2015-11-26,169.05,61.91,47.03,85.4,15.002,25.585,34.9,55.89,65.23,84.38,29.445,41.575,123.55,159.1,23.6175,152.77,59.81,93.68,68.86,70.0,77.49,330.85,16.66,11.0035,35.2,26.9692,21.9494,83.5547,44.53,58.79,68.15,11.4,107.5,7.0
2015-11-27,168.75,62.11,46.62,84.8878,15.008,25.545,34.83,56.02,65.02,85.06,29.345,41.295,123.35,155.95,23.7125,150.45,59.54,94.08,68.89,70.06,77.69,331.1,16.62,10.6476,35.4,26.9275,22.0699,83.3756,44.81,58.94,67.95,11.395,107.8,6.865
2015-11-30,167.6,61.56,47.0,84.5219,15.066,25.61,35.62,56.11,66.33,87.32,29.18,41.83,123.55,158.75,23.725,152.03,59.72,95.51,69.88,70.47,78.68,333.25,16.36,10.7988,35.63,27.2752,21.877,83.9227,45.18,60.0,68.44,11.42,107.7,6.878
2015-12-01,167.05,60.86,46.79,80.3141,15.208,25.63,35.08,56.28,65.45,87.14,28.26,41.125,123.4,157.4,23.545,150.73,60.6,95.06,68.17,70.1,77.7,335.5,16.07,10.7337,35.38,26.9646,21.6746,83.1966,45.305,57.52,67.25,11.415,108.0,6.889
2015-12-02,168.55,60.99,46.65,79.0334,15.22,25.485,35.98,55.94,65.88,87.31,28.0,41.325,122.9,158.45,23.46,149.33,61.24,94.79,68.0,69.69,77.94,337.25,16.185,9.7822,35.565,26.7003,21.6938,82.6297,45.125,57.39,67.2,11.305,108.85,6.95
2015-12-03,161.3,58.94,44.465,77.2406,14.936,24.46,34.795,54.33,62.51,85.84,27.245,39.67,117.5,151.2,22.54,148.96,60.26,91.44,65.85,69.88,76.56,330.0,15.7,9.4635,34.635,26.1486,21.2841,79.3973,43.94,55.15,63.66,11.15,104.7,6.753
2015-12-04,159.25,59.04,43.455,77.1674,14.962,25.25,34.425,53.87,62.75,86.4,27.715,39.81,116.25,152.25,22.725,149.19,59.7,92.85,64.98,69.94,76.77,329.35,15.45,9.2402,34.15,25.8936,21.1009,78.8304,43.71,55.49,64.01,11.095,104.1,6.738
2015-12-07,163.2,60.21,42.84,78.5212,15.176,25.805,34.7,54.02,63.71,87.37,27.85,40.39,119.55,154.45,22.92,149.29,60.42,94.35,65.15,70.6,77.79,335.2,15.495,8.8982,34.4,26.8811,21.2648,79.7454,43.39,56.1,65.89,10.965,105.25,6.63
2015-12-08,159.85,59.71,42.43,77.4235,14.972,25.52,34.315,52.98,63.69,86.39,27.26,39.595,117.05,150.5,22.79,147.52,59.1,92.19,64.35,69.97,77.08,328.5,15.395,8.4259,34.815,26.6122,20.855,78.2337,42.035,55.49,64.71,10.66,104.2,6.42
2015-12-09,157.45,59.41,42.825,76.6551,14.742,25.265,33.9,52.18,62.92,85.46,27.27,38.835,116.2,148.85,22.4025,146.64,58.48,92.03,62.67,69.0,76.59,327.15,15.16,8.7191,35.205,26.093,20.855,76.8512,41.8,54.8,63.49,10.575,102.5,6.413
2015-12-10,156.4,58.6,43.08,76.399,14.6,25.235,33.9,52.27,62.37,85.69,26.87,38.715,115.45,148.0,22.355,146.73,58.96,92.74,63.17,69.03,76.27,323.4,15.12,8.9331,35.66,25.7174,20.8116,76.344,41.69,55.0,64.18,10.44,102.95,6.34
2015-12-11,154.45,57.63,41.8,75.3379,14.494,24.65,30.62,51.29,61.39,84.16,26.155,38.545,113.85,144.95,21.71,144.5,57.69,87.84,61.98,67.88,75.33,314.6,14.915,8.3631,35.61,25.328,20.3681,76.0058,40.685,53.25,62.28,10.23,102.0,6.183
2015-12-14,152.0,57.16,40.58,74.6793,14.328,24.125,30.785,50.28,60.95,83.64,26.005,38.08,111.8,142.2,21.235,142.45,57.93,85.5,60.89,67.23,74.22,310.5,14.745,7.8397,35.165,25.1564,20.9852,74.325,40.145,52.42,61.3,10.12,100.45,5.901
2015-12-15,158.4,57.68,42.285,76.6185,14.796,24.685,32.275,52.45,62.12,86.15,27.09,39.285,114.9,147.95,21.7625,145.01,59.47,87.98,63.32,69.15,74.38,317.7,15.3,8.2747,34.775,25.4068,21.0864,78.2933,41.555,53.0,63.14,10.435,102.45,6.147
2015-12-16,157.95,57.94,42.075,76.5088,14.788,24.565,31.935,52.48,62.34,85.21,27.055,39.305,114.9,148.65,21.895,144.82,60.0,88.86,64.3,69.86,76.62,318.55,15.29,8.17,35.345,25.1703,21.0912,78.2933,42.19,53.06,64.39,10.475,103.8,6.031
2015-12-17,160.85,59.16,41.9,77.5333,14.948,25.115,32.4,53.28,63.12,86.42,27.23,39.7,116.4,148.9,22.01,147.19,60.36,91.42,64.57,70.95,78.1,319.15,15.65,8.0142,35.83,25.2399,21.2985,78.9697,43.19,53.46,65.13,10.65,105.95,6.174
2015-12-18,157.75,58.4,42.01,76.6551,14.592,24.975,32.66,53.19,61.93,85.48,26.65,39.39,115.05,145.0,21.875,145.01,60.05,91.92,63.49,69.36,77.64,310.45,15.385,8.3492,35.585,25.5041,20.7731,78.3232,42.915,52.13,63.26,10.57,104.15,6.068
2015-12-21,155.1,57.9,40.725,74.4232,14.504,24.935,32.045,52.59,61.2,84.05,26.44,39.0,112.9,142.7,21.625,144.13,60.0,91.62,62.59,68.45,76.29,306.35,15.06,8.2352,35.31,25.0173,20.6429,77.3684,42.67,51.79,61.92,10.375,102.7,6.079
2015-12-22,153.95,58.03,40.815,74.6427,14.4,24.755,31.5,52.7,60.94,83.62,26.335,39.0,112.1,143.8,21.6525,146.22,60.01,91.88,62.28,68.02,76.08,311.6,15.11,8.733,35.89,25.1193,20.2235,77.3883,42.585,51.96,61.9,10.625,102.35,6.113
2015-12-23,157.1,59.03,42.115,76.3258,14.708,25.1,31.705,53.71,62.38,84.46,27.1,39.965,114.55,146.45,22.1925,149.61,61.13,94.34,62.93,68.02,76.73,310.65,15.45,9.7008,36.51,25.5041,20.532,79.5266,43.35,53.84,62.58,10.845,104.45,6.248
2015-12-24,156.7,59.28,42.105,76.1063,14.654,25.09,32.05,53.3,62.47,84.03,27.04,39.865,114.5,146.05,22.1125,149.52,61.18,95.25,62.96,68.64,76.6,309.05,15.355,9.7706,36.48,25.2213,20.614,78.6613,43.265,53.57,62.15,10.89,105.0,6.163
2015-12-25,156.7,59.28,42.105,76.1063,14.654,25.09,32.05,53.3,62.47,84.03,27.04,39.865,114.5,146.05,22.1125,149.52,61.18,95.25,62.96,68.64,76.6,309.05,15.355,9.7706,36.48,25.2213,20.614,78.6613,43.265,53.57,62.15,10.89,105.0,6.163
2015-12-28,154.8,58.46,41.38,75.9233,14.648,24.93,32.045,52.36,62.27,84.14,26.8,39.49,114.25,144.1,21.8675,146.87,60.88,93.4,62.6,67.9,76.06,310.0,15.32,9.2611,36.275,25.6664,20.5995,78.1143,42.745,53.1,61.71,10.68,104.0,6.15
2015-12-29,158.15,59.5,42.14,77.2771,14.798,25.49,33.05,53.1,63.14,86.13,27.225,40.21,116.5,147.75,22.2025,149.7,61.7,94.32,63.79,69.43,77.86,316.2,15.64,9.0354,36.63,25.9168,21.2744,79.6659,43.375,54.31,63.05,10.86,106.2,6.272
2015-12-30,157.35,59.48,41.565,76.8381,14.798,25.295,32.905,52.59,63.04,86.01,27.115,40.185,116.25,147.15,22.1175,149.15,61.81,94.33,63.75,69.29,77.33,314.5,15.58,9.2425,36.7,26.0327,21.2744,79.278,42.785,53.68,62.58,10.895,106.05,6.272
2015-12-31,155.3,59.14,41.265,75.8502,14.754,25.23,32.185,52.23,62.28,85.6,26.65,39.85,115.05,144.9,21.975,146.82,61.38,92.63,63.37,69.1,77.5,311.75,15.485,9.0657,36.545,26.1161,21.0816,78.174,42.57,52.56,62.0,10.88,105.2,6.181
2016-01-01,155.3,59.14,41.265,75.8502,14.754,25.23,32.185,52.23,62.28,85.6,26.65,39.85,115.05,144.9,21.975,146.82,61.38,92.63,63.37,69.1,77.5,311.75,15.485,9.0657,36.545,26.1161,21.0816,78.174,42.57,52.56,62.0,10.88,105.2,6.181
2016-01-04,150.9,57.73,40.525,73.8011,14.308,24.335,32.115,51.22,60.81,82.85,26.015,38.81,111.8,139.2,21.3975,141.11,59.55,89.26,62.27,68.04,75.98,311.15,15.2,8.6562,37.155,25.6757,20.7875,77.1496,41.395,51.2,60.86,10.62,102.0,6.054
2016-01-05,151.5,58.05,40.155,73.3621,14.332,24.345,31.885,51.49,61.19,83.42,26.02,38.835,112.85,139.45,21.24,140.27,59.74,89.44,61.94,68.79,75.62,304.1,15.31,9.1843,37.3,25.6664,20.7441,78.0646,41.73,51.43,62.09,10.665,102.0,6.065
2016-01-06,151.3,57.71,39.77,72.3376,14.158,24.255,31.795,50.5,60.7,82.8,25.57,38.095,112.15,136.7,20.67,139.66,57.14,87.41,61.5,68.45,75.0,301.0,15.54,8.6004,36.68,25.4856,20.6429,77.0103,40.925,50.52,61.27,10.41,101.5,5.927
2016-01-07,150.85,57.05,38.805,70.6691,14.066,23.69,30.695,49.39,59.75,81.32,25.32,36.455,111.85,136.6,20.41,134.74,55.2,85.47,60.3,68.69,73.56,300.5,15.495,8.1235,36.13,25.2909,20.4597,76.1749,39.935,49.48,60.04,10.155,99.98,5.83
2016-01-08,149.6,56.86,37.35,69.5933,13.882,23.245,30.85,48.0,59.73,79.85,25.15,36.12,110.95,135.35,20.36,132.88,55.2,83.77,59.61,69.25,73.04,301.45,15.3,7.8676,35.715,25.6201,20.397,74.2653,38.905,49.655,58.76,10.015,99.16,5.58
2016-01-11,148.5,58.09,37.35,68.7591,13.754,23.365,30.105,47.9,58.74,80.68,24.815,36.145,108.35,135.2,20.315,132.32,54.41,84.76,58.61,71.78,73.69,300.0,15.19,7.7606,35.475,25.736,20.5465,73.2508,38.865,48.705,58.11,10.055,99.21,5.73
2016-01-12,150.2,59.04,37.25,70.6983,14.066,23.69,31.02,48.945,60.27,82.8,25.095,36.76,111.8,139.45,20.71,134.6,54.92,87.22,59.33,72.47,75.11,304.7,15.82,7.4559,35.835,25.9168,20.8743,73.947,39.245,49.01,59.0,10.17,100.15,5.731
2016-01-13,151.0,59.48,37.85,71.035,13.802,23.925,31.2,48.855,60.96,82.2,25.3,36.62,112.0,137.75,20.73,133.34,53.56,86.66,59.62,72.14,74.51,302.2,15.755,7.2232,35.97,25.7962,20.9563,74.2752,39.565,49.085,59.49,10.175,100.55,5.658
2016-01-14,147.85,58.09,38.83,70.1641,13.55,23.395,30.16,47.095,59.57,81.41,24.96,35.92,109.5,137.0,20.3975,131.53,52.49,77.75,57.96,70.04,72.51,295.6,15.485,7.6396,35.505,25.8101,20.3295,72.9027,38.2,48.06,58.01,10.045,98.64,5.536
2016-01-15,145.8,57.4,37.655,69.0299,12.898,22.77,29.505,45.38,58.96,78.65,24.615,35.46,107.75,137.4,19.76,131.21,51.7,75.13,55.38,68.41,71.54,296.35,15.365,7.1023,35.11,25.4995,19.8523,71.1125,35.98,46.38,56.15,9.7,97.09,5.255
2016-01-18,146.3,57.34,38.08,68.4371,13.046,22.39,28.65,44.33,58.68,78.33,24.105,35.625,109.45,136.75,19.95,132.41,51.24,74.17,55.29,67.7,70.6,293.95,15.12,7.3256,34.64,25.2399,19.7896,71.8783,34.905,46.205,55.85,9.059,96.51,5.343
2016-01-19,149.2,59.05,38.62,68.5469,13.356,22.9,29.435,44.18,59.71,80.28,24.26,36.705,111.15,140.0,20.1825,139.9,51.99,76.62,56.23,69.14,74.07,301.25,15.405,7.7467,35.255,24.1086,20.2669,74.3846,35.84,47.85,56.72,9.282,98.73,5.549
2016-01-20,144.3,57.21,36.52,67.72,13.16,21.795,28.63,42.845,58.17,78.51,23.4,35.5,107.3,134.65,19.5775,135.71,50.45,74.5,54.33,66.83,72.34,291.6,14.81,7.0674,34.195,24.1411,19.8619,72.7933,34.26,45.93,54.36,8.836,96.95,5.494
2016-01-21,146.15,58.25,37.61,68.6786,13.378,22.065,28.835,43.385,58.44,80.76,23.8,36.09,108.5,139.2,20.005,136.64,51.34,77.77,56.33,67.63,72.63,292.9,15.16,7.7978,34.72,24.7113,20.0162,74.0465,34.25,47.595,55.53,9.043,100.25,5.632
2016-01-22,150.5,60.22,39.26,70.53,13.682,22.45,29.99,44.45,59.61,83.04,25.3,37.39,111.25,143.15,20.4425,142.41,52.8,79.08,58.64,69.94,75.09,303.85,15.835,7.6745,35.69,23.4456,20.4886,75.787,35.885,49.175,56.95,9.28,103.2,5.818
2016-01-25,152.1,61.63,38.525,69.9519,14.046,22.45,29.75,43.175,60.18,84.35,25.01,36.595,112.8,143.9,20.27,140.87,52.44,78.66,59.26,70.99,76.47,306.1,15.8,7.7909,35.4,22.8337,20.6043,75.976,34.91,47.09,57.32,9.041,102.7,5.86
2016-01-26,152.55,61.37,39.65,70.047,13.946,22.445,30.14,44.045,60.39,84.49,25.0,36.915,112.45,144.9,21.155,142.13,52.22,80.94,58.94,69.22,76.72,305.15,15.86,8.3492,35.39,22.1058,20.7345,76.4633,35.75,48.525,57.42,9.263,103.8,6.015
2016-01-27,154.25,62.61,40.15,69.5787,14.098,22.53,30.45,44.16,61.44,84.08,25.275,37.32,113.85,146.1,21.3125,143.06,53.88,81.29,58.0,69.33,76.31,311.65,16.3,8.3678,36.05,22.8615,20.99,76.7418,35.365,48.94,55.46,9.186,104.0,6.276
2016-01-28,152.8,61.84,40.215,69.2494,13.802,22.155,29.035,42.915,61.28,81.23,25.3,37.1,111.25,143.7,20.87,140.69,54.0,77.88,57.35,67.85,74.95,307.05,15.905,8.5981,35.67,22.7409,20.8213,74.6233,34.19,48.385,55.02,8.928,103.65,6.096
2016-01-29,157.55,62.42,40.92,69.6812,14.238,22.77,30.265,43.725,63.45,84.08,26.23,37.935,114.35,148.2,21.015,144.13,55.27,77.93,59.66,70.17,76.78,313.55,16.33,8.0933,36.065,22.9171,21.3998,76.1351,35.18,49.11,57.82,9.196,107.95,6.016
2016-02-01,157.45,63.64,40.0,69.4177,14.236,22.515,30.4,43.33,63.35,85.08,26.495,37.45,115.6,147.75,21.055,145.89,55.14,78.64,58.3,70.23,77.69,312.8,16.345,7.9932,36.05,22.5555,21.8578,76.334,34.785,49.3,57.85,9.105,108.7,5.821
2016-02-02,156.4,62.84,38.205,68.803,14.004,21.97,30.455,40.875,63.22,83.41,26.27,36.3,115.4,145.2,20.7375,142.41,54.49,77.16,55.84,68.75,77.88,309.25,16.275,7.5652,35.345,22.4396,21.5589,74.862,32.575,48.38,55.35,8.653,107.05,5.484
2016-02-03,154.1,61.08,38.42,69.2055,13.962,20.89,29.705,39.55,62.17,82.6,25.145,35.65,111.65,151.75,20.58,142.22,53.36,75.37,55.21,67.93,76.62,317.7,16.015,7.749,34.5,22.0177,21.2889,73.0817,31.6,47.525,53.9,8.355,105.95,5.319
