Date,RIO LN Equity,OR FP Equity,AAL LN Equity,CAT UN Equity,JPM UN Equity,CVX UN Equity,KO UN Equity,GE UN Equity,AMT UN Equity,7267 JT Equity,HPQ UN Equity,BBVA SQ Equity,AMZN UW Equity,ASML NA Equity,SAN SQ Equity,6752 JT Equity,IBM UN Equity,PHIA NA Equity,JNJ UN Equity,6758 JT Equity,MCD UN Equity,8306 JT Equity,TEF SQ Equity,MRK UN Equity,TTE FP Equity,MMM UN Equity,CS FP Equity,PFE UN Equity,PG UN Equity,RTX UN Equity,WMT UN Equity,005930 KP Equity,SGO FP Equity,5108 JT Equity,INTC UW Equity,7751 JT Equity,MSFT UW Equity,NVDA UW Equity,MC FP Equity,C UN Equity,GS UN Equity,NG/ LN Equity,ABT UN Equity,TMO UN Equity,GOOGL UW Equity,JCI UN Equity,ULVR LN Equity,INGA NA Equity,GSK LN Equity,700 HK Equity,BMY UN Equity,ABBN SE Equity,AAPL UW Equity,AZN LN Equity,NESN SE Equity,CL UN Equity,NOVN SE Equity,ROG SE Equity,SREN SE Equity,UBSG SE Equity,DGE LN Equity,HSBA LN Equity,AON UN Equity,BHP AT Equity,EMR UN Equity,VOD LN Equity,F UN Equity,BARC LN Equity,SAN FP Equity,STAN LN Equity,SU FP Equity,ALV GY Equity,RWE GY Equity,KMB UN Equity,MS UN Equity,BAYN GY Equity,DBK GY Equity,BAS GY Equity,LLY UN Equity,SIE GY Equity,EOAN GY Equity,MMC UN Equity,MUV2 GY Equity,BP/ LN Equity,DTE GY Equity,MBG GY Equity,NKE UN Equity,7203 JT Equity,PRU LN Equity,DD UN Equity,RO SE Equity
2015-08-12,2554.5,164.6,766.42,78.92,67.24,86.79,41.26,155.1814,99.97,1432.7,13.2116,9.024,26.295,85.37,5.6724,1425.0,149.1584,22.8925,98.71,3343.0,98.28,879.5,13.685,55.5524,44.535,148.52,23.79,33.529,76.39,58.209,72.58,23080,41.665,4523.5,29.46,4010.5,46.74,5.93,155.85,56.91,201.13,939.381,50.09,134.71,34.574,35.516,2788.0,14.175,1435.444,124.347,62.39,18.8571,28.81,4288.5,72.2,68.0,86.941,270.6,86.3,21.27,1775.0,563.6,101.23,22.4383,49.08,236.45,14.68,271.15,93.8784,838.44,60.73,150.3,18.27,115.65,37.57,125.177,25.856,76.64,83.38,86.151,10.273,57.76,168.5,383.6,16.42,63.832,56.53,1597.4,1313.15,65.0222,269.75
2015-08-13,2459.0,167.9,761.343,77.76,67.55,85.85,41.1,154.7614,100.25,1436.0,12.9165,9.057,26.483,85.55,5.6554,1423.0,148.1173,23.0379,98.48,3366.5,99.37,865.7,13.685,56.239,44.38,147.4,24.155,33.5195,75.78,58.026,72.11,22800,42.435,4478.0,28.87,4036.5,46.73,5.88,160.4,57.33,200.74,946.036,49.84,133.72,34.326,35.113,2820.0,14.16,1428.869,132.828,62.42,18.9342,28.788,4273.5,74.15,67.66,88.134,275.9,86.85,21.55,1762.0,561.0,101.22,22.7143,49.41,239.45,14.71,275.55,95.231,828.16,60.62,152.55,16.825,115.78,37.75,127.44,26.191,76.69,83.03,86.838,10.343,57.73,169.15,383.15,16.55,64.638,56.8,1588.2,1322.979,63.9836,272.75
2015-08-14,2462.5,166.25,753.281,78.49,67.89,85.99,41.25,156.5016,101.08,1399.8,13.0345,9.008,26.576,82.62,5.5951,1398.0,148.7668,22.9628,98.81,3366.5,99.27,864.0,13.55,56.4297,44.0,148.28,23.9,33.4816,75.62,58.215,72.38,22800,42.39,4459.0,29.02,4016.5,47.0,5.885,159.6,57.59,202.02,948.545,50.23,135.02,34.469,35.2442,2806.0,14.11,1418.753,132.182,63.08,18.8088,28.99,4247.5,74.95,67.79,88.487,276.0,87.0,21.51,1775.5,558.0,101.3,22.5451,49.6,239.0,14.78,274.35,93.5502,822.35,60.5,152.45,16.425,116.16,38.05,126.899,25.843,76.29,83.91,86.404,10.255,58.16,168.0,379.25,16.415,64.604,57.18,1589.0,1310.159,63.884,273.0
2015-08-17,2445.0,166.6,751.688,78.54,68.07,83.23,41.35,157.2817,101.45,1403.3,12.9891,9.015,26.761,83.79,5.6036,1415.0,149.3017,22.9347,99.87,3323.0,100.66,864.3,13.505,56.935,44.485,149.24,24.105,33.6522,75.53,58.604,71.91,22080,42.53,4506.0,29.08,4015.0,47.32,5.8475,160.3,57.77,202.57,959.127,50.38,136.31,34.706,35.5815,2800.0,14.09,1426.846,130.892,63.47,18.8571,29.29,4278.0,75.0,67.66,89.106,277.7,86.9,21.76,1772.0,557.6,102.56,22.4383,50.34,239.1,14.68,273.95,94.4752,811.41,60.43,152.1,16.295,116.23,38.14,126.702,25.695,75.74,83.47,86.105,10.167,58.3,168.2,378.15,16.25,64.084,57.49,1586.4,1308.45,64.695,276.25
2015-08-18,2412.0,165.5,738.45,78.82,68.21,83.44,41.3,156.4416,100.49,1407.5,12.8892,8.974,26.751,84.96,5.5848,1429.0,149.0151,23.2865,99.37,3366.0,100.76,875.2,13.46,56.8874,43.75,148.31,24.155,33.6711,75.13,58.633,69.48,22620,42.36,4542.5,28.91,4055.5,47.27,5.77,158.9,57.55,201.18,958.363,50.44,135.32,34.437,35.6753,2781.0,14.525,1419.259,128.495,64.28,18.7703,29.125,4310.0,74.95,67.69,89.283,276.9,87.0,21.69,1767.0,556.0,102.43,22.2424,50.11,239.6,14.83,274.05,94.7735,807.79,59.76,152.55,15.76,116.04,37.82,127.194,25.66,75.31,83.39,85.743,10.031,58.29,168.4,373.75,16.24,63.63,57.41,1593.4,1297.34,63.6705,275.5
2015-08-19,2323.0,162.15,706.101,77.41,67.6,80.91,40.78,154.4013,100.4,1390.5,12.5941,8.796,26.646,81.51,5.5301,1411.5,147.0379,22.8033,99.31,3331.5,101.1,868.0,13.35,56.8874,42.965,145.87,23.67,33.4342,74.12,57.926,68.57,23080,41.515,4508.0,28.36,4003.5,46.61,5.7475,154.1,57.0,200.95,954.109,49.84,133.73,34.702,35.0568,2728.0,14.21,1394.475,128.68,64.12,18.423,28.753,4240.0,74.4,66.74,87.913,273.3,86.05,21.3,1745.0,540.6,101.04,22.4026,49.73,235.0,14.77,267.9,92.8838,786.19,58.51,149.75,15.295,115.37,37.44,123.602,25.218,73.26,83.77,83.453,9.753,57.67,166.55,367.5,15.83,61.977,57.48,1579.4,1294.348,62.7884,272.0
2015-08-20,2361.0,158.7,737.057,76.41,65.94,79.24,40.55,151.1609,98.85,1356.7,12.4171,8.611,25.789,79.04,5.4481,1369.5,145.8153,22.2826,98.79,3230.0,99.76,849.8,13.125,54.3033,42.55,143.35,22.945,32.7516,73.91,56.516,68.43,22780,40.535,4341.5,27.53,3879.5,45.66,5.54,148.05,55.33,196.75,955.091,48.53,132.34,33.974,34.4383,2686.0,13.66,1386.382,125.546,62.71,18.0951,28.163,4185.5,73.45,65.99,86.233,270.0,84.7,20.83,1740.0,535.2,99.32,21.7081,49.07,232.45,14.43,265.15,91.4218,775.53,57.25,144.5,15.265,114.05,36.17,120.847,24.464,71.42,87.33,81.905,9.639,56.69,165.05,369.6,15.265,60.81,56.15,1546.4,1258.026,62.1339,269.0
2015-08-21,2315.0,154.2,729.392,75.0,63.6,75.76,39.53,147.5604,96.7,1320.8,12.4715,8.338,24.724,76.99,5.2756,1335.5,142.1762,21.5743,95.56,3090.0,97.13,814.9,12.8,53.1781,41.08,142.09,22.07,31.7942,71.84,54.859,66.54,22020,39.665,4203.0,26.56,3822.0,43.07,5.3675,145.7,53.6,187.74,931.963,47.13,127.96,32.201,33.6699,2622.0,13.155,1339.849,121.306,61.07,17.6707,26.44,4054.0,71.1,64.98,82.653,260.7,82.6,20.05,1684.5,521.2,96.53,21.4588,47.96,224.9,13.86,256.8,87.7816,742.5,55.97,139.9,14.545,111.41,34.21,116.369,23.625,69.26,84.53,80.014,9.22,55.32,161.9,357.2,14.895,59.072,53.435,1500.0,1213.158,60.64,257.75
2015-08-24,2154.5,146.35,657.13,72.82,60.25,72.12,38.38,143.2398,91.94,1234.7,12.0766,7.93,23.169,74.79,4.908,1260.5,137.0374,20.5845,92.82,2843.5,92.87,746.9,12.14,51.4809,37.835,138.58,21.09,30.4576,69.14,53.596,63.95,21580,37.46,3981.5,26.25,3677.0,41.68,5.1775,139.3,50.34,179.46,893.127,43.7,121.67,30.906,32.4329,2524.0,12.47,1296.857,115.222,58.65,17.0148,25.78,3903.5,68.4,61.95,79.206,254.0,78.85,19.28,1640.0,487.75,91.73,20.3814,46.36,214.55,13.19,244.7,83.1867,709.09,53.99,133.7,13.22,106.38,32.26,110.563,21.978,66.42,80.73,76.113,8.428,52.67,158.7,331.05,14.04,56.31,51.935,1398.8,1162.307,57.4102,250.75
2015-08-25,2244.5,152.8,680.521,72.06,59.91,70.02,37.99,139.6393,89.51,1183.3,11.6634,8.232,23.319,78.9,5.1191,1210.5,134.6399,20.9832,90.73,2834.5,91.21,744.3,12.525,48.7919,39.095,137.64,22.095,29.7087,68.42,52.376,63.1,21580,39.4,3800.0,25.87,3551.0,40.47,5.07,147.55,49.88,178.22,921.818,42.9,120.05,30.624,32.5641,2585.0,13.355,1311.019,120.66,57.88,17.4778,25.935,3970.0,70.5,60.37,81.902,262.3,82.1,20.08,1673.0,507.1,89.39,20.7821,45.16,219.2,12.9,256.35,86.1804,709.09,55.33,139.65,13.86,103.35,31.76,117.058,23.348,69.53,78.26,78.828,8.89,51.87,160.8,335.35,14.94,59.567,51.765,1345.0,1206.321,56.0443,262.25
2015-08-26,2200.0,148.45,661.211,73.87,62.91,73.09,38.73,144.0799,91.53,1223.8,12.3036,8.09,25.039,76.85,5.0041,1286.5,140.1226,20.8472,95.11,2963.0,95.15,769.6,12.315,51.8909,37.705,142.72,21.88,30.742,70.9,54.003,64.83,21340,39.495,3945.0,27.3,3595.0,42.71,5.4525,145.85,52.28,184.4,900.872,43.98,125.26,32.987,33.2857,2544.0,13.2,1289.27,118.54,60.03,17.2463,27.423,3922.5,69.4,62.23,80.134,257.0,81.2,19.55,1658.5,496.2,92.62,21.3163,46.41,216.8,13.21,252.0,84.5393,673.21,54.12,138.85,13.53,106.18,33.3,115.041,22.969,68.82,81.1,78.285,8.701,53.36,161.3,331.2,14.735,58.879,54.38,1384.0,1191.364,58.4062,256.0
2015-08-27,2349.0,152.8,722.923,75.66,64.48,77.64,39.27,150.0807,93.87,1227.3,12.6168,8.338,25.919,81.0,5.1964,1279.0,141.8801,21.6165,96.22,3051.5,97.33,786.9,12.675,52.3963,40.18,143.9,22.39,31.5288,71.48,55.012,66.08,21340,40.63,3985.0,27.72,3626.0,43.9,5.6575,151.15,53.44,189.21,929.018,45.64,127.91,33.398,34.129,2613.0,13.72,1346.425,121.859,60.82,17.8443,28.23,4084.0,71.0,63.09,83.405,267.0,82.85,19.86,1695.0,519.7,94.39,21.4232,47.64,225.35,13.56,262.6,88.08,720.51,55.67,141.9,14.035,107.73,34.3,120.158,23.75,71.64,83.74,79.987,9.031,54.64,163.2,351.2,15.335,61.036,56.31,1405.2,1211.448,62.0343,266.75
2015-08-28,2388.0,152.8,737.554,75.95,64.13,80.43,39.45,150.9808,93.45,1286.3,12.7258,8.358,25.901,82.61,5.2445,1333.0,141.3452,21.6775,95.17,3169.5,96.25,820.1,12.725,52.7967,41.18,144.21,22.495,30.96,71.21,54.994,64.94,21620,40.75,4145.5,28.42,3773.5,43.93,5.6825,150.95,53.28,187.75,938.291,46.02,126.52,32.985,34.0916,2623.0,13.665,1356.035,120.476,60.61,17.9022,28.323,4120.0,70.9,63.35,83.272,263.2,82.6,19.95,1730.0,518.7,93.54,22.6965,48.05,226.7,13.74,261.45,87.9607,728.13,56.46,141.9,14.015,107.21,34.05,119.568,23.54,71.88,83.19,80.303,9.058,54.13,164.05,360.5,15.215,60.818,56.25,1469.2,1211.876,62.6034,263.75
2015-08-31,2388.0,152.7,737.554,76.44,64.1,80.99,39.32,148.9406,92.19,1274.7,12.7394,8.263,25.645,81.68,5.1465,1337.5,141.2592,21.5039,93.98,3162.0,95.02,800.1,12.59,51.3474,40.805,142.14,22.475,30.5429,70.67,54.033,64.73,21780,40.965,4067.5,28.54,3707.0,43.52,5.62,148.65,53.48,188.6,938.291,45.29,125.37,32.391,34.0072,2623.0,13.645,1356.035,121.49,59.47,18.0083,28.19,4120.0,71.3,62.81,83.714,264.0,83.05,20.03,1730.0,518.7,93.44,22.4204,47.72,226.7,13.87,261.45,87.6921,728.13,56.33,142.25,13.395,106.53,34.45,119.026,23.451,71.82,82.35,80.068,8.899,53.73,163.8,360.5,15.245,60.155,55.875,1438.4,1211.876,62.262,264.25
2015-09-01,2271.0,149.75,681.218,74.9,61.45,78.19,38.75,143.2998,90.03,1226.5,12.6259,7.986,24.827,80.32,5.0022,1297.0,136.2828,21.1145,92.09,3051.0,93.47,777.0,12.23,50.0887,40.41,138.5,21.595,29.7277,68.9,52.918,63.82,21700,39.755,3878.0,27.82,3627.5,41.82,5.39,144.2,50.94,182.12,926.618,43.57,121.45,31.478,33.2013,2563.0,13.23,1310.007,117.25,58.2,17.7478,26.93,4033.5,70.1,61.27,81.062,257.4,81.4,19.63,1691.0,499.0,90.28,21.9485,46.27,220.0,13.72,253.15,85.5339,689.29,55.15,138.9,13.105,104.03,33.12,115.188,22.835,69.96,79.8,78.602,8.704,52.1,162.45,349.4,14.83,58.686,54.315,1400.0,1168.717,59.2741,257.5
2015-09-02,2266.5,150.65,680.62,76.1,62.57,78.06,38.9,147.4404,91.17,1219.5,12.7122,7.972,25.528,80.01,4.9881,1257.5,138.5465,21.3069,93.35,3020.0,96.04,767.1,11.94,50.5178,40.06,141.24,21.785,30.3059,69.81,53.815,64.44,21800,40.15,3869.0,28.6,3658.0,43.36,5.5525,147.15,51.75,184.51,926.4,44.24,122.78,32.246,33.7355,2578.0,13.215,1334.791,117.434,59.61,17.526,28.085,4117.0,70.3,62.18,81.018,257.2,81.85,19.67,1703.5,498.8,91.05,21.9307,46.79,222.05,13.87,253.8,86.7672,683.11,55.19,140.15,12.895,104.79,33.79,116.468,22.848,70.43,81.81,78.919,8.598,52.76,163.4,345.3,15.11,58.493,55.35,1403.0,1166.153,60.3127,258.25
2015-09-03,2341.0,150.9,721.629,74.45,62.68,78.26,39.16,147.0803,91.02,1225.3,12.7712,8.055,25.236,84.05,5.0239,1273.0,140.199,21.5227,92.64,3026.5,96.01,761.3,12.1,50.2031,41.44,141.74,22.34,30.2301,69.93,54.21,64.86,22440,41.0,3905.5,29.08,3693.5,43.5,5.5675,150.15,51.79,185.06,936.654,44.14,122.77,31.853,33.8948,2622.0,13.585,1354.012,117.434,58.75,17.7768,27.593,4247.5,71.1,62.92,82.565,261.9,83.4,20.02,1713.5,506.7,91.45,21.6547,46.43,226.9,13.84,257.3,89.0249,705.66,56.21,144.35,13.295,105.64,33.8,120.699,23.651,71.34,81.6,80.14,8.775,53.02,165.85,355.85,15.665,60.508,55.425,1437.0,1193.074,60.9388,264.0
2015-09-04,2235.0,145.75,665.391,73.1,61.5,76.67,38.52,144.0199,89.02,1202.0,12.2536,7.866,24.95,82.15,4.8806,1222.0,137.2571,21.274,91.31,2966.0,94.85,738.0,11.855,49.1924,39.96,139.84,21.725,29.7372,68.76,53.484,63.89,22580,39.95,3849.5,28.52,3647.0,42.61,5.4375,145.95,50.59,180.38,920.727,43.07,121.17,31.448,33.1826,2571.0,13.1,1318.606,117.434,57.3,17.3041,27.318,4181.5,70.55,61.46,81.725,259.5,82.35,19.6,1697.5,493.5,90.29,21.9841,45.82,223.05,13.56,250.9,86.6975,678.92,54.67,139.95,12.595,103.52,33.19,115.828,22.696,69.59,80.32,77.896,8.313,51.99,163.8,337.9,15.46,59.24,54.845,1400.8,1152.051,59.8717,261.25
2015-09-07,2251.0,147.2,674.549,73.1,61.5,76.67,38.52,144.0199,89.02,1216.3,12.2536,7.838,24.95,82.88,4.8675,1248.5,137.2571,21.4476,91.31,2961.0,94.85,739.6,11.875,49.1924,39.97,139.84,21.91,29.7372,68.76,53.484,63.89,22240,40.33,3878.5,28.52,3685.0,42.61,5.4375,146.6,50.59,180.38,928.145,43.07,121.17,31.448,33.1826,2590.0,13.275,1329.228,116.512,57.3,17.3331,27.318,4219.0,71.15,61.46,82.609,260.4,82.65,19.62,1699.0,494.0,90.29,21.5389,45.82,225.65,13.56,253.0,87.7418,667.59,54.98,140.6,12.57,103.52,33.19,117.599,22.777,69.91,80.32,78.068,8.408,51.99,164.3,336.0,15.645,59.987,54.845,1417.8,1163.589,59.8717,262.0
2015-09-08,2309.5,146.9,700.627,74.3,63.16,76.84,38.9,149.7807,90.05,1206.2,12.526,7.884,25.877,83.37,4.8769,1227.5,140.6288,21.4992,93.94,2867.5,96.78,728.6,12.07,50.2413,40.365,143.43,22.305,30.8368,69.98,54.747,66.38,22620,41.09,3875.0,29.5,3610.5,43.89,5.67,147.8,51.65,185.88,937.091,44.04,123.69,32.194,34.0916,2598.0,13.41,1344.401,119.278,58.99,17.8829,28.078,4255.5,71.25,63.43,82.653,260.2,83.65,19.9,1711.0,504.2,92.69,21.9931,46.85,227.2,13.67,258.5,88.2192,686.44,55.5,142.15,13.285,105.98,34.27,119.075,23.419,70.67,82.88,78.665,8.559,54.26,166.1,340.2,15.905,61.507,55.875,1410.0,1184.1,62.7315,263.25
2015-09-09,2377.5,148.6,739.446,72.96,62.18,74.92,38.3,147.3203,88.7,1285.7,12.3762,8.03,25.845,82.65,4.9853,1316.5,138.5465,21.851,92.22,3113.5,95.43,782.7,12.255,49.5166,40.71,140.86,22.795,30.2965,68.48,54.174,65.12,22940,41.65,4176.0,29.24,3796.0,43.07,5.5575,149.75,50.88,185.68,942.109,43.23,121.62,32.17,33.6043,2626.0,13.62,1327.71,123.149,58.03,17.8732,27.538,4268.0,72.45,62.39,83.802,262.1,84.35,20.31,1739.5,518.9,91.54,21.9485,46.52,229.6,13.53,262.5,89.4525,708.14,56.43,142.9,13.035,103.87,33.75,118.78,23.446,70.96,81.09,78.71,8.514,53.7,166.05,342.5,16.02,62.287,54.93,1498.2,1220.422,62.3047,265.75
2015-09-10,2365.0,145.85,713.666,72.42,62.66,75.66,38.42,148.1004,88.32,1247.5,12.408,7.874,26.112,81.59,4.8203,1292.5,139.645,21.4758,92.72,3133.0,95.25,763.1,11.81,50.2699,39.945,140.78,22.525,30.9221,68.32,53.909,64.12,22680,41.295,4146.0,29.27,3690.0,43.29,5.645,149.25,51.07,185.91,939.709,43.12,122.03,32.554,33.4825,2567.0,13.46,1311.019,118.54,58.75,17.5163,28.143,4290.5,72.05,61.93,82.963,259.1,84.1,20.05,1728.5,505.2,91.68,21.2985,46.37,227.1,13.73,258.6,88.0004,679.2,55.49,142.0,12.48,103.66,33.87,117.698,23.089,70.21,80.84,78.122,7.866,53.6,166.15,335.3,15.815,62.035,55.19,1435.0,1210.167,62.262,264.5
2015-09-11,2383.0,145.3,715.059,72.63,62.56,75.79,38.13,149.7207,89.26,1239.8,12.3263,7.8,26.472,80.39,4.7411,1284.5,140.7625,21.3444,92.93,3179.5,97.41,771.8,11.55,49.6692,39.69,141.26,22.235,31.2539,68.42,54.458,64.65,22300,40.815,4126.0,29.47,3633.5,43.48,5.6625,148.15,51.1,185.27,927.6,43.41,122.9,32.765,33.698,2556.0,13.25,1310.007,117.434,59.22,17.5742,28.553,4285.5,71.8,61.92,82.742,260.6,84.25,20.05,1716.0,504.3,91.32,21.1115,46.04,223.95,13.71,258.45,87.5429,681.3,55.3,140.85,12.06,104.05,33.99,117.009,22.879,69.7,81.8,77.362,7.523,54.09,165.7,333.5,15.565,61.75,55.91,1414.4,1194.783,62.2904,264.25
2015-09-14,2397.5,143.95,713.566,72.77,62.38,75.77,38.1,148.6405,88.83,1218.3,12.2763,7.765,26.069,80.29,4.7195,1271.5,139.1196,21.1755,93.32,3116.5,96.97,753.4,11.43,49.9076,39.765,140.81,22.01,31.0074,68.06,54.163,64.28,22480,40.39,4064.0,29.39,3630.0,43.04,5.6725,147.7,50.98,183.94,922.145,43.17,122.16,32.624,33.773,2549.0,13.085,1299.892,117.987,59.17,17.3909,28.828,4284.5,71.55,62.11,81.592,257.8,84.1,19.67,1724.0,500.8,90.8,21.1383,45.52,221.25,13.78,254.5,87.155,669.4,54.84,140.6,11.8,103.78,33.81,116.96,22.991,69.68,81.89,76.991,7.545,53.96,165.0,332.0,15.65,62.237,55.945,1401.4,1183.245,61.2945,263.25
2015-09-15,2388.5,146.75,731.781,74.58,63.58,77.17,38.5,151.821,89.55,1233.8,12.3081,7.835,26.119,82.36,4.7609,1302.0,140.9153,20.9832,94.4,3060.0,98.19,748.0,11.575,51.0613,40.985,143.6,22.4,31.4435,69.45,54.664,64.32,22460,41.08,4134.5,29.73,3622.0,43.98,5.735,149.9,52.0,187.45,922.254,43.81,125.09,33.254,34.3165,2579.0,13.295,1304.949,120.937,60.09,17.4681,29.07,4328.0,72.9,62.43,82.565,261.5,84.05,19.52,1745.0,508.8,92.09,20.8622,46.32,218.45,14.31,259.65,87.5131,686.34,55.63,141.4,11.41,105.64,34.58,117.649,23.366,70.08,82.96,76.991,7.081,54.61,165.95,338.7,15.85,63.068,56.92,1432.2,1212.73,62.0486,262.0
2015-09-16,2395.5,150.6,745.816,75.64,64.14,79.02,39.15,155.6015,90.6,1276.7,12.9256,7.986,26.37,82.95,4.8561,1346.0,141.7559,21.1239,94.61,3096.0,98.69,761.5,11.705,51.3664,42.13,144.2,22.45,31.4529,70.1,55.407,64.69,23040,41.72,4289.5,29.77,3693.0,44.3,5.775,155.55,52.59,188.64,929.672,43.86,126.28,33.276,34.5695,2639.0,13.25,1313.042,124.808,61.61,17.5646,29.103,4323.0,73.4,63.07,83.714,261.9,85.45,19.42,1777.5,513.1,91.98,21.3431,47.06,219.15,14.64,262.5,89.0646,699.67,56.65,142.65,10.865,107.26,34.62,118.19,23.196,70.67,84.45,77.353,6.629,54.64,166.9,345.85,15.935,63.211,57.79,1459.4,1219.995,63.9978,263.25
2015-09-17,2341.5,150.5,731.98,74.06,62.65,79.41,39.38,152.121,91.52,1284.5,12.5169,8.048,26.944,81.66,4.9334,1355.5,141.498,20.7862,94.84,3224.5,97.84,768.3,11.75,51.4523,41.99,142.95,22.61,31.7373,70.24,55.036,64.47,23140,41.845,4327.5,29.71,3678.0,44.25,5.8275,155.6,51.65,186.45,927.927,44.24,128.23,33.584,34.1384,2636.0,13.32,1304.444,123.794,62.19,17.4585,28.48,4270.5,74.0,63.27,83.36,258.8,84.6,19.25,1782.5,502.5,92.16,21.9485,46.85,216.2,14.6,260.45,88.7364,705.38,55.36,141.75,11.845,107.84,34.05,117.107,23.527,69.8,89.98,76.936,7.159,54.24,167.7,345.7,15.98,63.378,57.635,1467.6,1203.757,62.9165,259.5
2015-09-18,2299.5,146.75,716.652,71.86,60.94,77.74,38.98,148.8205,90.49,1266.3,12.0493,7.706,27.013,79.47,4.7609,1326.5,138.0307,20.3734,93.39,3115.0,97.05,744.0,11.305,49.7073,40.775,139.62,21.54,31.1401,69.94,53.714,63.34,23800,40.85,4247.5,29.02,3600.0,43.48,5.8225,150.65,50.29,180.94,928.581,43.33,125.78,33.046,33.2857,2616.0,12.76,1299.892,124.716,64.34,16.8894,28.363,4370.0,73.45,62.69,82.521,257.3,83.75,18.67,1764.5,490.65,89.31,21.7794,45.11,216.75,14.28,253.25,87.4037,687.86,52.86,137.0,10.89,107.85,33.03,113.22,22.482,67.32,88.49,73.605,6.798,53.09,164.3,333.45,15.745,60.675,57.525,1446.8,1169.999,61.6217,256.75
2015-09-21,2274.5,150.2,691.669,72.16,61.45,78.09,39.19,150.5608,90.39,1266.3,12.0039,7.724,27.42,80.6,4.7628,1326.5,139.9124,20.5516,93.13,3115.0,97.9,744.0,11.3,48.6108,40.82,140.04,21.94,30.7325,70.65,53.998,63.72,23000,41.255,4247.5,29.16,3600.0,44.11,5.8825,152.15,50.71,183.35,932.836,43.3,126.33,33.349,33.2763,2628.0,12.985,1304.444,123.333,62.72,17.0437,28.803,4379.0,74.0,63.1,83.316,258.6,84.85,18.79,1768.5,495.1,90.4,21.2362,45.12,217.4,14.32,254.9,88.9453,658.74,53.55,139.15,10.355,108.77,33.34,116.271,22.714,68.31,87.59,74.701,6.821,53.66,166.85,333.55,16.03,59.811,58.28,1446.8,1179.4,62.6319,256.5
2015-09-22,2194.0,145.55,645.086,71.68,60.91,77.25,38.79,150.6808,89.05,1266.3,11.6453,7.502,26.92,77.6,4.5922,1326.5,137.9543,20.0825,93.24,3115.0,97.2,744.0,10.95,48.3819,39.76,138.02,21.225,30.5808,70.19,52.022,63.59,22900,39.635,4247.5,28.67,3600.0,43.9,5.7225,147.4,50.38,179.72,929.018,42.48,125.25,32.66,32.714,2551.0,12.58,1261.451,122.043,62.09,16.5807,28.35,4165.5,71.95,62.16,79.515,249.2,82.35,18.24,1716.5,487.4,89.53,21.2451,44.65,211.9,13.92,246.65,85.0266,640.56,51.45,135.7,9.873,107.84,32.44,112.384,22.027,66.45,87.8,72.574,6.519,52.9,163.25,325.2,15.62,55.614,57.985,1446.8,1155.042,62.0343,251.75
2015-09-23,2222.0,145.45,655.04,70.2,60.64,76.12,38.76,150.8608,88.71,1266.3,11.5726,7.41,26.804,75.4,4.4961,1326.5,137.2189,20.0544,92.99,3115.0,97.38,744.0,10.865,48.6584,40.625,137.66,21.285,30.9221,70.26,51.29,63.72,22620,39.22,4247.5,28.74,3600.0,43.87,5.75,147.6,50.12,179.41,940.363,42.2,124.62,32.664,32.4423,2581.0,12.53,1288.764,120.66,61.74,16.4264,28.58,4224.0,71.7,62.1,79.869,248.5,82.6,17.95,1733.0,498.75,89.09,20.3013,43.67,216.0,13.68,248.2,85.2355,635.61,51.44,136.75,10.03,107.86,32.32,112.777,21.858,66.62,86.69,72.709,6.571,52.86,165.15,329.45,15.675,55.756,57.715,1446.8,1167.862,60.5831,251.5
2015-09-24,2185.5,143.9,621.696,65.8,60.22,76.89,39.15,149.4806,88.03,1229.0,11.4682,7.332,26.688,73.64,4.3462,1250.0,137.9352,19.5806,92.48,3030.0,97.29,723.3,10.64,48.2389,39.605,137.58,21.04,30.9979,71.36,51.208,63.83,22520,37.595,4151.0,28.48,3520.0,43.91,5.86,144.05,49.13,176.91,948.109,41.94,124.0,32.746,32.0674,2538.0,12.38,1270.05,120.476,61.8,16.1274,28.75,4206.0,70.4,62.25,78.145,245.0,81.35,17.47,1713.5,488.1,88.95,20.3458,43.66,212.4,13.65,246.45,83.9426,618.67,49.99,135.35,9.704,108.17,31.97,111.301,21.581,65.74,85.35,71.134,6.434,52.19,164.1,322.9,15.345,53.288,57.395,1420.0,1148.205,60.455,247.8
2015-09-25,2217.0,151.9,611.842,64.98,61.47,77.7,39.62,149.5406,88.84,1235.0,11.3547,7.504,26.213,77.15,4.4461,1261.5,138.8999,20.045,91.0,3106.0,97.59,751.7,11.0,47.2949,40.385,139.56,21.72,30.2301,72.67,51.491,63.78,22240,38.905,4159.0,28.81,3547.0,43.94,5.9025,151.15,50.55,179.83,971.891,40.86,122.65,32.008,32.3017,2650.0,12.865,1303.938,120.752,60.24,16.3685,28.678,4330.0,72.4,63.14,80.753,251.5,83.9,18.13,1750.0,503.6,90.02,20.417,43.78,217.65,13.53,254.95,86.5384,628.38,50.97,138.35,9.602,108.71,32.19,114.795,22.023,67.64,84.06,72.411,6.503,52.65,167.85,333.3,16.025,55.169,62.5,1439.0,1189.655,60.2131,254.25
