Date,RIO LN Equity,OR FP Equity,AAL LN Equity,CAT UN Equity,JPM UN Equity,CVX UN Equity,KO UN Equity,GE UN Equity,AMT UN Equity,7267 JT Equity,HPQ UN Equity,BBVA SQ Equity,AMZN UW Equity,ASML NA Equity,SAN SQ Equity,6752 JT Equity,IBM UN Equity,PHIA NA Equity,JNJ UN Equity,6758 JT Equity,MCD UN Equity,8306 JT Equity,TEF SQ Equity,MRK UN Equity,TTE FP Equity,MMM UN Equity,CS FP Equity,PFE UN Equity,PG UN Equity,RTX UN Equity,WMT UN Equity,005930 KP Equity,SGO FP Equity,5108 JT Equity,INTC UW Equity,7751 JT Equity,MSFT UW Equity,NVDA UW Equity,MC FP Equity,C UN Equity,GS UN Equity,NG/ LN Equity,ABT UN Equity,TMO UN Equity,GOOGL UW Equity,JCI UN Equity,ULVR LN Equity,INGA NA Equity,GSK LN Equity,700 HK Equity,BMY UN Equity,ABBN SE Equity,AAPL UW Equity,AZN LN Equity,NESN SE Equity,CL UN Equity,NOVN SE Equity,ROG SE Equity,SREN SE Equity,UBSG SE Equity,DGE LN Equity,HSBA LN Equity,AON UN Equity,BHP AT Equity,EMR UN Equity,VOD LN Equity,F UN Equity,BARC LN Equity,SAN FP Equity,STAN LN Equity,SU FP Equity,ALV GY Equity,RWE GY Equity,KMB UN Equity,MS UN Equity,BAYN GY Equity,DBK GY Equity,BAS GY Equity,LLY UN Equity,SIE GY Equity,EOAN GY Equity,MMC UN Equity,MUV2 GY Equity,BP/ LN Equity,DTE GY Equity,MBG GY Equity,NKE UN Equity,7203 JT Equity,PRU LN Equity,DD UN Equity,RO SE Equity
2012-01-23,3736.0,80.7,2673.012,106.37,37.66,107.01,34.265,113.6557,61.81,891.0,13.0209,6.851,9.305,33.63,5.6366,644.0,181.4621,14.2187,65.0,1422.0,100.95,355.0,13.2334,36.9682,40.0,85.61,12.05,20.58,65.0,45.333,60.91,22100,34.58,1699.0,26.71,3390.0,29.73,3.6525,108.64,29.85,108.19,669.818,26.6605,51.83,14.652,22.7774,2060.0,7.101,1458.711,33.497,32.47,19.1464,15.265,3069.5,53.25,44.185,45.614,163.0,52.25,12.89,1387.5,544.9,47.16,30.9869,49.74,222.829,12.66,205.672,55.1395,1503.84,48.605,85.51,26.29,70.4639,18.21,52.403,28.526,58.95,39.4,68.765,13.985,31.4,99.34,476.7,8.78,34.992,25.39,544.0,612.348,47.0949,169.0
2012-01-24,3700.0,80.82,2644.147,106.29,37.66,106.72,33.95,113.0556,62.47,890.3,12.9483,6.83,9.35,33.545,5.6366,640.0,183.3246,14.3406,65.0,1388.0,98.75,357.0,13.0505,36.9682,40.42,85.93,11.94,20.5326,64.5,45.876,61.39,22100,33.96,1694.0,26.9,3410.0,29.35,3.7325,108.51,29.9,108.87,678.545,26.7849,52.48,14.54,22.6761,2045.0,7.044,1441.514,33.497,32.25,18.7027,15.018,3056.5,53.65,44.125,45.968,164.6,52.4,12.66,1408.5,540.1,47.03,30.8538,50.64,219.59,12.82,201.838,55.4478,1495.27,48.5,84.87,26.82,69.2659,18.14,52.413,28.006,58.72,39.61,67.879,14.064,31.15,100.15,477.4,8.708,34.745,25.5525,558.6,602.947,47.4933,170.5
2012-01-25,3711.5,80.61,2642.157,109.05,37.6,107.73,34.215,114.7958,62.97,924.3,12.8574,6.799,9.39,32.955,5.6734,656.0,183.1336,14.4251,65.22,1454.0,99.23,359.0,13.001,36.8824,40.33,86.48,11.94,20.5895,64.98,45.799,61.47,22280,34.47,1765.0,26.89,3510.0,29.56,3.7125,109.09,29.96,108.27,675.272,26.4261,53.54,14.251,22.9017,2050.0,6.9,1442.526,33.497,32.7,18.6545,15.952,3035.0,53.6,44.72,44.818,160.0,51.5,12.72,1418.0,537.0,47.5,31.1367,52.1,217.472,12.93,200.684,55.3882,1478.14,48.23,84.9,27.07,68.8825,18.13,51.822,28.126,59.25,39.89,64.485,14.007,31.51,99.61,474.55,8.693,35.232,25.8025,575.4,602.092,48.0055,167.0
2012-01-26,3893.0,82.1,2724.273,111.31,37.49,106.59,34.005,114.4358,62.15,914.0,12.7076,6.968,9.669,33.22,5.8044,650.0,182.4172,14.6268,65.7,1434.0,99.18,356.0,13.2186,36.9777,40.59,87.58,12.075,20.5041,64.8,45.658,60.97,22260,35.41,1731.0,26.75,3485.0,29.5,3.6775,111.3,30.38,108.56,674.727,26.2538,52.31,14.216,22.6853,2075.0,7.092,1457.699,33.719,32.48,18.9342,15.874,3052.5,53.45,45.675,44.553,160.2,52.55,12.99,1421.5,539.5,47.65,31.1367,52.07,216.786,12.79,205.857,56.1043,1522.88,49.325,85.47,28.48,68.9879,18.2,53.062,28.419,60.0,39.44,64.537,14.443,31.77,100.95,476.75,8.853,36.415,25.575,577.4,613.202,47.5359,167.5
2012-01-27,3810.0,81.12,2685.952,111.28,37.21,103.96,33.72,114.1958,63.01,896.3,12.6577,6.899,9.769,32.765,5.7968,635.0,181.9205,14.6174,65.56,1414.0,98.69,351.0,13.1642,36.7298,40.085,87.46,11.95,20.3619,64.3,45.781,60.71,22500,34.655,1743.0,26.75,3470.0,29.23,3.7275,110.45,30.87,111.77,666.0,26.3256,52.46,14.513,22.6531,2068.0,6.986,1436.962,33.424,32.29,18.7413,15.974,3036.0,53.1,45.2,44.023,157.1,51.5,12.87,1411.5,541.1,48.14,31.3364,51.67,214.606,12.21,205.857,55.5274,1511.46,47.76,85.57,28.81,68.1733,18.56,52.551,28.526,60.48,39.2,63.853,14.429,31.77,100.85,464.55,8.765,35.845,25.5275,567.6,611.493,47.6071,163.8
2012-01-30,3798.5,81.44,2622.747,110.41,37.01,103.41,33.73,113.4157,62.86,894.0,12.6577,6.736,9.608,32.675,5.6404,622.0,183.8691,14.2937,65.71,1388.0,98.69,352.0,13.0999,37.0826,39.81,87.34,11.545,20.4567,63.21,45.776,61.3,22300,33.72,1725.0,26.74,3435.0,29.61,3.7,109.05,30.23,109.73,669.272,26.0624,52.45,14.456,22.6577,2067.0,6.714,1444.043,33.995,32.25,18.3651,16.179,3055.0,53.2,44.755,44.04,155.3,50.1,12.48,1418.0,527.5,47.97,31.3447,51.72,214.045,12.29,197.266,55.8855,1468.62,46.835,83.36,29.15,68.3745,18.2,52.187,27.457,59.81,39.25,63.379,14.258,31.6,99.43,458.45,8.722,35.547,25.8475,557.8,594.4,47.2229,163.4
2012-01-31,3805.0,81.31,2611.798,109.12,37.3,103.08,33.765,112.2755,63.51,888.7,12.7031,6.674,9.722,32.835,5.6083,617.0,183.9646,14.4954,65.91,1391.0,99.05,349.0,13.179,36.4819,40.405,86.71,11.605,20.2861,63.04,46.212,61.36,22140,34.02,1738.0,26.42,3290.0,29.53,3.6925,111.39,30.72,111.47,689.454,25.9093,52.9,14.517,23.4588,2046.0,6.958,1426.34,34.972,32.24,18.5388,16.303,3054.5,52.75,45.36,44.023,155.8,49.93,12.53,1402.0,529.7,48.43,31.1866,51.38,212.8,12.42,196.342,56.1639,1460.06,47.48,84.06,29.24,68.5854,18.65,52.688,27.568,58.78,39.74,63.274,14.394,31.59,99.6,470.85,8.598,35.463,25.9975,562.0,598.673,47.6782,161.2
2012-02-01,3912.0,82.7,2720.292,110.52,37.6,102.85,33.925,112.6356,63.35,891.3,13.0572,6.891,8.973,33.545,5.8091,617.0,183.9837,14.73,65.69,1364.0,98.4,359.0,13.3421,36.8347,40.65,87.35,12.27,20.2008,63.21,47.315,62.18,21580,35.51,1761.0,26.55,3270.0,29.89,3.7325,114.28,31.6,113.45,691.636,25.9619,54.71,14.535,23.2746,2085.0,7.337,1441.008,33.866,32.43,19.1079,16.293,3089.5,53.4,45.565,44.995,153.4,51.45,12.96,1432.0,541.9,49.37,30.7123,51.88,212.488,12.33,207.011,56.0446,1489.56,48.255,86.49,30.68,69.055,19.39,53.535,28.977,59.89,39.8,64.143,14.918,32.1,101.55,483.0,8.681,36.81,25.9375,571.0,614.484,48.29,161.0
2012-02-02,3980.5,82.55,2817.338,110.33,37.55,103.69,33.915,112.5155,63.23,907.3,12.9392,7.05,9.086,33.915,5.9429,592.0,182.9426,14.4954,65.59,1328.0,98.62,368.0,13.2927,36.6535,40.89,87.43,12.48,20.0112,63.32,47.197,61.94,21600,36.005,1762.0,26.49,3280.0,29.95,3.8713,113.92,31.99,113.39,681.818,26.0529,54.8,14.642,23.2424,1994.0,7.438,1412.178,34.548,32.31,19.1368,16.254,2984.0,52.8,45.445,45.084,153.0,51.8,12.99,1429.5,545.7,49.37,31.3031,51.45,212.8,12.26,210.521,55.4876,1502.89,48.61,87.33,30.73,69.3042,19.52,53.446,28.853,60.48,39.6,65.081,14.865,31.92,103.6,477.9,8.733,37.016,25.705,581.2,614.484,47.7209,159.2
2012-02-03,3988.0,82.06,2896.469,113.94,38.28,105.5,34.04,114.1358,63.37,896.0,13.198,7.192,9.384,34.6,6.057,599.0,184.958,14.8473,65.64,1435.0,100.01,369.0,13.3174,36.5868,41.0,87.73,12.72,20.0965,62.77,47.804,62.03,21320,36.405,1747.0,26.74,3345.0,30.24,3.955,116.53,33.54,117.53,699.818,26.316,56.29,14.923,23.4174,2029.0,7.485,1432.41,34.272,32.26,19.4069,16.417,3010.0,53.15,45.77,45.393,156.9,52.6,13.45,1461.0,559.5,48.06,31.2865,52.46,218.157,12.79,219.343,55.6468,1526.68,49.83,88.52,31.585,69.2275,20.31,54.214,28.977,61.32,39.51,66.511,15.064,32.53,106.45,484.5,8.828,38.157,25.875,579.8,625.595,48.6315,162.9
2012-02-06,3946.0,81.68,2873.575,113.78,38.14,106.67,34.015,114.3158,63.13,922.0,13.0572,7.221,9.157,34.41,6.1267,637.0,184.1747,14.8895,65.19,1492.0,99.49,375.0,13.263,36.6154,40.905,87.56,12.655,19.8595,63.51,47.521,61.88,21480,35.63,1782.0,26.72,3400.0,30.2,3.925,115.94,33.3,117.39,694.909,26.5026,55.74,15.242,23.3713,2021.0,7.309,1435.95,34.253,32.13,19.2525,16.57,2997.0,53.1,45.62,45.702,158.0,52.8,13.21,1474.0,557.5,47.98,31.794,53.37,221.583,12.96,213.755,55.4976,1511.93,48.75,88.19,32.405,69.1988,20.51,54.371,28.645,61.35,39.64,66.476,15.068,32.24,105.4,489.55,8.873,38.17,25.865,597.2,621.749,48.3469,165.5
2012-02-07,3869.5,82.25,2859.641,113.81,37.87,106.83,34.275,115.0959,63.37,921.3,13.1435,7.255,9.21,34.045,6.1682,636.0,184.681,14.866,65.26,1513.0,100.91,380.0,13.2186,36.8347,40.935,87.89,12.66,19.9543,63.7,47.35,61.69,21860,35.57,1768.0,26.64,3395.0,30.35,3.935,112.92,33.07,115.98,702.545,26.6557,55.36,15.184,23.1181,2042.0,7.33,1422.294,33.848,32.15,19.0018,16.744,3000.0,53.55,45.77,45.658,161.0,53.25,13.02,1474.0,562.0,48.03,31.5361,51.92,217.97,12.88,218.743,56.2236,1514.31,48.145,88.92,32.365,68.7579,20.26,54.155,28.9,60.87,39.5,66.537,15.138,32.62,107.6,486.5,8.884,37.469,26.0575,597.2,622.603,48.1762,169.4
2012-02-08,3873.5,81.6,2848.692,114.04,38.3,106.76,34.165,115.4559,63.85,946.0,13.375,7.221,9.274,34.0,6.1475,657.0,184.2989,14.7628,65.24,1542.0,100.05,390.0,13.1741,36.6345,40.865,87.97,12.655,19.9164,63.64,48.211,61.62,21840,35.45,1781.0,26.85,3445.0,30.66,4.0775,111.48,34.23,116.15,705.818,26.5887,56.0,15.261,23.0767,2029.0,7.255,1408.637,34.29,32.08,18.9535,17.024,3010.0,53.5,45.735,45.349,162.3,53.25,13.1,1461.5,565.5,48.58,31.4113,52.06,216.288,12.84,215.787,55.2688,1520.02,47.9,89.13,32.52,68.7196,20.44,53.574,29.343,60.56,39.78,66.66,14.967,32.43,107.75,489.75,8.901,37.456,26.4825,627.0,622.176,48.3042,169.1
2012-02-09,3815.0,82.22,2846.701,112.83,37.86,106.37,33.985,114.7958,63.79,940.7,13.2161,7.295,9.249,34.18,6.2163,655.0,184.4708,14.9223,64.89,1544.0,99.99,396.0,13.1988,36.377,41.145,88.02,12.66,20.0396,64.04,49.415,61.96,21680,35.805,1751.0,26.86,3460.0,30.77,4.075,111.62,33.66,115.88,698.182,26.4404,56.07,15.301,22.8787,2049.0,6.865,1425.329,34.954,31.99,19.1175,17.613,2997.5,53.65,45.88,45.437,163.5,53.2,13.09,1468.0,568.0,48.65,30.9204,52.74,217.409,12.69,215.325,55.8059,1531.44,48.01,88.32,32.095,68.8921,20.34,54.361,29.679,61.42,39.52,66.239,14.636,32.45,107.8,493.4,8.92,39.186,26.44,626.0,620.039,48.973,170.0
2012-02-10,3772.0,81.38,2733.729,111.75,37.61,105.28,33.97,113.3557,63.29,923.3,13.0345,7.14,9.282,34.58,6.0928,653.0,183.7927,14.5752,64.6,1536.0,99.47,385.0,13.006,36.1482,40.58,87.14,12.35,19.9543,63.88,49.25,61.9,21240,34.77,1726.0,26.67,3415.0,30.5,3.9725,111.44,32.92,114.12,690.0,26.3686,55.52,15.162,22.6761,2051.0,6.479,1427.352,34.29,31.9,19.0307,17.632,2979.0,53.65,45.585,45.26,162.3,52.0,12.73,1483.5,557.6,48.56,30.2048,52.2,215.105,12.44,216.203,56.0048,1510.5,47.48,86.98,31.635,68.5854,19.66,53.338,28.492,60.38,39.31,65.23,14.425,32.03,105.85,490.3,8.91,38.913,26.3525,612.0,610.211,48.3327,169.9
2012-02-13,3845.5,81.65,2803.901,113.7,38.3,106.38,34.22,114.4358,64.01,926.7,13.0527,7.14,9.58,34.115,6.1079,643.0,183.9837,14.6737,64.68,1512.0,99.65,387.0,12.917,36.3389,41.04,88.03,12.42,20.1913,64.23,50.063,61.79,21660,35.34,1737.0,26.7,3440.0,30.58,4.0375,112.11,32.88,114.53,697.091,26.3926,55.7,15.32,22.8879,2075.0,6.606,1449.607,34.585,31.99,19.1079,17.95,3012.5,54.0,45.82,45.747,164.2,52.5,12.93,1503.0,564.4,48.68,30.5043,52.8,217.285,12.54,218.881,56.4723,1534.77,47.755,88.08,32.16,68.7579,19.54,54.125,28.641,60.73,38.85,65.335,14.399,32.25,106.85,496.0,8.901,39.496,26.305,613.0,612.348,48.6457,172.0
2012-02-14,3727.5,84.73,2759.11,114.45,37.92,106.49,34.45,113.6557,64.38,932.0,13.2025,7.124,9.565,34.54,6.0532,641.0,183.6016,14.4907,64.61,1490.0,99.55,392.0,12.9417,36.4342,41.1,87.99,12.17,20.2198,64.48,49.922,62.22,21600,35.19,1749.0,26.78,3490.0,30.25,4.06,112.7,32.08,112.87,699.818,26.3543,55.85,15.259,22.5794,2080.0,6.565,1456.688,34.327,31.85,19.0018,18.195,3017.5,54.25,45.95,45.791,162.2,53.1,12.9,1509.5,561.5,48.29,30.0966,51.62,216.662,12.48,216.988,56.2435,1509.08,47.495,87.49,32.85,68.6525,19.05,54.125,28.087,61.23,38.49,64.906,14.412,31.89,107.0,494.8,8.942,39.421,26.6575,624.0,613.63,47.8063,170.0
2012-02-15,3683.0,85.4,2677.492,112.53,37.4,105.0,34.2,112.5755,63.55,962.7,13.2207,7.09,9.224,35.01,6.0796,664.0,183.6303,14.6362,64.65,1575.0,98.61,408.0,12.8972,36.2531,41.025,87.01,12.215,20.0112,64.55,48.719,61.76,22700,34.745,1776.0,26.58,3530.0,30.05,4.0425,113.96,31.72,113.17,698.182,26.5361,55.86,15.154,22.3998,2055.0,6.711,1437.468,35.71,31.87,19.214,17.774,2898.0,54.45,46.08,46.012,162.4,53.7,13.0,1506.5,575.9,48.0,30.0383,50.97,216.226,12.38,223.223,56.2534,1542.39,46.96,88.04,32.345,68.2404,18.96,54.676,28.206,61.98,38.57,64.862,14.297,31.23,108.25,487.4,8.919,39.118,26.65,653.0,614.912,47.8916,170.0
2012-02-16,3633.5,85.38,2631.705,113.96,38.0,106.52,34.43,114.0758,62.56,960.7,13.5702,6.8,8.997,35.4,5.9241,682.0,184.3658,14.7394,64.92,1589.0,99.26,401.0,12.7193,36.3675,41.28,87.65,12.06,20.2103,65.2,49.084,62.04,22700,34.92,1763.0,26.84,3535.0,31.3,4.1125,112.74,32.71,114.74,705.818,26.7227,56.62,15.178,22.5932,2070.0,6.707,1438.985,36.76,32.04,18.5195,17.948,2856.0,55.6,46.66,45.923,162.4,53.45,13.1,1500.0,573.6,47.56,29.3727,51.38,216.6,12.74,226.225,56.2634,1545.24,46.545,88.01,32.955,68.4608,19.19,54.735,28.249,62.0,38.72,64.993,14.333,31.5,107.55,487.55,8.847,38.888,26.54,653.0,613.63,49.0014,170.2
2012-02-17,3622.0,85.75,2661.566,113.95,38.47,106.66,34.525,115.696,62.5,983.3,13.434,6.9,9.125,35.495,6.0447,707.0,184.7478,15.0818,64.99,1623.0,99.99,406.0,12.9022,36.768,41.68,87.56,12.305,20.087,64.91,49.415,62.48,23520,36.7,1833.0,27.37,3550.0,31.25,3.9625,112.92,32.92,115.91,703.636,26.9667,56.38,15.131,22.9984,2063.0,6.869,1430.386,36.502,33.12,18.6352,17.933,2852.5,55.85,46.625,45.968,161.8,53.8,13.09,1498.5,577.7,47.62,29.2895,51.5,217.534,12.75,229.412,56.0943,1557.14,47.95,89.66,33.33,68.595,19.16,55.277,28.794,62.98,39.26,65.256,14.72,32.22,109.75,488.95,8.951,40.113,26.67,657.0,616.194,49.7982,169.8
2012-02-20,3706.0,85.59,2677.492,113.95,38.47,106.66,34.525,115.696,62.5,991.7,13.434,7.1,9.125,35.805,6.188,724.0,184.7478,15.4008,64.99,1681.0,99.99,411.0,13.1049,36.768,41.985,87.56,12.52,20.087,64.91,49.415,62.48,23500,37.2,1910.0,27.37,3590.0,31.25,3.9625,114.68,32.92,115.91,703.091,26.9667,56.38,15.131,22.9984,2069.0,6.95,1423.305,35.857,33.12,18.6063,17.933,2843.5,55.7,46.625,45.747,161.6,54.3,13.3,1498.0,581.7,47.62,29.9718,51.5,218.531,12.75,231.768,55.5473,1564.76,49.415,91.27,33.66,68.595,19.16,56.398,29.437,64.66,39.26,65.87,14.927,32.22,111.3,499.25,8.998,40.629,26.67,670.0,618.757,49.7982,168.3
2012-02-21,3699.5,85.19,2702.873,115.0,38.46,108.41,34.41,116.4761,62.99,978.3,13.3251,7.07,9.113,35.2,6.1701,710.0,184.7192,15.2413,65.04,1657.0,100.49,407.0,13.0307,36.3579,41.8,87.6,12.45,20.1155,64.42,49.521,60.07,23600,36.745,1902.0,27.16,3610.0,31.44,3.9813,115.0,33.36,116.63,702.0,26.871,55.92,15.365,23.6568,2076.0,6.813,1429.375,35.691,32.32,18.3651,18.388,2841.5,55.55,46.685,46.321,161.6,54.45,13.19,1483.5,579.5,47.59,30.3213,51.88,219.029,12.53,228.858,56.2336,1562.38,47.84,90.6,33.565,68.432,19.26,55.739,28.815,65.0,38.75,65.756,14.839,32.28,110.3,497.7,9.022,40.273,26.2375,664.0,611.493,49.3002,167.8
2012-02-22,3662.5,85.06,2696.403,115.81,38.07,107.5,34.625,116.3561,63.26,998.7,13.1389,6.888,9.029,34.74,6.0061,726.0,185.1776,14.805,65.0,1682.0,100.66,411.0,12.9071,36.4438,41.845,87.76,12.27,20.2482,64.44,49.515,58.6,23940,36.12,1891.0,26.73,3585.0,31.27,3.955,113.64,32.36,114.36,704.727,26.9045,55.84,15.213,23.6752,2089.0,6.615,1425.329,36.355,32.23,18.2301,18.323,2838.0,55.55,46.57,46.144,159.2,53.0,12.75,1500.5,575.6,47.74,30.2963,51.96,216.662,12.28,220.96,55.8059,1550.48,50.7,89.82,32.825,68.2691,18.73,55.178,28.121,64.15,38.82,65.642,14.795,31.76,108.95,496.95,8.966,40.168,26.4325,676.0,608.074,47.9059,165.7
2012-02-23,3690.0,85.85,2680.478,116.2,38.49,108.35,34.59,115.876,63.91,1003.3,12.2809,6.771,8.945,34.7,5.9278,725.0,188.75,14.866,65.1,1690.0,100.81,409.0,12.7341,36.7203,41.81,87.9,12.15,19.9354,66.42,49.244,58.54,23200,35.695,1901.0,26.66,3610.0,31.37,3.9775,114.91,32.71,115.8,705.818,26.9332,56.12,15.167,23.7351,2090.0,6.669,1431.904,36.853,32.35,18.1337,18.443,2874.5,55.55,46.665,46.1,160.4,54.4,12.78,1502.5,575.4,48.17,30.1465,51.07,216.164,12.4,222.623,56.144,1555.24,50.49,90.1,32.525,68.9113,18.97,55.129,28.381,64.58,38.79,65.563,14.689,32.0,108.85,495.35,8.695,39.395,26.535,674.0,617.903,48.1762,167.9
2012-02-24,3670.5,85.0,2680.975,116.0,38.28,109.08,34.5,115.4559,64.16,1030.0,12.0947,6.774,8.957,34.55,5.9222,741.0,188.8932,14.8754,64.46,1740.0,100.32,416.0,12.7143,36.4247,42.065,88.2,12.125,20.0776,66.71,49.527,58.79,23600,36.055,1904.0,26.7,3615.0,31.48,3.9475,113.87,32.35,115.87,704.182,27.1294,56.66,15.262,23.5509,2050.0,6.633,1419.765,36.853,32.6,18.124,18.658,2856.0,55.45,46.65,45.526,159.3,53.85,12.88,1494.5,574.9,47.53,30.4045,50.88,213.983,12.23,228.765,55.9949,1559.05,51.05,91.17,33.24,68.825,18.49,55.011,29.671,64.7,39.05,65.8,14.936,31.77,109.6,496.2,8.793,39.828,26.5725,676.0,617.048,48.1193,165.5
2012-02-27,3702.0,85.44,2662.561,115.63,39.06,109.63,34.415,114.4358,63.1,1046.7,11.9177,6.759,8.927,34.35,5.9099,751.0,188.6735,14.8613,64.45,1760.0,100.36,420.0,12.7588,36.377,41.97,88.07,12.025,20.1534,66.7,49.326,58.46,23420,35.55,1929.0,26.89,3680.0,31.35,3.8675,112.38,32.93,116.23,705.272,27.0816,56.43,15.248,23.9883,2053.0,6.67,1418.753,36.355,32.65,18.0276,18.777,2841.0,55.65,46.195,43.917,159.0,54.35,12.75,1501.0,553.5,47.6,29.8054,51.05,214.295,12.3,225.209,55.7462,1534.77,49.905,91.48,33.465,68.8633,18.75,55.021,29.645,65.81,39.18,65.344,15.028,31.55,109.8,501.7,8.867,38.686,26.7925,676.0,614.912,48.6457,165.3
2012-02-28,3730.5,85.64,2696.403,115.76,39.21,109.61,34.425,114.9759,62.27,1038.3,11.8859,6.75,9.19,35.325,5.909,748.0,189.1034,14.7112,65.18,1773.0,99.78,422.0,12.7242,36.5963,41.935,87.77,12.0,20.1155,67.39,49.232,58.93,23700,35.495,1961.0,27.24,3675.0,31.87,3.8325,114.05,33.48,117.11,699.818,27.2921,57.24,15.475,23.9423,2043.0,6.757,1420.271,37.018,32.45,18.0372,19.122,2824.5,55.45,46.485,43.705,158.2,53.4,12.68,1507.5,559.3,46.83,29.7471,50.65,214.731,12.25,225.348,55.597,1543.82,50.54,91.57,33.63,69.2275,18.71,54.952,29.862,66.52,39.4,65.607,15.209,31.4,110.65,499.3,8.813,38.665,26.8575,677.0,618.33,48.8734,164.0
2012-02-29,3584.0,85.61,2637.18,114.21,39.24,109.12,34.93,114.3158,62.58,1031.7,11.4909,6.729,8.985,34.5,5.8694,759.0,187.9094,14.7816,65.08,1737.0,99.28,420.0,12.6649,36.3961,41.99,87.6,12.105,20.0017,67.52,49.468,59.08,24120,35.64,1956.0,26.88,3680.0,31.74,3.7875,113.82,33.32,115.14,699.818,27.0864,56.62,15.471,23.8594,2031.0,6.658,1403.074,37.24,32.17,17.8636,19.373,2807.5,55.3,46.59,43.572,157.5,53.7,12.65,1503.5,555.3,46.81,30.0383,50.31,210.993,12.38,226.318,55.2091,1539.53,51.01,91.03,34.2,69.8505,18.54,54.617,29.841,65.9,39.24,65.66,15.204,31.2,109.45,492.4,8.76,38.107,26.98,671.0,608.929,47.6782,164.0
2012-03-01,3594.5,87.49,2658.58,113.39,40.37,109.76,34.8,114.7358,63.04,1030.0,11.4637,6.81,9.002,34.185,5.9712,752.0,188.6735,14.8238,64.83,1741.0,99.25,415.0,12.7489,36.0337,42.58,87.49,12.33,20.3714,66.66,49.639,58.82,24120,36.205,1947.0,26.86,3705.0,32.29,3.8125,116.08,34.13,121.13,703.636,27.4261,57.18,15.575,23.8548,2053.0,6.77,1421.282,36.742,32.64,17.9986,19.445,2822.5,55.45,46.425,43.598,157.0,54.1,12.62,1519.0,568.3,47.28,29.5807,50.18,214.045,12.66,231.999,56.8402,1560.0,52.3,91.52,34.68,69.17,19.19,55.71,30.509,67.24,39.35,66.169,15.42,32.02,109.85,496.4,8.72,38.602,27.135,667.0,618.757,48.5177,162.9
2012-03-02,3560.0,87.68,2628.719,112.49,40.63,109.61,34.59,113.8357,62.59,1030.0,11.4954,6.814,8.965,34.385,5.9948,742.0,189.8962,14.8238,64.77,1749.0,99.5,415.0,12.7143,36.1672,42.46,87.52,12.39,20.2956,66.67,49.863,59.01,23640,36.365,1952.0,26.91,3730.0,32.08,3.845,116.39,34.1,119.96,705.818,27.4596,57.25,15.546,23.7811,2030.0,6.988,1405.603,36.871,32.59,18.1047,19.471,2817.5,55.55,46.6,43.607,157.4,53.8,12.73,1504.5,569.0,47.28,29.6972,50.23,212.55,12.72,237.172,57.0491,1547.15,52.36,91.14,34.73,69.3426,18.87,54.765,30.522,66.64,39.48,65.844,15.416,31.7,109.1,496.5,8.66,38.816,27.185,663.0,621.749,48.66,164.8
2012-03-05,3422.0,88.48,2557.054,110.09,40.4,109.32,34.615,113.1156,62.89,1016.7,11.3547,6.694,9.013,33.85,5.8722,726.0,191.6632,14.608,64.91,1691.0,99.94,413.0,12.6402,36.6631,42.35,87.06,12.32,20.3809,66.95,49.126,59.4,23480,35.61,1945.0,26.54,3725.0,31.8,3.7175,115.9,33.68,118.63,708.0,27.4069,56.56,15.371,23.9607,2046.0,6.877,1420.271,36.502,32.92,17.9407,19.046,2841.0,55.7,46.675,44.014,159.4,54.25,12.62,1527.5,558.6,47.36,29.4476,49.56,213.111,12.46,233.615,57.3077,1534.3,51.38,90.17,34.495,69.6397,18.29,54.342,29.9,65.65,39.13,65.142,15.226,31.89,109.05,504.6,8.676,38.615,27.31,661.0,615.339,47.9343,165.7
2012-03-06,3356.0,85.85,2490.366,106.0,39.32,108.85,34.38,110.5353,62.18,997.0,10.9824,6.331,9.055,33.775,5.6093,711.0,188.4157,14.0263,64.35,1678.0,99.86,408.0,12.2793,35.7095,41.61,84.95,11.725,20.1439,66.84,48.005,58.96,23600,33.6,1945.0,26.59,3675.0,31.56,3.6825,112.29,32.12,113.67,708.0,26.962,55.43,15.139,23.689,2028.0,6.509,1416.224,36.115,32.33,17.3041,18.938,2806.0,55.3,46.67,43.369,158.5,54.0,12.15,1508.5,548.4,47.13,28.7736,48.8,211.803,12.09,220.683,55.8954,1489.56,48.48,86.79,34.445,69.5822,17.32,52.157,28.372,62.42,38.64,63.634,14.936,31.47,105.65,490.1,8.485,36.579,26.835,657.0,598.246,46.2412,164.3
2012-03-07,3370.0,86.77,2523.71,108.28,39.95,109.46,34.395,112.6356,62.18,991.7,11.0596,6.305,9.189,34.67,5.6545,703.0,188.9028,14.1061,64.3,1638.0,100.18,404.0,12.2447,35.5761,41.49,85.47,11.83,20.2577,66.58,48.701,59.86,23440,34.09,1953.0,26.91,3635.0,31.84,3.7025,113.51,33.24,116.4,704.182,26.9189,55.25,15.185,24.0666,2038.0,6.568,1425.834,35.931,32.48,17.5839,18.953,2824.0,55.6,46.415,43.316,160.6,53.8,12.34,1510.5,550.7,47.2,28.3326,49.09,211.803,12.24,220.775,56.3032,1480.52,48.83,86.89,34.305,68.4704,17.88,52.482,28.926,63.01,38.86,64.327,14.747,31.81,106.45,492.75,8.53,36.965,26.895,649.0,600.383,47.1233,166.9
