Date,600519 CH Equity,600036 CH Equity,000858 CH Equity,600900 CH Equity,600030 CH Equity,600276 CH Equity,600887 CH Equity,600309 CH Equity,000651 CH Equity,000568 CH Equity,000725 CH Equity,600809 CH Equity,600028 CH Equity,000001 CH Equity,000063 CH Equity,600837 CH Equity,600016 CH Equity,600031 CH Equity,600050 CH Equity,000792 CH Equity,600690 CH Equity,600406 CH Equity,000002 CH Equity,600438 CH Equity,600000 CH Equity,600436 CH Equity,600089 CH Equity,002027 CH Equity,600104 CH Equity,000625 CH Equity,600585 CH Equity,600150 CH Equity,000100 CH Equity,600660 CH Equity,600111 CH Equity,600019 CH Equity,000938 CH Equity,600893 CH Equity,600570 CH Equity,600426 CH Equity,600760 CH Equity,600009 CH Equity,600547 CH Equity,000661 CH Equity,000596 CH Equity,600584 CH Equity,000776 CH Equity,600010 CH Equity,000977 CH Equity,000538 CH Equity,600745 CH Equity,600085 CH Equity,000963 CH Equity,600015 CH Equity,600196 CH Equity,600886 CH Equity,600011 CH Equity,600588 CH Equity,000157 CH Equity,600674 CH Equity,600029 CH Equity,600795 CH Equity,600845 CH Equity,600176 CH Equity,000768 CH Equity,600600 CH Equity,000301 CH Equity,000786 CH Equity,600346 CH Equity,600115 CH Equity,002001 CH Equity,000425 CH Equity,600741 CH Equity,000733 CH Equity,600188 CH Equity,000895 CH Equity,600233 CH Equity,000876 CH Equity,600732 CH Equity,002007 CH Equity,000983 CH Equity,600039 CH Equity,600332 CH Equity,600219 CH Equity,600383 CH Equity,600460 CH Equity,600132 CH Equity,601607 CH Equity,600362 CH Equity,600763 CH Equity,000723 CH Equity,000408 CH Equity,600183 CH Equity,600061 CH Equity,600875 CH Equity,000069 CH Equity,600754 CH Equity,000617 CH Equity,600803 CH Equity,600884 CH Equity,000708 CH Equity,000877 CH Equity,600606 CH Equity,000800 CH Equity,001289 CH Equity
2011-07-29,170.818,12.115,38.0,6.74,11.662,5.806,6.27,14.958,11.578,48.02,2.49,28.468,5.977,6.272,18.017,8.52,3.778,17.09,5.12,36.72,6.35,10.389,8.15,3.825,6.573,17.525,8.308,1.795,16.99,2.731,24.97,35.2,2.455,9.82,22.417,5.81,5.0,17.86,4.539,5.113,6.52,13.08,24.372,21.026,46.575,8.4,17.415,2.718,4.121,29.095,8.36,17.07,7.319,5.502,10.74,2.735,4.97,6.008,11.55,3.781,8.27,2.74,3.141,5.678,11.13,38.01,3.88,7.81,3.606,5.4,7.952,7.48,10.69,9.63,21.7,24.513,8.835,9.85,2.984,8.673,17.769,1.875,17.33,3.423,6.13,6.542,72.41,16.08,36.08,9.4,4.861,11.52,4.95,7.026,24.48,5.923,18.34,11.843,11.381,5.955,8.841,17.167,5.038,13.16,15.17
2011-08-01,168.083,12.007,37.27,6.72,11.747,5.701,6.36,14.917,11.493,47.44,2.48,27.893,5.962,6.221,18.192,8.56,3.75,17.38,5.19,36.593,6.31,10.384,8.29,3.8,6.517,17.243,8.441,1.815,16.99,2.714,25.19,35.254,2.427,9.92,22.67,5.8,4.996,17.75,4.49,5.237,6.459,13.2,24.408,21.122,46.425,8.35,17.56,2.768,4.153,29.114,8.36,17.16,7.214,5.465,10.73,2.764,5.0,6.016,11.63,3.828,8.29,2.76,3.108,5.678,10.96,37.35,3.9,7.655,3.68,5.43,8.004,7.533,10.69,9.6,22.013,24.383,8.75,9.805,3.008,8.712,18.092,1.919,17.59,3.453,6.22,6.585,70.46,16.1,36.58,9.445,4.917,11.56,4.955,7.033,24.92,5.962,18.18,12.071,11.465,6.017,8.841,17.133,5.046,13.24,15.72
2011-08-02,166.207,11.958,37.36,6.66,11.559,5.699,6.27,14.425,11.443,47.01,2.47,27.343,5.877,6.149,18.142,8.43,3.715,17.29,5.12,36.707,6.21,10.483,8.27,3.78,6.476,17.371,8.406,1.78,16.99,2.681,24.99,34.846,2.455,9.84,22.127,5.71,4.894,17.32,4.513,5.131,6.362,13.28,24.531,20.63,45.35,8.18,17.26,2.714,4.094,28.762,8.22,17.25,7.267,5.443,10.7,2.727,4.97,5.913,11.58,3.811,8.04,2.73,3.08,5.601,11.06,36.86,3.86,7.52,3.776,5.26,7.851,7.577,10.69,9.39,22.327,24.25,8.48,9.91,2.976,8.676,18.446,1.948,17.17,3.372,6.24,6.488,69.33,15.91,35.75,9.515,5.028,11.76,4.928,6.895,24.6,6.023,18.19,12.15,11.214,6.045,8.818,17.083,4.972,13.03,16.06
2011-08-03,166.769,11.938,37.82,6.62,11.559,5.615,6.443,14.167,11.243,47.55,2.45,28.15,5.846,6.098,17.875,8.4,3.722,17.17,5.07,36.94,6.07,10.483,8.35,3.78,6.476,17.561,8.343,1.798,16.96,2.659,25.54,34.385,2.409,9.89,21.757,5.68,4.945,17.06,4.542,5.234,6.643,13.2,25.23,21.262,46.22,8.24,17.03,2.696,4.153,28.819,8.71,17.16,7.25,5.459,10.64,2.727,4.98,5.853,11.52,3.794,7.82,2.73,3.093,5.696,11.19,37.2,3.85,7.56,3.783,5.12,7.813,7.493,10.45,9.43,22.54,24.167,8.53,9.76,2.992,8.516,18.462,1.931,17.04,3.39,6.24,6.496,70.99,15.79,35.67,9.695,5.072,12.16,4.939,6.974,25.02,6.031,18.11,12.093,11.251,6.045,8.853,17.311,4.956,13.11,16.03
2011-08-04,169.405,11.899,38.24,6.68,11.53,5.628,6.603,14.258,11.243,48.01,2.44,28.625,5.854,6.109,17.733,8.41,3.729,17.46,5.05,36.827,6.08,10.747,8.31,3.755,6.49,17.549,8.406,1.81,17.05,2.659,26.19,34.646,2.373,9.87,21.843,5.7,4.967,17.3,4.561,5.244,6.5,13.28,25.224,21.188,46.45,8.19,17.05,2.686,4.246,29.467,9.58,17.13,7.358,5.459,10.51,2.735,4.94,6.0,11.59,3.814,7.92,2.71,3.091,5.862,11.51,37.21,3.85,7.475,3.689,5.24,7.718,7.553,10.57,9.6,22.44,24.273,8.47,9.695,3.016,8.439,18.454,1.905,16.96,3.365,6.24,6.515,70.93,15.76,35.62,9.6,5.064,12.0,4.955,6.961,24.97,5.954,18.12,12.121,11.354,6.114,8.824,17.667,5.03,13.25,16.06
2011-08-05,167.876,11.546,37.82,6.54,11.304,5.637,6.477,14.242,11.018,47.1,2.33,28.957,5.7,5.896,16.892,8.21,3.66,17.11,4.97,36.467,5.975,10.758,8.18,3.65,6.315,17.576,8.099,1.81,16.5,2.577,25.87,33.762,2.282,9.71,21.323,5.52,4.781,17.31,4.464,5.152,6.327,12.91,25.0,21.262,46.49,8.23,16.46,2.575,4.123,29.762,9.52,16.79,7.608,5.315,10.25,2.652,4.82,6.05,11.39,3.669,7.87,2.63,3.004,5.748,11.57,36.95,3.85,7.395,3.739,5.39,7.489,7.333,10.36,9.4,21.827,24.097,8.275,9.47,2.909,8.064,17.846,1.815,16.37,3.254,6.14,6.308,68.22,15.32,34.34,9.63,4.889,11.74,4.849,6.809,24.4,5.831,17.83,11.714,11.01,5.921,8.718,17.389,4.865,12.95,15.57
2011-08-08,165.008,11.212,37.48,6.42,10.899,5.608,6.403,13.708,10.618,45.85,2.16,28.7,5.438,5.787,16.392,7.93,3.59,16.25,4.75,35.353,5.805,11.042,8.06,3.395,6.105,17.122,7.596,1.631,16.16,2.418,24.64,31.215,2.155,9.39,20.43,5.23,4.377,17.09,4.617,4.995,5.74,12.58,26.628,21.035,47.035,8.34,15.55,2.382,3.729,29.814,9.33,15.8,7.581,5.101,9.82,2.496,4.57,5.94,10.74,3.539,7.34,2.51,2.805,5.501,10.89,36.43,3.5,7.02,3.581,5.0,7.484,7.117,9.98,8.73,20.527,23.0,8.36,9.18,2.71,7.388,17.023,1.72,14.98,3.042,6.02,5.962,63.79,14.87,32.8,9.45,4.4,11.75,4.658,6.809,23.85,5.654,17.01,10.729,9.905,5.493,8.182,16.344,4.552,12.6,14.82
2011-08-09,166.198,11.291,37.4,6.36,10.833,5.505,6.6,13.975,10.778,45.68,2.13,29.439,5.423,5.798,16.183,7.81,3.618,16.25,4.68,35.587,5.92,10.926,8.3,3.57,6.203,17.04,7.442,1.595,16.4,2.379,24.91,31.892,2.145,9.28,21.41,5.2,4.257,17.9,4.906,5.022,5.561,12.69,26.204,20.987,47.545,8.19,15.46,2.386,3.735,29.986,9.35,16.08,7.728,5.208,9.64,2.545,4.48,5.85,10.68,3.478,7.44,2.47,2.767,5.37,10.75,37.3,3.42,7.07,3.429,5.06,7.44,7.043,10.18,8.31,20.1,23.967,8.545,9.31,2.726,7.551,16.785,1.722,14.61,3.005,6.19,5.554,64.54,14.8,33.0,9.41,4.319,11.34,4.642,6.428,23.48,5.785,16.72,10.429,9.942,5.438,8.0,16.489,4.543,12.41,14.74
2011-08-10,170.0,11.301,38.61,6.4,10.955,5.589,6.66,14.133,10.918,46.98,2.14,30.354,5.462,5.82,16.008,7.84,3.632,16.37,4.67,36.333,5.995,11.02,8.44,3.815,6.231,17.076,7.498,1.607,16.53,2.418,25.54,31.938,2.136,9.4,21.38,5.27,4.359,18.16,5.039,5.149,5.587,12.83,26.372,21.288,49.995,8.74,15.58,2.407,3.786,30.248,9.49,16.13,7.606,5.144,9.72,2.553,4.49,5.94,10.74,3.469,7.58,2.48,2.807,5.404,10.66,38.14,3.43,7.145,3.425,5.06,7.353,7.057,10.18,8.67,20.267,24.053,8.655,9.525,2.813,7.529,16.769,1.766,14.84,3.038,6.35,5.738,65.46,14.95,33.17,9.8,4.369,11.6,4.753,6.408,23.83,5.962,16.94,10.614,10.202,5.462,8.1,16.794,4.568,12.56,14.65
2011-08-11,177.438,11.448,39.77,6.43,11.21,5.785,6.933,14.267,11.103,48.41,2.2,30.539,5.492,5.943,14.967,8.06,3.708,16.39,4.68,36.42,6.02,11.265,8.55,3.845,6.364,17.984,7.54,1.637,16.56,2.445,25.17,31.862,2.182,9.44,21.44,5.29,4.421,18.21,5.134,5.18,5.633,13.03,26.352,21.858,51.5,8.92,16.05,2.411,3.819,30.952,9.49,17.16,7.769,5.251,9.83,2.574,4.51,6.098,10.74,3.5,8.11,2.5,2.839,5.334,10.79,38.84,3.52,7.215,3.484,5.57,7.285,7.103,10.37,8.74,20.453,24.967,8.75,9.555,2.849,8.282,17.008,1.79,15.18,3.075,6.48,5.819,67.14,15.35,33.47,9.93,4.436,11.7,4.796,6.382,23.82,6.1,17.26,10.629,10.37,5.545,8.1,16.744,4.642,12.63,14.79
2011-08-12,179.149,11.399,39.56,6.47,11.172,5.905,7.047,14.158,11.018,48.99,2.42,31.75,5.508,6.019,15.075,7.99,3.736,16.68,4.72,36.307,5.9,10.971,8.43,3.855,6.315,17.902,7.637,1.673,16.45,2.467,24.88,32.177,2.245,9.48,21.397,5.32,4.552,18.1,5.299,5.212,5.709,12.85,25.913,21.715,52.635,8.86,15.94,2.411,4.202,31.014,9.92,17.03,7.675,5.342,10.34,2.64,4.55,6.135,10.92,3.539,8.05,2.57,2.928,5.328,10.8,38.76,3.63,7.3,3.509,5.55,7.304,7.197,10.34,8.91,20.42,24.94,8.695,10.0,2.893,8.436,16.977,1.825,15.49,3.097,6.39,5.808,67.11,15.45,33.39,9.845,4.431,11.76,4.817,6.474,23.96,6.023,17.27,10.671,10.574,5.6,8.141,16.917,4.692,12.83,14.83
2011-08-15,176.281,11.762,39.2,6.54,11.172,5.978,6.99,14.458,10.993,48.41,2.55,31.007,5.562,6.196,15.283,8.14,3.896,17.37,4.76,36.933,5.825,10.943,8.5,4.24,6.552,17.906,7.791,1.69,16.57,2.495,25.49,32.531,2.273,9.53,21.593,5.38,4.592,18.1,5.169,5.253,5.816,12.86,25.622,21.649,52.2,8.93,16.205,2.482,4.206,30.919,9.99,17.12,7.972,5.689,10.5,2.698,4.56,6.269,11.32,3.569,8.11,2.57,2.951,5.494,10.87,38.65,3.67,7.315,3.571,5.67,7.584,7.917,10.44,9.04,20.827,24.75,8.73,10.235,2.944,8.375,17.123,1.849,15.55,3.126,6.5,5.835,70.56,15.63,33.82,10.31,4.478,11.88,4.886,6.645,24.51,6.077,17.71,10.786,10.499,5.921,8.218,17.339,4.758,13.09,14.94
2011-08-16,173.298,11.722,39.65,6.55,11.21,5.824,6.867,14.233,10.993,48.46,2.5,30.689,5.538,6.167,15.217,8.05,3.938,17.13,4.72,36.5,5.805,10.893,8.36,4.25,6.538,17.699,7.686,1.693,16.42,2.473,25.76,31.885,2.236,9.57,21.483,5.35,4.544,17.7,5.124,5.116,5.658,12.7,26.128,21.466,51.5,8.69,15.87,2.443,4.117,30.467,9.58,16.84,7.869,5.716,10.42,2.714,4.55,6.195,11.17,3.525,8.14,2.54,2.928,5.488,10.74,37.56,3.76,7.265,3.503,5.56,7.451,7.96,10.49,9.0,20.793,24.277,8.585,9.95,2.976,8.231,17.208,1.823,15.3,3.093,6.42,6.135,69.85,15.38,33.33,10.24,4.506,11.85,4.828,6.592,24.34,5.977,17.59,10.586,10.342,5.831,8.294,17.161,4.692,12.92,15.05
2011-08-17,173.43,11.693,39.33,6.56,11.502,5.694,6.853,14.083,10.883,48.37,2.52,30.775,5.515,6.167,15.283,8.17,3.958,17.06,4.66,36.267,5.69,10.756,8.22,4.25,6.49,17.359,7.61,1.693,16.26,2.434,25.52,31.508,2.236,9.39,21.027,5.33,4.53,17.49,5.14,5.162,5.658,12.73,25.735,21.458,51.5,8.74,16.04,2.414,4.168,30.324,9.92,16.89,7.778,5.641,10.59,2.702,4.52,6.119,11.12,3.536,8.22,2.54,2.942,5.488,10.74,37.06,3.69,7.18,3.519,5.69,7.328,7.863,10.39,9.12,20.587,24.733,8.325,9.84,2.952,8.237,16.962,1.817,15.13,3.075,6.44,6.042,69.85,15.1,32.97,10.115,4.428,11.82,4.817,6.533,24.11,5.831,17.38,10.536,10.212,5.859,8.176,16.783,5.162,12.93,14.77
2011-08-18,172.066,11.408,39.2,6.53,11.389,5.635,6.863,14.025,10.488,47.1,2.42,29.989,5.438,6.051,15.025,8.01,3.889,16.74,4.63,35.293,5.68,10.734,8.14,4.205,6.378,17.047,7.421,1.67,15.72,2.385,23.94,30.8,2.164,9.18,20.803,5.23,4.508,17.34,5.16,5.098,5.658,12.59,25.51,21.497,50.485,8.53,15.64,2.379,4.022,30.376,9.33,16.71,7.661,5.55,10.45,2.698,4.42,6.027,10.9,3.506,7.97,2.48,2.881,5.378,10.51,37.15,3.62,7.25,3.46,5.52,7.285,7.64,10.13,8.96,20.06,24.407,7.985,9.515,2.917,7.865,16.692,1.786,14.92,3.023,6.26,5.931,68.63,14.7,32.56,10.005,4.283,11.61,4.769,6.375,23.62,5.754,16.92,10.2,10.128,5.707,7.988,15.944,5.088,12.69,14.5
2011-08-19,173.471,11.281,39.6,6.37,11.323,5.601,6.827,13.975,10.293,47.3,2.37,30.707,5.392,6.004,14.758,7.92,3.924,16.57,4.54,34.927,5.675,10.745,8.14,4.235,6.308,17.047,7.211,1.652,15.24,2.352,22.9,30.677,2.136,9.22,20.46,5.17,4.439,17.13,5.251,4.756,5.658,12.43,25.837,21.34,51.44,8.21,15.405,2.332,4.128,30.205,9.06,16.41,7.675,5.604,10.47,2.648,4.38,6.243,10.7,3.439,7.85,2.45,2.833,4.84,10.42,36.96,3.54,7.245,3.444,5.54,7.217,7.64,10.1,9.14,19.88,24.4,7.78,9.295,2.865,8.077,16.254,1.808,14.75,3.001,6.32,5.885,67.74,14.69,31.88,9.775,4.225,11.54,4.658,6.296,23.38,5.708,17.1,9.964,10.388,5.579,7.888,15.339,5.005,12.45,14.26
2011-08-22,168.851,11.34,38.03,6.29,11.191,5.585,6.6,13.575,10.053,45.5,2.32,29.482,5.369,5.939,14.725,7.87,3.882,16.05,4.48,33.9,5.625,10.403,8.08,4.24,6.28,16.714,7.239,1.637,15.3,2.335,21.75,30.308,2.127,9.12,20.0,5.15,4.421,16.87,5.199,4.643,5.658,12.32,26.092,21.044,49.1,8.08,15.455,2.286,4.081,29.438,8.94,16.02,7.514,5.534,10.51,2.644,4.41,6.182,10.49,3.486,7.64,2.48,2.839,4.489,10.49,35.94,3.53,7.115,3.463,5.37,7.042,7.403,9.9,9.53,19.94,23.433,7.95,9.1,2.857,8.269,16.231,1.776,14.58,2.99,6.09,5.819,68.32,14.76,31.2,9.79,4.472,11.47,4.647,6.276,23.1,5.669,17.12,10.057,10.221,5.583,7.853,15.439,4.848,12.32,14.27
2011-08-23,169.364,11.546,38.17,6.39,11.54,5.719,6.587,13.708,10.198,45.8,2.38,29.711,5.5,6.019,14.875,8.04,4.007,16.29,4.56,34.22,5.725,10.452,8.22,4.245,6.42,16.618,7.33,1.682,15.38,2.374,22.41,30.715,2.155,9.23,20.317,5.24,4.537,16.97,5.244,4.77,5.658,12.46,25.679,20.835,49.44,8.26,15.895,2.45,4.174,29.429,9.1,16.28,7.517,5.721,10.55,2.665,4.6,6.306,10.64,3.528,7.8,2.5,2.879,4.527,10.56,36.26,3.62,7.195,3.537,5.49,7.121,7.54,10.04,9.58,20.18,23.46,8.115,9.415,2.905,8.439,16.231,1.81,14.83,3.042,6.2,5.877,69.56,15.38,31.89,9.82,4.411,11.4,4.732,6.336,23.43,5.769,17.45,10.179,10.342,5.693,8.082,15.85,5.335,12.47,14.48
2011-08-24,170.083,11.418,38.55,6.34,11.389,5.631,6.66,13.758,10.243,46.37,2.34,29.993,5.485,5.928,15.083,8.0,3.972,16.14,4.56,34.767,5.705,10.4,8.16,4.275,6.364,16.83,7.281,1.676,15.24,2.379,22.0,30.392,2.127,9.2,20.173,5.25,4.515,17.26,5.205,4.729,5.658,12.49,24.929,20.682,48.85,8.24,15.905,2.393,4.189,29.271,9.04,16.13,7.522,5.641,10.25,2.681,4.52,6.266,10.59,3.506,7.78,2.47,2.887,4.511,10.6,36.07,3.59,7.185,3.571,5.41,7.135,7.383,10.06,9.59,19.967,24.263,7.95,9.34,2.869,8.353,16.292,1.802,14.99,3.02,6.1,5.908,70.63,15.21,31.6,10.09,4.344,11.3,4.7,6.355,23.93,5.723,17.43,11.2,10.323,5.655,8.029,15.722,5.286,12.42,14.41
2011-08-25,171.421,11.938,39.15,6.49,11.936,5.714,6.697,14.408,10.653,46.97,2.41,30.064,5.646,6.272,15.525,8.35,4.229,16.63,4.87,35.333,5.835,10.469,8.44,4.28,6.629,17.098,7.498,1.711,15.98,2.451,22.72,31.031,2.209,9.54,20.583,5.43,4.632,17.45,5.234,4.884,5.658,12.98,24.577,20.695,49.06,8.24,16.72,2.457,4.278,29.5,9.36,16.44,7.55,6.047,10.37,2.718,4.61,6.203,10.92,3.569,8.16,2.53,3.116,4.599,10.71,36.1,3.68,7.425,3.602,5.73,7.339,7.81,10.48,9.7,20.747,24.2,8.085,9.71,2.925,8.497,16.908,1.839,15.21,3.119,6.41,6.073,70.86,15.59,32.95,10.195,4.483,11.31,4.833,6.5,24.39,5.885,17.72,11.036,10.75,5.79,8.312,16.15,5.541,12.74,14.93
2011-08-26,175.934,11.889,39.41,6.45,11.936,5.608,6.627,14.567,10.638,46.75,2.41,30.079,5.646,6.286,15.775,8.3,4.229,16.43,4.94,35.4,5.72,10.486,8.38,4.275,6.615,16.816,7.463,1.72,15.97,2.445,22.54,31.062,2.182,9.44,21.157,5.42,4.625,17.39,5.208,4.957,5.658,13.04,24.735,20.695,49.515,8.39,16.495,2.461,4.227,29.133,9.41,16.34,7.544,6.004,10.59,2.718,4.57,6.295,10.8,3.517,8.1,2.52,3.057,4.63,10.69,36.2,3.69,7.45,3.599,5.67,7.26,7.803,10.6,9.9,20.567,23.8,8.11,9.74,2.909,8.446,16.762,1.847,15.31,3.111,6.39,6.058,71.19,15.72,33.33,10.11,4.453,11.28,4.833,6.5,24.36,5.908,18.07,11.093,11.01,5.862,8.259,16.011,5.45,12.76,14.86
2011-08-29,177.909,11.546,39.88,6.32,11.464,5.521,6.637,14.258,10.268,47.78,2.49,30.336,5.685,6.047,15.617,8.07,4.076,16.09,4.9,34.6,5.605,10.607,8.17,4.26,6.42,16.849,7.379,1.685,15.54,2.401,21.79,30.469,2.182,9.41,20.703,5.34,4.548,17.45,5.108,4.879,5.658,13.06,24.587,20.869,51.0,8.23,15.9,2.404,4.318,29.419,9.18,16.25,7.697,5.732,10.71,2.718,4.53,6.398,10.56,3.444,7.85,2.49,3.017,4.496,10.46,36.26,3.7,7.35,3.488,5.52,7.108,7.573,10.38,10.04,20.1,23.55,7.99,10.0,2.849,8.715,16.469,1.845,15.05,3.06,6.17,6.0,72.21,15.31,32.75,10.245,4.344,11.37,4.721,6.408,23.71,5.769,18.58,10.821,10.806,5.797,8.088,15.417,5.294,12.43,14.54
2011-08-30,177.537,11.565,39.41,6.34,11.408,5.538,6.727,14.075,10.268,46.86,2.39,29.975,5.662,6.033,15.358,8.03,4.111,16.08,4.9,34.833,5.58,10.764,8.14,4.26,6.427,16.7,7.309,1.664,15.43,2.363,21.8,30.169,2.155,9.32,20.387,5.33,4.544,17.07,5.049,4.879,5.658,12.9,24.464,20.434,50.75,8.29,15.79,2.379,4.233,29.714,8.99,16.32,7.742,5.689,10.45,2.673,4.51,6.388,10.61,3.533,7.82,2.49,2.987,4.417,10.3,35.95,3.68,7.145,3.469,5.47,7.108,7.493,10.38,9.57,20.12,23.587,7.94,10.055,2.821,8.462,16.523,1.821,14.89,3.053,6.17,5.965,69.54,15.4,32.85,10.035,4.294,11.3,4.631,6.322,23.72,5.762,19.54,10.807,10.732,5.707,7.959,15.417,5.269,12.51,14.52
2011-08-31,177.496,11.624,40.4,6.32,11.474,5.556,6.647,14.183,10.458,46.39,2.35,29.857,5.662,6.094,15.542,8.05,4.16,16.15,4.87,34.913,5.61,10.648,8.15,4.49,6.497,16.545,7.302,1.667,15.45,2.363,22.19,30.315,2.136,9.39,20.327,5.29,4.457,16.61,4.948,4.729,5.658,13.18,24.48,19.789,50.1,8.21,15.85,2.354,4.185,29.738,8.67,16.19,7.75,5.63,10.35,2.669,4.53,6.319,10.7,3.572,7.83,2.49,2.942,4.363,10.19,35.76,3.67,7.25,3.469,5.5,7.072,7.553,10.47,9.3,20.14,23.617,7.84,9.93,2.794,8.429,16.6,1.802,14.9,3.038,6.15,5.885,70.07,15.46,32.95,9.85,4.333,11.07,4.663,6.25,23.81,5.669,19.7,10.714,10.407,5.659,7.976,15.533,5.203,12.45,14.44
2011-09-01,174.777,11.791,39.65,6.3,11.464,5.429,6.46,14.108,10.468,45.55,2.33,28.714,5.631,6.123,16.075,8.05,4.153,16.05,4.93,34.76,5.59,10.513,8.14,4.175,6.552,16.782,7.253,1.661,15.32,2.341,22.19,30.192,2.118,9.33,20.2,5.27,4.472,16.59,4.942,4.634,5.658,12.98,24.235,19.671,48.725,8.14,16.065,2.325,4.159,29.452,8.63,16.09,7.861,5.652,10.39,2.64,4.51,6.419,10.63,3.519,7.65,2.48,2.936,4.397,10.21,34.86,3.61,7.095,3.401,5.35,7.053,7.433,10.45,9.12,20.067,23.6,7.885,10.01,2.81,8.285,16.508,1.812,14.86,3.02,6.12,5.804,70.78,15.58,33.0,9.845,4.292,11.09,4.711,6.184,23.85,5.646,19.54,10.479,10.147,5.621,7.994,15.233,5.236,12.55,14.38
2011-09-02,175.091,11.683,39.4,6.18,11.295,5.387,6.453,14.042,10.393,44.7,2.29,28.839,5.546,6.123,15.625,7.96,4.069,16.14,4.99,33.873,5.46,10.439,8.1,3.99,6.497,16.777,7.19,1.643,15.4,2.335,21.91,29.769,2.1,9.13,20.217,5.23,4.373,16.16,4.971,4.638,5.658,12.79,23.985,19.758,47.925,8.05,15.8,2.325,4.075,29.21,8.74,15.86,7.661,5.534,10.2,2.595,4.48,6.227,10.58,3.45,7.37,2.45,2.864,4.19,10.11,34.17,3.58,7.13,3.255,5.21,6.944,7.33,10.44,9.02,19.733,23.427,7.765,9.625,2.782,8.035,16.3,1.786,14.86,2.987,6.04,5.754,71.44,15.48,32.41,9.54,4.231,10.7,4.711,6.204,23.91,5.6,19.6,10.214,9.989,5.572,7.876,14.85,5.228,12.45,14.02
2011-09-05,171.298,11.477,39.1,6.08,10.993,5.369,6.303,13.442,10.068,44.3,2.24,28.632,5.431,5.95,14.983,7.74,4.035,15.78,4.9,32.687,5.36,10.193,8.03,3.815,6.399,16.364,6.995,1.598,15.39,2.302,19.72,28.715,2.055,9.13,19.923,5.14,4.227,15.49,4.747,4.538,5.658,12.83,24.194,19.301,46.85,7.77,15.205,2.261,3.885,28.833,8.42,15.32,7.494,5.507,10.21,2.537,4.38,6.029,10.2,3.344,7.32,2.41,2.761,3.971,9.96,34.2,3.46,6.88,3.189,5.18,6.653,7.067,10.17,8.82,18.84,23.427,7.225,9.69,2.706,8.026,15.792,1.788,14.41,2.954,5.91,5.619,70.62,14.81,31.46,9.525,4.083,10.95,4.599,5.974,23.32,5.623,18.93,9.943,9.942,5.445,7.682,13.883,5.178,12.06,13.41
2011-09-06,167.777,11.379,38.29,6.05,11.05,5.326,6.303,13.083,9.684,43.4,2.26,28.379,5.431,5.917,14.583,7.75,4.042,15.41,4.85,32.0,5.1,9.99,8.0,3.765,6.371,15.795,7.155,1.592,14.75,2.28,18.69,28.385,2.055,8.84,19.763,5.12,4.246,15.43,4.695,4.474,5.658,13.0,24.434,19.179,47.25,7.67,15.04,2.239,3.813,28.538,8.46,15.17,7.425,5.55,10.04,2.524,4.35,6.053,10.09,3.358,7.37,2.41,2.725,3.903,9.9,34.19,3.47,6.855,3.205,5.26,6.601,6.877,9.83,8.83,18.513,22.387,7.22,9.75,2.714,7.907,15.654,1.758,14.2,2.939,5.87,5.565,66.73,14.86,31.2,9.475,4.119,10.61,4.557,6.132,23.01,5.554,18.52,10.057,9.785,5.524,7.606,13.383,5.368,11.74,13.36
2011-09-07,171.562,11.605,39.46,6.12,11.342,5.458,6.42,13.5,9.884,44.3,2.31,28.721,5.515,6.026,14.85,7.92,4.167,15.66,4.96,33.147,5.185,10.331,8.12,3.85,6.497,16.065,7.246,1.637,15.28,2.335,19.12,28.762,2.091,9.0,20.307,5.23,4.348,15.79,4.815,4.738,5.658,13.08,24.138,19.589,47.9,7.87,15.34,2.332,3.959,29.0,8.67,15.38,7.528,5.71,10.33,2.574,4.41,6.119,10.29,3.394,7.44,2.45,2.814,4.006,10.07,34.67,3.54,7.09,3.27,5.37,6.718,7.07,9.95,9.04,18.893,22.643,7.41,10.035,2.762,8.215,16.023,1.796,14.4,2.939,6.02,5.677,68.14,15.37,32.0,9.795,4.203,10.64,4.653,6.138,23.47,5.7,19.92,10.214,10.045,5.731,7.871,13.761,5.459,11.92,13.73
2011-09-08,170.14,11.585,38.9,6.23,11.229,5.458,6.307,13.25,9.894,44.15,2.26,28.457,5.492,5.993,14.858,7.86,4.118,15.43,4.93,32.807,5.23,10.265,8.1,3.7,6.476,15.896,7.162,1.619,15.14,2.302,18.62,27.954,2.055,8.96,20.043,5.19,4.308,15.81,4.9,4.725,5.658,12.95,23.959,19.414,46.94,7.67,15.095,2.279,3.843,28.69,8.67,15.49,7.467,5.678,10.31,2.566,4.4,6.087,10.16,3.361,7.37,2.43,2.814,4.148,9.95,34.59,3.5,6.88,3.205,5.28,6.686,6.923,9.89,8.8,18.807,22.9,7.285,10.4,2.702,8.375,15.969,1.798,14.81,2.954,5.93,5.615,68.29,15.3,31.53,9.91,4.214,10.11,4.61,6.046,23.27,5.708,19.67,10.007,9.942,5.617,7.906,13.328,5.228,11.76,13.48
