Date,600519 CH Equity,600036 CH Equity,000858 CH Equity,600900 CH Equity,600030 CH Equity,600276 CH Equity,600887 CH Equity,600309 CH Equity,000651 CH Equity,000568 CH Equity,000725 CH Equity,600809 CH Equity,600028 CH Equity,000001 CH Equity,000063 CH Equity,600837 CH Equity,600016 CH Equity,600031 CH Equity,600050 CH Equity,000792 CH Equity,600690 CH Equity,600406 CH Equity,000002 CH Equity,600438 CH Equity,600000 CH Equity,600436 CH Equity,600089 CH Equity,002027 CH Equity,600104 CH Equity,000625 CH Equity,600585 CH Equity,600150 CH Equity,000100 CH Equity,600660 CH Equity,600111 CH Equity,600019 CH Equity,000938 CH Equity,600893 CH Equity,600570 CH Equity,600426 CH Equity,600760 CH Equity,600009 CH Equity,600547 CH Equity,000661 CH Equity,000596 CH Equity,600584 CH Equity,000776 CH Equity,600010 CH Equity,000977 CH Equity,000538 CH Equity,600745 CH Equity,600085 CH Equity,000963 CH Equity,600015 CH Equity,600196 CH Equity,600886 CH Equity,600011 CH Equity,600588 CH Equity,000157 CH Equity,600674 CH Equity,600029 CH Equity,600795 CH Equity,600845 CH Equity,600176 CH Equity,000768 CH Equity,600600 CH Equity,000301 CH Equity,000786 CH Equity,600346 CH Equity,600115 CH Equity,002001 CH Equity,000425 CH Equity,600741 CH Equity,000733 CH Equity,600188 CH Equity,000895 CH Equity,600233 CH Equity,000876 CH Equity,600732 CH Equity,002007 CH Equity,000983 CH Equity,600039 CH Equity,600332 CH Equity,600219 CH Equity,600383 CH Equity,600460 CH Equity,600132 CH Equity,601607 CH Equity,600362 CH Equity,600763 CH Equity,000723 CH Equity,000408 CH Equity,600183 CH Equity,600061 CH Equity,600875 CH Equity,000069 CH Equity,600754 CH Equity,000617 CH Equity,600803 CH Equity,600884 CH Equity,000708 CH Equity,000877 CH Equity,600606 CH Equity,000800 CH Equity,001289 CH Equity
2019-06-17,911.6,35.6,103.7,17.59,19.544,42.778,31.51,38.66,50.74,69.82,3.37,42.286,5.23,12.67,29.92,12.87,6.28,12.75,6.07,6.42,16.14,10.191,27.91,13.56,11.77,108.83,5.454,5.41,24.36,3.484,41.0,19.39,2.9,21.47,13.8,6.42,18.343,21.8,26.708,10.608,13.969,74.84,17.796,151.05,103.82,12.4,12.8,1.73,22.188,55.114,33.57,28.67,23.85,7.61,24.18,7.9,6.69,18.385,5.65,9.12,7.12,2.54,12.821,7.997,15.15,45.5,5.79,18.46,11.8,5.84,13.854,4.48,20.03,15.3,6.793,24.19,12.2,18.7,4.793,21.077,4.831,2.629,38.41,2.28,11.86,15.98,43.95,17.73,15.16,81.4,10.12,6.59,13.61,9.474,10.36,6.96,23.52,8.579,10.18,7.241,7.5,10.79,5.784,9.08,3.52
2019-06-18,917.0,36.02,104.08,17.69,19.657,43.465,31.52,38.9,51.03,69.7,3.35,42.136,5.26,12.8,30.0,12.78,6.31,12.88,6.07,6.29,16.33,10.179,27.7,13.89,11.82,108.48,5.446,5.38,24.1,3.473,40.76,19.0,2.891,21.47,13.28,6.42,18.436,21.74,27.134,10.677,13.929,75.37,18.378,150.95,102.67,12.22,12.73,1.7,22.336,55.121,33.89,28.42,23.733,7.62,23.87,7.93,6.63,18.662,5.69,9.22,7.13,2.55,12.597,7.988,15.09,46.01,5.63,18.29,11.786,5.82,13.604,4.45,19.98,15.26,6.827,24.33,12.16,19.6,4.729,21.615,4.808,2.671,37.59,2.27,11.81,15.82,43.63,17.78,15.01,82.2,10.18,7.25,13.52,9.388,10.39,6.92,23.35,8.593,10.18,7.179,7.435,10.68,5.758,9.25,3.5
2019-06-19,932.01,36.8,105.9,17.78,20.317,44.708,31.75,39.9,52.11,71.0,3.38,42.371,5.29,13.07,30.97,13.08,6.34,12.9,6.1,6.28,16.53,10.422,27.73,14.22,11.88,109.7,5.5,5.44,24.42,3.473,39.5,19.21,2.927,21.61,13.13,6.46,18.707,22.12,27.705,10.992,14.097,76.55,18.112,153.925,106.15,12.38,13.0,1.71,22.429,55.679,33.96,28.62,23.992,7.66,24.09,8.01,6.65,19.269,5.74,9.14,7.35,2.57,12.775,8.136,15.27,47.19,5.68,18.4,12.064,6.12,13.674,4.44,20.76,15.65,6.84,24.4,12.27,19.01,4.814,22.085,4.815,2.679,38.47,2.28,11.9,16.45,43.8,17.85,15.12,82.55,10.52,7.98,13.86,9.303,10.45,6.98,24.38,8.736,10.29,7.166,7.512,10.82,5.818,9.29,3.52
2019-06-20,975.0,38.38,112.97,17.98,21.732,45.493,32.62,41.54,54.0,74.16,3.44,44.5,5.36,13.8,31.97,14.02,6.4,13.18,6.25,6.37,16.99,10.723,28.45,14.84,12.2,112.75,5.608,5.53,24.99,3.527,40.55,19.98,2.973,21.9,12.94,6.51,18.993,22.43,29.184,11.269,14.337,78.8,19.01,162.0,111.99,12.65,13.58,1.72,22.891,56.329,34.37,28.95,24.783,7.79,24.82,8.15,6.69,19.762,5.89,9.15,7.59,2.58,13.454,8.294,15.5,48.65,5.73,18.16,12.136,6.33,13.924,4.58,21.51,15.9,6.987,24.82,12.55,18.38,4.886,22.315,4.915,2.693,39.85,2.32,12.23,16.65,45.05,18.17,15.53,85.4,10.99,8.15,14.05,9.678,10.71,7.11,24.85,9.079,10.45,7.193,7.559,11.06,5.948,9.43,3.55
2019-06-21,976.3,37.69,112.98,17.63,22.316,45.764,32.32,41.98,53.31,75.8,3.5,44.3,5.41,13.64,31.93,14.22,6.39,13.13,6.27,6.3,16.98,10.868,28.31,14.56,12.09,113.0,5.638,5.69,25.26,3.659,40.16,20.85,2.991,22.03,12.98,6.54,20.15,22.64,29.586,11.192,14.699,78.24,20.051,159.305,111.75,12.91,13.73,1.74,23.862,56.393,34.88,28.94,24.62,7.78,25.22,8.11,6.66,20.792,5.94,9.12,7.58,2.59,13.867,8.373,15.74,47.7,5.63,18.21,12.286,6.29,13.833,4.58,22.1,15.99,7.033,24.82,12.56,17.7,4.971,22.154,4.969,2.693,40.02,2.36,12.22,16.85,44.54,18.26,15.54,85.02,11.06,7.93,14.57,9.632,10.87,7.17,24.8,9.086,10.54,7.303,7.594,11.04,5.974,9.67,3.71
2019-06-24,987.1,37.96,115.06,17.58,22.25,45.875,32.33,42.96,54.35,76.9,3.45,45.107,5.4,13.69,31.3,14.24,6.41,13.18,6.23,6.33,17.17,10.955,28.13,14.69,12.03,114.91,5.615,5.6,25.4,3.709,40.62,20.52,2.982,22.0,13.2,6.66,19.779,22.6,29.37,11.508,14.709,79.14,20.638,162.4,112.38,13.05,13.91,1.75,23.4,56.85,33.33,28.86,24.63,7.79,25.35,8.04,6.53,20.769,5.96,9.13,7.54,2.57,13.932,8.53,15.8,48.11,5.62,18.39,12.171,6.23,13.785,4.59,21.75,15.81,7.12,24.81,12.54,18.01,4.921,22.508,5.0,2.7,40.3,2.34,12.17,17.08,46.05,18.22,15.79,86.18,11.02,8.72,14.3,9.493,10.74,7.08,25.1,9.064,10.57,7.366,7.941,10.85,5.974,10.17,3.71
2019-06-25,982.98,36.13,114.9,17.65,22.137,45.854,32.44,43.09,54.1,77.2,3.41,46.25,5.39,13.43,31.58,14.26,6.34,13.05,6.15,6.35,16.98,10.764,27.88,14.2,11.66,114.72,5.569,5.43,25.28,3.621,40.15,21.0,2.955,21.66,12.66,6.57,19.329,22.76,28.952,11.408,14.842,78.49,22.704,163.5,112.96,12.66,13.85,1.72,22.17,57.65,32.3,28.51,24.91,7.7,24.98,7.92,6.42,20.485,5.98,9.01,7.44,2.56,13.549,8.364,15.8,47.78,5.53,18.05,12.107,6.15,13.667,4.53,21.41,15.59,7.187,24.72,12.37,17.26,4.886,22.546,4.985,2.65,39.96,2.32,11.97,16.55,45.7,18.01,16.1,87.14,11.19,8.97,14.12,9.586,10.58,6.95,25.01,9.064,10.38,7.386,7.741,10.85,5.922,9.88,3.72
2019-06-26,979.86,35.47,113.82,17.83,21.958,46.181,32.83,42.45,54.47,76.24,3.42,45.607,5.46,13.37,31.48,13.92,6.34,12.95,6.17,6.29,17.27,10.856,27.79,14.01,11.66,115.1,5.562,5.42,25.6,3.621,40.49,23.1,2.964,21.98,12.5,6.52,19.5,22.94,28.681,11.362,14.939,79.2,20.918,166.57,112.3,12.96,13.62,1.7,21.837,57.886,33.19,28.91,25.05,7.7,25.86,7.92,6.47,20.385,5.99,9.0,7.55,2.55,13.754,8.259,15.92,47.81,5.52,18.22,12.036,6.17,13.583,4.53,21.75,15.47,7.273,25.0,12.33,17.15,4.829,22.815,4.692,2.643,40.28,2.32,11.92,16.75,46.45,18.3,15.64,89.85,10.45,8.77,14.57,9.263,10.6,6.92,23.79,9.021,10.42,7.352,7.635,10.89,5.965,10.24,3.68
2019-06-27,996.35,36.45,117.3,17.81,22.552,46.458,33.11,42.92,54.99,80.93,3.46,48.6,5.43,13.71,32.81,14.19,6.36,12.95,6.21,6.29,17.32,10.926,27.84,14.27,11.64,115.3,5.585,5.39,25.54,3.659,41.26,23.2,2.991,22.22,12.55,6.54,19.7,23.0,29.243,11.608,14.949,81.27,20.867,167.275,116.92,13.21,13.84,1.7,22.225,59.836,33.82,29.11,25.99,7.7,25.92,7.91,6.37,20.377,6.07,9.03,7.74,2.56,14.254,8.39,15.85,50.05,5.63,18.33,12.15,6.29,13.667,4.47,21.71,16.35,7.307,25.06,12.58,17.3,4.893,23.0,4.677,2.629,41.4,2.33,12.0,17.15,47.28,18.32,15.66,89.93,10.65,8.58,15.39,9.296,10.75,6.99,25.05,9.057,10.53,7.366,7.641,11.08,5.939,10.18,3.67
2019-06-28,984.0,35.98,117.95,17.9,22.448,45.833,33.41,42.79,55.0,80.83,3.44,49.321,5.47,13.78,32.53,14.19,6.35,13.08,6.16,6.16,17.29,10.787,27.81,14.06,11.68,115.2,5.577,5.29,25.5,3.643,41.5,23.6,3.027,22.73,12.84,6.5,19.464,22.71,28.804,11.431,14.811,83.78,21.005,169.0,118.51,12.85,13.74,1.69,22.059,59.586,33.22,29.0,25.96,7.7,25.3,7.77,6.23,20.677,6.01,8.9,7.72,2.54,14.043,8.338,15.75,49.93,5.49,18.13,12.16,6.27,13.396,4.46,21.6,16.48,7.247,24.89,12.33,17.37,4.871,23.454,4.662,2.6,40.97,2.26,11.93,16.6,47.16,18.15,15.74,88.59,10.45,8.27,15.05,9.217,10.62,6.95,24.64,8.829,10.45,7.345,7.471,11.62,5.913,9.84,3.66
2019-07-01,1031.86,36.9,126.0,17.81,22.986,47.382,34.26,43.9,58.59,83.65,3.78,51.071,5.48,13.93,33.9,14.48,6.42,13.4,6.33,6.25,17.8,10.92,28.62,14.61,11.71,117.19,5.669,5.46,26.05,3.852,41.96,24.0,3.273,23.05,12.59,6.6,20.714,23.16,29.691,11.731,15.061,86.5,20.286,175.3,123.16,13.58,14.2,1.71,23.131,60.286,35.94,29.65,26.47,7.77,26.29,7.96,6.26,21.369,5.82,9.04,7.85,2.56,14.398,8.504,16.0,50.78,5.58,18.58,12.36,6.42,13.715,4.72,22.26,16.74,7.313,25.94,12.8,18.25,4.979,24.369,4.746,2.65,43.0,2.31,12.22,17.26,48.45,18.41,15.91,89.85,11.5,8.43,15.32,9.401,10.99,7.14,26.27,9.007,10.61,7.503,7.706,11.75,6.017,10.01,3.72
2019-07-02,1025.0,36.52,128.0,17.84,22.769,48.757,34.47,43.52,58.57,84.18,3.75,50.757,5.44,14.18,34.08,14.26,6.44,13.19,6.3,6.43,17.98,10.955,28.86,14.26,11.61,116.8,5.646,5.43,26.78,3.918,42.59,25.89,3.155,23.63,12.49,6.64,20.729,23.16,29.501,11.677,15.066,84.43,20.954,174.15,123.39,13.33,14.13,1.69,22.752,60.643,34.95,30.88,26.8,7.78,26.54,8.23,6.25,20.685,5.77,9.21,7.86,2.55,14.393,8.574,15.93,50.45,5.54,18.72,12.58,6.44,14.007,4.68,23.28,16.33,7.28,26.24,12.75,18.79,4.914,24.692,4.746,2.629,42.13,2.3,12.38,17.1,47.51,18.51,15.58,91.98,10.91,8.31,14.94,9.276,11.02,7.19,26.38,9.079,10.63,7.924,7.653,11.81,6.061,10.08,3.66
2019-07-03,987.9,36.15,123.91,18.26,22.09,47.479,33.55,42.8,57.33,82.77,3.7,49.614,5.38,14.01,33.2,13.9,6.46,12.92,6.2,6.5,17.94,11.013,29.17,13.95,11.56,112.98,5.615,5.39,26.8,3.978,42.18,27.74,3.082,23.38,12.19,6.61,20.293,23.25,28.728,11.438,15.24,82.86,21.668,167.9,122.49,12.8,13.9,1.67,22.216,60.107,34.97,30.92,26.57,7.81,26.67,8.29,6.32,20.085,5.77,9.24,7.74,2.54,14.25,8.486,16.07,49.34,5.51,18.43,12.23,6.34,13.778,4.63,23.68,15.77,7.167,26.21,12.58,18.68,4.929,24.215,4.692,2.621,42.37,2.27,12.65,16.74,47.05,18.24,15.47,88.5,10.61,8.39,15.08,9.164,10.81,7.29,26.21,8.821,10.48,7.952,7.553,11.63,6.104,9.87,3.66
2019-07-04,981.2,36.08,123.09,18.28,22.25,45.91,33.41,42.86,56.88,81.43,3.64,48.857,5.45,13.99,33.24,13.79,6.44,12.86,6.21,6.46,17.78,11.082,29.55,13.86,11.62,111.89,5.477,5.35,26.85,3.967,42.78,26.86,3.036,23.15,12.22,6.61,20.143,23.96,28.817,11.385,15.449,79.75,21.0,162.8,120.26,12.42,13.92,1.67,22.457,59.443,34.52,30.96,26.21,7.81,26.51,8.26,6.3,20.123,5.64,9.23,7.82,2.55,14.083,8.521,16.34,47.89,5.49,18.67,12.07,6.4,13.75,4.64,23.03,15.81,7.133,26.18,12.39,18.01,4.929,23.869,4.7,2.636,41.15,2.28,12.82,16.24,45.42,18.18,15.52,86.68,10.45,7.99,14.85,9.257,10.73,7.49,25.99,8.864,10.46,7.834,7.547,12.0,6.156,9.89,3.7
2019-07-05,999.82,36.47,129.81,18.37,22.194,46.806,33.47,43.48,58.1,84.9,3.65,51.2,5.42,13.92,33.28,13.86,6.09,12.87,6.2,6.52,17.78,10.995,29.45,13.95,11.57,113.88,5.477,5.34,26.97,3.956,43.3,25.19,3.055,23.47,12.2,6.59,20.279,23.66,28.939,11.354,15.245,81.4,21.357,171.575,123.0,12.44,13.89,1.67,22.373,60.071,35.28,31.03,26.69,7.8,26.81,8.37,6.32,20.108,5.65,9.31,7.77,2.54,14.3,8.425,16.2,48.31,5.49,18.91,12.02,6.33,14.826,4.68,23.28,15.65,7.113,25.95,12.48,18.63,4.921,25.462,4.685,2.621,41.8,2.28,12.71,16.3,45.94,18.22,15.53,88.9,10.29,8.4,15.09,9.158,10.77,7.39,26.1,8.743,10.53,7.924,7.635,11.83,6.104,9.94,3.68
2019-07-08,984.86,35.56,127.03,18.11,21.845,46.181,32.98,41.87,56.48,83.7,3.52,49.821,5.33,13.59,32.26,13.58,6.0,12.7,6.01,6.31,17.46,10.77,29.15,13.59,11.36,112.05,5.323,5.21,26.19,3.841,41.77,24.76,2.945,23.0,11.61,6.44,19.436,23.66,27.811,10.9,14.765,79.79,20.745,166.0,120.91,11.79,13.47,1.62,21.578,58.5,35.57,30.16,26.06,7.69,26.09,8.14,6.24,19.462,5.49,9.22,7.5,2.49,13.955,8.145,15.65,47.58,5.31,18.6,11.75,6.13,14.924,4.53,22.6,15.12,6.88,25.23,12.13,18.97,4.8,24.323,4.538,2.543,41.0,2.21,12.48,15.15,46.16,17.62,14.78,86.24,9.38,8.88,15.27,9.105,10.2,7.26,25.25,8.45,10.18,7.683,7.288,11.55,5.974,9.46,3.54
2019-07-09,976.06,35.29,126.0,17.84,21.901,46.167,33.27,41.73,55.99,83.51,3.57,49.814,5.26,13.59,32.18,13.7,5.98,12.67,5.96,6.42,17.43,10.648,29.15,13.29,11.37,111.89,5.331,5.24,26.23,3.863,41.8,24.09,2.955,22.9,11.67,6.42,19.207,23.66,27.853,11.062,14.898,80.39,20.403,165.075,120.6,11.84,13.66,1.63,21.708,58.757,35.64,30.24,26.04,7.68,26.24,8.17,6.28,19.585,5.54,9.27,7.49,2.5,13.989,8.023,15.69,47.83,5.33,18.2,11.84,6.1,14.542,4.53,22.79,15.23,6.827,24.95,12.09,18.9,4.714,24.346,4.562,2.536,41.05,2.23,12.52,15.31,45.71,17.53,14.7,88.6,9.57,9.03,15.18,8.829,10.25,7.21,25.08,8.357,10.15,7.869,7.218,11.46,5.965,9.49,3.57
2019-07-10,982.52,35.12,126.43,18.0,21.873,46.813,33.16,41.44,56.29,85.1,3.68,50.071,5.2,13.56,32.44,13.69,5.98,12.48,5.92,6.33,17.31,10.856,29.17,13.32,11.35,111.38,5.323,5.17,25.69,3.753,40.82,23.76,2.982,22.77,11.39,6.35,19.286,23.66,27.697,10.9,14.898,81.4,19.847,167.485,122.49,11.76,13.78,1.62,21.606,58.636,35.8,29.97,26.84,7.64,27.32,8.21,6.25,19.408,5.45,9.28,7.39,2.49,14.004,7.962,15.73,47.54,5.33,18.08,11.75,6.01,14.25,4.44,22.3,15.54,6.807,24.72,11.92,19.29,4.707,24.354,4.508,2.529,41.13,2.2,12.47,15.25,44.02,17.46,14.51,88.71,9.49,8.72,14.85,8.704,10.1,7.2,24.92,8.314,10.13,7.869,7.124,11.11,5.671,9.35,3.55
2019-07-11,981.5,35.9,123.5,18.25,21.854,46.292,33.88,41.69,56.0,86.0,3.65,49.636,5.22,13.54,32.06,13.74,5.99,12.82,5.96,6.38,17.31,10.741,29.21,12.88,11.4,110.4,5.315,5.18,25.53,3.681,41.08,23.66,2.964,22.85,11.34,6.34,19.329,23.66,27.561,11.046,15.026,80.18,21.122,165.84,121.45,11.7,13.85,1.61,21.338,57.65,35.2,29.95,28.26,7.48,27.21,8.23,6.21,19.423,5.46,9.28,7.42,2.48,13.836,7.988,15.64,46.76,5.3,18.38,11.76,6.04,14.278,4.46,22.61,15.23,6.767,24.72,11.82,19.51,4.579,24.038,4.531,2.521,40.05,2.21,12.58,14.84,41.38,17.48,14.74,89.02,9.43,9.06,14.8,8.776,10.11,7.23,24.8,8.329,10.13,7.834,7.047,11.28,5.662,9.3,3.64
2019-07-12,986.09,35.4,125.58,18.21,22.033,46.146,33.83,42.1,56.48,88.45,3.73,50.579,5.24,14.12,32.2,13.88,6.03,13.13,5.96,6.49,17.31,10.718,29.65,13.6,11.52,111.06,5.331,5.17,23.9,3.643,41.23,23.25,3.027,22.85,11.29,6.33,19.507,23.66,27.549,11.162,15.112,81.93,20.75,168.0,124.1,11.89,14.0,1.61,21.329,58.307,34.56,30.02,28.45,7.52,27.13,8.32,6.28,19.438,5.6,9.23,7.44,2.49,14.31,7.988,15.79,46.94,5.33,18.61,11.78,6.03,13.729,4.52,22.27,15.07,6.84,24.9,11.88,19.43,4.5,24.592,4.585,2.529,41.31,2.21,12.81,14.88,42.94,17.63,14.81,88.09,9.51,8.75,14.89,8.947,10.12,7.35,24.41,8.35,10.18,7.621,7.153,11.55,5.948,9.35,3.4
2019-07-15,975.93,35.3,125.09,18.19,22.335,46.792,33.72,41.55,55.88,87.48,3.78,49.75,5.26,14.0,32.87,14.06,6.01,13.43,5.98,6.47,17.44,10.706,30.0,13.59,11.5,108.0,5.346,5.21,24.19,3.918,41.48,25.1,3.064,22.72,11.59,6.25,19.929,23.66,28.905,11.269,15.439,81.0,20.893,165.69,121.0,12.15,14.19,1.61,21.856,58.264,35.49,29.79,27.99,7.52,27.46,8.39,6.29,20.723,5.92,9.29,7.45,2.5,14.477,8.005,16.26,46.99,5.45,18.52,11.8,6.05,13.91,4.72,22.6,15.4,6.907,24.69,11.82,20.25,4.3,24.385,4.654,2.55,41.35,2.22,12.71,15.36,41.72,17.71,15.01,87.17,9.62,8.67,15.05,9.164,10.26,7.38,24.76,8.464,10.18,7.793,7.147,11.5,6.061,9.34,3.34
2019-07-16,968.0,35.31,123.58,18.11,22.09,45.875,32.69,41.45,54.81,84.9,3.96,49.207,5.3,13.75,32.93,13.99,6.0,13.42,6.0,6.63,17.19,10.619,30.06,13.36,11.55,107.38,5.362,5.2,23.96,3.879,40.9,24.91,3.109,22.39,11.72,6.25,20.0,23.66,28.935,11.285,15.398,79.6,20.857,162.775,120.4,12.16,14.07,1.61,21.883,57.236,36.52,29.32,27.69,7.53,27.33,8.25,6.37,21.0,6.12,9.26,7.52,2.51,14.255,8.031,16.22,46.24,5.46,18.38,11.84,6.05,14.451,4.73,22.44,15.38,6.893,24.57,11.92,19.97,4.514,23.992,4.662,2.557,40.95,2.22,12.88,15.29,41.15,17.33,15.08,84.4,9.67,8.61,15.14,9.237,10.27,7.48,24.54,8.436,10.21,7.786,7.182,11.28,6.26,9.36,3.39
2019-07-17,963.5,35.21,123.6,18.09,21.769,46.0,32.48,41.8,54.53,84.41,4.11,49.493,5.28,13.69,32.51,13.92,5.96,13.44,5.99,6.62,16.94,10.608,30.13,13.42,11.48,105.13,5.377,5.28,24.09,3.918,40.78,25.13,3.155,22.41,11.71,6.25,20.686,23.66,28.787,11.377,15.347,80.53,20.286,163.16,119.57,12.58,13.98,1.62,21.967,55.729,37.29,29.11,28.3,7.49,26.88,8.2,6.27,20.731,6.11,9.18,7.52,2.5,14.107,7.979,16.23,47.06,5.46,18.34,11.91,6.04,14.472,4.87,23.13,15.46,6.86,24.66,11.95,19.9,4.357,24.015,4.646,2.557,40.28,2.22,12.97,15.45,41.01,17.42,14.96,84.95,9.66,8.44,15.13,9.151,10.37,7.51,24.32,8.479,10.28,7.903,7.212,11.17,6.199,9.47,3.35
2019-07-18,947.5,35.32,121.0,17.72,21.42,45.847,32.11,40.81,54.4,83.66,4.07,48.5,5.24,13.67,31.36,13.75,5.96,13.71,5.92,6.67,16.71,10.422,30.09,13.69,11.49,103.23,5.331,5.13,23.66,3.956,40.17,24.46,3.073,22.1,11.94,6.22,20.736,23.66,28.187,11.169,15.117,81.01,20.434,163.125,119.4,12.25,13.75,1.62,19.766,54.671,35.9,28.96,28.4,7.45,26.44,8.17,6.26,20.669,6.13,9.1,7.39,2.49,14.053,7.935,15.91,47.24,5.37,17.58,11.87,5.93,14.111,4.86,22.84,15.07,6.76,24.17,11.61,19.1,4.514,24.038,4.623,2.493,39.01,2.21,12.84,14.97,40.13,17.33,14.9,83.6,9.19,8.59,14.4,9.178,10.1,7.32,23.55,8.3,10.15,7.821,7.153,10.71,6.182,9.23,3.31
2019-07-19,955.87,36.37,122.14,17.96,21.854,45.847,32.25,40.52,54.2,84.45,4.03,49.636,5.29,13.99,31.22,14.09,6.0,13.61,5.93,6.71,16.81,10.457,30.71,13.6,11.58,102.78,5.362,4.92,23.71,4.066,40.51,24.38,3.064,22.25,11.85,6.27,21.05,23.66,28.533,11.123,15.066,81.51,21.551,163.115,119.65,12.24,13.93,1.62,19.258,54.721,35.95,28.87,27.8,7.5,26.15,8.21,6.34,20.585,6.19,9.12,7.6,2.51,13.708,7.935,16.04,47.1,5.4,17.76,11.87,6.01,14.021,4.91,23.04,15.11,6.88,24.22,11.91,19.19,4.743,24.131,4.669,2.507,38.66,2.23,12.59,15.09,42.47,17.36,15.55,84.7,9.38,8.96,14.49,9.25,10.25,7.57,24.3,8.371,10.17,8.028,7.182,10.7,6.286,9.27,3.34
2019-07-22,957.02,36.37,123.45,18.19,21.496,46.208,32.26,40.28,54.0,85.2,4.01,48.757,5.26,13.85,31.28,13.89,5.97,13.71,5.83,6.56,16.55,10.544,31.1,13.45,11.48,100.8,5.308,4.75,23.39,4.027,40.54,22.85,3.018,22.08,11.04,6.19,20.693,22.5,28.428,11.008,14.832,82.06,21.071,163.4,119.1,12.14,13.72,1.58,18.749,54.107,34.75,28.3,27.76,7.47,26.48,8.26,6.29,20.231,6.14,8.79,7.56,2.5,13.733,7.804,15.62,46.58,5.3,17.39,11.65,5.97,13.889,4.87,22.6,14.58,6.787,24.36,11.82,18.47,4.779,23.992,4.631,2.486,37.41,2.2,12.74,14.42,41.06,17.2,15.34,84.3,9.04,9.01,14.5,8.901,10.14,7.49,23.92,8.171,10.09,7.745,7.141,10.2,6.329,9.04,3.21
2019-07-23,953.98,36.21,120.05,18.2,21.562,45.868,32.1,41.18,54.4,81.1,4.0,48.786,5.26,13.76,31.57,13.93,5.98,13.6,5.85,6.6,16.7,10.469,30.0,14.05,11.49,102.51,5.331,4.8,23.89,4.269,40.2,23.2,3.036,22.52,11.11,6.26,21.807,22.61,29.653,11.223,15.051,81.98,20.985,159.97,117.01,12.61,13.74,1.59,19.221,55.45,36.21,28.31,28.4,7.48,26.36,8.52,6.43,21.231,6.16,9.02,7.48,2.53,13.812,7.804,15.87,47.51,5.32,17.11,11.62,5.96,14.306,4.94,21.45,14.73,6.847,24.65,11.82,18.67,5.014,23.792,4.662,2.486,37.91,2.21,12.66,14.75,41.28,17.35,15.24,84.41,9.18,9.01,14.68,9.362,10.19,7.4,23.87,8.329,10.11,7.738,7.606,10.34,6.32,9.16,3.2
2019-07-24,946.36,36.43,119.5,18.18,21.93,46.25,32.42,42.64,54.76,81.22,4.07,48.786,5.28,13.88,32.71,13.97,6.0,13.92,5.95,6.57,16.88,10.816,29.97,14.13,11.59,102.55,5.362,4.83,24.69,4.286,40.36,23.7,3.082,22.65,11.19,6.31,21.607,23.08,29.59,11.4,15.648,81.69,21.301,166.01,117.63,12.99,13.87,1.6,19.48,55.343,37.81,28.64,28.26,7.52,26.78,8.42,6.42,21.692,6.33,9.09,7.41,2.54,14.389,7.865,16.28,47.25,5.32,17.18,11.4,5.98,14.236,4.95,22.16,15.22,6.833,24.74,11.95,18.51,5.143,23.977,4.669,2.5,37.94,2.21,12.54,15.08,41.78,17.39,15.28,84.6,9.59,9.06,15.13,9.303,10.33,7.47,24.22,8.507,10.16,7.641,7.612,10.4,6.251,9.19,3.24
2019-07-25,963.0,37.26,121.68,18.22,22.052,46.333,32.4,42.69,55.12,81.81,4.29,48.821,5.29,14.2,33.15,14.04,6.05,13.99,5.95,6.49,16.99,10.868,30.08,14.25,11.88,104.5,5.377,4.81,24.35,4.313,40.73,23.74,3.173,22.74,11.24,6.29,23.186,23.0,30.046,11.415,15.51,84.0,21.148,164.59,119.37,13.26,13.89,1.6,19.757,56.143,39.25,28.59,28.15,7.57,26.78,8.49,6.4,21.862,6.27,9.13,7.35,2.54,14.66,7.813,16.31,46.61,5.32,17.0,11.42,5.95,14.444,4.91,22.61,15.3,6.873,24.5,12.23,18.66,5.343,23.846,4.708,2.486,38.18,2.22,12.4,15.23,41.8,17.47,15.11,82.93,9.56,8.94,16.64,9.289,10.28,7.41,24.5,8.514,10.09,7.607,7.765,10.33,6.32,9.21,3.23
2019-07-26,965.03,37.22,121.25,18.5,22.052,46.403,32.34,43.41,55.46,82.21,4.2,49.043,5.28,14.23,33.4,13.81,6.04,14.65,5.96,6.42,16.83,10.851,29.96,14.25,11.87,105.77,5.4,4.84,24.35,4.236,41.26,24.09,3.155,22.63,11.19,6.29,23.779,23.45,29.7,11.6,15.587,85.05,20.837,168.9,120.01,13.2,13.84,1.59,19.72,55.55,39.9,28.33,28.15,7.57,27.06,8.58,6.42,21.762,6.45,9.21,7.34,2.56,14.714,7.83,16.5,46.1,5.31,17.11,11.55,5.96,14.722,5.07,22.61,15.35,6.92,24.42,12.62,18.71,5.55,23.846,4.715,2.486,38.42,2.21,12.47,15.0,41.89,17.46,14.83,87.15,9.49,9.09,17.39,9.349,10.26,7.42,24.4,8.564,10.06,7.552,7.765,10.59,6.277,9.22,3.21
