Date,Close,Trade Signal
2011-01-03,119.97257995605467,0
2011-01-04,120.6910171508789,0
2011-01-05,117.1368408203125,0
2011-01-06,116.87216186523438,0
2011-01-07,116.87216186523438,0
2011-01-10,115.3786392211914,0
2011-01-11,116.85323333740234,0
2011-01-12,116.64527130126952,0
2011-01-13,117.38260650634766,0
2011-01-14,117.40149688720705,0
2011-01-17,118.40348052978516,0
2011-01-18,117.6472625732422,0
2011-01-19,116.98558044433594,0
2011-01-20,119.36762237548828,0
2011-01-21,118.78157806396484,0
2011-01-24,117.38260650634766,0
2011-01-25,117.21243286132812,0
2011-01-27,116.56964874267578,0
2011-01-28,115.34081268310548,0
2011-01-31,115.07614135742188,0
2011-02-01,116.56964874267578,0
2011-02-02,118.15771484375,0
2011-02-03,119.9915008544922,0
2011-02-04,116.51294708251952,0
2011-02-07,115.18960571289062,0
2011-02-08,113.9607391357422,0
2011-02-09,112.93988037109376,0
2011-02-10,112.54283905029295,0
2011-02-11,115.17066192626952,0
2011-02-14,114.49005126953124,0
2011-02-15,114.35774230957033,0
2011-02-16,113.84732818603516,0
2011-02-17,115.34081268310548,1
2011-02-18,115.64681243896484,0
2011-02-21,115.4555435180664,0
2011-02-22,115.26431274414062,0
2011-02-23,114.99658203125,0
2011-02-24,114.48019409179688,0
2011-02-25,111.93661499023438,-1
2011-02-28,125.34300994873048,1
2011-03-01,129.51220703125,0
2011-03-03,125.85935974121094,0
2011-03-04,124.0233917236328,0
2011-03-07,130.43016052246094,0
2011-03-08,128.995849609375,0
2011-03-09,129.8755645751953,0
2011-03-10,127.8674774169922,0
2011-03-11,126.20362854003906,0
2011-03-14,127.67623138427734,0
2011-03-15,129.454833984375,0
2011-03-16,131.53939819335938,0
2011-03-17,131.17605590820312,0
2011-03-18,131.7306365966797,0
2011-03-21,132.7825164794922,0
2011-03-22,137.69752502441406,0
2011-03-23,135.36434936523438,0
2011-03-24,137.0473175048828,0
2011-03-25,136.9708251953125,0
2011-03-28,134.23599243164062,0
2011-03-29,132.4382781982422,-1
2011-03-30,130.5831756591797,0
2011-03-31,132.5338897705078,0
2011-04-01,132.68690490722656,0
2011-04-04,136.14842224121094,0
2011-04-05,137.2194366455078,0
2011-04-06,140.1646270751953,1
2011-04-07,137.56370544433594,-1
2011-04-08,135.88070678710938,0
2011-04-11,136.77957153320312,0
2011-04-13,135.36434936523438,0
2011-04-15,136.72218322753906,0
2011-04-18,134.90533447265625,0
2011-04-19,133.7196502685547,0
2011-04-20,140.202880859375,0
2011-04-21,138.57728576660156,0
2011-04-25,139.28489685058594,0
2011-04-26,139.39962768554688,0
2011-04-27,141.8475799560547,1
2011-04-28,144.085205078125,0
2011-04-29,145.55780029296875,0
2011-05-02,145.232666015625,0
2011-05-03,142.09620666503906,0
2011-05-04,142.1727294921875,0
2011-05-05,140.87222290039062,-1
2011-05-06,141.42684936523438,0
2011-05-09,150.0520477294922,1
2011-05-10,147.69973754882812,0
2011-05-11,146.93472290039062,0
2011-05-12,146.0550079345703,0
2011-05-13,147.96749877929688,0
2011-05-16,148.75157165527344,0
2011-05-17,152.07928466796875,0
2011-05-18,142.93771362304688,-1
2011-05-19,143.85568237304688,0
2011-05-20,139.59091186523438,0
2011-05-23,139.76300048828125,0
2011-05-24,141.79022216796875,0
2011-05-25,144.33375549316406,0
2011-05-26,148.77073669433594,0
2011-05-27,148.36911010742188,0
2011-05-30,151.06568908691406,1
2011-05-31,156.22933959960938,0
2011-06-01,158.5242919921875,0
2011-06-02,154.0491180419922,0
2011-06-03,149.80345153808594,0
2011-06-06,150.66404724121094,0
2011-06-07,154.20211791992188,0
2011-06-08,155.92335510253906,0
2011-06-09,155.80857849121094,0
2011-06-10,155.04359436035156,0
2011-06-13,151.58201599121094,-1
2011-06-14,150.9700469970703,0
2011-06-15,149.2296905517578,0
2011-06-16,150.79794311523438,0
2011-06-17,151.31430053710938,0
2011-06-20,151.31430053710938,0
2011-06-21,149.07675170898438,0
2011-06-22,144.8310546875,0
2011-06-23,143.85568237304688,0
2011-06-24,149.17234802246094,0
2011-06-27,152.1558074951172,0
2011-06-28,150.09033203125,0
2011-06-29,148.61770629882812,0
2011-06-30,150.262451171875,0
2011-07-01,146.97303771972656,0
2011-07-04,151.12306213378906,0
2011-07-05,151.2186737060547,0
2011-07-06,149.9947052001953,0
2011-07-07,150.79794311523438,0
2011-07-08,138.7111358642578,0
2011-07-11,136.45443725585938,0
2011-07-12,139.72471618652344,0
2011-07-13,140.8148651123047,0
2011-07-14,142.0771026611328,0
2011-07-15,139.93511962890625,0
2011-07-18,141.1017303466797,0
2011-07-19,141.46511840820312,0
2011-07-20,140.41323852539062,0
2011-07-21,140.71922302246094,0
2011-07-22,141.1208953857422,0
2011-07-25,141.1782684326172,0
2011-07-26,143.0333251953125,1
2011-07-27,152.5956573486328,0
2011-07-28,150.58753967285156,0
2011-07-29,148.5029754638672,0
2011-08-01,149.84170532226562,0
2011-08-02,151.96453857421875,0
2011-08-03,149.9373321533203,0
2011-08-04,150.7597198486328,0
2011-08-05,150.2815704345703,0
2011-08-08,150.03292846679688,0
2011-08-09,144.96495056152344,0
2011-08-10,145.84463500976562,0
2011-08-11,147.7379608154297,0
2011-08-12,147.3555145263672,-1
2011-08-16,148.04397583007812,0
2011-08-17,152.19406127929688,1
2011-08-18,149.2488250732422,0
2011-08-19,150.49195861816406,0
2011-08-22,150.8553009033203,0
2011-08-23,150.09033203125,0
2011-08-24,143.01419067382812,-1
2011-08-25,143.33932495117188,0
2011-08-26,137.46804809570312,0
2011-08-29,141.27386474609375,0
2011-08-30,143.66444396972656,0
2011-09-02,148.46473693847656,0
2011-09-05,145.7490234375,0
2011-09-06,144.86929321289062,0
2011-09-07,149.65045166015625,1
2011-09-08,147.87005615234375,0
2011-09-09,145.898193359375,0
2011-09-12,144.53895568847656,0
2011-09-13,143.96461486816406,-1
2011-09-14,144.65379333496094,0
2011-09-15,144.92184448242188,0
2011-09-16,145.1707000732422,0
2011-09-19,144.1560821533203,0
2011-09-20,144.883544921875,0
2011-09-21,147.20001220703125,1
2011-09-22,143.7157440185547,-1
2011-09-23,139.9826202392578,0
2011-09-26,132.66954040527344,0
2011-09-27,137.130126953125,0
2011-09-28,136.1729278564453,0
2011-09-29,134.2584991455078,0
2011-09-30,127.5771713256836,0
2011-10-03,128.95556640625,0
2011-10-04,122.48478698730467,0
2011-10-05,124.3226318359375,0
2011-10-07,129.24269104003906,0
2011-10-10,131.5782928466797,0
2011-10-11,132.3823699951172,0
2011-10-12,129.39584350585938,0
2011-10-13,127.13682556152344,0
2011-10-14,123.49945831298828,0
2011-10-17,122.96338653564452,0
2011-10-18,126.3710479736328,0
2011-10-19,128.2089080810547,1
2011-10-20,126.23707580566406,0
2011-10-21,125.7967529296875,0
2011-10-24,124.26520538330078,0
2011-10-25,124.0163345336914,0
2011-10-28,129.4915771484375,0
2011-10-31,127.11766052246094,0
2011-11-01,126.1605224609375,0
2011-11-02,124.78211212158205,0
2011-11-03,124.6863784790039,0
2011-11-04,124.93524169921876,0
2011-11-08,125.31813049316406,0
2011-11-09,124.8586654663086,0
2011-11-11,124.8586654663086,0
2011-11-14,123.71004486083984,0
2011-11-15,121.4318389892578,0
2011-11-16,119.32600402832033,-1
2011-11-17,116.76068115234376,0
2011-11-18,113.96558380126952,0
2011-11-21,113.92733764648438,0
2011-11-22,115.84172821044922,0
2011-11-23,115.09513854980467,0
2011-11-24,116.45435333251952,0
2011-11-25,118.13904571533205,0
2011-11-28,123.48030090332033,1
2011-11-29,122.92508697509766,0
2011-11-30,125.26070404052734,0
2011-12-01,126.54338073730467,0
2011-12-02,128.13235473632812,0
2011-12-05,127.46228790283205,0
2011-12-07,123.92061614990234,0
2011-12-08,120.03434753417967,0
2011-12-09,121.01070404052734,0
2011-12-12,116.39690399169922,0
2011-12-13,117.92847442626952,-1
2011-12-14,114.96111297607422,0
2011-12-15,119.32600402832033,0
2011-12-16,115.15255737304688,0
2011-12-19,117.60301208496094,0
2011-12-20,115.63117218017578,0
2011-12-21,115.9183349609375,0
2011-12-22,114.8462371826172,0
2011-12-23,114.8462371826172,0
2011-12-26,117.1818389892578,0
2011-12-27,114.19532775878906,0
2011-12-28,114.69305419921876,0
2011-12-29,114.38677978515624,0
2011-12-30,115.1142578125,0
2012-01-02,119.51744079589844,1
2012-01-03,125.27984619140624,0
2012-01-04,125.08839416503906,0
2012-01-05,122.7336654663086,0
2012-01-06,121.77642059326172,0
2012-01-09,120.18746948242188,0
2012-01-10,121.77642059326172,0
2012-01-11,122.67623138427734,0
2012-01-12,124.6863784790039,0
2012-01-13,131.63572692871094,0
2012-01-16,130.487060546875,0
2012-01-17,134.6796417236328,0
2012-01-18,130.1042022705078,0
2012-01-19,133.97132873535156,0
2012-01-20,132.0186004638672,0
2012-01-23,128.266357421875,0
2012-01-24,126.33277893066406,0
2012-01-25,131.29116821289062,0
2012-01-27,130.92739868164062,0
2012-01-30,128.51522827148438,0
2012-01-31,125.27984619140624,-1
2012-02-01,121.37444305419922,0
2012-02-02,123.2888641357422,0
2012-02-03,125.33728790283205,0
2012-02-06,125.681884765625,0
2012-02-07,124.76294708251952,0
2012-02-08,127.61544799804688,0
2012-02-09,127.61544799804688,0
2012-02-10,127.06026458740234,0
2012-02-13,128.8789520263672,0
2012-02-14,128.01747131347656,0
2012-02-15,130.12335205078125,1
2012-02-16,122.54222869873048,-1
2012-02-17,123.97802734375,0
2012-02-21,124.82040405273438,0
2012-02-22,123.34628295898438,0
2012-02-23,123.57600402832033,0
2012-02-24,125.45214080810548,0
2012-02-27,123.71004486083984,0
2012-02-28,126.52424621582033,0
2012-02-29,128.0748748779297,0
2012-03-01,128.0748748779297,1
2012-03-02,127.17511749267578,0
2012-03-05,125.5287094116211,0
2012-03-06,126.40937042236328,0
2012-03-07,125.16497039794922,-1
2012-03-09,128.6683807373047,1
2012-03-12,129.20440673828125,0
2012-03-13,131.4634552001953,0
2012-03-14,133.26300048828125,0
2012-03-15,134.0305633544922,0
2012-03-16,134.48326110839844,0
2012-03-19,131.7869110107422,0
2012-03-20,128.53945922851562,0
2012-03-21,130.35012817382812,0
2012-03-22,133.3023681640625,0
2012-03-23,131.80654907226562,0
2012-03-26,130.6650390625,0
2012-03-27,130.25172424316406,-1
2012-03-28,130.52723693847656,0
2012-03-29,130.9996337890625,0
2012-03-30,135.36888122558594,1
2012-04-02,134.3061065673828,0
2012-04-03,135.13272094726562,0
2012-04-04,134.4635772705078,0
2012-04-09,132.43637084960938,0
2012-04-10,131.1964569091797,-1
2012-04-11,130.31076049804688,0
2012-04-12,131.13742065429688,0
2012-04-13,133.4007568359375,0
2012-04-16,133.4991912841797,0
2012-04-17,137.78970336914062,1
2012-04-18,137.00247192382812,0
2012-04-19,142.33612060546875,0
2012-04-20,142.67071533203125,0
2012-04-23,139.89564514160156,0
2012-04-24,140.17117309570312,0
2012-04-25,137.57322692871094,0
2012-04-26,141.4701385498047,0
2012-04-27,138.2620849609375,0
2012-04-30,138.695068359375,0
2012-05-02,136.11680603027344,-1
2012-05-03,132.63316345214844,0
2012-05-04,129.81874084472656,0
2012-05-07,129.3070068359375,0
2012-05-08,131.74757385253906,0
2012-05-09,128.519775390625,0
2012-05-10,126.4728775024414,0
2012-05-11,123.79622650146484,0
2012-05-14,124.42603302001952,0
2012-05-15,123.67811584472656,0
2012-05-16,121.39508819580078,0
2012-05-17,120.62750244140624,0
2012-05-18,119.3088607788086,0
2012-05-21,122.02489471435548,0
2012-05-22,120.43071746826172,0
2012-05-23,121.37538146972656,0
2012-05-24,121.92649841308594,0
2012-05-25,123.42227172851562,0
2012-05-28,123.99304962158205,1
2012-05-29,126.6894073486328,0
2012-05-30,125.82341766357422,0
2012-05-31,126.59099578857422,0
2012-06-01,126.6500015258789,0
2012-06-04,126.00056457519533,0
2012-06-05,124.42603302001952,0
2012-06-06,126.74845886230467,0
2012-06-07,128.02774047851562,0
2012-06-08,128.9921112060547,0
2012-06-11,130.9602813720703,0
2012-06-12,132.29861450195312,0
2012-06-13,131.1964569091797,0
2012-06-14,130.2714080810547,0
2012-06-15,133.71568298339844,0
2012-06-18,133.6566162109375,0
2012-06-19,135.40826416015625,0
2012-06-20,133.0071563720703,0
2012-06-21,134.5816192626953,0
2012-06-22,132.9283905029297,0
2012-06-25,132.5150909423828,0
2012-06-26,133.3613739013672,0
2012-06-27,134.93589782714844,0
2012-06-28,136.92373657226562,0
2012-06-29,136.5104217529297,0
2012-07-02,137.92747497558594,0
2012-07-03,140.48606872558594,0
2012-07-04,139.2461395263672,0
2012-07-05,137.1796112060547,0
2012-07-06,138.32110595703125,0
2012-07-09,137.98654174804688,0
2012-07-10,139.3052215576172,0
2012-07-11,139.14773559570312,0
2012-07-12,139.48233032226562,0
2012-07-13,139.38392639160156,0
2012-07-16,137.98654174804688,-1
2012-07-17,139.46263122558594,0
2012-07-18,141.82444763183594,0
2012-07-19,141.6276092529297,1
2012-07-20,142.09994506835938,0
2012-07-23,140.05308532714844,-1
2012-07-24,140.17117309570312,0
2012-07-25,138.1636505126953,0
2012-07-26,137.2779998779297,0
2012-07-27,139.3052215576172,0
2012-07-30,140.05308532714844,0
2012-07-31,141.45046997070312,0
2012-08-01,137.47482299804688,0
2012-08-02,136.4907684326172,0
2012-08-03,135.40826416015625,0
2012-08-06,135.1917724609375,0
2012-08-07,135.60508728027344,0
2012-08-08,135.88063049316406,0
2012-08-09,138.79344177246094,0
2012-08-10,137.21896362304688,0
2012-08-13,136.8450164794922,0
2012-08-14,139.2461395263672,0
2012-08-16,139.18711853027344,0
2012-08-17,137.73068237304688,0
2012-08-21,138.73443603515625,0
2012-08-22,140.0334014892578,1
2012-08-23,141.35206604003906,0
2012-08-24,144.4813995361328,0
2012-08-27,143.57606506347656,0
2012-08-28,141.4898223876953,0
2012-08-29,141.6276092529297,0
2012-08-30,141.9818878173828,0
2012-08-31,138.3408203125,0
2012-09-03,142.0606231689453,0
2012-09-04,141.962158203125,0
2012-09-05,141.39141845703125,0
2012-09-06,141.21408081054688,-1
2012-09-07,142.37686157226562,1
2012-09-10,144.54483032226562,0
2012-09-11,144.54483032226562,0
2012-09-12,148.46693420410156,0
2012-09-13,149.78741455078125,0
2012-09-14,151.0487823486328,0
2012-09-17,147.5405731201172,0
2012-09-18,148.0333251953125,0
2012-09-20,143.67767333984375,0
2012-09-21,146.87049865722656,0
2012-09-24,145.74708557128906,-1
2012-09-25,145.3134765625,0
2012-09-26,141.1746063232422,0
2012-09-27,140.9578399658203,0
2012-09-28,141.489990234375,0
2012-10-01,140.9578399658203,0
2012-10-03,143.95358276367188,0
2012-10-04,142.57398986816406,0
2012-10-05,143.2637481689453,0
2012-10-08,140.8789825439453,0
2012-10-09,140.54396057128906,0
2012-10-10,139.24314880371094,0
2012-10-11,141.41114807128906,0
2012-10-12,141.6279296875,0
2012-10-15,140.50454711914062,0
2012-10-16,139.61764526367188,0
2012-10-17,139.3811492919922,0
2012-10-18,141.6279296875,0
2012-10-19,139.5191192626953,0
2012-10-22,141.056396484375,0
2012-10-23,141.332275390625,0
2012-10-25,140.46511840820312,0
2012-10-29,138.00152587890625,0
2012-10-30,136.60215759277344,0
2012-10-31,136.50360107421875,0
2012-11-01,137.11463928222656,0
2012-11-02,138.19857788085938,0
2012-11-05,139.1249237060547,0
2012-11-06,138.71102905273438,0
2012-11-07,137.31166076660156,0
2012-11-08,137.62701416015625,0
2012-11-09,136.6219024658203,0
2012-11-12,135.85324096679688,0
2012-11-15,137.3314208984375,0
2012-11-16,138.41539001464844,1
2012-11-19,138.43508911132812,0
2012-11-20,139.5584716796875,0
2012-11-21,139.8541717529297,0
2012-11-22,140.24830627441406,0
2012-11-23,141.1352081298828,0
2012-11-26,142.0812530517578,0
2012-11-27,143.2046356201172,0
2012-11-29,145.80621337890625,0
2012-11-30,144.48570251464844,0
2012-12-03,144.3280487060547,0
2012-12-04,143.657958984375,0
2012-12-05,142.57398986816406,0
2012-12-06,142.84988403320312,0
2012-12-07,143.0666961669922,0
2012-12-10,142.9878387451172,0
2012-12-11,140.80015563964844,-1
2012-12-12,140.4848175048828,0
2012-12-13,139.40081787109375,0
2012-12-14,139.57823181152344,0
2012-12-17,138.6715850830078,0
2012-12-18,138.80958557128906,0
2012-12-19,140.7804718017578,0
2012-12-20,140.52420043945312,0
2012-12-21,138.9869384765625,0
2012-12-24,139.67678833007812,0
2012-12-26,139.9723663330078,0
2012-12-27,139.16429138183594,0
2012-12-28,139.3022918701172,0
2012-12-31,139.8541717529297,0
2013-01-01,141.88417053222656,1
2013-01-02,141.3914337158203,0
2013-01-03,142.0812530517578,0
2013-01-04,143.40176391601562,0
2013-01-07,141.98269653320312,0
2013-01-08,142.00241088867188,0
2013-01-09,143.3623046875,0
2013-01-10,144.1309814453125,0
2013-01-11,142.16004943847656,0
2013-01-14,141.5687713623047,0
2013-01-15,139.9526824951172,-1
2013-01-16,138.9869384765625,0
2013-01-17,138.96725463867188,0
2013-01-18,139.8541717529297,0
2013-01-21,138.59278869628906,0
2013-01-22,138.1394805908203,0
2013-01-23,138.15919494628906,0
2013-01-24,135.4590301513672,0
2013-01-25,134.43421936035156,0
2013-01-28,134.9071807861328,0
