Date,HDFCBANK.NS(close)
2011-01-03,214.27261352539062
2011-01-04,210.2435302734375
2011-01-05,206.8956756591797
2011-01-06,208.64801025390625
2011-01-07,203.4222869873047
2011-01-10,192.91702270507812
2011-01-11,192.41064453125
2011-01-12,197.6721954345703
2011-01-13,192.08798217773438
2011-01-14,183.7115478515625
2011-01-17,185.374267578125
2011-01-18,189.0717010498047
2011-01-19,186.03309631347656
2011-01-20,189.80674743652344
2011-01-21,187.70925903320312
2011-01-24,192.58990478515625
2011-01-25,186.82635498046875
2011-01-27,183.83255004882812
2011-01-28,184.13282775878906
2011-01-31,183.5098419189453
2011-02-01,182.8196563720703
2011-02-02,181.05384826660156
2011-02-03,184.7333984375
2011-02-04,180.8611602783203
2011-02-07,182.75242614746094
2011-02-08,179.52560424804688
2011-02-09,181.2689971923828
2011-02-10,180.6908416748047
2011-02-11,184.58547973632812
2011-02-14,188.72216796875
2011-02-15,188.86109924316406
2011-02-16,187.77200317382812
2011-02-17,195.90638732910156
2011-02-18,195.0548553466797
2011-02-21,197.34950256347656
2011-02-22,191.6800994873047
2011-02-23,189.4975128173828
2011-02-24,184.5675506591797
2011-02-25,183.0482635498047
2011-02-28,183.95358276367188
2011-03-01,191.72938537597656
2011-03-03,196.58316040039062
2011-03-04,198.83297729492188
2011-03-07,194.79042053222656
2011-03-08,197.77978515625
2011-03-09,197.7394256591797
2011-03-10,197.95004272460938
2011-03-11,195.97360229492188
2011-03-14,198.51927185058594
2011-03-15,195.82125854492188
2011-03-16,195.7405548095703
2011-03-17,195.53883361816406
2011-03-18,192.6526336669922
2011-03-21,193.11428833007812
2011-03-22,192.85877990722656
2011-03-23,193.98818969726562
2011-03-24,196.55174255371094
2011-03-25,203.02793884277344
2011-03-28,205.8693389892578
2011-03-29,206.62225341796875
2011-03-30,209.8804931640625
2011-03-31,210.27040100097656
2011-04-01,209.1858367919922
2011-04-04,215.19589233398438
2011-04-05,214.7431640625
2011-04-06,212.9684295654297
2011-04-07,211.06817626953125
2011-04-08,210.8574981689453
2011-04-11,205.80657958984375
2011-04-13,212.34100341796875
2011-04-15,211.8166046142578
2011-04-18,207.21835327148438
2011-04-19,210.41830444335938
2011-04-20,212.6099090576172
2011-04-21,216.0787811279297
2011-04-25,214.31744384765625
2011-04-26,211.52528381347656
2011-04-27,210.9337158203125
2011-04-28,209.5443572998047
2011-04-29,205.76173400878906
2011-05-02,205.2777099609375
2011-05-03,200.39263916015625
2011-05-04,202.7052001953125
2011-05-05,199.03016662597656
2011-05-06,205.91415405273438
2011-05-09,204.26486206054688
2011-05-10,201.35621643066406
2011-05-11,202.66937255859375
2011-05-12,200.8004608154297
2011-05-13,201.7729949951172
2011-05-16,201.95225524902344
2011-05-17,201.89852905273438
2011-05-18,203.2340545654297
2011-05-19,203.8122100830078
2011-05-20,207.5679168701172
2011-05-23,202.99652099609375
2011-05-24,202.15396118164062
2011-05-25,202.1046600341797
2011-05-26,202.9517059326172
2011-05-27,206.48782348632812
2011-05-30,206.84185791015625
2011-05-31,215.08383178710938
2011-06-01,214.96282958984375
2011-06-02,213.03134155273438
2011-06-03,212.71092224121094
2011-06-06,214.92218017578125
2011-06-07,214.4934539794922
2011-06-08,212.57553100585938
2011-06-09,213.25694274902344
2011-06-10,213.22535705566406
2011-06-13,214.14144897460938
2011-06-14,215.0350341796875
2011-06-15,214.1595458984375
2011-06-16,211.4699249267578
2011-06-17,212.0384979248047
2011-06-20,207.49864196777344
2011-06-21,209.8949432373047
2011-06-22,209.6376953125
2011-06-23,210.63504028320312
2011-06-24,215.09365844726562
2011-06-27,218.07215881347656
2011-06-28,218.6948699951172
2011-06-29,224.65631103515625
2011-06-30,227.04356384277344
2011-07-01,225.75291442871094
2011-07-04,228.54632568359375
2011-07-05,229.3541259765625
2011-07-06,229.72869873046875
2011-07-07,231.5789031982422
2011-07-08,230.97874450683594
2011-07-11,227.8378448486328
2011-07-12,223.81239318847656
2011-07-13,227.41812133789062
2011-07-14,228.32521057128906
2011-07-15,229.67904663085938
2011-07-18,232.4318389892578
2011-07-19,230.5364990234375
2011-07-20,227.03907775878906
2011-07-21,223.97036743164062
2011-07-22,226.33956909179688
2011-07-25,227.9867401123047
2011-07-26,224.8052215576172
2011-07-27,226.56521606445312
2011-07-28,219.90884399414062
2011-07-29,219.68319702148438
2011-08-01,220.2247314453125
2011-08-02,217.900634765625
2011-08-03,217.5395965576172
2011-08-04,215.01246643066406
2011-08-05,213.4781036376953
2011-08-08,208.5365753173828
2011-08-09,209.5970916748047
2011-08-10,216.56935119628906
2011-08-11,216.59193420410156
2011-08-12,211.22169494628906
2011-08-16,205.9868621826172
2011-08-17,210.9735107421875
2011-08-18,208.67193603515625
2011-08-19,207.9724884033203
2011-08-22,204.45249938964844
2011-08-23,207.31808471679688
2011-08-24,205.78378295898438
2011-08-25,200.21046447753906
2011-08-26,198.0894317626953
2011-08-29,205.9868621826172
2011-08-30,212.98167419433594
2011-09-02,213.36526489257812
2011-09-05,212.21450805664062
2011-09-06,213.36526489257812
2011-09-07,220.26986694335938
2011-09-08,218.28424072265625
2011-09-09,213.56834411621094
2011-09-12,211.808349609375
2011-09-13,211.06375122070312
2011-09-14,216.1180877685547
2011-09-15,218.7129364013672
2011-09-16,218.28424072265625
2011-09-19,218.758056640625
2011-09-20,221.73654174804688
2011-09-21,223.15805053710938
2011-09-22,213.1396484375
2011-09-23,205.9642791748047
2011-09-26,203.12124633789062
2011-09-27,206.43812561035156
2011-09-28,206.6863250732422
2011-09-29,212.3724822998047
2011-09-30,211.0412139892578
2011-10-03,205.8063201904297
2011-10-04,202.57968139648438
2011-10-05,197.97662353515625
2011-10-07,203.07608032226562
2011-10-10,205.1970977783203
2011-10-11,206.46072387695312
2011-10-12,210.81553649902344
2011-10-13,212.39503479003906
2011-10-14,213.86167907714844
2011-10-17,215.7344970703125
2011-10-18,215.77964782714844
2011-10-19,221.96217346191406
2011-10-20,220.92420959472656
2011-10-21,219.77345275878906
2011-10-24,218.5775604248047
2011-10-25,211.1991424560547
2011-10-28,217.8103790283203
2011-10-31,221.12733459472656
2011-11-01,217.6524658203125
2011-11-02,218.0134735107422
2011-11-03,217.44935607910156
2011-11-04,217.9683074951172
2011-11-08,218.5324249267578
2011-11-09,215.37347412109375
2011-11-11,209.41656494140625
2011-11-14,212.73348999023438
2011-11-15,213.11709594726562
2011-11-16,210.16114807128906
2011-11-17,207.2955780029297
2011-11-18,206.8217010498047
2011-11-21,200.66172790527344
2011-11-22,200.39096069335938
2011-11-23,192.29049682617188
2011-11-24,193.8925323486328
2011-11-25,194.45663452148438
2011-11-28,198.9468994140625
2011-11-29,196.3971405029297
2011-11-30,199.69149780273438
2011-12-01,204.65554809570312
2011-12-02,210.2965545654297
2011-12-05,208.64939880371094
2011-12-07,210.79298400878906
2011-12-08,204.76840209960938
2011-12-09,200.2555694580078
2011-12-12,194.9755859375
2011-12-13,197.8412322998047
2011-12-14,196.0135498046875
2011-12-15,194.6597137451172
2011-12-16,187.41665649414062
2011-12-19,183.21974182128906
2011-12-20,186.9202423095703
2011-12-21,196.50997924804688
2011-12-22,199.84942626953125
2011-12-23,197.45761108398438
2011-12-26,200.2330322265625
2011-12-27,198.4279022216797
2011-12-28,198.47303771972656
2011-12-29,193.86996459960938
2011-12-30,192.6289520263672
2012-01-02,192.6289520263672
2012-01-03,198.17970275878906
2012-01-04,200.05252075195312
2012-01-05,200.21046447753906
2012-01-06,204.56532287597656
2012-01-09,205.6483917236328
2012-01-10,207.45350646972656
2012-01-11,208.7847900390625
2012-01-12,210.5898895263672
2012-01-13,211.9211883544922
2012-01-16,207.8145294189453
2012-01-17,211.37962341308594
2012-01-18,217.47193908691406
2012-01-19,219.68319702148438
2012-01-20,221.37548828125
2012-01-23,218.41961669921875
2012-01-24,220.5857696533203
2012-01-25,221.21754455566406
2012-01-27,218.50987243652344
2012-01-30,216.18576049804688
2012-01-31,222.0749969482422
2012-02-01,224.3539276123047
2012-02-02,224.6923828125
2012-02-03,228.4606170654297
2012-02-06,229.11495971679688
2012-02-07,229.83702087402344
2012-02-08,229.4534149169922
2012-02-09,235.8164520263672
2012-02-10,233.5375213623047
2012-02-13,235.5457000732422
2012-02-14,233.71800231933594
2012-02-15,240.55487060546875
2012-02-16,237.5764617919922
2012-02-17,238.41134643554688
2012-02-21,240.10362243652344
2012-02-22,239.83287048339844
2012-02-23,240.6000518798828
2012-02-24,236.76417541503906
2012-02-27,232.68006896972656
2012-02-28,239.4041748046875
2012-02-29,233.3569793701172
2012-03-01,231.95802307128906
2012-03-02,234.10162353515625
2012-03-05,230.58160400390625
2012-03-06,228.97955322265625
2012-03-07,232.70265197753906
2012-03-09,236.10980224609375
2012-03-12,234.19187927246094
2012-03-13,236.65133666992188
2012-03-14,238.36624145507812
2012-03-15,230.51390075683594
2012-03-16,229.18264770507812
2012-03-19,225.12112426757812
2012-03-20,228.07701110839844
2012-03-21,232.70265197753906
2012-03-22,227.55807495117188
2012-03-23,231.93545532226562
2012-03-26,230.8975372314453
2012-03-27,234.14674377441406
2012-03-28,231.70980834960938
2012-03-29,230.1980438232422
2012-03-30,234.59799194335938
2012-04-02,238.4338836669922
2012-04-03,239.26873779296875
2012-04-04,237.62161254882812
2012-04-09,235.4554443359375
2012-04-10,236.85438537597656
2012-04-11,237.5764617919922
2012-04-12,239.3590087890625
2012-04-13,238.88516235351562
2012-04-16,239.065673828125
2012-04-17,239.29132080078125
2012-04-18,242.6307830810547
2012-04-19,250.03179931640625
2012-04-20,248.70054626464844
2012-04-23,246.10562133789062
2012-04-24,244.52610778808594
2012-04-25,246.6923370361328
2012-04-26,243.91696166992188
2012-04-27,244.21023559570312
2012-04-30,244.81948852539062
2012-05-02,248.15899658203125
2012-05-03,250.03179931640625
2012-05-04,242.5631103515625
2012-05-07,240.19387817382812
2012-05-08,232.56723022460938
2012-05-09,231.3488311767578
2012-05-10,233.5375213623047
2012-05-11,230.40110778808594
2012-05-14,225.88827514648438
2012-05-15,225.2339324951172
2012-05-16,223.47398376464844
2012-05-17,224.6472625732422
2012-05-18,225.88827514648438
2012-05-21,224.48934936523438
2012-05-22,220.78883361816406
2012-05-23,219.86373901367188
2012-05-24,225.5047149658203
2012-05-25,225.6400909423828
2012-05-28,229.5887908935547
2012-05-29,227.87393188476562
2012-05-30,225.9334259033203
2012-05-31,228.43804931640625
2012-06-01,221.3078155517578
