Date,HDFCBANK.NS(close)
2012-06-04,223.67703247070312
2012-06-05,226.31704711914062
2012-06-06,234.6205596923828
2012-06-07,242.69851684570312
2012-06-08,243.28515625
2012-06-11,244.57131958007812
2012-06-12,248.02357482910156
2012-06-13,244.48104858398438
2012-06-14,241.1641387939453
2012-06-15,247.09848022460938
2012-06-18,241.41236877441406
2012-06-19,242.08929443359375
2012-06-20,241.07391357421875
2012-06-21,245.00003051757812
2012-06-22,245.65438842773438
2012-06-25,242.20208740234375
2012-06-26,245.24822998046875
2012-06-27,247.75286865234375
2012-06-28,249.48123168945312
2012-06-29,256.32659912109375
2012-07-02,261.0570373535156
2012-07-03,261.92120361328125
2012-07-04,262.8990478515625
2012-07-05,265.673583984375
2012-07-06,264.4910583496094
2012-07-09,262.96728515625
2012-07-10,267.7431335449219
2012-07-11,266.99267578125
2012-07-12,263.8542785644531
2012-07-13,267.0154113769531
2012-07-16,265.0141296386719
2012-07-17,265.2869567871094
2012-07-18,266.99267578125
2012-07-19,268.08428955078125
2012-07-20,264.9913635253906
2012-07-23,260.6248779296875
2012-07-24,261.10247802734375
2012-07-25,262.0120849609375
2012-07-26,257.3499755859375
2012-07-27,265.9010314941406
2012-07-30,267.1063537597656
2012-07-31,267.3338317871094
2012-08-01,266.7652282714844
2012-08-02,264.94586181640625
2012-08-03,267.5384216308594
2012-08-06,273.0193176269531
2012-08-07,272.9510803222656
2012-08-08,272.4052734375
2012-08-09,275.0206604003906
2012-08-10,273.88360595703125
2012-08-13,276.294189453125
2012-08-14,276.61260986328125
2012-08-16,272.9283142089844
2012-08-17,270.6768798828125
2012-08-21,271.26824951171875
2012-08-22,271.49566650390625
2012-08-23,271.8595275878906
2012-08-24,271.2226867675781
2012-08-27,270.335693359375
2012-08-28,268.0615234375
2012-08-29,267.6976318359375
2012-08-30,271.04083251953125
2012-08-31,270.79058837890625
2012-09-03,268.5619201660156
2012-09-04,268.4027404785156
2012-09-05,269.3123474121094
2012-09-06,267.5157470703125
2012-09-07,268.53912353515625
2012-09-10,268.8802490234375
2012-09-11,270.3585205078125
2012-09-12,272.541748046875
2012-09-13,272.541748046875
2012-09-14,278.7048645019531
2012-09-17,276.6807861328125
2012-09-18,275.3845520019531
2012-09-20,276.0440673828125
2012-09-21,284.34490966796875
2012-09-24,288.8251647949219
2012-09-25,289.6893310546875
2012-09-26,286.8920593261719
2012-09-27,286.914794921875
2012-09-28,286.1642150878906
2012-10-01,283.29876708984375
2012-10-03,281.7523193359375
2012-10-04,287.1421813964844
2012-10-05,283.0941467285156
2012-10-08,282.3209228515625
2012-10-09,284.6178894042969
2012-10-10,281.0700378417969
2012-10-11,284.2084655761719
2012-10-12,287.073974609375
2012-10-15,288.43853759765625
2012-10-16,286.73284912109375
2012-10-17,285.6866760253906
2012-10-18,289.37091064453125
2012-10-19,285.86865234375
2012-10-22,290.64447021484375
2012-10-23,288.41571044921875
2012-10-25,289.89404296875
2012-10-29,291.37225341796875
2012-10-30,288.2110900878906
2012-10-31,288.4612121582031
2012-11-01,285.9140930175781
2012-11-02,286.68731689453125
2012-11-05,288.8251647949219
2012-11-06,290.8946533203125
2012-11-07,291.1221008300781
2012-11-08,290.64447021484375
2012-11-09,290.80364990234375
2012-11-12,296.23907470703125
2012-11-15,293.9421081542969
2012-11-16,292.12274169921875
2012-11-19,294.16949462890625
2012-11-20,297.39892578125
2012-11-21,301.87908935546875
2012-11-22,304.33526611328125
2012-11-23,304.63092041015625
2012-11-26,301.0603942871094
2012-11-27,309.52044677734375
2012-11-29,318.3216247558594
2012-11-30,320.18646240234375
2012-12-03,312.45416259765625
2012-12-04,311.6355285644531
2012-12-05,315.02410888671875
2012-12-06,316.0019836425781
2012-12-07,315.2514343261719
2012-12-10,315.2060852050781
2012-12-11,314.22808837890625
2012-12-12,315.59259033203125
2012-12-13,314.3190612792969
2012-12-14,313.2728576660156
2012-12-17,307.7010803222656
2012-12-18,307.450927734375
2012-12-19,312.93182373046875
2012-12-20,310.83953857421875
2012-12-21,307.4737548828125
2012-12-24,307.5191345214844
2012-12-26,309.42950439453125
2012-12-27,309.3385009765625
2012-12-28,308.22418212890625
2012-12-31,308.6562805175781
2013-01-01,311.3398742675781
2013-01-02,312.6361389160156
2013-01-03,310.8167419433594
2013-01-04,308.9974060058594
2013-01-07,303.9259033203125
2013-01-08,304.85833740234375
2013-01-09,303.6074523925781
2013-01-10,307.3826904296875
2013-01-11,304.4261779785156
2013-01-14,304.4261779785156
2013-01-15,303.971435546875
2013-01-16,300.42364501953125
2013-01-17,303.2891540527344
2013-01-18,301.49249267578125
2013-01-21,299.53662109375
2013-01-22,297.3534240722656
2013-01-23,298.6496887207031
2013-01-24,300.3326721191406
2013-01-25,302.4931640625
2013-01-28,304.9037780761719
2013-01-29,296.7621154785156
2013-01-30,298.6725158691406
2013-01-31,292.4866027832031
2013-02-01,291.16754150390625
2013-02-04,294.23773193359375
2013-02-05,292.98699951171875
2013-02-06,290.8719482421875
2013-02-07,291.7815856933594
2013-02-08,295.6705017089844
2013-02-11,298.8089599609375
2013-02-12,302.5613708496094
2013-02-13,302.1065673828125
2013-02-14,306.9278259277344
2013-02-15,307.8148193359375
2013-02-18,307.4737548828125
2013-02-19,306.9278259277344
2013-02-20,307.90576171875
2013-02-21,303.0389404296875
2013-02-22,299.8777770996094
2013-02-25,298.58148193359375
2013-02-26,296.2163391113281
2013-02-27,292.35015869140625
2013-02-28,284.43585205078125
2013-03-01,283.1395568847656
2013-03-04,285.4820251464844
2013-03-05,287.89276123046875
2013-03-06,286.7783508300781
2013-03-07,291.9180603027344
2013-03-08,298.9681091308594
2013-03-11,298.0357360839844
2013-03-12,292.9187316894531
2013-03-13,288.7796325683594
2013-03-14,295.306640625
2013-03-15,290.8264465332031
2013-03-18,292.6003112792969
2013-03-19,287.2559509277344
2013-03-20,284.504150390625
2013-03-21,276.0895080566406
2013-03-22,275.2935485839844
2013-03-25,277.1811828613281
2013-03-26,279.5008239746094
2013-03-28,284.43585205078125
2013-04-01,283.7535705566406
2013-04-02,286.5054016113281
2013-04-03,283.66265869140625
2013-04-04,280.25140380859375
2013-04-05,282.4345703125
2013-04-08,284.02655029296875
2013-04-09,282.275390625
2013-04-10,287.46063232421875
2013-04-11,290.7581787109375
2013-04-12,292.7822570800781
2013-04-15,291.80438232421875
2013-04-16,301.71990966796875
2013-04-17,300.2416076660156
2013-04-18,306.382080078125
2013-04-22,317.6167297363281
2013-04-23,313.3865966796875
2013-04-25,313.6368103027344
2013-04-26,313.4320983886719
2013-04-29,316.1839599609375
2013-04-30,310.3392028808594
2013-05-02,314.9786071777344
2013-05-03,309.72515869140625
2013-05-06,307.2462158203125
2013-05-07,312.95452880859375
2013-05-08,317.0936279296875
2013-05-09,313.8642272949219
2013-05-10,319.91363525390625
2013-05-13,315.09228515625
2013-05-14,313.4093933105469
2013-05-15,325.14434814453125
2013-05-16,328.7602844238281
2013-05-17,326.9864196777344
2013-05-20,324.9850769042969
2013-05-21,321.93768310546875
2013-05-22,319.9590759277344
2013-05-23,317.7531433105469
2013-05-24,319.0038757324219
2013-05-27,325.2352600097656
2013-05-28,324.43927001953125
2013-05-29,325.6446228027344
2013-05-30,329.8291931152344
2013-05-31,318.6172790527344
2013-06-03,313.454833984375
2013-06-04,310.6802673339844
2013-06-05,312.9090270996094
2013-06-06,310.2936706542969
2013-06-07,307.5419006347656
2013-06-10,307.6329040527344
2013-06-11,302.4249572753906
2013-06-12,301.9928283691406
2013-06-13,300.4563293457031
2013-06-14,305.01983642578125
2013-06-17,306.0747375488281
2013-06-18,301.5341491699219
2013-06-19,305.08868408203125
2013-06-20,291.9714660644531
2013-06-21,291.3522644042969
2013-06-24,286.811767578125
2013-06-25,290.779052734375
2013-06-26,285.6651916503906
2013-06-27,296.5120544433594
2013-06-28,307.06085205078125
2013-07-01,306.71685791015625
2013-07-02,301.1213684082031
2013-07-03,298.4154052734375
2013-07-04,300.4793395996094
2013-07-05,306.2581787109375
2013-07-08,302.91009521484375
2013-07-09,307.4277038574219
2013-07-10,302.3826599121094
2013-07-11,313.36712646484375
2013-07-12,319.10015869140625
2013-07-15,318.9625549316406
2013-07-16,311.2802734375
2013-07-17,304.03375244140625
2013-07-18,313.7569885253906
2013-07-19,311.8765563964844
2013-07-22,312.8167724609375
2013-07-23,313.5277099609375
2013-07-24,302.6807556152344
2013-07-25,299.8830261230469
2013-07-26,295.4112854003906
2013-07-29,290.09100341796875
2013-07-30,286.811767578125
2013-07-31,279.65692138671875
2013-08-01,289.9534606933594
2013-08-02,289.5177307128906
2013-08-05,290.1827697753906
2013-08-06,279.1524353027344
2013-08-07,275.7355651855469
2013-08-08,280.0009460449219
2013-08-12,276.1941833496094
2013-08-13,284.58734130859375
2013-08-14,284.9771423339844
2013-08-16,269.6356201171875
2013-08-19,268.16796875
2013-08-20,268.1908874511719
2013-08-21,272.13525390625
2013-08-22,270.0025634765625
2013-08-23,278.6479187011719
2013-08-26,280.36785888671875
2013-08-27,257.7109680175781
2013-08-28,257.7339172363281
2013-08-29,262.3661193847656
2013-08-30,272.4333190917969
2013-09-02,270.36944580078125
2013-09-03,258.009033203125
2013-09-04,258.6969909667969
2013-09-05,279.54229736328125
2013-09-06,282.615234375
2013-09-10,292.6135559082031
2013-09-11,296.85601806640625
2013-09-12,290.7560729980469
2013-09-13,288.5775146484375
2013-09-16,294.8150329589844
2013-09-17,294.5627746582031
2013-09-18,298.3465881347656
2013-09-19,313.34423828125
2013-09-20,302.2679443359375
2013-09-23,294.42523193359375
2013-09-24,292.8199462890625
2013-09-25,284.6332092285156
2013-09-26,284.8854675292969
2013-09-27,279.26715087890625
2013-09-30,271.99755859375
2013-10-01,280.52838134765625
2013-10-03,291.7879943847656
2013-10-04,293.7372741699219
2013-10-07,290.9165954589844
2013-10-08,290.1598815917969
2013-10-09,297.7274475097656
2013-10-10,294.012451171875
2013-10-11,303.2999572753906
2013-10-14,306.14349365234375
2013-10-15,299.240966796875
2013-10-17,300.0436096191406
2013-10-18,310.3171691894531
2013-10-21,307.8634338378906
2013-10-22,306.8315124511719
2013-10-23,302.7954406738281
2013-10-24,306.9690856933594
2013-10-25,308.45965576171875
2013-10-28,306.3270568847656
2013-10-29,314.857666015625
2013-10-30,311.5783996582031
2013-10-31,312.24346923828125
2013-11-01,313.6193542480469
2013-11-05,310.15667724609375
2013-11-06,306.78564453125
2013-11-07,305.1803894042969
2013-11-08,299.26385498046875
2013-11-11,300.0665588378906
2013-11-12,296.259765625
2013-11-13,290.64141845703125
2013-11-14,294.5398864746094
2013-11-18,306.73974609375
2013-11-19,302.7266540527344
2013-11-20,297.9108581542969
2013-11-21,292.45306396484375
2013-11-22,294.5169677734375
2013-11-25,302.58905029296875
2013-11-26,299.4702453613281
2013-11-27,299.7454833984375
2013-11-28,299.6766662597656
2013-11-29,303.2999572753906
2013-12-02,303.2999572753906
2013-12-03,300.7544860839844
2013-12-04,301.6029357910156
2013-12-05,315.591552734375
2013-12-06,313.11492919921875
2013-12-09,319.512939453125
2013-12-10,319.535888671875
2013-12-11,319.0084533691406
2013-12-12,318.847900390625
2013-12-13,316.4400329589844
2013-12-16,313.87164306640625
2013-12-17,301.6029357910156
2013-12-18,305.5701599121094
2013-12-19,299.28680419921875
2013-12-20,304.8134460449219
2013-12-23,304.74468994140625
2013-12-24,301.46533203125
2013-12-26,306.8544006347656
2013-12-27,307.1296081542969
2013-12-30,307.06085205078125
2013-12-31,305.3867492675781
2014-01-01,305.06573486328125
2014-01-02,301.3277893066406
2014-01-03,304.12548828125
2014-01-06,303.4833984375
2014-01-07,304.7217102050781
2014-01-08,304.8593444824219
2014-01-09,304.05670166015625
2014-01-10,303.6438903808594
2014-01-13,308.5972595214844
2014-01-14,308.344970703125
2014-01-15,312.1287841796875
2014-01-16,308.68896484375
2014-01-17,304.99688720703125
2014-01-20,307.3130187988281
2014-01-21,310.0878601074219
2014-01-22,310.54644775390625
2014-01-23,311.6472473144531
2014-01-24,308.84954833984375
2014-01-27,297.7503356933594
2014-01-28,295.57183837890625
2014-01-29,296.0304870605469
2014-01-30,289.77001953125
2014-01-31,288.2564392089844
2014-02-03,287.3392028808594
2014-02-04,289.21966552734375
2014-02-05,292.3613586425781
2014-02-06,296.7413330078125
2014-02-07,297.0853271484375
2014-02-10,295.319580078125
2014-02-11,295.7323303222656
2014-02-12,296.0304870605469
2014-02-13,290.09100341796875
2014-02-14,294.3564147949219
2014-02-17,298.3007507324219
2014-02-18,302.88714599609375
2014-02-19,307.3130187988281
2014-02-20,303.9649353027344
2014-02-21,304.7217102050781
2014-02-24,307.7487487792969
2014-02-25,307.7946472167969
2014-02-26,310.68402099609375
2014-02-28,307.1066589355469
2014-03-03,305.5472717285156
2014-03-04,308.06982421875
2014-03-05,307.1754455566406
2014-03-06,309.8584899902344
2014-03-07,326.3009033203125
2014-03-10,336.8495788574219
2014-03-11,332.584228515625
2014-03-12,332.76763916015625
2014-03-13,340.472900390625
2014-03-14,335.79473876953125
2014-03-18,336.6432189941406
2014-03-19,338.6841735839844
2014-03-20,334.9004211425781
2014-03-21,336.57440185546875
2014-03-24,344.27960205078125
2014-03-25,344.0502624511719
2014-03-26,342.1698303222656
2014-03-27,342.4908752441406
2014-03-28,341.66534423828125
2014-03-31,343.43109130859375
2014-04-01,338.5236511230469
2014-04-02,335.6800537109375
2014-04-03,334.25823974609375
2014-04-04,332.7218322753906
2014-04-07,332.67596435546875
2014-04-09,340.2435607910156
2014-04-10,339.119873046875
2014-04-11,338.54656982421875
2014-04-15,332.03387451171875
2014-04-16,332.951171875
2014-04-17,329.6259460449219
2014-04-21,328.593994140625
2014-04-22,333.6849670410156
2014-04-23,336.1845397949219
2014-04-24,336.1845397949219
2014-04-25,333.15753173828125
2014-04-28,332.6072082519531
2014-04-29,328.2959289550781
2014-04-30,330.8184814453125
2014-05-02,328.89215087890625
2014-05-05,328.70867919921875
2014-05-06,330.31396484375
2014-05-07,328.20416259765625
2014-05-08,329.4425048828125
2014-05-09,347.10028076171875
2014-05-12,363.31329345703125
2014-05-13,361.4787292480469
2014-05-14,355.6539306640625
2014-05-15,361.5703430175781
2014-05-16,369.0692443847656
2014-05-19,372.3714599609375
2014-05-20,374.2747802734375
2014-05-21,371.2706604003906
2014-05-22,368.10601806640625
2014-05-23,362.16668701171875
2014-05-26,365.6065368652344
2014-05-27,369.1609191894531
2014-05-28,377.668701171875
2014-05-29,371.6146545410156
2014-05-30,363.5884704589844
2014-06-02,375.81121826171875
2014-06-03,378.0814514160156
2014-06-04,374.5729064941406
2014-06-05,372.5378112792969
2014-06-06,377.07049560546875
2014-06-09,379.0130920410156
2014-06-10,377.7180480957031
2014-06-11,379.4987487792969
2014-06-12,388.4485778808594
2014-06-13,386.3903503417969
2014-06-16,388.0553894042969
2014-06-17,391.5473937988281
2014-06-18,386.13592529296875
2014-06-19,381.927001953125
2014-06-20,380.16937255859375
2014-06-23,379.9381408691406
2014-06-24,383.4302062988281
2014-06-25,381.1637878417969
2014-06-26,375.75244140625
2014-06-27,377.5098876953125
2014-06-30,379.9844055175781
2014-07-01,380.7937927246094
2014-07-02,388.4717102050781
2014-07-03,387.0378723144531
2014-07-04,396.2189025878906
2014-07-07,388.7260437011719
2014-07-08,383.54583740234375
2014-07-09,384.0314636230469
2014-07-10,380.8169250488281
2014-07-11,375.47479248046875
2014-07-14,378.08807373046875
2014-07-15,382.41259765625
2014-07-16,386.5522155761719
2014-07-17,384.7252502441406
2014-07-18,385.02587890625
2014-07-21,382.71331787109375
2014-07-22,388.4485778808594
2014-07-23,386.80657958984375
2014-07-24,389.55859375
2014-07-25,386.43658447265625
2014-07-28,383.6845703125
2014-07-30,387.96295166015625
2014-07-31,385.7427673339844
2014-08-01,377.16302490234375
2014-08-04,376.0298156738281
2014-08-05,379.3600158691406
2014-08-06,374.64227294921875
2014-08-07,375.3360595703125
2014-08-08,368.23638916015625
2014-08-11,366.75628662109375
2014-08-12,373.3471984863281
2014-08-13,375.75244140625
2014-08-14,382.3664245605469
2014-08-18,384.9796142578125
2014-08-19,381.04815673828125
2014-08-20,379.5218811035156
2014-08-21,385.04901123046875
2014-08-22,391.6399230957031
2014-08-25,390.1136169433594
2014-08-26,389.6741638183594
2014-08-27,386.9453125
2014-08-28,390.1598205566406
2014-09-01,389.0729675292969
2014-09-02,397.3983154296875
2014-09-03,396.2189025878906
2014-09-04,393.9988098144531
2014-09-05,392.4262390136719
2014-09-08,399.9653625488281
2014-09-09,400.35845947265625
2014-09-10,396.51947021484375
2014-09-11,395.15509033203125
2014-09-12,395.77947998046875
2014-09-15,397.93023681640625
2014-09-16,393.6056823730469
2014-09-17,391.4780578613281
2014-09-18,396.91265869140625
2014-09-19,397.8839416503906
2014-09-22,396.31134033203125
2014-09-23,392.6112060546875
2014-09-24,395.66387939453125
2014-09-25,393.1200256347656
2014-09-26,403.15673828125
2014-09-29,400.1271667480469
2014-09-30,403.61920166015625
2014-10-01,401.46844482421875
2014-10-07,398.90155029296875
2014-10-08,401.2834777832031
2014-10-09,410.5339050292969
2014-10-10,401.14471435546875
2014-10-13,405.5387268066406
2014-10-14,401.6304016113281
2014-10-15,401.6304016113281
2014-10-16,397.2364196777344
2014-10-17,409.4469909667969
2014-10-20,413.401611328125
2014-10-21,414.2109375
