Date,TCS.NS(close)
2012-02-06,467.8766784667969
2012-02-07,469.5030822753906
2012-02-08,477.9878845214844
2012-02-09,481.4952087402344
2012-02-10,483.3765869140625
2012-02-13,480.35888671875
2012-02-14,478.1251220703125
2012-02-15,486.5901794433594
2012-02-16,480.2217712402344
2012-02-17,481.5541076660156
2012-02-21,484.8070373535156
2012-02-22,490.8031921386719
2012-02-23,493.72271728515625
2012-02-24,497.7203369140625
2012-02-27,490.6853332519531
2012-02-28,480.6920471191406
2012-02-29,478.8891906738281
2012-03-01,477.9681701660156
2012-03-02,477.04736328125
2012-03-05,473.1478271484375
2012-03-06,471.0705871582031
2012-03-07,467.48486328125
2012-03-09,473.63787841796875
2012-03-12,465.9953918457031
2012-03-13,469.11114501953125
2012-03-14,452.4747009277344
2012-03-15,456.060546875
2012-03-16,458.35345458984375
2012-03-19,439.7182922363281
2012-03-20,444.754150390625
2012-03-21,460.78302001953125
2012-03-22,457.64776611328125
2012-03-23,464.2709045410156
2012-03-26,455.2377014160156
2012-03-27,460.39117431640625
2012-03-28,456.60943603515625
2012-03-29,447.24285888671875
2012-03-30,458.0594482421875
2012-04-02,468.0334777832031
2012-04-03,461.6650085449219
2012-04-04,461.8410339355469
2012-04-09,456.2174377441406
2012-04-10,453.1213684082031
2012-04-11,446.02789306640625
2012-04-12,443.5
2012-04-13,418.6924743652344
2012-04-16,419.2411193847656
2012-04-17,427.5102844238281
2012-04-18,430.1361389160156
2012-04-19,432.2523498535156
2012-04-20,426.56982421875
2012-04-23,417.0856628417969
2012-04-24,468.0138854980469
2012-04-25,458.9411926269531
2012-04-26,468.1901550292969
2012-04-27,471.8546142578125
2012-04-30,488.5495910644531
2012-05-02,496.642578125
2012-05-03,501.4433288574219
2012-05-04,500.3851013183594
2012-05-07,498.9940185546875
2012-05-08,470.5611572265625
2012-05-09,480.300048828125
2012-05-10,483.04351806640625
2012-05-11,482.337890625
2012-05-14,480.4566955566406
2012-05-15,480.593994140625
2012-05-16,479.45745849609375
2012-05-17,478.9090270996094
2012-05-18,474.4606018066406
2012-05-21,473.8924560546875
2012-05-22,479.7122497558594
2012-05-23,480.1431884765625
2012-05-24,478.6932678222656
2012-05-25,478.4386291503906
2012-05-28,479.966796875
2012-05-29,486.10003662109375
2012-05-30,486.1786193847656
2012-05-31,488.059814453125
2012-06-01,479.92779541015625
2012-06-04,475.4796447753906
2012-06-05,480.6724853515625
2012-06-06,490.3327941894531
2012-06-07,489.1693115234375
2012-06-08,485.5010070800781
2012-06-11,486.5463562011719
2012-06-12,492.28515625
2012-06-13,493.19244384765625
2012-06-14,494.6122131347656
2012-06-15,501.8896789550781
2012-06-18,495.854736328125
2012-06-19,502.48114013671875
2012-06-20,494.1391296386719
2012-06-21,482.7991638183594
2012-06-22,486.5068664550781
2012-06-25,479.9198913574219
2012-06-26,487.1575927734375
2012-06-27,491.73297119140625
2012-06-28,496.525390625
2012-06-29,503.8617858886719
2012-07-02,496.76202392578125
2012-07-03,488.8536071777344
2012-07-04,492.18658447265625
2012-07-05,489.3271179199219
2012-07-06,492.1471252441406
2012-07-09,496.7422180175781
2012-07-10,497.64935302734375
2012-07-11,496.30841064453125
2012-07-12,487.5125427246094
2012-07-13,492.7980651855469
2012-07-16,476.2121276855469
2012-07-17,467.7519226074219
2012-07-18,471.4593505859375
2012-07-19,473.70770263671875
2012-07-20,482.4048767089844
2012-07-23,480.1112365722656
2012-07-24,478.09490966796875
2012-07-25,479.6763916015625
2012-07-26,473.86419677734375
2012-07-27,484.4808349609375
2012-07-30,486.7344970703125
2012-07-31,491.736328125
2012-08-01,484.2237548828125
2012-08-02,487.4462585449219
2012-08-03,489.06732177734375
2012-08-06,485.9041748046875
2012-08-07,499.8025207519531
2012-08-08,493.9307556152344
2012-08-09,497.4693603515625
2012-08-10,506.1285705566406
2012-08-13,500.69195556640625
2012-08-14,501.5221252441406
2012-08-16,499.6044921875
2012-08-17,505.5552062988281
2012-08-21,513.483154296875
2012-08-22,510.7152099609375
2012-08-23,523.2888793945312
2012-08-24,523.0516967773438
2012-08-27,522.1029052734375
2012-08-28,534.1426391601562
2012-08-29,531.1376342773438
2012-08-30,540.5679321289062
2012-08-31,531.3154907226562
2012-09-03,528.9827880859375
2012-09-04,530.1689453125
2012-09-05,539.52001953125
2012-09-06,543.9087524414062
2012-09-07,548.2979125976562
2012-09-10,542.2681274414062
2012-09-11,550.650390625
2012-09-12,559.4478149414062
2012-09-13,560.55517578125
2012-09-14,558.7361450195312
2012-09-17,530.6630859375
2012-09-18,513.9380493164062
2012-09-20,522.7154541015625
2012-09-21,515.6181640625
2012-09-24,509.8454284667969
2012-09-25,511.32830810546875
2012-09-26,508.3231201171875
2012-09-27,502.7679138183594
2012-09-28,512.3956298828125
2012-10-01,515.1832275390625
2012-10-03,522.97265625
2012-10-04,520.7979125976562
2012-10-05,515.5985107421875
2012-10-08,511.1302185058594
2012-10-09,511.9806823730469
2012-10-10,509.8060607910156
2012-10-11,509.8454284667969
2012-10-12,513.4038696289062
2012-10-15,511.90142822265625
2012-10-16,512.3956298828125
2012-10-17,507.3544616699219
2012-10-18,516.923095703125
2012-10-19,509.94415283203125
2012-10-22,521.4899291992188
2012-10-23,519.7894897460938
2012-10-25,520.086181640625
2012-10-29,517.3380126953125
2012-10-30,518.5639038085938
2012-10-31,521.3380737304688
2012-11-01,521.2390747070312
2012-11-02,527.5599365234375
2012-11-05,526.9259033203125
2012-11-06,523.33935546875
2012-11-07,527.6788330078125
2012-11-08,527.5599365234375
2012-11-09,525.0831298828125
2012-11-12,528.8678588867188
2012-11-15,512.8768920898438
2012-11-16,509.9643249511719
2012-11-19,500.2746276855469
2012-11-20,504.4160461425781
2012-11-21,508.1412048339844
2012-11-22,505.86212158203125
2012-11-23,510.6772766113281
2012-11-26,512.6986083984375
2012-11-27,513.2931518554688
2012-11-29,514.4425048828125
2012-11-30,520.7437133789062
2012-12-03,521.8533935546875
2012-12-04,514.9774780273438
2012-12-05,514.3629760742188
2012-12-06,507.5467529296875
2012-12-07,500.9879150390625
2012-12-10,490.3074035644531
2012-12-11,483.3720703125
2012-12-12,485.7895202636719
2012-12-13,484.501708984375
2012-12-14,492.56646728515625
2012-12-17,477.7446594238281
2012-12-18,479.78546142578125
2012-12-19,488.5042419433594
2012-12-20,496.1925964355469
2012-12-21,498.8279724121094
2012-12-24,501.80023193359375
2012-12-26,500.2151794433594
2012-12-27,495.7564697265625
2012-12-28,502.3155212402344
2012-12-31,497.6983947753906
2013-01-01,500.9879150390625
2013-01-02,500.6509704589844
2013-01-03,507.507080078125
2013-01-04,514.8782348632812
2013-01-07,513.1544189453125
2013-01-08,515.29443359375
2013-01-09,505.92193603515625
2013-01-10,498.7090759277344
2013-01-11,517.7119750976562
2013-01-14,528.8678588867188
2013-01-15,530.0369873046875
2013-01-16,534.1188354492188
2013-01-17,539.7661743164062
2013-01-18,535.4066162109375
2013-01-21,527.0846557617188
2013-01-22,522.1306762695312
2013-01-23,521.1177368164062
2013-01-24,527.7116088867188
2013-01-25,532.458251953125
2013-01-28,534.2654418945312
2013-01-29,534.2257080078125
2013-01-30,534.7023315429688
2013-01-31,533.9080810546875
2013-02-01,535.4767456054688
2013-02-04,538.7538452148438
2013-02-05,540.2236938476562
2013-02-06,544.3942260742188
2013-02-07,550.988037109375
2013-02-08,565.0687866210938
2013-02-11,561.930908203125
2013-02-12,560.0839233398438
2013-02-13,570.1532592773438
2013-02-14,575.0389404296875
2013-02-15,572.8343505859375
2013-02-18,566.1611328125
2013-02-19,573.3903198242188
2013-02-20,577.0646362304688
2013-02-21,576.3695678710938
2013-02-22,577.9782104492188
2013-02-25,585.3661499023438
2013-02-26,594.3829345703125
2013-02-27,589.1397094726562
2013-02-28,602.5654296875
2013-03-01,596.5477905273438
2013-03-04,601.0560913085938
2013-03-05,611.7606201171875
2013-03-06,620.1219482421875
2013-03-07,631.521728515625
2013-03-08,628.8407592773438
2013-03-11,622.10791015625
2013-03-12,619.8441772460938
2013-03-13,616.3486328125
2013-03-14,622.70361328125
2013-03-15,623.7166748046875
2013-03-18,622.4059448242188
2013-03-19,614.3826904296875
2013-03-20,618.7117919921875
2013-03-21,619.62548828125
2013-03-22,612.55517578125
2013-03-25,613.0320434570312
2013-03-26,618.1954345703125
2013-03-28,625.9012451171875
2013-04-01,618.3943481445312
2013-04-02,622.5648193359375
2013-04-03,613.0515747070312
2013-04-04,598.9112548828125
2013-04-05,595.1575317382812
2013-04-08,588.1665649414062
2013-04-09,594.7801513671875
2013-04-10,607.9078369140625
2013-04-11,610.4699096679688
2013-04-12,600.4799194335938
2013-04-15,584.8697509765625
2013-04-16,589.1198120117188
2013-04-17,578.5940551757812
2013-04-18,577.0447387695312
2013-04-22,566.1415405273438
2013-04-23,568.2266235351562
2013-04-25,557.005615234375
2013-04-26,543.9176025390625
2013-04-29,544.4735717773438
2013-04-30,547.512451171875
2013-05-02,569.5573120117188
2013-05-03,563.4403076171875
2013-05-06,582.7843017578125
2013-05-07,584.5321044921875
2013-05-08,587.908203125
2013-05-09,595.1972045898438
2013-05-10,594.1843872070312
2013-05-13,576.588134765625
2013-05-14,579.1102294921875
2013-05-15,584.5120849609375
2013-05-16,577.5611572265625
2013-05-17,585.406005859375
2013-05-20,584.85009765625
2013-05-21,592.972900390625
2013-05-22,595.17724609375
2013-05-23,592.9131469726562
2013-05-24,583.7178344726562
2013-05-27,595.0183715820312
2013-05-28,601.41357421875
2013-05-29,594.7601928710938
2013-05-30,595.574462890625
2013-05-31,595.1972045898438
2013-06-03,583.6582641601562
2013-06-04,582.049560546875
2013-06-05,583.022705078125
2013-06-06,589.4146728515625
2013-06-07,608.7313842773438
2013-06-10,611.1759033203125
2013-06-11,601.758056640625
2013-06-12,588.352783203125
2013-06-13,579.355712890625
2013-06-14,581.379638671875
2013-06-17,582.0809326171875
2013-06-18,578.6143188476562
2013-06-19,572.1621704101562
2013-06-20,562.8646240234375
2013-06-21,569.97802734375
2013-06-24,565.3490600585938
2013-06-25,557.9752807617188
2013-06-26,576.1698608398438
2013-06-27,597.8909301757812
2013-06-28,608.4107055664062
2013-07-01,598.0712280273438
2013-07-02,601.357421875
2013-07-03,597.0492553710938
2013-07-04,616.4862060546875
2013-07-05,613.2399291992188
2013-07-08,603.8020629882812
2013-07-09,603.1005249023438
2013-07-10,605.926025390625
2013-07-11,627.006103515625
2013-07-12,645.16015625
2013-07-15,657.9444580078125
2013-07-16,660.990234375
2013-07-17,672.6722412109375
2013-07-18,665.418701171875
2013-07-19,698.44091796875
2013-07-22,699.9237670898438
2013-07-23,701.2463989257812
2013-07-24,714.471435546875
2013-07-25,719.6611328125
2013-07-26,711.1448974609375
2013-07-29,714.6395263671875
2013-07-30,719.9013061523438
2013-07-31,729.2197875976562
2013-08-01,729.1797485351562
2013-08-02,741.4104614257812
2013-08-05,749.9859008789062
2013-08-06,751.150634765625
2013-08-07,732.1117553710938
2013-08-08,741.229736328125
2013-08-12,728.6173706054688
2013-08-13,730.9471435546875
2013-08-14,736.4498291015625
2013-08-16,715.3223266601562
2013-08-19,713.9364013671875
2013-08-20,697.4483642578125
2013-08-21,689.9774169921875
2013-08-22,714.5390625
2013-08-23,734.8231811523438
2013-08-26,739.8638916015625
2013-08-27,738.5786743164062
2013-08-28,766.3336791992188
2013-08-29,782.0787963867188
2013-08-30,816.661865234375
2013-09-02,826.16162109375
2013-09-03,803.7686767578125
2013-09-04,831.081787109375
2013-09-05,799.6112670898438
2013-09-06,798.8283081054688
2013-09-10,798.4666137695312
2013-09-11,800.8365478515625
2013-09-12,790.433349609375
2013-09-13,784.7499389648438
2013-09-16,764.1847534179688
2013-09-17,782.2194213867188
2013-09-18,785.0511474609375
2013-09-19,789.790771484375
2013-09-20,783.3641357421875
2013-09-23,785.2921752929688
2013-09-24,779.026123046875
2013-09-25,786.8787841796875
2013-09-26,780.3916625976562
2013-09-27,782.4805297851562
2013-09-30,774.32666015625
2013-10-01,782.862060546875
2013-10-03,813.2078247070312
2013-10-04,816.8226928710938
2013-10-07,839.3760375976562
2013-10-08,828.009033203125
2013-10-09,839.8180541992188
2013-10-10,835.4600219726562
2013-10-11,852.3497924804688
2013-10-14,888.7807006835938
2013-10-15,889.844970703125
2013-10-17,846.88720703125
2013-10-18,851.7872314453125
2013-10-21,832.10595703125
2013-10-22,839.2154541015625
2013-10-23,827.888427734375
2013-10-24,806.8212280273438
2013-10-25,832.1967163085938
2013-10-28,830.667236328125
2013-10-29,833.0216674804688
2013-10-30,841.9361572265625
2013-10-31,850.02587890625
2013-11-01,844.2102661132812
2013-11-05,821.8331909179688
2013-11-06,841.5940551757812
2013-11-07,854.0100708007812
2013-11-08,841.4935913085938
2013-11-11,843.0228881835938
2013-11-12,840.0045166015625
2013-11-13,824.6504516601562
2013-11-14,815.4743041992188
2013-11-18,822.6380004882812
2013-11-19,816.9635009765625
2013-11-20,814.4277954101562
2013-11-21,799.5364990234375
2013-11-22,805.2716674804688
2013-11-25,810.2622680664062
2013-11-26,802.394287109375
2013-11-27,799.4761352539062
2013-11-28,798.731689453125
2013-11-29,806.6802368164062
2013-12-02,810.5239868164062
2013-12-03,813.3009033203125
2013-12-04,804.9498291015625
2013-12-05,799.7579956054688
2013-12-06,805.0504760742188
2013-12-09,806.881591796875
2013-12-10,838.233642578125
2013-12-11,828.29296875
2013-12-12,816.5611572265625
2013-12-13,805.6539916992188
2013-12-16,812.636962890625
2013-12-17,823.1814575195312
2013-12-18,827.3872680664062
2013-12-19,837.7306518554688
2013-12-20,853.4467163085938
2013-12-23,848.8185424804688
2013-12-24,849.4824829101562
2013-12-26,845.2968139648438
2013-12-27,869.58544921875
2013-12-30,867.7341918945312
2013-12-31,874.1737060546875
2014-01-01,866.6275024414062
2014-01-02,872.1414794921875
2014-01-03,894.357177734375
2014-01-06,901.3602905273438
2014-01-07,887.897705078125
2014-01-08,898.562744140625
2014-01-09,902.3060302734375
2014-01-10,917.98193359375
2014-01-13,953.3383178710938
2014-01-14,936.4351806640625
2014-01-15,947.2413940429688
2014-01-16,945.9132080078125
2014-01-17,890.6749267578125
2014-01-20,941.0431518554688
2014-01-21,917.7406005859375
2014-01-22,915.2252807617188
2014-01-23,906.5316772460938
2014-01-24,905.0226440429688
2014-01-27,898.9345092773438
2014-01-28,891.9796142578125
2014-01-29,890.9515380859375
2014-01-30,894.0963745117188
2014-01-31,903.55126953125
2014-02-03,884.7626953125
2014-02-04,867.3856201171875
2014-02-05,884.7427368164062
2014-02-06,877.0213623046875
2014-02-07,864.58349609375
2014-02-10,844.08154296875
2014-02-11,847.3677978515625
2014-02-12,848.8795166015625
2014-02-13,860.2896728515625
2014-02-14,874.0581665039062
2014-02-17,873.0502319335938
2014-02-18,873.2921142578125
2014-02-19,886.173828125
2014-02-20,882.706787109375
2014-02-21,889.2984008789062
2014-02-24,878.0900268554688
2014-02-25,882.5248413085938
2014-02-26,879.8036499023438
2014-02-28,917.5416870117188
2014-03-03,903.147705078125
2014-03-04,903.3897705078125
2014-03-05,907.9254150390625
2014-03-06,903.43017578125
2014-03-07,898.491455078125
2014-03-10,863.8778686523438
2014-03-11,867.5067749023438
2014-03-12,878.71484375
2014-03-13,866.659912109375
2014-03-14,862.6281127929688
2014-03-18,855.5521850585938
2014-03-19,822.2493286132812
2014-03-20,849.98828125
2014-03-21,857.5682983398438
2014-03-24,867.8897094726562
2014-03-25,865.4906616210938
2014-03-26,844.0617065429688
2014-03-27,844.3638916015625
2014-03-28,847.5288696289062
2014-03-31,860.0476684570312
2014-04-01,877.6060791015625
2014-04-02,875.8121337890625
2014-04-03,873.493896484375
2014-04-04,862.3457641601562
2014-04-07,868.3733520507812
2014-04-09,862.9705810546875
2014-04-10,857.2254028320312
2014-04-11,872.5262451171875
2014-04-15,908.2682495117188
2014-04-16,885.5086059570312
2014-04-17,896.2335205078125
2014-04-21,895.7696533203125
2014-04-22,895.4873657226562
2014-04-23,892.544189453125
2014-04-24,892.544189453125
2014-04-25,889.1170654296875
2014-04-28,883.5128784179688
2014-04-29,884.68212890625
2014-04-30,882.6461181640625
2014-05-02,890.4072265625
2014-05-05,892.5242309570312
2014-05-06,886.5570678710938
2014-05-07,873.110595703125
2014-05-08,871.6998291015625
2014-05-09,870.8326416015625
2014-05-12,870.6112060546875
2014-05-13,891.4149780273438
2014-05-14,893.49169921875
2014-05-15,884.2383422851562
2014-05-16,871.175537109375
2014-05-19,821.1608276367188
2014-05-20,833.8609619140625
2014-05-21,839.7676391601562
2014-05-22,851.5001220703125
2014-05-23,857.9309692382812
2014-05-26,868.4542846679688
2014-05-27,859.3624267578125
2014-05-28,867.0630493164062
2014-05-29,870.8529663085938
2014-05-30,863.3538818359375
2014-06-02,858.71728515625
2014-06-03,858.2132568359375
2014-06-04,842.3480224609375
2014-06-05,848.3552856445312
2014-06-06,848.3961181640625
2014-06-09,860.424560546875
2014-06-10,878.4771728515625
2014-06-11,898.3411254882812
2014-06-12,910.7154541015625
2014-06-13,901.0279541015625
2014-06-16,923.90380859375
2014-06-17,928.0157470703125
2014-06-18,906.5228881835938
2014-06-19,926.4683227539062
2014-06-20,933.1239013671875
2014-06-23,923.5376586914062
2014-06-24,939.9011840820312
2014-06-25,940.51171875
2014-06-26,939.331298828125
2014-06-27,976.7393798828125
2014-06-30,987.26171875
2014-07-01,973.1574096679688
2014-07-02,977.5736083984375
2014-07-03,984.20849609375
2014-07-04,981.1967163085938
2014-07-07,1012.9671020507812
2014-07-08,997.0515747070312
2014-07-09,976.1696166992188
2014-07-10,957.3023681640625
2014-07-11,974.6631469726562
2014-07-14,987.6073608398438
2014-07-15,976.6375732421875
2014-07-16,977.6756591796875
2014-07-17,969.574951171875
2014-07-18,993.69287109375
2014-07-21,1002.8719482421875
2014-07-22,1030.81591796875
2014-07-23,1052.6951904296875
2014-07-24,1056.3785400390625
2014-07-25,1060.6732177734375
2014-07-28,1070.4090576171875
2014-07-30,1072.785400390625
2014-07-31,1066.5845947265625
2014-08-01,1040.2718505859375
2014-08-04,1044.2615966796875
2014-08-05,1043.2899169921875
2014-08-06,1036.241455078125
2014-08-07,1021.0078125
2014-08-08,1024.6871337890625
2014-08-11,1020.4291381835938
2014-08-12,1021.813720703125
2014-08-13,1033.513427734375
2014-08-14,1033.388916015625
2014-08-18,1028.3660888671875
2014-08-19,1008.068359375
2014-08-20,1007.1177368164062
2014-08-21,1005.567138671875
2014-08-22,1018.693115234375
2014-08-25,1042.6075439453125
2014-08-26,1047.465576171875
2014-08-27,1054.1417236328125
2014-08-28,1042.73193359375
2014-09-01,1048.8497314453125
2014-09-02,1049.16015625
2014-09-03,1077.477783203125
2014-09-04,1068.527587890625
2014-09-05,1074.253173828125
2014-09-08,1092.484130859375
2014-09-09,1087.7508544921875
2014-09-10,1074.893798828125
2014-09-11,1074.1500244140625
2014-09-12,1077.9737548828125
2014-09-15,1057.5933837890625
2014-09-16,1054.5137939453125
2014-09-17,1071.1942138671875
2014-09-18,1092.31884765625
2014-09-19,1122.0416259765625
2014-09-22,1125.18359375
2014-09-23,1111.2933349609375
2014-09-24,1092.608154296875
2014-09-25,1119.7271728515625
2014-09-26,1109.5577392578125
2014-09-29,1144.26220703125
2014-09-30,1131.3021240234375
2014-10-01,1147.424560546875
2014-10-07,1129.1318359375
2014-10-08,1109.226806640625
2014-10-09,1118.6727294921875
2014-10-10,1107.2835693359375
2014-10-13,1123.013671875
2014-10-14,1115.841064453125
2014-10-15,1115.841064453125
2014-10-16,1107.1185302734375
2014-10-17,1009.1638793945312
2014-10-20,1001.78515625
2014-10-21,1005.960205078125
2014-10-22,1013.58740234375
2014-10-27,1015.7781982421875
2014-10-28,1024.6453857421875
2014-10-29,1038.0872802734375
