,Date,Close,Trade Signal
0,2011-01-03,1034.2879638671875,0
1,2011-01-04,1036.665771484375,0
2,2011-01-05,1019.8822021484376,0
3,2011-01-06,961.2119140625,0
4,2011-01-07,939.2462158203124,0
5,2011-01-10,946.5679931640624,0
6,2011-01-11,963.9220581054688,0
7,2011-01-12,958.216552734375,0
8,2011-01-13,987.646728515625,0
9,2011-01-14,970.5782470703124,0
10,2011-01-17,961.11669921875,0
11,2011-01-18,969.1993408203124,0
12,2011-01-19,964.5874633789062,0
13,2011-01-20,983.034912109375,0
14,2011-01-21,973.7162475585938,0
15,2011-01-24,967.7730712890624,0
16,2011-01-25,972.8603515625,0
17,2011-01-27,955.5065307617188,0
18,2011-01-28,948.8977661132812,0
19,2011-01-31,953.5571899414062,0
20,2011-02-01,947.1862182617188,0
21,2011-02-02,950.7520141601562,0
22,2011-02-03,955.934326171875,0
23,2011-02-04,957.4081420898438,0
24,2011-02-07,944.5712890625,0
25,2011-02-08,906.5830078125,0
26,2011-02-09,853.1900634765625,0
27,2011-02-10,872.2555541992188,0
28,2011-02-11,869.87841796875,0
29,2011-02-14,890.4179077148438,0
30,2011-02-15,899.5463256835938,0
31,2011-02-16,892.3670654296875,0
32,2011-02-17,893.6982421875,1
33,2011-02-18,899.641357421875,0
34,2011-02-21,914.0475463867188,0
35,2011-02-22,909.3881225585938,0
36,2011-02-23,921.3218383789062,0
37,2011-02-24,919.6577758789062,0
38,2011-02-25,912.09814453125,0
39,2011-02-28,885.0928344726562,0
40,2011-03-01,908.9126586914062,0
41,2011-03-03,926.1239013671876,0
42,2011-03-04,960.1659545898438,0
43,2011-03-07,959.1675415039062,0
44,2011-03-08,974.714599609375,0
45,2011-03-09,969.9124755859376,0
46,2011-03-10,967.677978515625,0
47,2011-03-11,964.9203491210938,0
48,2011-03-14,979.8018188476562,0
49,2011-03-15,969.4371948242188,0
50,2011-03-16,976.7114868164062,0
51,2011-03-17,973.335693359375,0
52,2011-03-18,985.8400268554688,0
53,2011-03-21,967.2500610351562,0
54,2011-03-22,971.86181640625,0
55,2011-03-23,971.3865356445312,0
56,2011-03-24,982.1315307617188,0
57,2011-03-25,998.8672485351562,0
58,2011-03-28,1017.1245727539062,0
59,2011-03-29,1035.42919921875,0
60,2011-03-30,1070.422119140625,0
61,2011-03-31,1075.9373779296875,0
62,2011-04-01,1056.681640625,0
63,2011-04-04,1064.621826171875,0
64,2011-04-05,1078.076904296875,0
65,2011-04-06,1063.2430419921875,0
66,2011-04-07,1046.5545654296875,0
67,2011-04-08,1038.1868896484375,0
68,2011-04-11,1026.49072265625,-1
69,2011-04-13,1033.0994873046875,0
70,2011-04-15,1017.9804077148438,0
71,2011-04-18,994.3505859375,0
72,2011-04-19,981.7987060546876,0
73,2011-04-20,969.2944946289062,0
74,2011-04-21,961.9725952148438,0
75,2011-04-25,984.9366455078124,0
76,2011-04-26,1006.7598876953124,0
77,2011-04-27,1008.0912475585938,0
78,2011-04-28,1013.3208618164062,0
79,2011-04-29,1035.6669921875,0
80,2011-05-02,1011.7994995117188,0
81,2011-05-03,982.4168090820312,0
82,2011-05-04,965.2532958984376,0
83,2011-05-05,958.1213989257812,0
84,2011-05-06,994.25537109375,0
85,2011-05-09,987.646728515625,0
86,2011-05-10,998.2493896484376,0
87,2011-05-11,997.2033081054688,0
88,2011-05-12,981.6561889648438,0
89,2011-05-13,999.2474975585938,0
90,2011-05-16,996.4425659179688,0
91,2011-05-17,987.9320678710938,0
92,2011-05-18,985.221923828125,0
93,2011-05-19,974.9522705078124,0
94,2011-05-20,983.1298828125,0
95,2011-05-23,982.5595092773438,0
96,2011-05-24,975.9031372070312,0
97,2011-05-25,973.0031127929688,0
98,2011-05-26,975.1900024414062,0
99,2011-05-27,983.7481689453124,0
100,2011-05-30,968.1534423828124,0
101,2011-05-31,975.237548828125,0
102,2011-06-01,984.8414916992188,1
103,2011-06-02,990.1666259765624,0
104,2011-06-03,979.373779296875,0
105,2011-06-06,964.3973388671876,-1
106,2011-06-07,969.7223510742188,0
107,2011-06-08,979.7068481445312,1
108,2011-06-09,989.1207885742188,0
109,2011-06-10,973.1455688476562,0
110,2011-06-13,976.2360229492188,0
111,2011-06-14,996.9181518554688,0
112,2011-06-15,982.46435546875,0
113,2011-06-16,957.5033569335938,0
114,2011-06-17,916.519775390625,-1
115,2011-06-20,898.7857055664062,0
116,2011-06-21,920.323486328125,0
117,2011-06-22,924.317138671875,0
118,2011-06-23,909.9586181640624,0
119,2011-06-24,910.6718139648438,0
120,2011-06-27,914.66552734375,0
121,2011-06-28,914.6180419921876,0
122,2011-06-29,909.720947265625,0
123,2011-06-30,884.2368774414062,0
124,2011-07-01,890.0848388671875,0
125,2011-07-04,903.2071533203124,0
126,2011-07-05,915.9017944335938,0
127,2011-07-06,913.8572998046876,1
128,2011-07-07,936.441162109375,0
129,2011-07-08,933.4457397460938,0
130,2011-07-11,930.4979858398438,0
131,2011-07-12,929.7847900390624,0
132,2011-07-13,943.1448364257812,0
133,2011-07-14,944.2383422851562,0
134,2011-07-15,949.4209594726562,0
135,2011-07-18,947.8993530273438,0
136,2011-07-19,948.1370239257812,0
137,2011-07-20,936.9164428710938,0
138,2011-07-21,925.3156127929688,0
139,2011-07-22,954.0326538085938,0
140,2011-07-25,951.0848388671876,0
141,2011-07-26,954.2703247070312,0
142,2011-07-27,976.5689086914062,0
143,2011-07-28,975.617919921875,0
144,2011-07-29,978.8983764648438,0
145,2011-08-01,978.3278198242188,0
146,2011-08-02,978.7560424804688,0
147,2011-08-03,977.424560546875,0
148,2011-08-04,968.6763916015624,0
149,2011-08-05,951.322509765625,0
150,2011-08-08,918.7545776367188,-1
151,2011-08-09,938.9608154296876,0
152,2011-08-10,967.2500610351562,0
153,2011-08-11,974.6195068359376,0
154,2011-08-12,969.8650512695312,0
155,2011-08-16,972.4799194335938,1
156,2011-08-17,960.9740600585938,-1
157,2011-08-18,936.964111328125,0
158,2011-08-19,939.4363403320312,0
159,2011-08-22,971.7192993164062,0
160,2011-08-23,1008.5185546875,1
161,2011-08-24,1015.2227783203124,0
162,2011-08-25,1021.4862670898438,0
163,2011-08-26,1013.2145385742188,0
164,2011-08-29,1020.7211303710938,0
165,2011-08-30,1023.3987426757812,0
166,2011-09-02,1051.943603515625,0
167,2011-09-05,1055.9117431640625,0
168,2011-09-06,1053.808349609375,0
169,2011-09-07,1068.295654296875,0
170,2011-09-08,1068.821533203125,0
171,2011-09-09,1041.32861328125,0
172,2011-09-12,1052.134521484375,0
173,2011-09-13,1064.0400390625,0
174,2011-09-14,1054.09521484375,0
175,2011-09-15,1096.409912109375,0
176,2011-09-16,1076.758544921875,0
177,2011-09-19,1086.6558837890625,0
178,2011-09-20,1094.210693359375,0
179,2011-09-21,1117.35205078125,0
180,2011-09-22,1105.016357421875,0
181,2011-09-23,1111.184326171875,0
182,2011-09-26,1087.851318359375,0
183,2011-09-27,1085.0301513671875,-1
184,2011-09-28,1098.4656982421875,0
185,2011-09-29,1087.564453125,0
186,2011-09-30,1091.6763916015625,0
187,2011-10-03,1052.421630859375,0
188,2011-10-04,1052.373779296875,0
189,2011-10-05,1057.633056640625,0
190,2011-10-07,1047.64013671875,0
191,2011-10-10,1037.5997314453125,0
192,2011-10-11,1037.408447265625,0
193,2011-10-12,1062.079833984375,0
194,2011-10-13,1081.539794921875,0
195,2011-10-14,1076.2325439453125,0
196,2011-10-17,1074.5113525390625,0
197,2011-10-18,1074.7982177734375,0
198,2011-10-19,1074.8460693359375,0
199,2011-10-20,1070.112548828125,0
200,2011-10-21,1071.7381591796875,0
201,2011-10-24,1080.10546875,0
202,2011-10-25,1084.743408203125,0
203,2011-10-28,1113.479248046875,1
204,2011-10-31,1102.1953125,0
205,2011-11-01,1093.15869140625,0
206,2011-11-02,1094.8319091796875,0
207,2011-11-03,1097.844482421875,0
208,2011-11-04,1099.7568359375,0
209,2011-11-08,1107.311279296875,0
210,2011-11-09,1113.0968017578125,0
211,2011-11-11,1124.95458984375,0
212,2011-11-14,1121.3206787109375,0
213,2011-11-15,1098.3226318359375,0
214,2011-11-16,1105.9248046875,0
215,2011-11-17,1097.3184814453125,-1
216,2011-11-18,1085.9384765625,0
217,2011-11-21,1061.314697265625,0
218,2011-11-22,1080.296875,0
219,2011-11-23,1059.73681640625,0
220,2011-11-24,1073.4595947265625,0
221,2011-11-25,1069.53857421875,0
222,2011-11-28,1118.2607421875,0
223,2011-11-29,1098.131103515625,0
224,2011-11-30,1098.4656982421875,0
225,2011-12-01,1114.244140625,1
226,2011-12-02,1125.2412109375,0
227,2011-12-05,1137.8642578125,0
228,2011-12-07,1166.9346923828125,0
229,2011-12-08,1163.8270263671875,0
230,2011-12-09,1155.3160400390625,0
231,2011-12-12,1098.03564453125,0
232,2011-12-13,1092.6326904296875,-1
233,2011-12-14,1099.9957275390625,0
234,2011-12-15,1097.2227783203125,0
235,2011-12-16,1088.37744140625,0
236,2011-12-19,1082.1136474609375,0
237,2011-12-20,1071.7381591796875,0
238,2011-12-21,1072.6466064453125,0
239,2011-12-22,1115.8701171875,0
240,2011-12-23,1129.305419921875,0
241,2011-12-26,1138.5814208984375,1
242,2011-12-27,1138.7247314453125,0
243,2011-12-28,1124.189453125,0
244,2011-12-29,1107.0245361328125,0
245,2011-12-30,1115.4874267578125,0
246,2012-01-02,1103.5341796875,-1
