,Date,Close,Trade Signal
0,2011-01-03,446.3519592285156,0
1,2011-01-04,441.2255554199219,0
2,2011-01-05,446.6987609863281,0
3,2011-01-06,451.6131286621094,0
4,2011-01-07,440.4163208007813,0
5,2011-01-10,435.8874816894531,0
6,2011-01-11,423.3993225097656,0
7,2011-01-12,437.8338928222656,0
8,2011-01-13,433.3241882324219,0
9,2011-01-14,431.7439575195313,0
10,2011-01-17,438.3926696777344,0
11,2011-01-18,463.5037841796875,0
12,2011-01-19,459.8229064941406,0
13,2011-01-20,467.2231140136719,0
14,2011-01-21,467.0110778808594,0
15,2011-01-24,466.0670166015625,0
16,2011-01-25,458.1077575683594,0
17,2011-01-27,463.06878662109375,0
18,2011-01-28,456.0998840332031,0
19,2011-01-31,447.6641540527344,0
20,2011-02-01,444.05413818359375,0
21,2011-02-02,456.5246276855469,0
22,2011-02-03,457.0074462890625,0
23,2011-02-04,443.5330505371094,0
24,2011-02-07,436.7187194824219,0
25,2011-02-08,434.3828430175781,0
26,2011-02-09,424.0358276367187,0
27,2011-02-10,421.1208190917969,0
28,2011-02-11,420.67681884765625,0
29,2011-02-14,429.44097900390625,0
30,2011-02-15,423.8040771484375,0
31,2011-02-16,423.3408508300781,0
32,2011-02-17,428.2440490722656,0
33,2011-02-18,420.7154541015625,0
34,2011-02-21,439.5948486328125,0
35,2011-02-22,439.6527404785156,1
36,2011-02-23,434.55657958984375,0
37,2011-02-24,429.2477111816406,0
38,2011-02-25,428.5722961425781,0
39,2011-02-28,428.6494140625,0
40,2011-03-01,434.1511840820313,0
41,2011-03-03,444.0735168457031,0
42,2011-03-04,438.4175109863281,0
43,2011-03-07,427.877197265625,0
44,2011-03-08,431.5255737304687,0
45,2011-03-09,435.0004577636719,0
46,2011-03-10,427.9931335449219,0
47,2011-03-11,415.8314208984375,-1
48,2011-03-14,423.7462768554687,0
49,2011-03-15,420.7540588378906,0
50,2011-03-16,430.4255981445313,0
51,2011-03-17,423.91998291015625,0
52,2011-03-18,418.03216552734375,0
53,2011-03-21,413.4184265136719,0
54,2011-03-22,412.9165344238281,0
55,2011-03-23,410.92828369140625,0
56,2011-03-24,422.14398193359375,0
57,2011-03-25,432.27874755859375,1
58,2011-03-28,432.3751220703125,0
59,2011-03-29,439.6334533691406,0
60,2011-03-30,444.7492370605469,0
61,2011-03-31,457.0845031738281,0
62,2011-04-01,455.6367492675781,0
63,2011-04-04,468.3968505859375,0
64,2011-04-05,478.6858520507813,0
65,2011-04-06,471.73626708984375,0
66,2011-04-07,462.9915771484375,0
67,2011-04-08,461.7560729980469,0
68,2011-04-11,454.9610595703125,0
69,2011-04-13,467.1998901367187,0
70,2011-04-15,459.9801635742187,0
71,2011-04-18,441.9114379882813,-1
72,2011-04-19,449.6716003417969,0
73,2011-04-20,470.5201416015625,0
74,2011-04-21,460.2503356933594,0
75,2011-04-25,462.4703674316406,0
76,2011-04-26,459.05364990234375,0
77,2011-04-27,455.81048583984375,0
78,2011-04-28,447.3358154296875,0
79,2011-04-29,450.0384216308594,0
80,2011-05-02,447.2584533691406,0
81,2011-05-03,439.5370178222656,0
82,2011-05-04,438.9964599609375,0
83,2011-05-05,430.4834289550781,0
84,2011-05-06,443.5908508300781,0
85,2011-05-09,438.4175109863281,0
86,2011-05-10,440.0968933105469,0
87,2011-05-11,440.23187255859375,0
88,2011-05-12,429.2286376953125,0
89,2011-05-13,435.1549377441406,0
90,2011-05-16,436.69921875,0
91,2011-05-17,440.7917785644531,0
92,2011-05-18,445.9460144042969,0
93,2011-05-19,449.7296142578125,1
94,2011-05-20,453.6482543945313,0
95,2011-05-23,450.3860168457031,0
96,2011-05-24,443.9577331542969,0
97,2011-05-25,435.7340698242187,0
98,2011-05-26,438.49468994140625,-1
99,2011-05-27,441.8922119140625,0
100,2011-05-30,444.7492370605469,1
101,2011-05-31,446.7567138671875,0
102,2011-06-01,453.80279541015625,0
103,2011-06-02,450.8492736816406,0
104,2011-06-03,444.8070373535156,0
105,2011-06-06,449.53656005859375,0
106,2011-06-07,455.30859375,0
107,2011-06-08,459.234619140625,0
108,2011-06-09,461.15875244140625,0
109,2011-06-10,462.2665710449219,0
110,2011-06-13,456.8634948730469,0
111,2011-06-14,462.9856872558594,0
112,2011-06-15,460.3424377441406,0
113,2011-06-16,447.475830078125,0
114,2011-06-17,431.1689147949219,-1
115,2011-06-20,415.6590270996094,0
116,2011-06-21,430.2166137695313,0
117,2011-06-22,421.1788635253906,0
118,2011-06-23,426.4266357421875,0
119,2011-06-24,442.2669677734375,0
120,2011-06-27,447.261962890625,0
121,2011-06-28,448.5835876464844,0
122,2011-06-29,454.7449035644531,1
123,2011-06-30,460.3229370117187,0
124,2011-07-01,463.3162231445313,0
125,2011-07-04,460.9060363769531,0
126,2011-07-05,458.4765930175781,0
127,2011-07-06,459.7788391113281,0
128,2011-07-07,464.8709716796875,0
129,2011-07-08,455.4445495605469,0
130,2011-07-11,449.6139831542969,0
131,2011-07-12,445.2212219238281,-1
132,2011-07-13,446.6593933105469,0
133,2011-07-14,436.8054809570313,0
134,2011-07-15,445.493408203125,0
135,2011-07-18,437.3300476074219,0
136,2011-07-19,443.16107177734375,0
137,2011-07-20,440.20660400390625,0
138,2011-07-21,436.35845947265625,0
139,2011-07-22,440.5759887695313,0
140,2011-07-25,443.1028442382813,0
141,2011-07-26,444.9489440917969,0
142,2011-07-27,445.9210510253906,0
143,2011-07-28,440.2307739257813,0
144,2011-07-29,443.1343078613281,0
145,2011-08-01,442.4522705078125,0
146,2011-08-02,440.6594848632813,0
147,2011-08-03,432.7476806640625,0
148,2011-08-04,427.096435546875,0
149,2011-08-05,412.3253173828125,0
150,2011-08-08,391.824951171875,0
151,2011-08-09,376.0210876464844,0
152,2011-08-10,383.5235290527344,0
153,2011-08-11,381.302001953125,0
154,2011-08-12,369.14215087890625,0
155,2011-08-16,379.4508972167969,0
156,2011-08-17,389.7008361816406,0
157,2011-08-18,375.0661926269531,0
158,2011-08-19,362.04888916015625,0
159,2011-08-22,357.8006591796875,0
160,2011-08-23,382.5687255859375,0
161,2011-08-24,375.16357421875,0
162,2011-08-25,370.4088745117187,0
163,2011-08-26,369.64886474609375,0
164,2011-08-29,397.3788146972656,1
165,2011-08-30,406.2648010253906,0
166,2011-09-02,398.353271484375,0
167,2011-09-05,400.53570556640625,0
168,2011-09-06,402.95208740234375,0
169,2011-09-07,401.8218688964844,0
170,2011-09-08,403.7902221679687,0
171,2011-09-09,395.9952087402344,0
172,2011-09-12,384.1666564941406,0
173,2011-09-13,387.3039855957031,0
174,2011-09-14,395.6249084472656,0
175,2011-09-15,406.0115356445313,0
176,2011-09-16,400.55517578125,0
177,2011-09-19,396.7746887207031,0
178,2011-09-20,412.3253173828125,0
179,2011-09-21,406.6935424804687,0
180,2011-09-22,387.5572204589844,0
181,2011-09-23,385.9593505859375,0
182,2011-09-26,388.55120849609375,0
183,2011-09-27,405.5438232421875,0
184,2011-09-28,408.4085083007813,0
185,2011-09-29,413.6893615722656,0
186,2011-09-30,404.2773132324219,0
187,2011-10-03,406.61572265625,0
188,2011-10-04,407.6484680175781,0
189,2011-10-05,406.7131042480469,0
190,2011-10-07,408.6618347167969,0
191,2011-10-10,414.9560546875,0
192,2011-10-11,405.66064453125,0
193,2011-10-12,420.5488586425781,0
194,2011-10-13,425.8882751464844,0
195,2011-10-14,442.06243896484375,0
196,2011-10-17,436.6062622070313,0
197,2011-10-18,402.815673828125,0
198,2011-10-19,408.8176879882813,0
199,2011-10-20,407.23919677734375,-1
200,2011-10-21,409.16845703125,0
201,2011-10-24,420.8215637207031,0
202,2011-10-25,429.3808288574219,1
203,2011-10-28,438.3111877441406,0
204,2011-10-31,436.0834045410156,0
205,2011-11-01,433.2107849121094,0
206,2011-11-02,432.5856018066406,0
207,2011-11-03,431.8625183105469,0
208,2011-11-04,429.8301696777344,0
209,2011-11-08,431.9601745605469,0
210,2011-11-09,438.87786865234375,0
211,2011-11-11,442.02398681640625,0
212,2011-11-14,441.0079040527344,0
213,2011-11-15,439.4442443847656,0
214,2011-11-16,436.6501770019531,0
215,2011-11-17,435.8294372558594,-1
216,2011-11-18,424.6711730957031,0
217,2011-11-21,417.0893249511719,0
218,2011-11-22,422.8148193359375,0
219,2011-11-23,415.17425537109375,0
220,2011-11-24,426.70361328125,0
221,2011-11-25,415.799560546875,0
222,2011-11-28,425.4139099121094,0
223,2011-11-29,427.2897644042969,0
224,2011-11-30,435.9856872558594,0
225,2011-12-01,443.5089721679687,1
226,2011-12-02,460.3928833007813,0
227,2011-12-05,461.54583740234375,0
228,2011-12-07,460.9985046386719,0
229,2011-12-08,460.23638916015625,0
230,2011-12-09,458.2041931152344,0
231,2011-12-12,461.3110656738281,0
232,2011-12-13,460.6662902832031,0
233,2011-12-14,462.1319274902344,0
234,2011-12-15,462.1513977050781,0
235,2011-12-16,448.0035705566406,0
236,2011-12-19,446.9678649902344,-1
237,2011-12-20,442.9424133300781,0
238,2011-12-21,452.8498229980469,0
239,2011-12-22,450.1139526367187,0
240,2011-12-23,452.2440185546875,0
241,2011-12-26,464.457275390625,0
242,2011-12-27,460.9595031738281,0
243,2011-12-28,456.9534606933594,0
244,2011-12-29,455.5856323242187,0
245,2011-12-30,453.6118469238281,0
246,2012-01-02,460.6273193359375,0
247,2012-01-03,468.0530700683594,0
248,2012-01-04,458.438720703125,0
249,2012-01-05,458.0478515625,0
250,2012-01-06,457.0317077636719,0
251,2012-01-09,457.7938537597656,0
252,2012-01-10,455.46832275390625,0
253,2012-01-11,444.3689880371094,0
254,2012-01-12,425.8047790527344,0
255,2012-01-13,424.3391418457031,0
256,2012-01-16,433.5821228027344,0
257,2012-01-17,431.4520568847656,0
258,2012-01-18,420.5870971679687,0
259,2012-01-19,420.352783203125,0
260,2012-01-20,421.89642333984375,0
261,2012-01-23,421.1929016113281,0
262,2012-01-24,425.4920043945313,0
263,2012-01-25,430.3126525878906,0
264,2012-01-27,434.5254211425781,0
265,2012-01-30,435.7011413574219,0
266,2012-01-31,443.7940368652344,1
267,2012-02-01,442.34381103515625,0
268,2012-02-02,449.9078369140625,0
269,2012-02-03,459.1372375488281,0
270,2012-02-06,467.8766784667969,0
271,2012-02-07,469.5030822753906,0
272,2012-02-08,477.9878845214844,0
273,2012-02-09,481.4952087402344,0
274,2012-02-10,483.3765869140625,0
275,2012-02-13,480.35888671875,0
276,2012-02-14,478.1251220703125,0
277,2012-02-15,486.5901794433594,0
278,2012-02-16,480.2217712402344,0
279,2012-02-17,481.5541076660156,0
280,2012-02-21,484.8070373535156,0
281,2012-02-22,490.8031921386719,0
282,2012-02-23,493.72271728515625,0
283,2012-02-24,497.7203369140625,0
284,2012-02-27,490.6853332519531,0
285,2012-02-28,480.6920471191406,0
286,2012-02-29,478.8891906738281,-1
287,2012-03-01,477.9681701660156,0
288,2012-03-02,477.04736328125,0
289,2012-03-05,473.1478271484375,0
290,2012-03-06,471.0705871582031,0
291,2012-03-07,467.48486328125,0
292,2012-03-09,473.6378784179687,0
293,2012-03-12,465.9953918457031,0
294,2012-03-13,469.1111450195313,0
295,2012-03-14,452.4747009277344,0
296,2012-03-15,456.060546875,0
297,2012-03-16,458.35345458984375,0
298,2012-03-19,439.7182922363281,0
299,2012-03-20,444.754150390625,0
300,2012-03-21,460.7830200195313,0
301,2012-03-22,457.6477661132813,0
302,2012-03-23,464.2709045410156,0
303,2012-03-26,455.2377014160156,0
304,2012-03-27,460.39117431640625,0
305,2012-03-28,456.60943603515625,0
306,2012-03-29,447.2428588867187,0
307,2012-03-30,458.0594482421875,0
308,2012-04-02,468.0334777832031,1
309,2012-04-03,461.6650085449219,0
310,2012-04-04,461.8410339355469,0
311,2012-04-09,456.2174377441406,0
312,2012-04-10,453.1213684082031,0
313,2012-04-11,446.02789306640625,-1
314,2012-04-12,443.5,0
315,2012-04-13,418.6924743652344,0
316,2012-04-16,419.2411193847656,0
317,2012-04-17,427.5102844238281,0
318,2012-04-18,430.1361389160156,0
319,2012-04-19,432.2523498535156,0
320,2012-04-20,426.56982421875,0
321,2012-04-23,417.0856628417969,0
322,2012-04-24,468.0138854980469,1
323,2012-04-25,458.9411926269531,0
324,2012-04-26,468.1901550292969,0
325,2012-04-27,471.8546142578125,0
326,2012-04-30,488.5495910644531,0
327,2012-05-02,496.642578125,0
328,2012-05-03,501.4433288574219,0
329,2012-05-04,500.3851013183594,0
330,2012-05-07,498.9940185546875,0
331,2012-05-08,470.5611572265625,0
332,2012-05-09,480.300048828125,0
333,2012-05-10,483.04351806640625,0
334,2012-05-11,482.337890625,0
335,2012-05-14,480.4566955566406,0
336,2012-05-15,480.593994140625,0
337,2012-05-16,479.45745849609375,-1
338,2012-05-17,478.9090270996094,0
339,2012-05-18,474.4606018066406,0
340,2012-05-21,473.8924560546875,0
341,2012-05-22,479.7122497558594,0
342,2012-05-23,480.1431884765625,0
343,2012-05-24,478.6932678222656,0
344,2012-05-25,478.4386291503906,0
345,2012-05-28,479.966796875,0
346,2012-05-29,486.10003662109375,0
347,2012-05-30,486.1786193847656,0
348,2012-05-31,488.059814453125,0
349,2012-06-01,479.92779541015625,0
350,2012-06-04,475.4796447753906,0
351,2012-06-05,480.6724853515625,0
352,2012-06-06,490.3327941894531,0
353,2012-06-07,489.1693115234375,0
354,2012-06-08,485.5010070800781,0
355,2012-06-11,486.5463562011719,0
356,2012-06-12,492.28515625,1
357,2012-06-13,493.19244384765625,0
358,2012-06-14,494.6122131347656,0
359,2012-06-15,501.8896789550781,0
360,2012-06-18,495.854736328125,0
361,2012-06-19,502.4811401367187,0
362,2012-06-20,494.1391296386719,0
363,2012-06-21,482.7991638183594,-1
364,2012-06-22,486.5068664550781,0
365,2012-06-25,479.9198913574219,0
366,2012-06-26,487.1575927734375,0
367,2012-06-27,491.73297119140625,0
368,2012-06-28,496.525390625,0
369,2012-06-29,503.8617858886719,1
370,2012-07-02,496.7620239257813,0
371,2012-07-03,488.8536071777344,-1
372,2012-07-04,492.18658447265625,0
373,2012-07-05,489.3271179199219,0
374,2012-07-06,492.1471252441406,0
375,2012-07-09,496.7422180175781,0
376,2012-07-10,497.64935302734375,0
377,2012-07-11,496.3084106445313,0
378,2012-07-12,487.5125427246094,0
379,2012-07-13,492.7980651855469,0
380,2012-07-16,476.2121276855469,0
381,2012-07-17,467.7519226074219,0
382,2012-07-18,471.4593505859375,0
383,2012-07-19,473.7077026367187,0
384,2012-07-20,482.4048767089844,0
385,2012-07-23,480.1112365722656,0
386,2012-07-24,478.0949096679687,0
387,2012-07-25,479.6763916015625,0
388,2012-07-26,473.86419677734375,0
389,2012-07-27,484.4808349609375,0
390,2012-07-30,486.7344970703125,1
391,2012-07-31,491.736328125,0
392,2012-08-01,484.2237548828125,0
393,2012-08-02,487.4462585449219,0
394,2012-08-03,489.06732177734375,0
395,2012-08-06,485.9041748046875,0
396,2012-08-07,499.8025207519531,0
397,2012-08-08,493.9307556152344,0
398,2012-08-09,497.4693603515625,0
399,2012-08-10,506.1285705566406,0
400,2012-08-13,500.69195556640625,0
401,2012-08-14,501.5221252441406,0
402,2012-08-16,499.6044921875,0
403,2012-08-17,505.5552062988281,0
404,2012-08-21,513.483154296875,0
405,2012-08-22,510.7152099609375,0
406,2012-08-23,523.2888793945312,0
407,2012-08-24,523.0516967773438,0
408,2012-08-27,522.1029052734375,0
409,2012-08-28,534.1426391601562,0
410,2012-08-29,531.1376342773438,0
411,2012-08-30,540.5679321289062,0
