Date,RIO LN Equity,OR FP Equity,AAL LN Equity,CAT UN Equity,SYBX UR Equity,JPM UN Equity,CVX UN Equity,KO UN Equity,GE UN Equity,AMT UN Equity,7267 JT Equity,HPQ UN Equity,BBVA SQ Equity,AMZN UW Equity,ASML NA Equity,SAN SQ Equity,6752 JT Equity,IBM UN Equity,PHIA NA Equity,JNJ UN Equity,6758 JT Equity,MCD UN Equity,8306 JT Equity,TEF SQ Equity,MRK UN Equity,TTE FP Equity,MMM UN Equity,CS FP Equity,PFE UN Equity,PG UN Equity,GOOG UW Equity,RTX UN Equity,WMT UN Equity,005930 KP Equity,SGO FP Equity,5108 JT Equity,INTC UW Equity,7751 JT Equity,MSFT UW Equity,3382 JT Equity,NVDA UW Equity,MC FP Equity,C UN Equity,GS UN Equity,NG/ LN Equity,ABT UN Equity,TXN UW Equity,TMO UN Equity,GOOGL UW Equity,SHEL LN Equity,JCI UN Equity,ULVR LN Equity,INGA NA Equity,GSK LN Equity,PM UN Equity,700 HK Equity,BMY UN Equity,ABBN SE Equity,AAPL UW Equity,AZN LN Equity,MA UN Equity,AVGO UW Equity,NESN SE Equity,CL UN Equity,NOVN SE Equity,ROG SE Equity,SREN SE Equity,UBSG SE Equity,DGE LN Equity,ENGI FP Equity,HSBA LN Equity,AON UN Equity,BHP AT Equity,EMR UN Equity,VOD LN Equity,F UN Equity,BARC LN Equity,SAN FP Equity,STAN LN Equity,PEP UW Equity,SU FP Equity,ALV GY Equity,RWE GY Equity,KMB UN Equity,MS UN Equity,BAYN GY Equity,DBK GY Equity,BAS GY Equity,LLY UN Equity,SIE GY Equity,EOAN GY Equity,HON UW Equity,MMC UN Equity,MUV2 GY Equity,BP/ LN Equity,DTE GY Equity,MBG GY Equity,NKE UN Equity,7203 JT Equity,PRU LN Equity,DD UN Equity,RO SE Equity
12-05-2015,2995,168.25,1126.736,88.16,#N/A N/A,65.36,107.56,40.69,162.2024,93.6,1390.3,14.9459,9.042,21.551,96.55,6.3068,1688.5,162.9032,22.9112,100.47,3833,97.95,864.7,13.305,56.6776,46.98,160.07,22.165,32.0217,79.95,26.452,69.221,78.96,26620,41.11,4749.5,32.25,4264,47.35,5169,5.2075,155.9,53.74,200.53,971.563,47.13,54.165,129.61,26.937,2033.5,36.5936,2819,14.34,1462.252,84.13,144.719,67.5,19.5516,31.466,4400,92.39,122.95,71.8,67.88,83.847,265,81.8,19.71,1756,18.25,620,99.11,27.0678,60.18,233.6,15.56,257.45,88.2093,986.06,#N/A N/A,67.61,145.5,22.735,109.75,37.72,128.424,25.713,85.91,72.44,86.757,12.206,#N/A N/A,57.47,172.2,456.05,16.6,71.924,51.185,1656.8,1374.257,72.4919,261
13-05-2015,2978.5,166.25,1126.239,88.44,#N/A N/A,65.52,107.7,41.05,163.2825,92.94,1397,15.1184,9.034,21.344,95.58,6.2841,1699.5,164.5557,22.7423,100.55,3881,97.35,865.2,13.3,56.4297,47.03,161.31,22.47,31.7847,79.7,26.481,69.227,78.16,26660,41.085,4650.5,32.64,4253,47.625,5205,5.2375,154.4,54.2,201.43,962.291,47.03,54.69,129.85,26.975,2045.5,36.8091,2817,14.335,1467.309,84.53,144.534,67.4,19.5612,31.503,4390,92.52,123.13,71.7,67.6,83.581,268.9,81.65,19.39,1754.5,17.795,614,98.63,27.0428,60.34,235.85,15.41,260.25,87.712,989.39,#N/A N/A,68.08,145.15,22.185,110.4,37.78,126.801,25.691,84.77,72.8,85.589,12.127,#N/A N/A,57.42,171.5,456,16.005,70.816,51.08,1639.2,1376.393,72.1789,264
14-05-2015,2955,170.15,1105.336,88.74,#N/A N/A,66.05,108.45,41.5,164.4827,94.81,1396,15.3,9.159,21.614,97.06,6.3435,1666.5,166.2463,22.9863,101.83,3816,97.71,844,13.165,57.0018,47.335,163.15,22.76,32.1734,80.57,26.92,70.271,78.72,26800,40.845,4632.5,32.97,4235,48.72,5083,5.3225,158.85,54.6,202.62,964.472,48.67,55.605,131.1,27.46,2018.5,37.1184,2855,14.53,1447.078,86.79,148.682,67.45,19.5612,32.237,4434.5,93.84,126.94,71.7,68.63,83.581,268.9,81.65,19.39,1786.5,17.875,617.6,99.98,26.6018,60.53,235.4,15.27,262.1,88.7762,991.77,#N/A N/A,69.32,148.35,22.285,111.62,38.14,128.916,26.017,86.89,73.06,87.21,12.223,#N/A N/A,58.16,173.15,456.8,16.275,72.671,51.72,1635.8,1394.768,72.9046,264
15-05-2015,2930.5,168.4,1085.429,88.43,#N/A N/A,65.88,108.03,41.52,163.6426,95.51,1392.7,15.2546,9.071,21.3,97.28,6.2615,1676.5,165.4917,23.1692,102.3,3892,98.04,871.9,12.995,57.4309,46.47,163.3,22.785,32.2208,81.05,26.693,69.887,79.24,26520,40.665,4641,32.99,4261.5,48.295,5244,5.325,158.75,54.24,202.97,974.836,48.71,55.61,130.16,27.325,1991.5,36.9872,2845,14.505,1434.939,86.57,149.604,67.64,19.6191,32.193,4367.5,93.22,127.87,71.85,68.63,83.891,273.6,81.9,19.36,1786,17.825,616.9,99.55,27.0345,60.19,234.5,15.48,261.65,87.6026,1000.82,#N/A N/A,68.41,146.95,21.975,111.8,37.85,128.375,25.923,85.98,72.9,86.784,12.091,#N/A N/A,57.86,172.5,452.4,15.98,71.378,52.49,1659.2,1390.495,73.2887,269.5
18-05-2015,2925,169.8,1071.992,88.29,#N/A N/A,66.42,106.65,41.32,163.8826,95.2,1412.2,15.0957,9.026,21.262,97.63,6.2342,1702.5,165.3007,23.0848,103.42,3900,98.02,911.8,13.05,57.2211,46.67,162.87,22.825,32.2113,80.74,26.615,69.899,79.92,26400,41.09,4703,33.41,4297.5,48.01,5285,5.3175,160.15,54.67,204.66,976.363,48.84,55.79,129.97,27.333,1981.5,37.2496,2855,14.495,1448.595,86.03,148.498,68,19.783,32.548,4390,93.08,130.18,72.3,68.61,85.349,277,82.25,19.53,1793.5,17.8,618.6,101.05,26.828,60.2,234.1,15.58,261.15,88.7464,1001.77,#N/A N/A,68.44,148.8,21.655,112.04,38.33,131.77,25.869,86.86,72.94,87.327,12.091,#N/A N/A,58.49,173.1,452.3,16.44,72.587,52.375,1670.4,1399.041,72.5631,271
19-05-2015,2847,174.8,1056.066,87.24,#N/A N/A,67.01,105.02,41.31,164.1227,95.45,1393.5,15.1638,9.213,21.086,99.9,6.335,1718.5,165.7019,23.385,103.96,3957,100.68,899.1,13.215,57.7074,47.305,163.12,23.66,32.4293,80.83,26.868,70.229,76.43,26760,42.02,4722.5,33.15,4286.5,47.58,5271,5.26,165.95,55.33,205.4,982.145,49.01,55.78,130.55,27.464,1971,37.6619,2900,14.86,1459.217,85.66,148.774,68.27,19.7059,32.518,4403.5,93.8,129.47,73.4,69.14,86.233,278.3,83.4,19.82,1815,18.275,616.7,101.43,26.3828,59.9,226.6,15.5,262.7,90.8549,1005.1,#N/A N/A,69.88,152,22.115,112.44,38.69,135.313,26.405,88.38,73.45,88.694,12.342,#N/A N/A,58.8,175.3,452.35,16.935,75.022,52.32,1672.8,1426.39,72.1789,272.25
20-05-2015,2867,175,1059.55,87.93,#N/A N/A,66.48,105.25,41.35,165.8629,94.32,1394.5,15.014,9.305,21.193,100.75,6.3756,1752,165.9693,23.6243,103.6,3906.5,100.11,898.7,13.3,57.6502,47.4,161.9,23.85,32.5147,80.48,26.964,70.111,75.9,27320,42.525,4825,33.37,4345.5,47.58,5244,5.26,166,54.89,205.08,985.418,49.14,55.63,132.02,27.626,1970,38.2616,2895,15,1464.275,85.41,146.193,69.08,19.6866,32.515,4393,93.24,129.11,73.3,68.89,85.836,277.7,84.3,20.46,1799,18.64,622.9,102.21,25.6615,60.13,238.85,15.3,271.55,91.0737,1004.62,#N/A N/A,70.02,151.65,22.3,112.07,38.33,135.067,26.463,87.95,73.36,88.721,12.514,#N/A N/A,59.08,175,452.1,16.96,75.307,52.305,1681,1404.169,72.62,273
21-05-2015,2873.5,174.9,1054.076,89.33,#N/A N/A,66.65,105.49,41.23,166.343,93.9,1385,15.359,9.319,21.582,100.5,6.3935,1792,165.5681,23.6102,102.42,3853.5,99.28,906.8,13.3,57.3069,47.82,162.06,23.93,32.5715,80.41,27.126,70.259,76.11,27040,43.225,4798.5,33.55,4338.5,47.42,5215,5.2225,165.6,54.84,204.95,991.745,49.34,55.5,132.84,27.841,1985,38.3179,2874,14.97,1467.309,85.14,144.534,68.89,19.8506,32.848,4425,92.9,129.59,73.4,68.82,86.675,279.2,84.55,20.37,1800.5,18.66,614.5,102.36,26.0355,61.72,242.5,15.51,271.05,91.8793,1006.05,#N/A N/A,70.41,152.4,22.43,111.83,38.04,135.559,26.472,87.98,74.27,88.984,12.444,#N/A N/A,59.1,175.6,458,17.03,75.525,52.2,1684.6,1416.561,73.1038,273.5
22-05-2015,2902.5,174.8,1057.559,88.63,#N/A N/A,66.47,104.89,41.21,166.1029,94.35,1374.7,15.7812,9.294,21.382,100.5,6.3709,1798,164.4983,23.6477,101.35,3842,98.99,899.5,13.215,56.6204,47.73,160.98,23.935,32.4957,79.95,27.006,69.964,75.86,27000,43.315,4857,33.45,4263,46.9,5214,5.215,166.4,54.97,207.8,1002,49.03,55.365,132.15,27.726,1970.5,38.3554,2881,15,1481.472,84.15,146.378,68.3,19.7252,33.135,4473.5,92.69,132.64,73.45,68.5,86.72,277.9,85.25,20.33,1813.5,18.725,620.6,102.89,26.0444,61.78,253.75,15.27,270.15,91.7997,1008.43,#N/A N/A,70.11,152,22.535,111.25,38.17,134.919,25.695,87.9,74.3,88.839,12.373,#N/A N/A,59,175,457.75,16.255,75.299,52.215,1669.2,1413.57,72.9757,273.25
25-05-2015,2902.5,174.2,1057.559,88.63,#N/A N/A,66.47,104.89,41.21,166.1029,94.35,1393.5,15.7812,9.1,21.382,100.1,6.2351,1833,164.4983,23.6571,101.35,3929.5,98.99,905.4,13.08,56.6204,47.545,160.98,23.805,32.4957,79.95,27.006,69.964,75.86,27000,43.06,4868.5,33.45,4261,46.9,5247,5.215,165.9,54.97,207.8,1002,49.03,55.365,132.15,27.726,1970.5,38.3554,2881,14.98,1481.472,84.15,146.378,68.3,19.7252,33.135,4473.5,92.69,132.64,73.45,68.5,86.72,277.9,85.25,20.33,1813.5,18.5,620.6,102.89,26.2492,61.78,253.75,15.27,270.15,90.835,1008.43,#N/A N/A,69.56,152,22.535,111.25,38.17,134.919,25.695,87.9,74.3,88.839,12.373,#N/A N/A,59,175,457.75,16.255,75.299,52.215,1691.8,1413.57,72.9757,273.25
26-05-2015,2874.5,173.6,1031.68,87.84,#N/A N/A,65.73,103.29,40.99,165.1428,94.61,1394.7,15.1547,8.996,21.274,99.94,6.1739,1821.5,162.5021,23.4976,100.82,3908,98.46,900.8,12.925,56.2294,46.825,159.59,23.78,32.3345,79.14,26.616,68.932,74.9,27240,43.13,4909,33.105,4255,46.59,5193,5.1825,165,54.24,206.38,987.818,48.6,54.56,129.8,27.36,1931,37.8774,2854,14.795,1446.572,83.72,146.378,67.5,19.8506,32.405,4373.5,91.89,131.3,72.95,67.15,85.747,276.2,84.45,20.25,1806,18.42,617,102.15,26.5519,60.83,250.75,15.19,264.9,90.1487,1000.82,#N/A N/A,69.09,149.65,21.9,109.91,37.79,132.312,25.102,86.03,74.31,87.843,11.968,#N/A N/A,58.48,173.25,451.7,15.795,74.258,51.71,1690.2,1393.486,72.0224,271.5
27-05-2015,2881,177.65,1035.662,87.92,#N/A N/A,66.47,103.11,41.12,165.1428,95.16,1403.5,15.3363,9.167,21.571,102.4,6.2841,1834.5,164.2882,23.7697,101.13,3828.5,98.66,896.6,13.04,56.6967,47.4,161.02,24.165,32.5147,79.39,26.99,69.386,75.19,26280,43.79,5001,33.71,4323,47.61,5221,5.46,167.85,54.87,209.06,1013.454,49.01,55.97,130.99,27.713,1957.5,38.2054,2905,15.17,1461.746,84.22,145.548,68.4,20.1592,33.011,4468.5,92.59,141.49,73.65,67.54,87.073,280.7,85.85,20.71,1837.5,18.875,625.3,102.97,26.1245,60.95,251.5,15.32,269.25,93.0231,1012.71,#N/A N/A,71.28,150.3,21.975,110.33,38.62,134.723,25.298,86.85,74.9,88.947,12.127,#N/A N/A,58.86,173.5,454.4,16.085,74.887,51.42,1699.2,1400.751,72.8476,276.5
28-05-2015,2884,176.5,1030.187,86.01,#N/A N/A,66.2,103.24,41.14,165.8029,94.6,1427,15.2773,9.092,21.329,103.8,6.2125,1843,164.0112,23.643,101.15,3837,96.48,917.3,13.015,56.9255,46.925,160.87,23.745,32.6474,79.33,26.989,69.415,74.84,26180,43.565,5133,34.01,4325,47.45,5200,5.535,166.55,54.55,208.48,1020.436,49.26,55.91,130.13,27.709,1954,38.1867,2911,15.145,1476.92,84.26,143.059,69.15,20.1013,32.945,4492,92.82,142.38,73.75,67.33,87.029,282.5,85.15,20.7,1841.5,18.83,623.6,102.9,25.9999,61.02,253.7,15.29,271.1,91.7699,1006.05,#N/A N/A,71.06,146.8,21.85,109.73,38.73,131.278,24.999,86.24,76.41,88.133,12.047,#N/A N/A,58.72,171.35,453.3,16.085,73.519,51.15,1727.4,1394.768,73.3741,277
29-05-2015,2856,171.95,1021.229,85.32,#N/A N/A,65.78,103,40.96,163.6426,92.79,1420.3,15.1638,8.993,21.462,101.75,6.1117,1831,162.0436,23.2724,100.14,3862,95.93,921.2,12.88,58.0602,45.975,159.08,22.915,32.9412,78.39,26.606,69.109,74.27,26140,42.43,5176,34.46,4292,46.86,5157,5.5325,162.15,54.08,206.19,1018.909,48.6,55.92,129.63,27.266,1943,37.8212,2887,14.975,1470.344,83.07,143.52,64.6,19.8313,32.57,4372.5,92.26,148.07,72.9,66.79,85.305,276.2,84.4,20.22,1815.5,18.375,622.7,101.22,26.3471,60.31,255.35,15.17,270,88.6668,995.58,#N/A N/A,68.78,142.75,21.26,108.86,38.2,127.096,24.468,84.2,78.9,86.694,11.774,#N/A N/A,58.23,168,450.75,15.645,71.588,50.835,1720.8,1390.495,74.0855,272.75
01-06-2015,2834.5,173.6,998.336,85.53,#N/A N/A,66.08,102.63,40.94,163.7026,94.23,1419.7,15.3272,8.993,21.546,101.85,6.0843,1816.5,162.5498,23.3287,100.04,3822.5,96.22,935,12.85,57.9267,46,158.98,22.93,32.7611,78.85,26.7,69.008,74.73,25820,42.315,5175,33.905,4294,47.23,5110,5.595,163.2,54.45,207.81,1014.218,48.94,55.71,129.46,27.461,1922.5,37.7369,2874,14.83,1472.873,83.19,143.889,66.48,19.8313,32.634,4366.5,92.56,146.62,72.85,66.9,86.101,279.7,83.85,20.33,1818,18.24,624.2,100.91,25.991,60.24,254.3,15.36,266.4,89.5719,978.92,#N/A N/A,68.77,142.6,21.195,109.15,38.58,128.228,24.321,84.16,79,87.056,11.766,#N/A N/A,58.16,166.95,447.4,15.645,71.974,50.88,1704,1377.248,74.3558,276
02-06-2015,2902,169.65,1043.624,86.17,#N/A N/A,66.02,102.58,40.99,164.0026,94.15,1400.2,15.3817,9.07,21.55,99.28,6.1701,1806.5,162.0436,23.1176,99.98,3806.5,96.29,914,12.91,57.4404,46.155,159.08,22.94,32.6948,78.54,26.959,69.209,74.53,26060,42.095,5007,33.27,4251.5,46.92,5076,5.4838,165.1,54.72,206.43,1006.145,48.94,55.25,129.57,27.698,1934,37.8212,2833,14.885,1457.699,82.95,144.903,65.8,19.8988,32.49,4357,93.17,144.16,72.15,66.73,85.128,275.3,83.75,20.44,1782.5,18.085,624.4,101.2,25.2252,60.3,254.6,15.26,267.65,89.1542,981.3,#N/A N/A,67.24,142.75,21.12,108.37,38.52,126.702,24.687,83.21,77.95,86.848,11.748,#N/A N/A,58.23,166.7,449.95,15.455,70.228,51.055,1702.8,1368.274,74.9107,272.5
03-06-2015,2881.5,170.55,1043.127,86.23,#N/A N/A,66.7,102.17,40.87,165.2028,92.68,1425.3,15.418,9.151,21.83,99.65,6.2238,1790.5,162.3015,23.0473,100.09,3754.5,96.52,913.7,12.98,57.5834,46.375,160.16,22.98,32.6189,78.56,27.015,69.899,74.89,25460,42.41,4911.5,32.73,4260,46.85,5117,5.425,165.55,55.63,208.29,998.727,48.86,54.885,129.98,27.765,1938,37.9993,2888,14.95,1454.159,82.42,145.733,65.7,20.275,32.53,4390,93.5,143.06,71.6,66.57,85.747,276.7,84.4,20.62,1795.5,18.11,625.3,101.91,25.4033,60.34,250.4,15.2,271.2,90.6261,1001.29,#N/A N/A,68.03,144.15,21.475,107.98,39.01,127.44,25.026,84.38,77.83,87.879,11.902,#N/A N/A,58.6,167.45,449.55,15.545,70.346,51.255,1703,1381.949,75.4229,272.75
04-06-2015,2850,170,1000.327,85.47,#N/A N/A,66.33,101.39,40.59,163.5826,94.67,1420,15.1184,9.073,21.539,99.24,6.1946,1784,160.8305,23.0426,99.23,3773,96.31,924.3,12.83,56.7062,45.5,158.35,22.755,32.4578,78.15,26.835,69.091,74.15,26740,42.445,4862,32.31,4240,46.36,5161,5.5225,163.45,55.33,208.87,948,48.68,53.98,129.5,27.585,1901.5,37.5963,2872,14.9,1427.858,81.83,145.456,65.77,20.9984,32.34,4337,92.57,141.2,71.2,65.92,85.394,275.3,84.75,20.6,1782,17.835,618.8,100.81,25.0115,58.92,248.1,15.05,266.4,90.656,994.15,#N/A N/A,67.29,143.65,20.845,106.83,38.7,126.801,25.084,83.25,77.68,87.554,11.572,#N/A N/A,57.89,166.05,440.15,15.75,69.624,50.975,1705.4,1375.112,75.4798,272.5
05-06-2015,2852.5,166.65,1010.778,86.05,#N/A N/A,67.42,101.59,40.1,163.7626,92.52,1409.3,14.9459,8.99,21.348,98.14,6.1597,1758,159.8945,22.6532,98.59,3733.5,95.54,906.4,12.7,56.2485,45.555,157.08,22.405,32.3156,77.43,26.667,69.008,73.06,26820,42.59,4854.5,31.84,4254.5,46.14,5156,5.565,160.3,56.24,210.45,934.909,48.45,53.785,129.57,27.476,1902.5,37.69,2819,14.615,1414.707,79.7,142.598,66.2,20.7765,32.163,4367.5,92.62,143.81,70.1,65.48,84.333,271.5,85,20.26,1760.5,17.635,618.9,100.97,24.8424,59.21,242.05,14.78,265.45,88.6569,985.11,#N/A N/A,67.09,143.1,20.47,105.74,39.29,124.291,24.647,82.16,78.12,86.513,11.435,#N/A N/A,57.85,165.15,443.35,15.5,68.709,51.015,1694,1357.164,74.0855,268
08-06-2015,2818.5,165.85,1000.824,86.15,#N/A N/A,66.89,100.42,40.16,163.4626,92.83,1412,14.8415,8.82,21.175,96.49,6.0702,1736,157.9268,22.5782,97.96,3694,95.32,900.8,12.565,56.1341,44.185,156.59,22.12,32.2113,77.71,26.342,68.525,72.61,26280,42.53,4817,31.3,4251.5,45.73,5129,5.4375,160.25,55.65,209.79,937.309,48.44,52.82,128.27,27.174,1902,37.5588,2807,14.385,1402.062,80.15,142.967,65.32,20.4582,31.95,4333,91.9,138.63,69.8,65.34,83.714,270,85,20.17,1880,17.39,619.5,100.47,24.8424,59.12,244,14.9,262,87.6126,973.21,#N/A N/A,66,140.45,20.095,105.48,39.09,122.028,25.526,80.87,78.52,85.743,11.255,#N/A N/A,57.71,162.8,441.9,15.43,67.391,50.72,1671.6,1345.199,73.1322,267.5
09-06-2015,2781,164.7,980.818,86.73,#N/A N/A,67.18,100.42,40.2,164.0026,92.07,1382,14.7915,8.846,21.274,96.38,6.073,1696.5,158.2516,22.5735,98.21,3607,94.73,884.3,12.56,56.1055,44.08,156.98,22.155,32.2397,78.9,26.335,68.595,72.47,25640,41.925,4693.5,31.25,4182,45.65,5086,5.465,155.15,56,209.02,925.2,48.18,52.915,128.57,27.108,1883,37.6994,2792,14.415,1391.946,80.75,142.875,65.08,20.4197,31.855,4246,92.09,140.21,69.3,66.03,82.742,266.7,85,20.06,1887.5,17.265,613.7,100.61,24.5752,59.18,241.75,14.88,261.55,87.3739,984.16,#N/A N/A,66.02,139.75,19.835,105.85,39.13,122.274,24.883,80.85,82.77,84.874,11.167,#N/A N/A,57.94,161.8,441.35,15.015,67.87,50.675,1643,1331.525,73.3029,261.75
10-06-2015,2841.5,167.8,1005.304,88.48,#N/A N/A,68.26,101.83,40.33,165.8029,92.7,1377.5,14.9413,9.028,21.539,96.8,6.1908,1714,161.3463,22.9722,98.88,3653,95.3,877,12.795,56.8397,45.025,159.04,22.53,32.5241,79.54,26.835,69.303,72.93,25240,41.545,4703.5,31.82,4160,46.61,5022,5.3675,161.55,57.02,213.13,931.636,48.5,54.19,130.18,27.63,1898.5,37.9243,2828,14.715,1398.521,82.29,141.216,65.53,20.6415,32.22,4281,94.17,142.86,69.75,67.07,84.023,272.6,85.5,20.51,1892,17.53,613.4,102.39,24.6287,59.77,244.1,15.03,267.15,88.7563,1041.27,#N/A N/A,65.96,142.2,20.365,107.11,39.89,127.637,25.414,83.01,83.18,86.214,11.413,#N/A N/A,58.87,164.3,443.55,15.34,70.102,51.67,1636.4,1357.164,73.9717,266.5
11-06-2015,2839,168.75,1002.815,88.17,#N/A N/A,68.52,101.12,40.1,165.0828,93.42,1387.5,14.7643,9.085,21.649,97.87,6.1984,1760,161.2126,23.3991,99.24,3759.5,95.59,891.9,12.94,56.1722,45.4,159.86,22.775,32.6663,79.41,26.731,69.787,72.94,25140,41.78,4714,31.85,4166,46.44,5155,5.425,165.5,57.21,213.94,938.4,49.06,53.64,130.52,27.502,1897,38.0461,2849,14.81,1403.074,82.25,142.23,65.85,20.5161,32.148,4272,94.5,141.99,70.2,66.55,84.598,275,85.6,20.43,1908.5,17.52,611.3,103.19,25.1362,60.14,237,15.28,268.75,89.9598,1019.85,#N/A N/A,65,144.65,20.23,107.4,39.87,127.736,25.566,83.78,86.59,86.467,11.22,#N/A N/A,59.35,165.85,446.8,15.46,71.034,51.94,1664.4,1380.239,74.2135,269.5
12-06-2015,2831.5,165.65,1001.322,87.85,#N/A N/A,68.25,99.87,39.96,164.3627,93.2,1367.3,14.7143,9.028,21.496,96.1,6.1088,1772,159.5028,22.8596,98.35,3786.5,95.06,890,12.955,55.1805,44.56,158.04,22.51,32.4293,78.87,26.617,69.362,72.43,25540,41.025,4705,31.32,4170,45.97,5170,5.2775,162.35,57.11,213.06,933.054,48.67,53.01,130.02,27.374,1858,37.7462,2788,14.65,1388.911,81.86,144.903,65.28,20.4389,31.793,4211,93.77,140.47,69.5,66.29,83.405,268.7,84.75,20.17,1896.5,17.16,607.7,102.23,24.8424,59.63,234.3,15.23,269.7,88.7165,1012.71,#N/A N/A,63.77,142.5,19.975,106.74,39.61,125.324,25.392,82.2,84.21,85.273,11.175,#N/A N/A,59.12,163.85,437.6,15.405,70.64,51.89,1678.8,1372.12,73.7582,265
15-06-2015,2806.5,163.2,989.776,87.13,#N/A N/A,67.99,99.29,39.59,163.2825,92.26,1358.3,14.3965,8.854,21.184,95.2,5.9759,1759.5,158.8056,22.3671,97.49,3815.5,94.3,889.5,12.77,54.4654,43.885,155.87,22.085,32.2682,78.12,26.36,67.599,71.93,25400,40.485,4700,31.39,4139,45.475,5171,5.2675,159.85,56.65,211.76,925.745,48.07,53.045,129.54,27.15,1854.5,37.1465,2777,14.35,1366.656,81.27,143.059,65.42,20.2364,31.73,4149,93.3,143.12,69.2,65.34,82.211,263.7,83.75,20.04,1874.5,16.89,600,102.56,24.8602,58.7,231.2,15.05,264.95,86.6279,987.97,#N/A N/A,63.59,139.75,19.61,105.71,39.53,122.077,24.731,81.1,84.08,83.589,10.955,#N/A N/A,58.82,161.3,435.05,15.025,69.045,51.675,1681.8,1345.199,73.7867,260
16-06-2015,2745.5,164.95,967.679,86.59,#N/A N/A,68.37,100.04,40.08,163.3426,93.26,1342.7,14.3693,8.91,21.363,96.72,5.9712,1746.5,159.3596,22.2357,98.36,3761,94.63,875.5,12.745,55.028,43.905,156.49,22.52,32.2682,79.1,26.408,67.793,72.35,25100,40.67,4689,31.635,4131.5,45.83,5129,5.3325,160.3,57.07,213.56,936,48.48,53.09,128.8,27.244,1850.5,37.4089,2791,14.36,1381.83,81.82,142.045,65.97,20.3618,31.9,4170,94.15,141.99,69.4,65.98,83.095,265.9,83.9,19.94,1869.5,16.91,594.9,103.36,24.7088,58.61,233.55,15,263.65,87.1053,975.59,#N/A N/A,63.63,140.15,19.575,106.9,39.74,124.488,24.714,80.94,84.78,83.879,10.911,#N/A N/A,59.03,161.3,432.4,15.03,69.506,52.28,1679,1343.063,74.8253,260.5
17-06-2015,2722.5,162.35,961.11,87.25,#N/A N/A,68.14,99.76,40.27,163.6426,94.12,1339.7,14.6235,8.844,21.391,95.61,5.9382,1724.5,159.6748,21.9636,98.73,3698.5,95.22,867.9,12.68,55.2187,44.39,156.95,22.365,32.2113,80.08,26.463,67.87,72.73,25080,40.235,4692.5,31.95,4124,45.97,5096,5.395,159.2,56.54,212.93,932.727,48.57,53.29,128.64,27.33,1844.5,37.7369,2762,14.25,1375.255,81.83,142.23,66.3,20.3039,31.825,4158.5,94.45,140.685,69,66.41,82.742,264,83.35,19.66,1881,16.915,590.8,103.72,25.0828,58.35,230.5,15.02,261.9,85.5737,978.45,#N/A N/A,63.04,139.3,19.415,107.66,39.58,123.209,24.7,80.74,83.53,83.607,10.841,#N/A N/A,59.21,160.45,435,15.19,68.474,52.375,1662.2,1333.234,75.9067,259
18-06-2015,2749.5,163.75,986.093,87.44,#N/A N/A,68.78,100.25,40.65,164.2427,96.18,1320,14.5645,8.909,21.97,95.28,5.9882,1700,160.7063,21.8651,100.36,3679,96.17,854.5,12.775,55.8671,44.3,159.62,22.535,32.581,80.82,26.837,68.36,72.98,25300,40.45,4661,32.38,4115,46.72,5015,5.485,159.9,56.76,214.6,938.4,49.94,54.22,129.68,27.809,1844,37.9055,2774,14.375,1375.761,83.11,142.23,66.62,19.648,31.97,4193,96.05,143,69.05,67.17,82.344,264.2,83.5,19.56,1898,17.06,587.6,104.52,24.9047,58.75,233.1,15.14,261.55,85.9019,985.59,#N/A N/A,63.27,141.85,19.555,109.2,39.79,126.013,24.258,81.84,83.04,84.684,11.07,#N/A N/A,59.84,161.7,434.45,15.405,68.549,53,1636.8,1350.754,76.2482,260.25
19-06-2015,2732,161.8,982.012,87.52,#N/A N/A,68.08,99.47,40.4,163.4626,95.97,1328.5,14.4374,9.025,21.746,96.1,6.0381,1708.5,159.5028,21.8323,99.86,3657,96.08,860,12.8,55.3426,44.125,158.95,22.42,32.4009,80.54,26.835,67.764,72.74,25320,40.625,4760,32.07,4150,46.1,5153,5.4675,159.95,56.23,213.19,934.363,49.89,54.51,129.97,27.876,1843.5,37.615,2772,14.58,1372.726,82.66,142.138,66.8,19.8795,31.65,4189,94.81,142.89,68.95,66.9,81.327,264.2,83.2,19.71,1879,17.07,590.8,102.99,25.2965,58.11,233.65,15.11,265.75,85.9516,994.63,#N/A N/A,63.06,140.1,19.585,108.81,39.37,125.669,23.875,80.92,82.63,84.648,10.92,#N/A N/A,59.43,160.65,431.35,15.34,68.499,53.265,1646.8,1342.208,75.8071,258.5
22-06-2015,2770,168.2,990.473,88.27,#N/A N/A,68.96,100.29,40.48,164.5427,95.79,1357.5,14.392,9.402,21.815,99.06,6.3963,1715,160.2097,22.3108,100.09,3732,96.87,889,13.365,56.0959,45.42,159.68,23.3,32.5241,80.45,26.91,67.994,72.79,25620,42.74,4780,32.26,4187.5,46.23,5207,5.4438,168,56.95,216.51,939.272,50.03,55.5,130.09,27.984,1875,37.4839,2855,15.3,1392.958,83.13,144.719,67.06,20.0338,31.903,4242,95.42,143.275,69.9,67.24,83.139,269.3,84.95,20.07,1907,17.655,602,103.69,25.2163,58.26,239.3,15.13,272.45,90.3079,1010.81,#N/A N/A,65.51,146.5,20.04,108.97,39.85,131.475,24.722,84.61,82.92,87.49,11.224,#N/A N/A,59.13,164.45,439.4,16.16,71.756,53.395,1659.4,1372.975,76.0347,262.25
