Date,RIO LN Equity,OR FP Equity,AAL LN Equity,CAT UN Equity,SYBX UR Equity,JPM UN Equity,CVX UN Equity,KO UN Equity,GE UN Equity,AMT UN Equity,7267 JT Equity,HPQ UN Equity,BBVA SQ Equity,AMZN UW Equity,ASML NA Equity,SAN SQ Equity,6752 JT Equity,IBM UN Equity,PHIA NA Equity,JNJ UN Equity,6758 JT Equity,MCD UN Equity,8306 JT Equity,TEF SQ Equity,MRK UN Equity,TTE FP Equity,MMM UN Equity,CS FP Equity,PFE UN Equity,PG UN Equity,GOOG UW Equity,RTX UN Equity,WMT UN Equity,005930 KP Equity,SGO FP Equity,5108 JT Equity,INTC UW Equity,7751 JT Equity,MSFT UW Equity,3382 JT Equity,NVDA UW Equity,MC FP Equity,C UN Equity,GS UN Equity,NG/ LN Equity,ABT UN Equity,TXN UW Equity,TMO UN Equity,GOOGL UW Equity,SHEL LN Equity,JCI UN Equity,ULVR LN Equity,INGA NA Equity,GSK LN Equity,PM UN Equity,700 HK Equity,BMY UN Equity,ABBN SE Equity,AAPL UW Equity,AZN LN Equity,MA UN Equity,AVGO UW Equity,NESN SE Equity,CL UN Equity,NOVN SE Equity,ROG SE Equity,SREN SE Equity,UBSG SE Equity,DGE LN Equity,ENGI FP Equity,HSBA LN Equity,AON UN Equity,BHP AT Equity,EMR UN Equity,VOD LN Equity,F UN Equity,BARC LN Equity,SAN FP Equity,STAN LN Equity,PEP UW Equity,SU FP Equity,ALV GY Equity,RWE GY Equity,KMB UN Equity,MS UN Equity,BAYN GY Equity,DBK GY Equity,BAS GY Equity,LLY UN Equity,SIE GY Equity,EOAN GY Equity,HON UW Equity,MMC UN Equity,MUV2 GY Equity,BP/ LN Equity,DTE GY Equity,MBG GY Equity,NKE UN Equity,7203 JT Equity,PRU LN Equity,DD UN Equity,RO SE Equity
24-05-2005,1348.202,58.1,1332.468,46.915,#N/A N/A,35.89,52.65,22.51,222.4507,17.37,888.3,10.315,12.163,1.777,12.66,8.129,1635,72.411,19.468,67.6,4090,30.87,904,13.5646,31.2184,43.5472,78.19,19.0249,27.3388,56,#N/A N/A,31.555,47.65,9900,42.4086,2100,26.94,3893.3,25.75,#N/A N/A,2.2742,52.59,477.1,99.58,596.636,23.2873,#N/A N/A,26.66,6.404,#N/A N/A,21.4417,1221.111,17.116,1374.749,#N/A N/A,1.005,25.86,7.6103,1.418,2310,#N/A N/A,#N/A N/A,32.75,25.405,53.084,154.5,77.6,43.088,804.5,#N/A N/A,756.406,25.22,13.5214,33.9,198.632,9.98,491.639,71.4606,789.4,#N/A N/A,28.8803,93.29,48.688,62.4802,41.016,26.866,48.058,26.74,58.62,51.486,20.378,#N/A N/A,29.43,85.33,547,15.18,27.131,10.34,788,422.191,66.0751,177.9
25-05-2005,1325.897,57.75,1320.168,46.235,#N/A N/A,35.91,53.32,22.45,221.1905,17.28,883.3,10.3604,12.0669,1.763,12.74,8.0939,1635,72.5925,19.346,67.47,4050,30.89,904,13.5053,31.0182,43.7692,77.06,18.8716,27.1777,55.73,#N/A N/A,31.505,47.3,9690,42.6903,2100,27,3853.3,25.71,#N/A N/A,2.245,52.23,474.5,97.25,598.033,23.0815,#N/A N/A,26.7,6.523,#N/A N/A,21.2684,1216.667,17.2005,1371.714,#N/A N/A,1.005,25.6,7.62,1.42,2323,#N/A N/A,#N/A N/A,32.9,25.23,53.835,154.5,77.45,42.933,799,#N/A N/A,753.792,24.95,13.4798,33.285,196.14,9.96,494.787,71.6098,786.59,#N/A N/A,28.9545,93.49,48.349,62.2981,41.0907,26.718,47.988,26.805,58.7,51.398,20.273,#N/A N/A,29.53,85.01,552,15.15,26.871,10.2013,788,420.909,65.2072,178.3
26-05-2005,1344.897,58.6,1352.967,47.215,#N/A N/A,35.94,53.72,22.445,221.6706,17.55,873.3,10.4421,12.1822,1.773,13.13,8.1466,1644,73.6814,19.5149,67.42,4030,31.48,889,13.5646,30.8466,44.164,76.98,19.0441,27.3957,55.81,#N/A N/A,31.738,47.31,9640,42.6448,2110,27.37,3893.3,25.9,#N/A N/A,2.3083,52.63,473.8,96.6,602.504,23.072,#N/A N/A,26.75,6.49,#N/A N/A,21.0879,1224.444,17.3771,1371.714,#N/A N/A,1.023,25.6,7.7164,1.455,2339,#N/A N/A,#N/A N/A,33.225,25.145,54.189,156.4,78.45,42.955,795.5,#N/A N/A,758.149,24.9,13.355,33.5,197.564,10.03,474.996,72.7535,802.24,#N/A N/A,29.103,94.37,49.545,62.576,40.8915,26.787,48.314,26.805,59.1,51.539,20.819,#N/A N/A,29.46,86.89,560.5,15.19,27.081,10.2425,778,421.764,65.4491,178.9
27-05-2005,1336.636,59.4,1357.067,47.155,#N/A N/A,35.8,54.58,22.465,221.3106,17.79,890,10.3377,12.0861,1.775,13.12,8.1466,1645,73.6431,19.5524,67.43,4070,31.26,882,13.4756,30.9419,44.2874,76.98,19.0633,26.8838,55.76,#N/A N/A,31.815,47.27,9800,42.4995,2135,27.38,3980,26.06,#N/A N/A,2.2933,52.45,472.8,95.5,602.504,22.9667,#N/A N/A,26.5,6.655,#N/A N/A,20.9723,1221.111,17.4308,1379.807,#N/A N/A,1.032,25.53,7.8997,1.449,2345,#N/A N/A,#N/A N/A,33.2,25.03,54.277,157.9,77.9,43.2,796,#N/A N/A,756.406,25,13.6878,33.565,196.852,10.07,469.598,72.0573,804.25,#N/A N/A,28.8308,94.25,50.033,62.0585,40.8915,26.836,48.563,26.84,59.05,51.618,20.93,#N/A N/A,29.01,86.8,557,15.12,27.139,10.3038,780,420.909,65.2783,180.4
30-05-2005,1336.636,59.45,1357.067,47.155,#N/A N/A,35.8,54.58,22.465,221.3106,17.79,890,10.3377,12.2014,1.775,13.21,8.2081,1651,73.6431,19.6744,67.43,4060,31.26,897,13.5547,30.9419,44.7561,76.98,19.1495,26.8838,55.76,#N/A N/A,31.815,47.27,9870,43.2263,2165,27.38,3960,26.06,#N/A N/A,2.2933,52.36,472.8,95.5,602.504,22.9667,#N/A N/A,26.5,6.655,#N/A N/A,20.9723,1221.111,17.4155,1379.807,#N/A N/A,1.014,25.53,7.8997,1.449,2345,#N/A N/A,#N/A N/A,33.25,25.03,54.012,157.4,78.25,43.244,796,#N/A N/A,756.406,25,14.0207,33.565,196.852,10.07,469.598,72.4552,804.25,#N/A N/A,29.2515,95.26,50.272,62.0585,40.8915,26.905,49.518,27.09,59.05,52.056,20.951,#N/A N/A,29.01,89.33,557,15.2,27.24,10.3038,788,420.909,65.2783,181.9
31-05-2005,1348.202,58.95,1344.768,47.055,#N/A N/A,35.75,53.78,22.315,218.9102,18.04,890,10.2197,12.2398,1.775,13.06,8.1466,1622,72.1626,19.4304,67.1,4060,30.94,905,13.4558,30.9324,44.2874,76.65,18.9866,26.4478,55.15,#N/A N/A,31.467,47.23,9780,42.4904,2145,26.93,3933.3,25.8,#N/A N/A,2.2658,52.27,471.1,97.5,600.828,23.0815,#N/A N/A,26.32,6.967,#N/A N/A,20.8929,1192.222,17.2619,1375.761,#N/A N/A,1.023,25.36,7.8611,1.418,2335,#N/A N/A,#N/A N/A,32.85,24.985,53.879,157.4,77.3,42.799,790.5,#N/A N/A,756.406,24.93,13.8792,33.235,197.564,9.98,469.148,72.9027,800.24,#N/A N/A,29.598,95.74,49.485,61.6559,40.6424,26.856,49.075,26.955,58.3,52.056,20.657,#N/A N/A,29.04,88.92,551,15.1,27.374,10.275,772,417.49,64.4389,180.9
01-06-2005,1372.159,60.6,1367.317,47.75,#N/A N/A,35.75,54.73,22.31,221.6706,17.99,898.3,10.3014,12.3935,1.832,13.34,8.2872,1650,73.4044,19.8433,67.31,4060,31.03,907,13.5943,30.7035,45.1016,77,19.3604,26.7037,56.15,#N/A N/A,31.703,47.91,9780,43.0173,2115,27.33,3946.7,25.84,#N/A N/A,2.28,54.61,477,98.74,607.814,23.1294,#N/A N/A,26.49,7.188,#N/A N/A,20.8857,1205.556,17.5844,1390.935,#N/A N/A,1.023,25.46,7.9962,1.439,2355,#N/A N/A,#N/A N/A,33.35,25.135,54.321,160,78.15,43.622,793.5,#N/A N/A,765.121,24.79,14.0207,33.505,195.072,9.92,475.446,73.2011,812.28,#N/A N/A,29.7712,96.65,50.571,62.4514,41.5473,27.466,50.023,27.525,58.45,52.986,20.942,#N/A N/A,28.96,89.6,562,15.18,27.803,10.3913,778,418.772,65.5771,184
02-06-2005,1378.768,60.8,1366.292,47.59,#N/A N/A,35.74,54.97,22.39,221.4306,18.3,890,10.2969,12.3839,1.823,13.6,8.2872,1646,73.8819,19.9089,67,4030,31.12,908,13.5448,30.7321,45.3236,76.57,19.4179,26.7322,55.97,#N/A N/A,31.582,48.22,9750,42.8811,2140,27.62,3920,25.79,#N/A N/A,2.3642,54.97,477.1,97.67,610.608,23.0911,#N/A N/A,26.4,7.212,#N/A N/A,20.7629,1206.667,17.6228,1385.877,#N/A N/A,1.069,25.5,8.0251,1.431,2326,#N/A N/A,#N/A N/A,33.725,24.805,54.454,159.5,77.5,43.733,787.5,#N/A N/A,763.378,24.97,14.2869,33.46,194.004,10.27,475.895,73.3005,801.04,#N/A N/A,29.5732,96.35,50.801,61.6463,40.9081,27.496,50.178,27.73,58.19,53.328,20.998,#N/A N/A,28.7,89.33,563,15.14,27.853,10.4775,782,414.499,64.7092,184.9
03-06-2005,1387.029,60.85,1362.192,46.985,#N/A N/A,35.55,55.06,22.115,220.2304,18.68,895,10.315,12.2783,1.781,13.55,8.2608,1635,72.3919,19.8526,66.44,3970,30.51,906,13.4657,30.5986,45.0522,76,19.1208,26.5047,55.26,#N/A N/A,31.334,47.35,9760,42.7084,2145,27.31,3926.7,25.41,#N/A N/A,2.3583,55.16,475.6,97.3,610.329,23.0959,#N/A N/A,26.45,7.014,#N/A N/A,20.6907,1206.667,17.4923,1378.795,#N/A N/A,1.042,25.22,7.9383,1.366,2322,#N/A N/A,#N/A N/A,33.6,24.545,54.454,158.7,77.4,43.578,787.5,#N/A N/A,760.764,24.69,14.495,33.115,194.36,9.9,467.799,72.853,804.25,#N/A N/A,29.2762,95.7,50.183,61.7422,40.6009,27.407,49.518,27.575,57.65,53.038,20.825,#N/A N/A,28.99,88.3,561,15.09,27.769,10.4688,778,411.508,64.4531,184.5
06-06-2005,1374.637,60.4,1356.042,47.075,#N/A N/A,35.51,54.85,21.985,219.6903,18.54,890,10.2515,12.2206,1.789,13.13,8.1993,1633,71.6373,19.7025,66.38,3930,30.41,905,13.3372,30.5414,45.2002,76.16,19.0633,26.5521,55.31,#N/A N/A,31.54,47.73,9760,42.4268,2150,27.19,3906.7,25.37,#N/A N/A,2.3358,55.11,476.9,98.42,612.006,23.182,#N/A N/A,26.54,7.281,#N/A N/A,20.7773,1188.889,17.3771,1383.853,#N/A N/A,1.069,25.42,7.9672,1.354,2308,#N/A N/A,#N/A N/A,33.475,24.48,54.189,158.1,77.35,43.555,787.5,#N/A N/A,758.149,24.52,14.5615,33.27,193.292,9.96,467.349,72.8033,809.47,#N/A N/A,29.598,94.68,50.382,62.2597,40.7669,27.417,49.308,27.585,57.69,53.687,20.795,#N/A N/A,29,87.66,558,14.84,27.618,10.5413,772,411.508,64.0689,184
07-06-2005,1371.333,61.15,1349.893,47.265,#N/A N/A,35.48,54.78,22.055,221.0705,18.85,873.3,10.2197,12.2879,1.768,13.23,8.3048,1641,71.6755,19.9277,66.54,3890,29.57,904,13.4657,30.5891,45.5703,76.34,19.2262,26.5047,55.45,#N/A N/A,31.564,47.76,9610,42.7902,2150,26.86,3886.7,25.51,#N/A N/A,2.2792,55.7,476.6,98.4,615.639,23.3303,#N/A N/A,26.7,7.333,#N/A N/A,21.1673,1202.222,17.5844,1392.958,#N/A N/A,1.069,25.22,8.083,1.305,2306,#N/A N/A,#N/A N/A,33.75,24.835,54.586,159,78.25,43.822,811.5,#N/A N/A,759.892,24.47,14.4534,32.8,196.496,10.06,473.196,72.4054,831.54,#N/A N/A,29.8207,96.12,52.346,62.6048,40.7919,27.663,49.953,27.9,57.65,54.907,21.238,#N/A N/A,28.8,89.27,562.5,15,27.744,10.6,766,417.918,64.8799,184
08-06-2005,1361.419,60.3,1348.868,48.29,#N/A N/A,35.67,54.83,21.95,220.8305,18.41,890,10.1834,12.163,1.742,13.3,8.1993,1650,71.4463,20.378,66.36,3910,29.23,907,13.4558,30.16,45.669,76.56,19.2166,26.2108,55.31,#N/A N/A,31.325,47.55,9550,41.8181,2135,27.09,3960,25.4,#N/A N/A,2.2633,55.25,477.5,98.78,597.474,23.2825,#N/A N/A,26.89,6.999,#N/A N/A,20.8712,1200,17.546,1380.819,#N/A N/A,1.097,25.05,8.3338,1.319,2294,#N/A N/A,#N/A N/A,33.6,24.9,54.719,158.7,78.25,43.8,807,#N/A N/A,757.278,24.62,14.2703,32.69,193.648,10.09,467.799,72.0076,833.55,#N/A N/A,29.9444,96.22,52.116,62.2022,41.0409,27.505,49.611,27.925,57.37,54.766,21.048,#N/A N/A,28.72,89.55,562,14.91,27.87,10.615,768,416.208,64.7803,178.5
09-06-2005,1350.68,60.55,1346.818,48.725,#N/A N/A,35.5,56.01,21.825,220.7705,18.44,878.3,10.3332,12.2206,1.76,13.24,8.2169,1610,71.5704,20.303,66.73,3860,28.98,906,13.3965,29.893,45.5457,76.18,19.0728,26.097,55.2,#N/A N/A,31.242,47.82,9600,41.7364,2110,27.67,3886.7,25.5,#N/A N/A,2.3567,55.52,476.8,99.95,595.518,23.4356,#N/A N/A,26.88,7.165,#N/A N/A,21.1095,1200,17.6458,1390.935,#N/A N/A,1.097,25.07,8.218,1.345,2314,#N/A N/A,#N/A N/A,33.6,24.85,54.719,159.8,78.8,43.889,809.5,#N/A N/A,762.071,24.64,14.2453,32.73,193.648,10.02,467.799,70.9633,837.16,#N/A N/A,30.2166,96.45,51.917,62.0776,41.1986,27.909,50.101,27.88,57.07,54.626,21.165,#N/A N/A,28.6,90.38,563.5,14.85,27.693,10.7063,762,417.063,64.3108,179.4
10-06-2005,1363.898,61.2,1350.917,48.51,#N/A N/A,35.43,56.3,21.975,219.8103,18.37,886.7,10.6691,12.2783,1.748,13.43,8.2872,1642,71.4176,20.7252,66.48,3890,29.53,908,13.446,29.9312,46.3105,75.79,19.207,26.2392,54.75,#N/A N/A,30.945,47.98,9830,42.127,2140,27,3913.3,25.41,#N/A N/A,2.3325,56.01,476.4,99.05,599.71,23.3973,#N/A N/A,26.65,7.069,#N/A N/A,21.9184,1196.667,17.6382,1369.691,#N/A N/A,1.088,24.99,8.2566,1.279,2309,#N/A N/A,#N/A N/A,33.575,24.88,54.365,159,78.65,43.889,813,#N/A N/A,766.428,24.7,14.2703,32.49,192.936,10.33,475.446,70.9633,836.76,#N/A N/A,30.2414,96.82,52.047,62.0872,41.4061,28.125,50.481,28.11,56.99,54.758,21.106,#N/A N/A,28.58,90.74,573,14.94,28.449,10.745,766,417.918,64.6096,179
13-06-2005,1365.55,60.9,1362.192,48.79,#N/A N/A,35.5,56.01,21.795,219.3303,18.36,895,10.8462,12.3263,1.743,13.48,8.2784,1646,71.6851,21.0817,66.47,3890,29.11,908,13.5547,30.0837,46.952,76.09,19.2645,26.4383,54.31,#N/A N/A,31.095,48.28,9960,42.6358,2135,26.99,3900,25.3,#N/A N/A,2.3833,56.51,476,99.26,600.828,23.3734,#N/A N/A,26.63,7.076,#N/A N/A,21.9039,1202.222,17.6305,1371.714,#N/A N/A,1.088,25.32,8.4399,1.282,2304,#N/A N/A,#N/A N/A,33.6,24.845,54.719,160,79,43.889,813,#N/A N/A,771.657,24.55,14.2703,32.52,192.224,10.52,479.044,71.7589,832.74,#N/A N/A,30.4146,97,52.684,62.0297,42.2363,28.165,50.38,28.22,57.3,55.038,21.165,#N/A N/A,28.24,90.58,578,14.9,28.55,10.8925,776,417.49,65.193,179.6
14-06-2005,1368.854,60.25,1358.092,49.285,#N/A N/A,35.6,56.13,21.865,218.4902,18.76,903.3,10.828,12.3647,1.754,13.6,8.2872,1653,71.5322,21.138,66.58,3920,29.3,910,13.614,30.3031,47.1247,76.66,19.2166,26.9123,54.39,#N/A N/A,31.225,49.68,9930,42.3814,2175,26.71,3933.3,25.36,#N/A N/A,2.2425,56.78,474.1,98.26,594.68,23.4547,#N/A N/A,26.77,6.964,#N/A N/A,21.8606,1197.778,17.5307,1366.656,#N/A N/A,1.106,25.46,8.3916,1.286,2276,#N/A N/A,#N/A N/A,33.65,24.825,54.542,160.3,79.1,43.822,819.5,#N/A N/A,770.785,24.76,14.4284,32.55,192.58,10.82,480.843,71.56,834.75,#N/A N/A,30.4889,96.8,52.625,62.2693,42.0038,27.899,50.334,28.195,57.65,54.836,21.139,#N/A N/A,28.19,90.18,577,14.9,28.659,10.8188,780,415.354,66.0751,179
15-06-2005,1387.855,60.4,1343.743,49.29,#N/A N/A,35.71,56.84,21.82,217.9501,18.82,908.3,10.8417,12.2783,1.763,13.24,8.252,1661,72.879,20.0028,66.35,3930,28.95,925,13.5844,30.4175,46.9767,76.13,19.1495,26.9502,54.4,#N/A N/A,30.883,49.85,10000,42.2996,2175,26.92,3973.3,25.26,#N/A N/A,2.2358,56.1,474,99.19,579.868,23.4547,#N/A N/A,26.72,6.878,#N/A N/A,22.1134,1190,17.5998,1346.425,#N/A N/A,1.106,25.2,8.3627,1.326,2246,#N/A N/A,#N/A N/A,33.4,24.77,54.277,160,79.65,43.978,806.5,#N/A N/A,765.121,24.67,14.5282,32.6,193.292,11.16,475.895,70.7644,826.32,#N/A N/A,30.0187,96.23,51.229,62.4131,42.0121,27.614,49.992,28.005,57.36,54.065,20.657,#N/A N/A,27.85,89.87,574,14.82,28.323,10.955,780,417.063,66.9003,178
16-06-2005,1441.551,60.15,1378.592,49.155,#N/A N/A,35.9,57.92,21.89,216.5099,19.21,906.7,10.8507,12.3743,1.779,13.49,8.3311,1680,73.5954,20.2185,66.3,3940,29.13,936,13.6536,30.5128,47.1741,76.67,19.3604,27.1113,54.25,#N/A N/A,30.983,49.35,9970,42.6358,2145,27.11,3920,25.04,#N/A N/A,2.2475,56.64,475.4,102.65,579.589,23.4835,#N/A N/A,26.91,6.943,#N/A N/A,22.3228,1191.111,17.6766,1353.506,#N/A N/A,1.097,25.26,8.4399,1.356,2236,#N/A N/A,#N/A N/A,33.3,24.45,53.835,159.5,79.5,44.111,805,#N/A N/A,765.121,24.58,14.7363,32.735,194.004,11.37,478.144,66.9352,830.74,#N/A N/A,30.1919,96.79,51.249,62.2789,43.083,27.732,50.116,28.195,58.36,54.477,20.83,#N/A N/A,27.96,90.05,577.5,14.88,28.541,11.0188,780,417.49,68.0386,178.2
17-06-2005,1455.595,60.35,1379.617,50.1,#N/A N/A,36.08,58.97,22.025,219.0302,19.01,916.7,10.8553,12.4224,1.761,13.57,8.3839,1695,72.965,19.9371,66.56,3940,29,942,13.7426,30.7226,47.8649,76.92,19.5041,27.282,54.41,#N/A N/A,31.343,48.93,9870,42.7993,2135,27.12,3926.7,25.04,#N/A N/A,2.2467,56.78,474.6,103.8,588.532,23.6509,#N/A N/A,26.95,7.014,#N/A N/A,22.3878,1192.222,17.8301,1351.483,#N/A N/A,1.152,25.43,8.4302,1.367,2270,#N/A N/A,#N/A N/A,33.175,24.665,53.835,159.8,78.9,44.289,807,#N/A N/A,765.557,24.84,15.1856,33,195.072,11.28,483.092,68.626,832.34,#N/A N/A,30.3404,97.48,51.528,62.5473,42.6513,27.594,50.606,28.41,58.52,54.81,21.095,#N/A N/A,27.89,90.75,586.5,14.96,28.55,11.0475,790,421.336,67.0141,178.1
20-06-2005,1449.813,59.55,1377.567,50.4,#N/A N/A,36.05,59.34,21.955,217.7101,19.15,910,10.828,12.3263,1.785,13.57,8.3399,1669,73.1178,19.9652,66.55,3860,29.06,939,13.8315,30.6177,47.8896,77.19,19.4083,27.263,54.25,#N/A N/A,31.437,48.86,9810,42.4904,2115,26.9,3960,25.11,#N/A N/A,2.2758,56.78,473.7,103.25,589.09,23.6318,#N/A N/A,26.74,7.174,#N/A N/A,22.2506,1180,17.6612,1352.494,#N/A N/A,1.152,25.6,8.4013,1.343,2290,#N/A N/A,#N/A N/A,32.9,25.37,53.658,159.8,77.9,44.245,808.5,#N/A N/A,765.121,24.7,15.1689,32.525,194.004,11.11,479.944,68.9244,830.74,#N/A N/A,30.0929,96.35,51.459,62.2022,42.8007,27.771,50.217,28.11,58.05,54.503,21.15,#N/A N/A,28.11,90.03,590.5,14.89,28.483,11.0475,786,418.345,65.6056,177
21-06-2005,1434.117,60.05,1357.067,51.1,#N/A N/A,36.04,58.78,21.84,216.93,19.27,910,11.1731,12.2783,1.769,13.65,8.419,1671,72.9841,20.0872,66.53,3870,29.04,947,13.3866,30.5033,47.9142,77.19,19.8396,27.1208,54.33,#N/A N/A,31.201,48.53,9760,42.7357,2120,27.18,3960,25.15,#N/A N/A,2.3,57.41,473.2,102.64,591.885,23.6605,#N/A N/A,26.67,7.21,#N/A N/A,22.0773,1186.667,17.7303,1375.761,#N/A N/A,1.134,25.71,8.4592,1.352,2297,#N/A N/A,#N/A N/A,33.075,25.42,54.542,161.7,78.85,44.445,810,#N/A N/A,764.685,24.81,15.1939,32.555,194.36,11.17,488.49,69.3222,833.95,#N/A N/A,30.3899,97.17,51.977,61.7614,42.311,28.017,50.373,28.135,58.12,54.573,21.144,#N/A N/A,27.7,90.6,586.5,14.86,28.768,11.1063,784,422.405,64.3393,179
22-06-2005,1422.551,60,1349.893,50.285,#N/A N/A,36.26,58.27,21.715,214.3496,19.97,911.7,11.1231,12.2975,1.761,13.86,8.419,1684,73.7673,19.9371,66,3890,29.02,942,13.3965,30.4938,47.7909,77.88,20.1271,27.2915,54.44,#N/A N/A,31.237,48.79,9860,42.9265,2110,27.11,3966.7,25.07,#N/A N/A,2.2933,57.63,474.4,102.47,589.649,23.7897,#N/A N/A,26.71,7.24,#N/A N/A,22.3445,1184.444,17.7994,1377.784,#N/A N/A,1.189,25.63,8.5363,1.377,2300,#N/A N/A,#N/A N/A,33.25,25.6,54.277,160.9,79.1,44.133,816,#N/A N/A,772.964,24.85,15.0691,32.635,194.716,10.68,497.486,69.0239,821.11,#N/A N/A,30.4394,97.65,52.126,61.6176,41.9374,28.007,50.334,28.04,58.32,54.582,21.183,#N/A N/A,27.91,90.65,584.5,14.73,28.65,11.1738,792,426.25,64.5527,182.5
23-06-2005,1414.29,60.2,1347.843,49.235,#N/A N/A,35.93,57.33,21.535,207.9887,20.15,906.7,11.0732,12.3455,1.772,13.97,8.4366,1694,72.0289,20.1435,65.35,3880,28.57,944,13.3471,29.7977,48.1856,75.87,20.2517,27.3957,53.66,#N/A N/A,30.889,47.88,9960,42.1633,2110,26.77,3993.3,25.31,#N/A N/A,2.3317,58.08,468.8,102.02,594.68,23.4835,#N/A N/A,26.56,7.254,#N/A N/A,22.2073,1184.444,17.8378,1372.726,#N/A N/A,1.198,25.48,8.6617,1.386,2265,#N/A N/A,#N/A N/A,33.125,25.675,54.233,159.2,79.45,44.245,823.5,#N/A N/A,778.628,24.47,14.8028,32.055,193.648,10.4,506.932,68.626,830.74,#N/A N/A,30.7116,97.61,52.306,60.8604,42.9335,27.998,50.427,28.125,57.52,55.433,21.335,#N/A N/A,27.65,90.3,587.5,14.7,28.667,11.2625,788,426.678,63.2153,183.2
24-06-2005,1382.072,59.15,1318.118,48.43,#N/A N/A,35.57,56.69,21.1,208.7088,20.36,901.7,10.8053,12.2014,1.751,13.48,8.3487,1692,70.6917,19.9277,65.58,3880,28.28,937,13.2284,29.1302,48.1116,75.48,20.0025,27.0355,52.82,#N/A N/A,30.741,47.37,9820,41.3366,2110,26.05,3960,25.04,#N/A N/A,2.2575,57.23,469.5,103.67,590.767,23.4547,#N/A N/A,26.8,7.457,#N/A N/A,21.6151,1173.333,17.6382,1360.587,#N/A N/A,1.189,25.24,8.5556,1.349,2251,#N/A N/A,#N/A N/A,32.85,25.3,53.968,158.7,79.15,43.956,813,#N/A N/A,776.449,24.35,14.7779,31.66,191.868,10.21,501.534,67.4823,821.91,#N/A N/A,30.8601,95.84,51.897,60.1991,44.0957,27.299,49.635,27.445,56.91,54.266,21.432,#N/A N/A,27.41,88.21,585,14.72,28.483,11.1688,788,422.832,62.1339,178.5
27-06-2005,1384.55,58.55,1317.093,48.46,#N/A N/A,35.59,57.25,21.165,207.6887,20.47,893.3,10.6737,12.0765,1.726,13.3,8.3048,1659,70.5675,19.6181,65.65,3830,28.16,931,13.1098,29.0825,47.7909,75.79,19.6479,26.6184,52.67,#N/A N/A,30.387,47.52,9770,40.9823,2090,25.86,3913.3,25.05,#N/A N/A,2.2392,56.55,467.7,103.2,589.09,23.4404,#N/A N/A,26.48,7.612,#N/A N/A,21.4923,1174.444,17.523,1342.378,#N/A N/A,1.18,24.9,8.3723,1.325,2225,#N/A N/A,#N/A N/A,32.85,25.075,53.526,158.8,78.25,43.689,805,#N/A N/A,771.221,24.66,14.6697,31.59,190.089,10.12,494.787,66.8855,811.47,#N/A N/A,30.3156,94.36,51.409,60.0074,44.0376,26.974,48.998,27.37,56.44,53.328,21.318,#N/A N/A,27.96,87.3,584,14.68,28.13,10.7213,776,414.713,62.4327,178.9
28-06-2005,1403.551,59.2,1323.243,48.9,#N/A N/A,35.92,57,21.435,210.9291,20.75,898.3,10.7418,11.9996,1.687,13.24,8.3487,1686,71.9238,19.7213,66.07,3780,28.24,926,13.2383,29.5307,48.383,77.1,19.8013,26.4478,53.33,#N/A N/A,31.272,48.43,9790,41.3457,2075,26.33,3913.3,25.07,#N/A N/A,2.2533,57.09,470.2,103.96,599.151,23.6844,#N/A N/A,26.75,7.568,#N/A N/A,21.6801,1180,17.6996,1351.483,#N/A N/A,1.125,25.28,8.4688,1.333,2245,#N/A N/A,#N/A N/A,32.925,25.315,53.349,159.1,78.8,44.045,811.5,#N/A N/A,775.142,25.12,15.0441,32.15,191.157,10.4,499.735,67.532,812.28,#N/A N/A,30.7116,95,52.057,60.6017,44.0127,27.269,49.324,27.8,56.66,53.196,21.371,#N/A N/A,27.88,87.86,595,14.86,28.222,11,778,417.277,63.4714,177.4
29-06-2005,1404.377,59.4,1330.418,48.32,#N/A N/A,35.96,56.76,21.35,210.029,20.8,910,10.9279,12.1726,1.668,13.29,8.4366,1681,71.3699,19.8714,65.7,3820,27.91,939,13.3669,29.3972,47.9636,76.04,19.9067,26.3909,53.47,#N/A N/A,30.971,48.54,9800,41.6728,2110,26.25,3926.7,25.09,#N/A N/A,2.2325,57.77,467.8,102.79,603.063,23.5552,#N/A N/A,26.99,7.325,#N/A N/A,21.1673,1185.556,17.8301,1363.622,#N/A N/A,1.134,25.21,8.6328,1.299,2267,#N/A N/A,#N/A N/A,32.95,25.435,53.747,161.4,79.1,44.556,817,#N/A N/A,779.935,25.01,15.0857,31.84,195.072,10.41,498.835,68.079,828.33,#N/A N/A,30.9343,95.92,52.126,60.755,44.2617,27.348,49.899,27.51,56.3,53.424,21.356,#N/A N/A,27.64,88.48,587,15.09,28.415,10.915,784,421.55,64.3108,180.6
