Date,OR FP Equity,DG FP Equity,STLAP FP Equity,TTE FP Equity,AI FP Equity,DSY FP Equity,CS FP Equity,ERF FP Equity,BNP FP Equity,BN FP Equity,CAP FP Equity,CA FP Equity,SGO FP Equity,EL FP Equity,MC FP Equity,ML FP Equity,EDEN FP Equity,KER FP Equity,PUB FP Equity,RNO FP Equity,SAF FP Equity,HO FP Equity,TEP FP Equity,RMS FP Equity,ENGI FP Equity,ORA FP Equity,MT NA Equity,EN FP Equity,ALO FP Equity,VIE FP Equity,SAN FP Equity,GLE FP Equity,SU FP Equity,AIR FP Equity,LR FP Equity,URW FP Equity,ACA FP Equity,RI FP Equity,STMPA FP Equity,WLN FP Equity
09-08-2007,88.39,49.83,#N/A N/A,54.79,49.6061,4.519,28.3354,7.1,80.2494,51.7288,46.07,44.2467,73.2521,43.96,74.65,20.9675,#N/A N/A,111.52,31.9,98.93,18.09,40.4,29.7,81,33.87,20.69,97.8633,54.16,62.0704,53.8007,60.1224,114.1185,47.05,21.5,24.31,176.04,25.6156,72.5171,13.11,#N/A N/A
10-08-2007,85.6,48.99,#N/A N/A,53.09,47.9361,4.491,27.3778,6.891,76.7505,51.6438,43.05,43.8449,72.3618,43.25,73.18,20.3636,#N/A N/A,109.43,31.53,95.13,17.42,39.32,28.7,81.83,33.06,19.91,92.6324,52.58,57.5362,53.685,58.3222,108.4139,46.205,20.98,23.61,174.52,24.8866,71.7172,12.56,#N/A N/A
13-08-2007,86.01,50,#N/A N/A,54.45,49.204,4.434,28.5308,7.099,78.7235,51.2853,44.5,44.7359,74.1152,44.21,74.08,21.453,#N/A N/A,110.71,31.96,98.74,17.93,40.77,30.1,77.7,33.83,20.55,95.0382,53.9,59.4185,53.2126,58.9985,110.6585,47.49,21.31,24.17,170.95,25.6525,71.0884,12.58,#N/A N/A
14-08-2007,84.28,49.53,#N/A N/A,53.51,48.3123,4.353,28.1595,6.807,75.9828,50.37,43.86,43.775,72.6798,43.16,72.82,21.2887,#N/A N/A,109.31,31.67,97,17.63,40.42,30.36,76.06,33.2,20.64,94.5084,53.29,58.2363,52.8751,58.3918,105.575,47.25,21.15,24.24,171.61,24.942,70.6261,12.6,#N/A N/A
15-08-2007,83.99,48.89,#N/A N/A,53.72,48.0855,4.336,27.8371,6.599,74.8845,50.7191,45.63,43.0587,73.0432,43,72.09,21.209,#N/A N/A,108.68,31.22,95.42,17.5,39.75,30.62,76.8,33.19,20.9,93.14,53.2,56.8268,51.9206,57.8746,103.1529,46.96,20.85,24.33,171.59,24.7666,71.3427,12.33,#N/A N/A
16-08-2007,83.1,46.7,#N/A N/A,51.44,45.6011,4.165,27.1433,6.224,72.5714,49.6528,42.84,41.495,71.2807,42.31,69.84,20.3394,#N/A N/A,104.15,30.52,91.2,16.71,38.87,29.19,74.01,31.9,20.62,87.225,50.88,54.4206,49.9923,56.711,101.0326,45.51,20.32,23.79,161.75,24.2684,70.0436,12.01,#N/A N/A
17-08-2007,83.57,47.65,#N/A N/A,52.94,45.364,4.2,28.3549,6.574,76.0022,50.6342,43.62,41.7396,70.1814,42.43,71.11,20.1631,#N/A N/A,104.08,31.13,93.95,17.1,38.22,30.1,75.88,32.25,21,88.2182,50.76,54.7961,49.7705,57.6061,104.8297,44.64,19.8,24.32,169.89,25.1726,70.0852,12.19,#N/A N/A
20-08-2007,83.78,47.84,#N/A N/A,52.68,45.3176,4.245,28.7262,6.81,76.0994,50.9644,44.28,41.9317,69.9815,42.74,71.67,20.6558,#N/A N/A,104.72,30.82,94.9,17.34,38.94,28.82,77.79,32.25,21.24,91.0874,51.77,56.7341,50.2333,58.1332,104.6434,44.355,20.23,24.11,170.88,25.2372,70.5013,12.31,#N/A N/A
21-08-2007,83.62,47.93,#N/A N/A,52.47,45.4155,4.251,28.6774,6.62,76.1188,51.1437,45.38,42.6219,69.927,43.24,71.96,21.2815,#N/A N/A,105.89,30.59,94.29,17.41,39.3,28.78,77.98,32.5,21.4,93.4711,51.83,56.6506,50.5611,58.4017,104.599,44.44,20.64,24.49,172.3,25.1726,70.2609,12.39,#N/A N/A
22-08-2007,84.44,51,#N/A N/A,53.29,47.1629,4.298,28.9705,6.575,76.4493,51.7382,46.7,43.1548,70.4176,44.57,72.66,21.8347,#N/A N/A,107.86,31.12,98.79,17.62,40.8,28.97,79.02,32.97,21.5,98.0178,53.93,58.8065,51.0721,58.6404,105.8322,45.66,21.04,25.16,183.73,25.5602,70.4689,12.44,#N/A N/A
23-08-2007,83.84,51.63,#N/A N/A,53.4,46.7712,4.352,29.0291,6.619,76.1966,51.5212,46.52,43.1548,70.2177,44.57,72.47,21.953,#N/A N/A,109.25,31.26,99.02,17.97,41,29.2,77.98,33.68,21.6,96.7818,54.01,59.386,51.4482,58.8692,106.1339,46.44,21.01,25.36,183.8,25.3941,69.5581,12.36,#N/A N/A
24-08-2007,84.55,51.54,#N/A N/A,54.14,47.5237,4.36,29.0291,6.6,75.526,52.1345,47.12,44.0895,70.7174,44.66,72.74,22.2115,#N/A N/A,110.72,31.38,100.25,18,41.01,29.22,79.3,34,21.76,102.763,54.67,59.9053,51.3421,58.9885,105.7879,47.005,21.36,25.5,186.5,25.3664,70.4042,12.43,#N/A N/A
27-08-2007,85.17,51.87,#N/A N/A,53.88,47.4619,4.326,29.1268,6.6,76.2938,52.5308,46.5,44.8757,70.9718,45.57,73.21,22.2719,#N/A N/A,110.85,31.42,101.85,18.04,41.41,29.54,79.17,33.97,21.95,102.9837,54.95,60.3318,51.7374,59.3565,106.4533,47.45,21.35,25.55,182.88,25.6063,70.8943,12.4,#N/A N/A
28-08-2007,83.01,50.32,#N/A N/A,52.56,46.4207,4.248,28.2377,6.552,73.728,51.2381,45.37,44.0545,70.0451,45.06,71.74,21.5593,#N/A N/A,108.61,31.38,99.32,17.69,41,29.4,77.72,33.9,21.62,100.2469,54.21,59.4324,51.2264,58.1531,103.3925,46.7,20.93,25.43,177.58,24.8866,69.6321,12.15,#N/A N/A
29-08-2007,83.19,50.75,#N/A N/A,53.02,46.766,4.218,28.267,6.545,73.9029,51.3419,46.25,45.5484,71.2262,45.39,71.19,22.0545,#N/A N/A,109.63,31.23,97,17.52,40.6,29.5,77.45,34.09,21.85,102.5865,55.05,59.8172,52.4702,58.3222,103.286,47.075,21.3,25.03,178.7,24.8128,69.9788,12.25,#N/A N/A
30-08-2007,84.39,50.94,#N/A N/A,54.28,47.5959,4.3,28.3842,6.78,74.2722,52.5497,47,45.5571,72.0166,44,72.79,22.2284,#N/A N/A,111.49,31.54,98.21,17.88,41.38,29.67,79.3,35.4,21.82,104.3742,57.1,59.7894,53.3861,58.8692,103.4013,47.47,21.52,25.4,175.69,25.3849,70.8943,12.65,#N/A N/A
31-08-2007,85.98,52.24,#N/A N/A,55.25,48.2195,4.316,28.736,6.79,75.2441,52.7573,47.5,44.8757,72.5526,44.55,73.89,22.3371,#N/A N/A,116.12,31.72,99.02,17.33,41.65,30.09,79.17,36.8,22.14,106.5593,57.81,61.5095,54.2635,59.5952,105.016,48.75,21.78,26.06,175.55,25.5602,71.4444,12.78,#N/A N/A
03-09-2007,85.72,53.25,#N/A N/A,54.83,47.6474,4.363,28.6187,6.913,75.1955,52.8328,47.57,43.9759,72.9069,43.74,73.3,22.8444,#N/A N/A,116.8,31.59,99.93,17.31,41.32,30.08,78.42,35.81,22.23,107.1552,57.85,61.8294,52.9426,59.7146,105.9653,49.09,21.84,26.03,177.53,25.3387,72.1888,12.81,#N/A N/A
04-09-2007,86.2,53.38,#N/A N/A,55.37,47.7196,4.369,28.8825,6.996,76.0994,52.9649,47.75,43.2334,72.1074,43.65,73.57,22.6729,#N/A N/A,119.63,31.4,99.05,17.3,41.5,30.31,79.96,35,22.42,107.2876,58.85,62.1956,53.1933,60.1124,108.2099,49.44,21.92,26.12,185.7,25.3295,71.5462,13.02,#N/A N/A
05-09-2007,84.84,52.44,#N/A N/A,54.73,46.3897,4.375,28.1009,6.967,74.0973,51.8137,46.59,42.2986,69.4183,42.74,71.87,22.0158,#N/A N/A,117.72,30.77,95,17.07,40.3,29.71,79,34.3,21.89,105.1909,57.89,60.9207,52.6245,59.5654,105.0426,48.615,21.26,25.93,180.21,25.0527,70.5753,12.79,#N/A N/A
06-09-2007,84.55,52.24,#N/A N/A,55.69,46.5959,4.404,28.3842,6.969,73.5725,52.21,46.27,42.6393,68.5188,43.15,72.88,21.9047,#N/A N/A,117.75,30.92,94.52,17.5,40.29,30,79.81,34.02,22.06,105.9413,58.52,61.0551,52.6437,59.7245,105.158,48.53,21.18,26.2,179.05,25.1542,70.5244,12.96,#N/A N/A
07-09-2007,83.04,50.27,#N/A N/A,54.42,45.364,4.338,27.7589,7.095,71.065,51.5023,44.31,41.792,65.4481,42.45,71.19,21.139,#N/A N/A,115.66,30.43,90.47,17.08,39.72,29.34,78.09,33.44,21.96,102.6306,56.86,58.737,51.882,59.3366,101.0503,46.445,20.23,25.54,168.7,24.4068,69.4148,12.59,#N/A N/A
10-09-2007,83.68,49.69,#N/A N/A,54.54,45.1578,4.295,27.5342,6.784,70.3263,51.0494,43.06,41.0494,64.2762,42.34,70.59,20.5471,#N/A N/A,115.1,30.19,89.37,16.84,39.37,28.8,77.42,33.03,21.81,99.6069,55.17,59.247,52.4316,59.3665,100.1454,45.76,20.26,25.23,166.83,24.1115,69.3547,12.53,#N/A N/A
11-09-2007,84.94,50.05,#N/A N/A,55.38,46.0186,4.393,27.9836,6.919,71.4537,51.3985,44.15,41.9842,65.1847,42.42,71.36,21.0665,#N/A N/A,117.38,30.15,92.8,17.02,39.76,29.05,77.89,33.65,22.14,102.9396,57.05,63.0812,53.1547,60.1721,101.8133,46.52,20.64,25.29,171,24.6928,70.0898,12.53,#N/A N/A
12-09-2007,86.92,50.03,#N/A N/A,55.8,45.7867,4.38,27.8957,7.099,72.0952,52.2477,43.87,42.386,65.2119,43.03,72,21.1583,#N/A N/A,117.75,29.46,93.04,16.9,39.63,29.05,77.98,33.46,22.26,101.7478,59.45,62.7752,54.4275,61.0672,102.3012,46.22,20.31,25.45,174.6,24.8497,70.3487,12.43,#N/A N/A
13-09-2007,87.11,50.36,#N/A N/A,56.53,46.833,4.389,28.1595,7,72.7366,53.0498,43.21,42.8927,65.2573,43.16,72.28,21.4071,#N/A N/A,118.95,29.62,94.1,17.06,39.72,29.2,78.36,33.58,22.6,106.3606,60.15,64.9079,55.8737,61.664,102.9844,46.33,20.33,25.14,177.14,25.0066,71.1116,12.06,#N/A N/A
14-09-2007,88.22,49.09,#N/A N/A,56.27,46.5701,4.381,28.052,6.823,71.6481,53.0309,41.51,42.3423,64.9666,43.35,72.27,21.2404,#N/A N/A,118.95,29.58,92.76,16.78,39.45,28.98,78.49,34.34,22.56,108.5015,58.52,66.4471,56.0665,61.1667,100.6954,46.235,20.41,24.66,173.05,24.7574,70.529,12.03,#N/A N/A
17-09-2007,87.75,48.35,#N/A N/A,55.69,45.6681,4.348,27.4853,6.795,69.9278,52.6252,40.84,41.5386,63.2405,43.58,71.12,20.5061,#N/A N/A,116.35,28.9,92.37,16.52,39.55,28.56,77.52,34.21,22.27,105.7868,57.57,63.5772,55.2181,59.7544,98.371,43.915,20.19,23.88,168.1,24.4068,70.6908,11.66,#N/A N/A
18-09-2007,90.05,50.54,#N/A N/A,56.72,47.0959,4.381,28.1106,6.71,72.1049,53.5216,40.2,42.1152,64.7486,43.26,72.55,20.4408,#N/A N/A,116.73,29,94.4,16.58,40.2,29.16,78.05,34.42,22.6,108.8105,58.38,65.5801,56.134,60.5898,100.6954,45.045,20.35,24.08,175.55,25.2003,71.6941,11.84,#N/A N/A
19-09-2007,92.82,52.6,#N/A N/A,58.49,48.5546,4.52,29.6349,6.7,75.8078,54.0595,42.13,43.181,68.11,43.19,74.16,21.8781,#N/A N/A,121.15,28.92,98.4,16.81,40.72,28.98,80.38,35.56,22.72,114.7256,59.87,66.2987,57.3103,61.8231,107.6243,46.43,20.6,24.47,184.2,25.7448,72.0177,11.96,#N/A N/A
20-09-2007,92.45,53.19,#N/A N/A,58.24,47.9361,4.465,29.547,6.757,74.972,53.7386,41.73,42.9276,66.7745,43.22,73.59,21.5907,#N/A N/A,120.51,28.89,96.8,16.48,40.64,28.17,79.3,35.15,22.72,115.2111,60,65.3437,56.78,61.2363,107.1896,46.855,20.25,24.11,184.77,25.4402,70.0667,11.81,#N/A N/A
21-09-2007,92.53,54.18,#N/A N/A,58.1,48.9051,4.551,29.7521,6.67,74.9039,53.3235,41.5,42.8403,67.0652,44,74.64,22.1124,#N/A N/A,120.24,28.07,100,16.59,40.29,28.05,80.04,34.88,22.72,119.0736,60.51,67.2306,56.8957,60.013,106.9856,47.335,20.33,23.75,187.43,25.4126,68.3144,11.67,#N/A N/A
24-09-2007,92.25,55.03,#N/A N/A,58.09,48.5443,4.4,30.0941,6.643,73.2031,54.3237,41.11,42.6568,65.9296,43.71,74.52,22.4941,#N/A N/A,119.72,28.4,101.03,16.34,40.17,27.97,80.07,34.95,22.81,121.2586,60.72,68.0837,57.4164,60.0627,105.5395,45.635,20.45,23.57,180.23,25.2557,68.8877,11.75,#N/A N/A
25-09-2007,92.08,53.72,#N/A N/A,57.18,48.2608,4.512,29.9671,6.66,72.2118,53.8613,40.31,42.5083,63.5221,43.75,74.4,22.2067,#N/A N/A,118.82,28.14,99.66,16.64,40.25,28.27,78.9,34.95,22.72,119.3164,60.18,68.246,57.2718,59.8638,103.7562,45.195,20.7,23.2,179.42,24.8589,69.2391,11.74,#N/A N/A
26-09-2007,92.2,54.38,#N/A N/A,57.44,48.5907,4.575,30.397,6.607,72.1729,53.7198,42.7,43.3207,63.1133,44.3,74.8,22.8154,#N/A N/A,119.87,28.17,99.9,16.85,40.51,28.48,78.8,35.99,23.17,121.3028,60.8,68.195,57.9274,60.1025,104.6789,45.3,21.08,23.77,181.15,24.9604,69.1929,11.8,#N/A N/A
27-09-2007,93.24,55.09,#N/A N/A,57.5,48.503,4.57,30.612,6.565,74.1653,52.8422,43.08,43.2683,66.402,44.22,75.14,22.8057,#N/A N/A,119.89,28.86,101.77,17.15,41.06,28.12,79.36,36.27,23.33,122.2739,61.19,68.9182,58.6602,59.5952,106.6041,44.865,21.07,23.73,179.9,25.145,69.5165,11.7,#N/A N/A
28-09-2007,92,54.79,#N/A N/A,57.02,48.3793,4.602,30.6608,6.429,74.5832,52.0873,43.22,42.9189,66.4929,44,75.77,22.7743,#N/A N/A,120.73,28.84,101.62,16.93,41.11,27.33,78.92,36.44,23.49,122.2518,60.49,66.0994,58.2263,59.0582,104.4039,44.3,21.56,23.57,180.62,24.9604,70.7509,11.79,#N/A N/A
01-10-2007,94.41,55.76,#N/A N/A,56.57,48.6628,4.734,30.8367,6.524,75.7787,52.2477,44.27,43.1023,68.8096,44.26,76.71,23.5521,#N/A N/A,123.11,28.81,106.08,16.85,42.4,27.54,79.41,36.87,23.56,123.2229,61.65,67.889,58.6987,59.2272,105.7524,45.565,21.6,23.76,181.71,25.3295,71.2364,11.81,#N/A N/A
02-10-2007,94,56.25,#N/A N/A,55.67,47.802,4.775,31.0028,6.721,77.6738,52.2289,45.54,43.6876,69.6908,44.25,77.1,23.7623,#N/A N/A,123.92,28.59,107.52,17.06,43.07,28.44,80.28,36.63,23.46,121.2586,61.33,67.7499,57.7153,59.5654,110.0818,46.75,21.88,24.27,180.9,25.7817,72.1703,11.74,#N/A N/A
03-10-2007,94.71,56.25,#N/A N/A,54.94,48.4206,4.78,31.3839,6.76,78.2764,52.1817,46.6,44.2467,70.0451,44.13,77.05,23.6439,#N/A N/A,123.53,29.68,109.26,17.04,43.55,28.33,80.7,36.74,23.22,120.0226,61.47,68.3109,57.6478,59.7544,110.3214,46.86,21.71,24.48,182.84,26.0862,71.5831,11.61,#N/A N/A
04-10-2007,93.54,55.14,#N/A N/A,54.82,48.5649,4.754,31.462,7.097,78.8693,51.993,45.4,43.8361,69.0094,44.44,77.43,23.4893,#N/A N/A,123.53,29.71,109.06,17.56,43.17,28.49,84.48,36.53,22.75,118.5659,60.96,69.1918,57.7635,60.4207,112.5482,47.385,21.97,24.32,183.2,26.2523,71.0099,11.48,#N/A N/A
05-10-2007,92.85,54.87,#N/A N/A,54.95,49.1577,4.788,31.5402,7.198,80.0939,52.6818,44.75,44.2817,68.9095,44.7,77.5,23.5352,#N/A N/A,125.86,29.94,111.36,17.44,43.4,28.2,86.7,36.53,22.99,121.8325,60.85,69.1732,58.2263,60.7489,113.3733,47.91,22.27,24.3,182.9,26.5383,71.8883,11.56,#N/A N/A
08-10-2007,93.1,54.3,#N/A N/A,54.68,48.9927,4.881,31.2178,7.329,79.501,52.0307,45.59,43.8973,68.8913,44.86,77.6,23.4459,#N/A N/A,126.07,29.67,111.04,17.42,43.12,28.28,88.69,36.46,22.97,120.1992,60.62,70.8284,58.6891,61.8629,113.0273,47.98,22.19,24.53,183.1,26.2246,71.916,11.49,#N/A N/A
09-10-2007,93.17,54.06,#N/A N/A,55.15,49.3329,4.796,31.3643,7.2,78.9665,52.2949,44.9,43.1722,68.5915,45.18,77.69,23.7671,#N/A N/A,125.59,30.15,113.44,17.71,43.51,28.01,88.05,37.05,23.14,120.9496,62.4,72.0477,58.718,63.126,112.2288,47.735,22.45,24.68,184.8,26.3261,72.5171,11.72,#N/A N/A
10-10-2007,92.33,54.08,#N/A N/A,54.85,49.1216,4.799,31.0224,7.38,78.2181,51.1437,46.64,42.1152,68.7187,44.85,77.19,23.8058,#N/A N/A,125.06,30.24,111.84,17.75,43.85,27.38,88.95,36.85,23.14,122.4946,63.97,70.9814,58.4577,62.7779,110.8005,47.075,22.8,24.99,185.56,25.7724,71.6617,11.78,#N/A N/A
11-10-2007,90.71,54.97,#N/A N/A,55.3,49.5494,4.79,30.7683,7.36,78.0918,50.5492,48.11,41.9667,68.0646,45.54,77.48,24.2768,#N/A N/A,124.63,30.32,111.38,17.68,43.97,27.66,89.97,37.3,24.12,124.7017,64.97,71.4682,59.5279,62.579,109.7447,48.12,23.15,24.87,184.61,25.5602,71.352,11.88,#N/A N/A
12-10-2007,90.54,53.56,#N/A N/A,55.59,49.168,4.789,30.9051,7.347,77.6544,50.2567,48.29,41.6697,65.9569,45.31,77.05,24.0884,#N/A N/A,125.29,30.08,110.42,17.44,43.82,27.5,89.05,37.84,23.96,122.4063,64.36,71.4311,60.3571,62.3104,108.9374,47.295,23.77,24.58,182.21,25.5233,70.9682,11.82,#N/A N/A
15-10-2007,91.15,53.18,#N/A N/A,56.43,49.4102,4.713,30.1918,7.419,76.2743,50.8135,46.95,41.46,65.2846,45.19,79.02,23.3903,#N/A N/A,123.74,29.63,108.14,17.44,43.67,27.96,90.29,38.15,23.53,121.7663,64.38,71.3291,59.6147,61.7137,106.4621,47.48,23.59,24.25,179.5,25.1173,69.7384,11.65,#N/A N/A
16-10-2007,90.93,52.68,#N/A N/A,57.2,48.7711,4.75,30.1918,7.6,75.0983,51.1532,46.39,41.6784,63.5585,44.7,77.94,22.9144,#N/A N/A,124.2,29.06,108.31,17.19,43.55,27.6,89.75,38.25,23.72,119.0957,63.17,70.4111,59.5858,60.6594,105.6903,46.05,23.05,24.32,176.39,25.0988,70.7001,11.64,#N/A N/A
17-10-2007,92.5,52.46,#N/A N/A,57.01,48.6319,4.698,30.1625,7.91,75.4676,52.9838,47.27,42.8927,65.3936,45.61,79.44,23.1367,#N/A N/A,125.03,29.42,109.25,17.68,44.25,28.69,90.66,39.07,23.85,121.6118,64.47,71.9596,59.7979,60.3412,105.9298,46.82,23.35,24.93,177.01,25.0804,70.6677,11.73,#N/A N/A
18-10-2007,91.39,52.5,#N/A N/A,56.23,48.0701,4.661,29.7815,7.512,74.4763,53.7953,46.07,42.718,63.8583,44.83,78.47,22.97,#N/A N/A,124.84,29.51,108.68,17.41,43.73,28.59,89.59,39.02,24.13,120.7289,63.11,71.0277,59.5761,59.7444,104.5547,46.35,23.03,24.55,174.92,24.822,70.173,11.48,#N/A N/A
19-10-2007,92.19,52.87,#N/A N/A,55.86,48.302,4.593,29.3906,7.456,73.5433,54.2482,46.17,42.2899,63.8037,43.88,79.15,22.8637,#N/A N/A,124.85,28.84,106.05,17.19,43.45,28.05,89.52,39.06,24.15,121.5014,62.94,70.782,58.8144,59.0681,103.5167,46.595,23.86,24,172.57,24.5729,70.0713,11.35,#N/A N/A
22-10-2007,91.17,51.54,#N/A N/A,55.01,47.6938,4.532,29.1464,7.25,72.3965,55.0786,45.72,41.7745,62.6409,43.18,78.07,22.3975,#N/A N/A,122.19,28.61,104.15,17.1,42.55,27.64,88.35,39,23.92,116.9106,61.41,68.9414,58.0527,58.6106,101.006,46.225,23.89,23.64,171.86,24.3883,70.3348,11.15,#N/A N/A
23-10-2007,92.45,52.83,#N/A N/A,54.63,48.1732,4.58,29.2734,7.225,72.3965,55.4655,45.3,41.5037,64.3943,44.21,77.57,23.2719,#N/A N/A,122.03,28.81,106.95,17.4,42.99,27.7,89.66,39.05,23.98,120.9938,62.25,71.6536,58.6023,58.8592,101.006,47.08,24.32,24.81,172.87,24.5452,70.1869,11.32,#N/A N/A
24-10-2007,91.44,53.1,#N/A N/A,54.53,48.5649,4.588,29.0291,7.303,71.3857,55.909,44.81,41.2329,65.439,44.65,77.53,22.6584,#N/A N/A,120.29,28.77,105.71,17.34,42.38,27.34,89.36,38.75,23.74,120.5303,61.81,70.4807,58.9591,58.5111,99.205,46.75,24.29,24.21,171.22,24.3883,70.0574,11.95,#N/A N/A
25-10-2007,89.36,53.71,#N/A N/A,54.15,48.5237,4.691,29.4786,7.249,71.7161,56.7488,45.28,41.9405,66.7109,44.25,79.14,22.9482,#N/A N/A,121.17,29.27,107.35,18,43.28,27.72,91.58,39.59,25.8,121.987,65.59,74.8109,60.4535,59.277,99.7195,47.29,24.75,25.1,172.12,24.5175,70.9544,12.04,#N/A N/A
26-10-2007,89.2,53.3,#N/A N/A,55.36,48.7247,4.652,29.2734,7.35,71.8619,56.5884,45.32,42.0104,67.3651,44.05,79.52,23.5691,#N/A N/A,120.58,29.58,110.91,17.77,43.19,27.9,90.5,39.68,25.66,123.5982,65.3,75.1123,60.3571,59.5256,99.0098,48,24.5,25.27,170.59,24.6836,70.7509,11.94,#N/A N/A
29-10-2007,90.46,54.4,#N/A N/A,56,48.8999,4.651,29.6544,7.325,72.066,56.0882,45.24,42.9626,67.7103,44.22,80.15,23.5521,#N/A N/A,122.08,28.19,115.16,18.03,43.34,28.06,92.24,39.5,25.76,127.5489,65.82,76.5634,60.0679,58.7498,100.2075,48.34,24.09,25.34,169.51,24.8405,72.5818,11.95,#N/A N/A
30-10-2007,89.86,57.16,#N/A N/A,55.67,48.6525,4.355,29.7521,7.345,72.5228,55.6353,43.92,43.0412,66.5383,43.6,79.42,22.0037,#N/A N/A,121.97,27.95,115.57,17.51,42.77,27.01,90.54,38.96,25.2,123.0022,65.21,76.4939,59.769,58.9289,100.447,47.36,23.74,25.08,168.4,24.9512,73.3724,11.81,#N/A N/A
31-10-2007,90.64,56.62,#N/A N/A,55.65,48.9618,4.321,30.1528,7.39,73.9515,55.8335,44,43.4081,67.2197,43.99,80.1,22.3274,#N/A N/A,125.19,28.03,115.9,17.51,43.02,27.47,90.78,39.2,25.46,122.2297,66.26,75.5249,59.4411,60.2119,102.7892,47.525,23.44,25.49,171.55,25.1819,73.7422,11.81,#N/A N/A
01-11-2007,89.77,56.47,#N/A N/A,54.21,48.168,4.261,29.674,7.405,70.9483,54.9276,42.65,42.98,66.1477,43.95,79.06,22.0231,#N/A N/A,124.04,27.81,112.47,17.21,42.4,26.74,90.03,38.96,25.18,117.3079,65.17,74.5884,59.0844,59.8538,99.9946,47.23,22.71,25.06,166.37,24.499,72.1102,11.63,#N/A N/A
02-11-2007,90.39,57.48,#N/A N/A,54.42,48.8381,4.263,29.3515,7.43,69.5099,56.4751,42.41,43.3207,65.7843,43.85,77.62,21.4747,#N/A N/A,120.6,27.65,110.37,17.32,41.9,26.79,87,39.25,25.65,115.8512,64,75.0984,60.01,60.2715,96.3926,49.06,22.89,25.29,163.39,23.8623,71.6063,11.66,#N/A N/A
05-11-2007,91.34,57.15,#N/A N/A,54.37,48.6061,4.22,28.8435,7.4,68.3728,57.0979,41.61,42.7879,65.7116,43.65,77.42,21.2332,#N/A N/A,120.36,27.22,107.97,16.99,41.19,26.56,85,39.42,25.41,115.3877,62.64,75.6269,60.7524,59.9135,94.3432,48.73,22.01,25.12,162.14,23.6778,71.7034,11.83,#N/A N/A
06-11-2007,90.72,56.82,#N/A N/A,54.61,48.6886,4.209,28.5796,7.485,68.6935,56.277,42.8,42.5607,65.9841,43.35,77.57,21.4482,#N/A N/A,118.8,26.93,109.41,17.02,40.77,28.16,83,39.9,25.64,116.734,64.04,76.2714,61.1863,61.2363,94.3964,49.8,21.89,25.44,161.26,23.4379,71.1809,11.7,#N/A N/A
07-11-2007,90.13,56.59,#N/A N/A,57.17,48.5134,4.219,28.1693,7.75,68.713,55.4277,44.5,42.1239,64.8394,42.66,76.06,20.8153,#N/A N/A,115.11,26.56,104.91,16.36,40.66,27.33,81.67,39.2,25.41,115.9836,62.3,75.2097,60.2318,61.5048,93.2786,48.725,21.48,24.41,155.96,23.0965,70.6955,11.61,#N/A N/A
08-11-2007,89.6,55.83,#N/A N/A,57.25,48.467,4.143,27.3583,7.76,68.5283,54.9842,43,41.7745,65.5935,42.06,75.22,20.7162,#N/A N/A,114.2,26.43,100.99,16.35,40.54,26.26,84.36,38.25,25.17,117.6169,62.01,69.8177,59.4508,61.475,92.1962,47.175,22.87,25.08,154.42,22.5151,69.9973,11.6,#N/A N/A
09-11-2007,88.52,54.89,#N/A N/A,56.33,47.6526,4.012,26.5766,7.815,66.6623,54.1916,41.47,41.5299,63.5948,41.48,73.69,20.8587,#N/A N/A,111.44,25.42,97.49,16.14,40.48,26.01,82.4,38.08,24.81,111.3046,60.79,67.5088,60.1161,61.1468,88.7184,46.125,22.28,24.83,151.58,21.6108,69.8725,11.33,#N/A N/A
12-11-2007,87.5,54.24,#N/A N/A,55.56,47.168,3.953,26.8893,7.95,69.3544,54.5596,41.54,41.8094,63.4131,41.34,72.84,21.3733,#N/A N/A,112.68,25.13,97.58,15.7,41.15,26.03,83.79,37.9,24.94,106.9345,60.67,67.1889,60.5114,61.5546,90.7501,45.7,22.9,25,151.58,22.2106,70.1823,11.52,#N/A N/A
13-11-2007,88.3,54.02,#N/A N/A,54.1,46.9928,3.915,26.9479,8,70.3166,54.6728,41.72,42.8752,62.1503,41.28,73.45,20.9143,#N/A N/A,113.75,25.36,95.69,16.31,41.51,25.87,83.36,37.68,25.74,108.2146,59.87,66.1504,60.7813,62.4497,91.4953,45.45,22.94,24.76,150.77,22.5428,69.8494,11.47,#N/A N/A
14-11-2007,89.45,55,#N/A N/A,54.93,47.8072,3.91,27.5439,8.34,70.6956,54.871,42.35,43.2858,63.5403,41.56,74.64,20.6534,#N/A N/A,114.43,25.46,98.21,16.26,40.75,25.88,86.07,37.92,25.64,109.9361,60.91,69.3169,61.4659,62.9569,93.2431,46.65,23.26,24.67,153.72,22.6997,69.7616,11.47,#N/A N/A
15-11-2007,91.36,54.47,#N/A N/A,54.6,47.7144,3.846,26.9382,7.94,70.6568,55.8712,41.53,43.3295,63.1587,41.33,73.86,19.9167,#N/A N/A,111.63,24.7,96.96,16.1,40.32,25.09,84.7,38.34,25.44,107.3759,61.67,67.9863,61.6973,59.9732,93.1544,45.725,23.15,24.27,148.98,21.9522,70.3672,11.37,#N/A N/A
