Date,SHEL LN Equity,AZN LN Equity,HSBA LN Equity,ULVR LN Equity,BP/ LN Equity,DGE LN Equity,GSK LN Equity,GLEN LN Equity,BATS LN Equity,RIO LN Equity,REL LN Equity,RKT LN Equity,LSEG LN Equity,NG/ LN Equity,CPG LN Equity,BA/ LN Equity,LLOY LN Equity,AAL LN Equity,EXPN LN Equity,BARC LN Equity,PRU LN Equity,FLTR LN Equity,AHT LN Equity,III LN Equity,TSCO LN Equity,RR/ LN Equity,HLN LN Equity,SSE LN Equity,STAN LN Equity,VOD LN Equity,RTO LN Equity,IMB LN Equity,LGEN LN Equity,NWG LN Equity,AV/ LN Equity,INF LN Equity,IHG LN Equity,SGE LN Equity,BNZL LN Equity,SMT LN Equity,SN/ LN Equity,NXT LN Equity,SGRO LN Equity,CNA LN Equity,WPP LN Equity,BT/A LN Equity,HLMA LN Equity,ADM LN Equity,BRBY LN Equity,SKG LN Equity,ABF LN Equity,SPX LN Equity,CRDA LN Equity,WTB LN Equity,MNDI LN Equity,ITRK LN Equity,UU/ LN Equity,MRO LN Equity,PSON LN Equity,SVT LN Equity,ENT LN Equity,SMIN LN Equity,AUTO LN Equity,IAG LN Equity,BME LN Equity,ANTO LN Equity,WEIR LN Equity,MKS LN Equity,PSH LN Equity,FCIT LN Equity,RMV LN Equity,DCC LN Equity,STJ LN Equity,CCH LN Equity,SBRY LN Equity,LAND LN Equity,BDEV LN Equity,MNG LN Equity,BKG LN Equity,KGF LN Equity,DPH LN Equity,TW/ LN Equity,IMI LN Equity,DPLM LN Equity,HWDN LN Equity,JD/ LN Equity,SMDS LN Equity,BEZ LN Equity,OCDO LN Equity,CTEC LN Equity,PHNX LN Equity,RS1 LN Equity,SDR LN Equity,HIK LN Equity,UTG LN Equity,HL/ LN Equity,EDV LN Equity,AAF LN Equity,FRES LN Equity,FRAS LN Equity
06-08-2008,1777,2543,741.81,1448,521,939,1276.119,#N/A N/A,1940,4018.996,594,2729.881,847.454,660.175,414.652,461.75,155.89,2766.078,420.5,340.862,497.399,1603.591,74.75,583.482,491.34,129.374,#N/A N/A,1383,1237.68,175.859,75.5,1932,107.6,2461.164,682.237,337.072,1114.808,211.179,651.5,114.4,567.5,1053,718.469,269.745,495.75,176,203.5,943,462.5,338.7556,753.5,1071.538,716.159,1029.228,297,964.5,689,437.815,664,1373,160,1057,#N/A N/A,177.679,#N/A N/A,542.5,850.5,271.623,#N/A N/A,281.25,33.25,1270.333,228.5,#N/A N/A,351.25,1298.896,73.443,#N/A N/A,847,134.8,371.647,37.194,500,159,33,3,81.563,106.554,#N/A N/A,#N/A N/A,#N/A N/A,171.75,175.27,399,197.943,174.5,#N/A N/A,#N/A N/A,370,80.5
07-08-2008,1785,2545,734.185,1427,532,939.5,1262.463,#N/A N/A,1876,3974.386,582.5,2678.079,841.006,665.079,406.364,462,158.123,2757.12,414,346.404,492.271,1524.151,73,583.793,478.673,131.004,#N/A N/A,1395,1261.76,173.616,76.5,1878,110.8,2448.031,680.263,336.878,1101.026,209.338,652.5,114.4,597,1029,716.753,272.416,488.75,176.7,196.75,948.5,455.75,338.0421,750.5,1084.461,696.531,1031.806,302.75,946.5,689.5,437.815,649.5,1381,160,1054,#N/A N/A,169.06,#N/A N/A,566.5,864,270.667,#N/A N/A,276.5,31.575,1213.485,227.75,#N/A N/A,341,1272.821,78.361,#N/A N/A,824,131.2,371.647,37.953,497.143,159,33.5,3,77.076,106.554,#N/A N/A,#N/A N/A,#N/A N/A,170.75,171.02,397,194.534,171.5,#N/A N/A,#N/A N/A,376,80
08-08-2008,1747,2593,748.128,1460,519.5,990.5,1274.602,#N/A N/A,1838,3870.297,605.5,2728.904,863.114,674.889,416.309,475,157.751,2679.482,414.25,338.553,502.099,1492.319,74.25,595.002,487.54,136.323,#N/A N/A,1418,1283.43,174.8,78.5,1874,110.3,2526.83,701.974,338.822,1119.402,212.494,661,115.6,600.5,1080,731.774,276.644,494.5,179.2,199,963.5,457,354.129,778,1111.384,707.671,1056.72,301,956,693.5,451.232,667,1391,160,1090,#N/A N/A,182.817,#N/A N/A,539,890,274.493,#N/A N/A,281.5,31.6,1201.062,231.75,#N/A N/A,360,1297.93,83.935,#N/A N/A,853.5,136.3,371.647,38.902,506.857,159,36,2.955,80.441,106.794,#N/A N/A,#N/A N/A,#N/A N/A,175.5,181.9,400,199.89,169.25,#N/A N/A,#N/A N/A,370,79
11-08-2008,1780,2581,752.049,1467,525,998.5,1284.718,#N/A N/A,1868,3791.817,610.5,2745.519,891.669,680.774,426.807,475.75,164.075,2664.552,409.25,350.561,502.954,1435.724,76.25,595.625,499.193,140.699,#N/A N/A,1429,1283.43,176.046,84.25,1863,110.9,2616.136,716.447,338.239,1149.262,215.386,672.5,117.4,628.5,1132,751.517,280.65,503,182.2,192.75,959,496.25,389.7663,784.5,1117.846,710.324,1088.508,310.75,968,715,460.412,669,1424,172.5,1121,#N/A N/A,187.292,#N/A N/A,533,903,290.752,#N/A N/A,284.75,34.425,1208.354,235,#N/A N/A,374,1313.381,103.771,#N/A N/A,909,141.5,371.647,44.405,510,155,38.25,2.925,87.652,110.146,#N/A N/A,#N/A N/A,#N/A N/A,180,181.73,396,200.621,167.75,#N/A N/A,#N/A N/A,370,82.25
12-08-2008,1810,2562,757.278,1482,535,992.5,1282.695,#N/A N/A,1840,3746.382,604,2752.361,829.031,686.17,423.492,474.75,163.207,2666.543,408,349.637,501.245,1471.913,75.75,583.482,502.613,141.042,#N/A N/A,1414,1195.94,177.354,85,1798,111,2579.363,721.053,335.712,1183.717,213.546,657,115.9,623,1080,768.685,281.763,487,183.3,187.25,955.5,480.25,383.3774,789,1123.23,703.427,1069.607,318,954.5,714,463.236,670.5,1414,172.5,1103,#N/A N/A,179.668,#N/A N/A,528,832,283.1,#N/A N/A,282.5,35.4,1207.365,235,#N/A N/A,367.75,1335.593,104.919,#N/A N/A,904,138.4,367.115,44.405,502.857,158.5,37,2.785,86.05,108.949,#N/A N/A,#N/A N/A,#N/A N/A,180,183.43,385.25,208.412,162,#N/A N/A,#N/A N/A,356.5,80.5
13-08-2008,1808,2605,743.988,1506,524.5,984,1295.845,#N/A N/A,1816,3847.992,600.5,2744.542,748.892,688.622,402.497,473,153.038,2778.022,393.5,324.696,469.196,1481.265,74.5,560.442,477.406,138.297,#N/A N/A,1419,1117.28,174.301,83.75,1802,104.4,2413.885,684.211,332.601,1140.074,210.179,645.5,116.4,622,990.5,725.766,279.76,490.25,179.8,186,930,454.75,360.397,778.5,1134,700.775,981.976,310.25,935,715,458.999,660,1403,172.5,1097,#N/A N/A,169.392,#N/A N/A,538,857,254.647,#N/A N/A,282.75,32.5,1231.091,220,#N/A N/A,340.25,1267.992,88.853,#N/A N/A,805.5,124.6,363.716,40.8,500.857,156.25,34.25,2.78,78.198,110.146,#N/A N/A,#N/A N/A,#N/A N/A,169.25,175.1,380.25,218.151,154.25,#N/A N/A,#N/A N/A,370,75
14-08-2008,1838,2619,746.385,1478,527,974.5,1288.764,#N/A N/A,1851,3965.299,602.5,2710.333,734.153,684.698,409.955,468.5,151.922,2909.408,406,320.078,473.469,1466.912,73.25,570.716,489.44,132.978,#N/A N/A,1416,1159.02,174.301,78.75,1827,105.8,2419.138,698.026,331.629,1140.84,214.597,659.5,117.4,621,1009,717.182,274.641,491.25,178.7,187,927,461.5,321.7182,779,1146.923,706.61,987.131,313.75,941,714,456.881,668.5,1389,183.5,1095,#N/A N/A,168.232,#N/A N/A,563.5,869,254.169,#N/A N/A,283.25,31.9,1231.404,222.75,#N/A N/A,340.5,1273.787,81.804,#N/A N/A,783,126.9,361.903,36.435,496.286,154.75,33.25,2.82,77.076,110.625,#N/A N/A,#N/A N/A,#N/A N/A,166,172.21,387,213.768,159.75,#N/A N/A,#N/A N/A,379.75,71.25
15-08-2008,1797,2614,742.681,1493,515.5,991,1285.729,#N/A N/A,1848,3804.209,597.5,2708.378,739.68,696.469,412.994,471,154.774,2722.282,414.75,323.08,477.742,1438.482,71.5,566.046,491.593,136.667,#N/A N/A,1414,1143.77,173.99,77.75,1871,104.9,2445.405,701.974,338.044,1110.979,216.701,665,117.2,621.5,1037,728.77,273.306,499,178.9,188,937.5,468,333.0225,790.5,1157.692,706.61,1016.341,315.25,916,717,467.473,680.5,1400,186,1111,#N/A N/A,173.038,#N/A N/A,535,883,263.972,#N/A N/A,285,32,1257.209,225.5,#N/A N/A,344.75,1269.924,86.066,#N/A N/A,789,130.1,361.45,38.333,497.143,156.75,33.25,2.825,77.717,110.625,#N/A N/A,#N/A N/A,#N/A N/A,172.5,172.89,407.5,218.394,157.75,#N/A N/A,#N/A N/A,360,73.75
18-08-2008,1822,2637,747.474,1485,514.5,985.5,1277.637,#N/A N/A,1856,3868.645,593,2681.011,704.677,694.508,404.983,472.25,151.798,2778.022,403.5,316.614,470.051,1392.153,71,558.262,485.513,134.693,#N/A N/A,1439,1134.14,174.239,77.75,1863,103.1,2400.752,690.132,336.489,1110.214,213.283,669.5,116.9,618.5,1013,724.907,272.416,490.25,181.3,192.5,945,462.25,310.7918,779,1166.307,709.793,987.99,313.25,925,714,442.052,677.5,1396,186,1105,#N/A N/A,167.569,#N/A N/A,536,873.5,260.385,#N/A N/A,280.75,30.575,1272.353,222,#N/A N/A,339,1266.061,84.755,#N/A N/A,793.5,128.2,354.198,35.486,496,159,32,2.8,74.833,109.428,#N/A N/A,#N/A N/A,#N/A N/A,170,173.91,415.75,211.09,157.5,#N/A N/A,#N/A N/A,361.75,74.5
19-08-2008,1796,2605,715.449,1454,507,977,1261.451,#N/A N/A,1835,3833.949,580,2635.073,683.03,696.469,388.684,462.5,142.992,2695.408,399,299.524,438.002,1344.148,68.25,538.024,479.053,129.374,#N/A N/A,1453,1064.31,169.878,75,1830,95.9,2258.913,646.711,324.826,1088.009,210.916,656.5,112.8,632,993.5,691.43,268.855,485,177.3,193.25,900.5,437.5,320.7669,775,1143.692,707.671,961.358,307,923.5,709.5,434.284,661.5,1371,181,1070,#N/A N/A,162.099,#N/A N/A,525,862,244.604,#N/A N/A,272.5,29.3,1260.099,211.5,#N/A N/A,326.75,1214.878,77.378,#N/A N/A,749.5,120.1,359.863,32.071,495.143,160.5,31,2.76,72.109,104.639,#N/A N/A,#N/A N/A,#N/A N/A,164.5,167.62,415,211.09,154,#N/A N/A,#N/A N/A,353,70.75
20-08-2008,1820,2575,721.331,1460,510.75,981,1259.428,#N/A N/A,1845,4118.955,582.5,2637.028,678.424,700.393,391.447,456,143.985,2745.175,402.5,290.98,445.266,1343.169,68.75,542.694,469.3,129.203,#N/A N/A,1415,1081.97,169.193,75.75,1807,96.8,2248.406,657.237,325.215,1079.587,213.02,660,114.4,642.5,987,701.731,270.858,480,165.3,198,905.5,439.25,317.7498,783,1157.692,699.183,976.822,305.5,906.5,717,430.753,644,1384,181,1079,#N/A N/A,159.281,#N/A N/A,558.5,879.5,241.018,#N/A N/A,276.75,29.5,1264.676,213.75,#N/A N/A,314.75,1229.364,73.935,#N/A N/A,755,120.5,362.809,31.312,496,159,31.5,2.75,70.987,105.836,#N/A N/A,#N/A N/A,#N/A N/A,166.25,164.985,407.25,210.36,155.75,#N/A N/A,#N/A N/A,360,72.5
21-08-2008,1850,2560,702.16,1451,517,960,1240.208,#N/A N/A,1804,4247.827,587.5,2602.819,665.528,694.508,390.065,454.75,138.9,2856.655,393.75,287.285,432.874,1343.579,67.75,534.288,470.44,125.771,#N/A N/A,1410,1087.58,167.947,73.75,1763,95.2,2201.127,627.632,321.132,1075.759,213.283,660,114.8,626.5,980,698.726,273.974,475.5,162.3,198.75,909,434.75,319.6652,764,1170.615,702.366,935.584,318,899.5,722.5,442.052,643.5,1372,181,1103,#N/A N/A,153.978,#N/A N/A,578.5,879,235.279,#N/A N/A,276,31.2,1258.83,209.25,#N/A N/A,314,1230.329,84.099,#N/A N/A,802.5,122.1,371.647,32.071,508.571,160.5,31.5,2.78,70.506,105.118,#N/A N/A,#N/A N/A,#N/A N/A,174.5,159.63,403.75,205.977,153.5,#N/A N/A,#N/A N/A,375,73.75
22-08-2008,1890,2651,720.678,1486,519.25,993.5,1261.451,#N/A N/A,1830,4278.393,604,2668.305,694.084,711.674,401.392,471.75,148.573,2861.631,402.25,301.834,458.94,1436.692,71.75,553.592,487.16,131.862,#N/A N/A,1438,1132.53,174.364,69.25,1780,99.1,2319.326,670.395,334.351,1120.167,216.175,686.5,117.7,644.5,1022,727.482,279.092,491.5,167.8,200.5,949,452.75,327.0743,799.5,1182.461,719.342,987.99,325,928,732.5,442.052,660.5,1404,183.5,1110,#N/A N/A,160.442,#N/A N/A,575,900.5,244.604,#N/A N/A,282,32,1284.336,222,#N/A N/A,328.75,1276.684,88.853,#N/A N/A,844.5,127,358.504,34.538,522.857,160.25,31.5,2.853,72.109,112.062,#N/A N/A,#N/A N/A,#N/A N/A,172,164.9,404,220.099,164.5,#N/A N/A,#N/A N/A,390,75.5
25-08-2008,1890,2651,720.678,1486,519.25,993.5,1261.451,#N/A N/A,1830,4278.393,604,2668.305,694.084,711.674,401.392,471.75,148.573,2861.631,402.25,301.834,458.94,1436.692,71.75,553.592,487.16,131.862,#N/A N/A,1438,1132.53,174.364,69.25,1780,99.1,2319.326,670.395,334.351,1120.167,216.175,686.5,117.7,644.5,1022,727.482,279.092,491.5,167.8,200.5,949,452.75,327.0743,799.5,1182.461,719.342,987.99,325,928,732.5,442.052,660.5,1404,183.5,1110,#N/A N/A,160.442,#N/A N/A,575,900.5,244.604,#N/A N/A,282,32,1284.336,222,#N/A N/A,328.75,1276.684,88.853,#N/A N/A,844.5,127,358.504,34.538,522.857,160.25,31.5,2.853,72.109,112.062,#N/A N/A,#N/A N/A,#N/A N/A,172,164.9,404,220.099,164.5,#N/A N/A,#N/A N/A,390,75.5
26-08-2008,1864,2654,728.085,1464,516.25,981.5,1282.695,#N/A N/A,1828,4254.436,606.5,2669.282,675.661,715.107,394.762,461,144.853,2785.985,399,300.91,461.077,1397.198,71.5,542.694,487.666,130.833,#N/A N/A,1442,1124.51,172.059,71,1794,96.4,2287.806,659.211,328.714,1101.026,215.386,678,116.3,646,1043,721.474,279.76,506.5,164,199.5,959.5,448.25,300.3193,803.5,1173.846,708.202,973.385,328.5,924.5,728.5,439.933,662,1404,185,1097,#N/A N/A,162.596,#N/A N/A,570,911,239.583,#N/A N/A,281.75,29.775,1288.107,219,#N/A N/A,322,1270.89,88.689,#N/A N/A,852.5,129.5,363.489,39.471,522.286,160,31,2.843,72.589,110.146,#N/A N/A,#N/A N/A,#N/A N/A,169.75,163.285,412.75,228.377,160.75,#N/A N/A,#N/A N/A,389.5,72.25
27-08-2008,1907,2647,729.392,1458,525.75,979.5,1280.671,#N/A N/A,1820,4331.263,605.5,2671.237,700.071,717.56,394.209,477.5,146.589,2865.613,406,305.067,460.65,1332.04,74,547.676,480.7,133.492,#N/A N/A,1471,1160.62,176.357,71.75,1812,98.1,2329.832,660.526,332.018,1094.9,216.701,681,115.3,645.5,1015,697.01,283.989,510.5,165.3,200,931,443,310.9456,790.5,1150.153,713.507,956.203,313.5,943.5,721,443.464,660,1405,192.5,1097,#N/A N/A,161.105,#N/A N/A,592,925,235.04,#N/A N/A,282.5,32,1297.511,217.25,#N/A N/A,318.75,1245.781,86.886,#N/A N/A,840,126.7,360.317,36.625,534,160,30.75,2.755,74.352,109.428,#N/A N/A,#N/A N/A,#N/A N/A,172.25,165.155,406,227.159,167.5,#N/A N/A,#N/A N/A,395,71.25
28-08-2008,1909,2689,747.256,1475,522.25,1000,1302.926,#N/A N/A,1844,4344.481,618.5,2681.011,701.913,715.107,396.419,477,151.55,2905.427,405.75,322.849,473.896,1393.786,75,562.933,485.766,135.037,#N/A N/A,1463,1191.93,177.977,72.75,1788,101.8,2416.511,682.895,329.102,1118.636,217.753,700.5,119.6,653.5,1057,738.212,289.108,522.5,172.5,200,963,449.75,321.8738,804.5,1163.077,726.769,973.385,319.5,972,717.5,457.587,677.5,1375,192.5,1137,#N/A N/A,164.254,#N/A N/A,607,923.5,244.126,#N/A N/A,287,31.65,1326.925,220.5,#N/A N/A,344,1294.067,91.312,#N/A N/A,881,133.3,364.849,40.42,566.571,162,32.5,2.77,79.319,106.794,#N/A N/A,#N/A N/A,#N/A N/A,173.5,170.85,418.25,232.029,165,#N/A N/A,#N/A N/A,395.5,73
29-08-2008,1921,2693,754.228,1477,528.75,1017,1311.525,#N/A N/A,1861,4319.698,624.5,2716.197,730.469,700.884,404.983,480,150.682,2918.366,414.25,326.082,468.341,1403.375,76,572.585,483.233,136.495,#N/A N/A,1447,1196.74,175.734,72.75,1812,100.5,2466.418,676.974,331.046,1139.309,220.909,715,118.8,662.5,1061,753.663,291.333,537.5,172.4,202,971.5,449,352.8728,806.5,1195.384,735.257,970.808,326.75,984.5,715,457.587,679,1364,192.5,1145,#N/A N/A,166.408,#N/A N/A,619.5,924.5,250.821,#N/A N/A,290,30.9,1326.093,223.25,#N/A N/A,347.75,1313.381,96.394,#N/A N/A,851,133.5,375.273,41.179,572.571,160.5,33.5,2.8,82.204,106.554,#N/A N/A,#N/A N/A,#N/A N/A,173.25,172.55,418.75,223.994,174.25,#N/A N/A,#N/A N/A,404.75,76
01-09-2008,1887,2736,757.06,1498,521,1010,1325.181,#N/A N/A,1902,4138.781,628,2737.7,711.585,706.279,411.613,487,152.542,2767.073,410.25,326.775,470.478,1354.914,77.25,570.094,492.48,139.155,#N/A N/A,1447,1192.73,174.987,73.75,1860,101.8,2476.924,690.132,342.515,1159.982,220.909,720.5,118.6,668,1073,763.105,292.001,535.5,173.1,201.75,972.5,456,379.6546,805.5,1229.846,735.257,964.794,319.75,992,708.5,454.762,686.5,1372,192.5,1156,#N/A N/A,173.536,#N/A N/A,590.5,930.5,249.147,#N/A N/A,290.75,31.65,1319.269,225.75,#N/A N/A,348.75,1317.244,102.296,#N/A N/A,880,135.1,382.751,42.508,573.714,160.25,33.25,2.8,82.364,103.92,#N/A N/A,#N/A N/A,#N/A N/A,177.5,173.4,429.75,222.046,184,#N/A N/A,#N/A N/A,405,78.5
02-09-2008,1863,2766,773.399,1542,511.5,1049,1342.378,#N/A N/A,1916,3990.082,635.5,2804.163,746.589,715.107,412.718,483,154.278,2633.696,424.5,336.012,493.98,1375.393,85,574.141,502.233,141.986,#N/A N/A,1437,1198.35,179.659,75.5,1913,104.7,2537.337,713.158,344.265,1184.483,227.747,721.5,121.1,660,1133,753.663,294.449,552,173.8,200,981.5,476.5,377.9854,823.5,1249.23,731.013,1001.736,328.75,995,710.5,451.938,705,1367,166.5,1140,#N/A N/A,181.16,#N/A N/A,572,887.5,253.451,#N/A N/A,293.25,32.225,1315.617,238.25,#N/A N/A,370,1282.478,107.214,#N/A N/A,906.5,140.7,390.456,46.113,573.714,161.75,33.75,2.85,86.851,102.963,#N/A N/A,#N/A N/A,#N/A N/A,182.25,175.78,437.75,223.994,191.75,#N/A N/A,#N/A N/A,399,77
03-09-2008,1847,2692,770.132,1490,506,1020,1310.007,#N/A N/A,1893,3804.209,616.5,2766.045,727.705,688.131,401.668,485.25,150.558,2547.101,412,323.542,474.751,1332.987,80.5,575.075,491.466,137.353,#N/A N/A,1404,1195.14,176.419,75.5,1868,100.1,2490.057,698.026,350.096,1182.186,224.328,715,120.8,648,1092,720.186,287.327,549,173,206.25,952.5,479.5,356.1458,809,1257.846,696.001,962.217,323.5,964.5,695,454.762,689,1330,175,1121,#N/A N/A,174.033,#N/A N/A,552.5,875,249.626,#N/A N/A,288,32.125,1317.699,231,#N/A N/A,355,1275.718,100.984,#N/A N/A,883.5,135.6,401.334,41.938,551.429,162.75,32.5,2.768,83.005,103.681,#N/A N/A,#N/A N/A,#N/A N/A,177,172.38,423.25,225.942,186.25,#N/A N/A,#N/A N/A,395,76.5
04-09-2008,1788,2624,745.078,1581,505.5,1016,1292.81,#N/A N/A,1837,3693.511,595,2745.519,707.901,684.208,387.579,464,142,2418.701,407.75,304.143,449.967,1259.068,79.75,568.848,477.66,130.919,#N/A N/A,1378,1135.74,171.81,73.75,1790,95.2,2392.872,677.632,322.299,1143.903,217.227,690,116,634.5,1082,694.864,280.428,528.5,172.5,202,908,470.25,372.9084,792,1225.538,668.415,968.23,322.5,944.5,678.5,454.762,675,1310,174,1068,#N/A N/A,165.746,#N/A N/A,540.5,855.5,236.236,#N/A N/A,279.5,31.8,1283.404,225.75,#N/A N/A,347.5,1237.089,96.066,#N/A N/A,854.5,132.6,394.989,41.369,533.714,161.75,31,2.78,80.762,102.723,#N/A N/A,#N/A N/A,#N/A N/A,173.5,165.24,428.25,223.994,186.75,#N/A N/A,#N/A N/A,383,73.5
05-09-2008,1736,2605,735.928,1591,499.25,1003,1284.718,#N/A N/A,1820,3564.639,584.5,2694.695,698.689,669.494,383.435,454.25,138.404,2293.286,392.25,293.058,442.275,1192.197,79,553.903,467.653,127.144,#N/A N/A,1359,1102.83,164.085,72.5,1761,94,2308.819,650.987,299.944,1129.355,216.175,675,111.6,628,1083,705.594,281.318,520,169.1,197.25,880,454.25,374.7634,790,1211.538,641.36,958.78,303.75,917,667,454.762,657.5,1310,173,1052,#N/A N/A,162.431,#N/A N/A,502.5,833,233.366,#N/A N/A,273.5,31.4,1259.043,219,#N/A N/A,336,1233.226,96.394,#N/A N/A,849,129.8,384.564,42.128,531.143,161.75,30,2.795,80.762,101.287,#N/A N/A,#N/A N/A,#N/A N/A,171.25,162.35,426.75,222.29,185.5,#N/A N/A,#N/A N/A,377,73.75
08-09-2008,1766,2609,779.064,1580,517,1044,1263.98,#N/A N/A,1864,3709.207,603.5,2760.18,736.917,677.832,392.828,456,153.782,2385.854,431.25,327.929,478.597,1218.554,82.5,579.123,486.4,132.12,#N/A N/A,1403,1205.57,169.069,74,1775,99.9,2568.857,709.211,310.247,1179.123,218.542,687,116,635,1134,739.5,289.108,541,175,204.25,941.5,480,375.7839,794.5,1227.692,668.415,1024.073,319.5,955.5,667.5,473.122,672.5,1336,173,1100,#N/A N/A,167.734,#N/A N/A,531.5,849,249.387,#N/A N/A,287.75,32.275,1284.146,232.25,#N/A N/A,362.75,1294.067,108.689,#N/A N/A,869.5,139.8,354.878,46.872,557.429,161,31.75,2.87,83.646,104.399,#N/A N/A,#N/A N/A,#N/A N/A,172.25,181.73,440,230.811,197,#N/A N/A,#N/A N/A,390,76.75
09-09-2008,1735,2628,789.739,1623,507.25,1065,1269.544,#N/A N/A,1891,3523.334,602.5,2789.502,741.062,689.112,391.999,443,152.666,2243.519,443,337.86,492.698,1173.985,84,576.01,485.766,132.463,#N/A N/A,1371,1211.99,170.564,75,1825,102.5,2616.136,713.816,301.305,1205.156,216.438,679.5,113,649.5,1143,751.946,288.44,548.5,178,203.75,954,489.75,389.6106,794,1172.769,665.763,1001.736,313.75,946.5,680.5,452.644,690.5,1335,173,1061,#N/A N/A,174.53,#N/A N/A,494.75,804,246.756,#N/A N/A,286.75,31.775,1267.79,233.25,#N/A N/A,369.5,1327.867,102.624,#N/A N/A,874,139.1,385.244,43.646,528,163,31.25,2.9,81.723,103.202,#N/A N/A,#N/A N/A,#N/A N/A,179,180.03,450.75,241.524,197,#N/A N/A,#N/A N/A,352.5,77.75
10-09-2008,1732,2642,786.471,1610,502,1045,1294.834,#N/A N/A,1895,3429.158,601.5,2778.751,730.008,691.074,379.568,462,146.341,2184.793,430.25,320.078,489.28,1162.143,83,568.848,483.613,133.836,#N/A N/A,1365,1168.65,169.878,73.75,1802,100.2,2521.577,710.526,303.637,1172.998,213.283,676.5,109.4,637,1120,769.543,284.879,552.5,176,201.75,915.5,459.75,395.4993,777.5,1123.23,640.299,987.131,310,924,670.5,454.762,681.5,1321,171.5,1025,#N/A N/A,172.375,#N/A N/A,488,748,236.953,#N/A N/A,277.25,31.975,1241.628,235.25,#N/A N/A,367,1371.325,102.296,#N/A N/A,870.5,137.5,396.122,42.318,496.286,162,31.75,2.9,80.441,103.202,#N/A N/A,#N/A N/A,#N/A N/A,173.5,173.57,459.75,254.428,204,#N/A N/A,#N/A N/A,339,76
11-09-2008,1729,2566,769.696,1599,502,1037,1268.532,#N/A N/A,1873,3434.94,595.5,2779.728,721.257,691.074,385.645,459,140.388,2297.268,424.25,312.688,473.042,1147.987,80.75,559.508,474.24,134.264,#N/A N/A,1357,1143.77,167.137,72.25,1767,98.9,2461.164,699.342,287.503,1167.638,215.386,669.5,109.5,643.5,1086,739.5,280.65,542.5,173.4,196.75,908,446,381.4928,769.5,1120,646.135,975.963,304,910,673,451.938,674.5,1316,171.5,1063,#N/A N/A,166.408,#N/A N/A,493.75,771,229.541,#N/A N/A,280.5,29.8,1213.768,229.25,#N/A N/A,345.25,1333.662,96.558,#N/A N/A,869.5,130.1,378.899,39.471,500.286,161,31.25,2.923,78.678,102.484,#N/A N/A,#N/A N/A,#N/A N/A,169.75,173.74,446.25,256.133,190,#N/A N/A,#N/A N/A,341,76
12-09-2008,1757,2556,769.696,1610,510,1042,1250.324,#N/A N/A,1865,3709.207,599.5,2797.322,716.652,703.336,388.96,456,143.613,2490.366,439.25,323.773,470.905,1106.255,80.75,561.687,474.113,134.093,#N/A N/A,1380,1155.81,170.564,74.25,1737,99.4,2518.951,701.974,296.056,1166.873,221.435,686.5,110,628.5,1149,764.822,282.876,557.5,177.8,201,920,449.25,375.1575,776.5,1080.153,676.903,998.3,304,925,688.5,452.644,697.5,1325,171.5,1079,#N/A N/A,170.718,#N/A N/A,527.5,802.5,237.192,#N/A N/A,280.5,30.45,1216.834,227.25,#N/A N/A,365,1367.462,95.411,#N/A N/A,894,130.8,384.791,40.99,502.857,160.25,31,2.927,80.121,101.765,#N/A N/A,#N/A N/A,#N/A N/A,171.25,175.27,440.5,257.593,191.25,#N/A N/A,#N/A N/A,347,77.5
