Date,SHEL LN Equity,AZN LN Equity,HSBA LN Equity,ULVR LN Equity,BP/ LN Equity,DGE LN Equity,GSK LN Equity,GLEN LN Equity,BATS LN Equity,RIO LN Equity,REL LN Equity,RKT LN Equity,LSEG LN Equity,NG/ LN Equity,CPG LN Equity,BA/ LN Equity,LLOY LN Equity,AAL LN Equity,EXPN LN Equity,BARC LN Equity,PRU LN Equity,FLTR LN Equity,AHT LN Equity,III LN Equity,TSCO LN Equity,RR/ LN Equity,HLN LN Equity,SSE LN Equity,STAN LN Equity,VOD LN Equity,RTO LN Equity,IMB LN Equity,LGEN LN Equity,NWG LN Equity,AV/ LN Equity,INF LN Equity,IHG LN Equity,SGE LN Equity,BNZL LN Equity,SMT LN Equity,SN/ LN Equity,NXT LN Equity,SGRO LN Equity,CNA LN Equity,WPP LN Equity,BT/A LN Equity,HLMA LN Equity,ADM LN Equity,BRBY LN Equity,SKG LN Equity,ABF LN Equity,SPX LN Equity,CRDA LN Equity,WTB LN Equity,MNDI LN Equity,ITRK LN Equity,UU/ LN Equity,MRO LN Equity,PSON LN Equity,SVT LN Equity,ENT LN Equity,SMIN LN Equity,AUTO LN Equity,IAG LN Equity,BME LN Equity,ANTO LN Equity,WEIR LN Equity,MKS LN Equity,PSH LN Equity,FCIT LN Equity,RMV LN Equity,DCC LN Equity,STJ LN Equity,CCH LN Equity,SBRY LN Equity,LAND LN Equity,BDEV LN Equity,MNG LN Equity,BKG LN Equity,KGF LN Equity,DPH LN Equity,TW/ LN Equity,IMI LN Equity,DPLM LN Equity,HWDN LN Equity,JD/ LN Equity,SMDS LN Equity,BEZ LN Equity,OCDO LN Equity,CTEC LN Equity,PHNX LN Equity,RS1 LN Equity,SDR LN Equity,HIK LN Equity,UTG LN Equity,HL/ LN Equity,EDV LN Equity,AAF LN Equity,FRES LN Equity,FRAS LN Equity
11-12-2014,2045,4688,615.3,2654,398.8,1877.5,1409.143,293.354,3510.5,2748,1079,5033.615,2155,982.363,1104.481,454.9,78.2,1167.546,1028,237.25,1283.238,5466.841,1172,434.9,216.98,285.344,#N/A N/A,1620,881.94,222.95,115.2,2789,246.6,412.354,640.921,430.775,3333.867,438.9,1760,243.2,1050,6545,359.757,274.4,1320,411.1,666,1262,1621,1459.057,3151,2966.962,2709.734,3956.257,1067,2220,872,844.737,1170,1915,490,1058,#N/A N/A,306.298,276.25,713.5,1695,456.691,#N/A N/A,417,216,3369,805.5,1328,226.3,1222.4,452.2,#N/A N/A,2511,322.2,796,133.5,1213,749.5,396.8,19.52,288.531,270.2,355.4,#N/A N/A,614.896,209,449.31,2028,449.3,953,#N/A N/A,#N/A N/A,745,666
12-12-2014,1984,4573,603.4,2587,385.65,1823.5,1380.313,286.538,3405,2682.5,1052,4916.327,2105,962.727,1090.961,442.3,76.13,1130.718,1009,232.3,1247.343,5539.186,1150,423,209.95,277.451,#N/A N/A,1611,864.52,215.3,114,2711,239.6,404.492,615.789,421.477,3238.878,433.6,1713,237.5,1040,6385,354.021,265.4,1287,397.4,652,1230,1583,1442.5657,3070,2877.777,2670.478,3828.248,1033,2154,903,809.086,1138,1937,491.5,1024,#N/A N/A,302.85,284.75,701.5,1699,447.318,#N/A N/A,407.4,213,3325,775,1256,227.5,1209.6,441.4,#N/A N/A,2480,314.9,805,129.8,1191,731,387.8,19.4,281.832,262.4,359.6,#N/A N/A,596.924,207.4,434.01,1989,441.7,921.5,#N/A N/A,#N/A N/A,732.5,655
15-12-2014,1943,4450.5,592.2,2542,373.25,1805,1342.378,278.579,3335.5,2616.5,1042,4865.502,2056,938.727,1080.561,435,74.4,1093.392,1005,225.2,1219.568,5378.858,1115,413.8,208.747,277.794,#N/A N/A,1587,849.96,213.2,113.4,2680,233.7,391.677,610.395,416.045,3188.744,429.7,1698,236,1019,6325,349.815,262.1,1279,398,646.5,1222,1594,1416.9873,3026,2850.814,2674.721,3809.347,1006,2149,896,803.804,1118,1913,492.5,1013,#N/A N/A,301.259,275.75,686,1710,439.762,#N/A N/A,406.9,210.1,3362,757,1232,229.3,1188.267,434.7,#N/A N/A,2453,319.6,798,127.5,1165,727,387.7,19.172,283.507,258.9,361.9,#N/A N/A,585.834,206.3,425.85,1982,436.3,909,#N/A N/A,#N/A N/A,712,652
16-12-2014,2036.5,4490.5,603.5,2573,383.95,1827,1363.622,284.996,3417.5,2727,1068,4926.101,2128,956.727,1095.121,449.8,76.86,1132.708,1043,230.15,1252.471,5349.411,1139,422,212.103,285.516,#N/A N/A,1624,854.81,219.45,114.8,2740,236.1,400.616,618.553,428.198,3246.794,438.2,1716,237.4,1050,6480,350.006,270,1313,405.4,668.5,1270,1590,1417.3267,3060,2862.221,2735.197,3843.712,1037,2270,917.5,822.95,1148,1968,486,1046,#N/A N/A,306.43,265.5,700,1782,441.197,#N/A N/A,410.6,215,3459,771,1221,229.4,1223.467,438,#N/A N/A,2514,322.2,798,130,1185,715,388.8,19.244,293.742,265.8,361.4,#N/A N/A,607.631,210.1,439.62,1987,438.1,940,#N/A N/A,#N/A N/A,704.5,666
17-12-2014,2094.5,4449,592.9,2562,397.55,1791,1362.61,290.966,3365,2801.5,1056,4955.423,2131,967.091,1100.321,450.1,75.35,1151.62,1047,228.1,1245.207,5480.916,1126,422.4,212.99,286.031,#N/A N/A,1615,851.86,219.65,114.2,2724,234,395.554,615.658,426.909,3278.457,437.7,1714,234.5,1053,6400,350.388,266.5,1280,401.8,662.5,1266,1583,1364.6846,3042,2872.592,2729.892,3844.571,1004,2254,918,827.902,1157,1969,483,1051,#N/A N/A,294.099,274.75,716.5,1830,437.849,#N/A N/A,407.5,216.3,3468,771.5,1242,229.6,1214.933,437.9,#N/A N/A,2501,318.8,787,129.4,1174,726.5,385.8,19.124,293.463,268.6,355.3,#N/A N/A,607.631,207.5,437.41,1960,439.3,952.5,#N/A N/A,#N/A N/A,707.5,666
18-12-2014,2105,4572.5,596.8,2628,402.55,1831,1394.475,288.528,3450,2813,1080,5106.92,2216,991.636,1130.481,462,75.37,1161.573,1082,234.7,1277.683,5676.965,1151,436.4,222.68,294.095,#N/A N/A,1648,870.9,225.6,117.6,2825,240.9,411.169,632.368,422.858,3395.874,446.3,1729,241.9,1085,6560,348.954,271.9,1302,400.8,682,1320,1633,1372.6454,3133,2921.332,2809.465,3975.157,1032,2333,914.5,845.067,1190,2015,466,1086,#N/A N/A,307.292,281,722,1870,442.344,#N/A N/A,413.7,220.4,3500,795.5,1222,235,1221.333,450.5,#N/A N/A,2433,323.4,798,132.6,1237,719,397.2,19.26,301.465,281.9,366.3,#N/A N/A,618.72,210.7,451.86,2043,450.3,988.5,#N/A N/A,#N/A N/A,715.5,685.5
19-12-2014,2170,4565,607.5,2629,413,1835,1408.132,296.388,3500.5,2872,1078,5160.677,2210,994.909,1129.441,462.7,76.16,1187.453,1088,237.7,1292.639,5480.166,1159,448.8,234.84,298.728,#N/A N/A,1624,882.32,225,119.5,2857,242.6,418.6,651.316,418.254,3402.471,457.6,1760,245,1089,6495,355.647,272.7,1328,404.8,676.5,1309,1621,1414.3269,3194,2949.332,2761.722,4024.987,1059,2355,922,862.563,1181,2016,472.5,1072,#N/A N/A,310.939,275,744.5,1905,455.256,#N/A N/A,417.1,223.1,3494,800.5,1234,239.8,1232,459.1,#N/A N/A,2487,324.2,834,135,1247,715,401.4,20.36,301.837,275.2,381.5,#N/A N/A,622.544,213.1,457.47,2032,457.7,1002,#N/A N/A,#N/A N/A,739,693.5
22-12-2014,2177,4603,612,2651,413.65,1849.5,1406.108,295.692,3532,2862.5,1096,5189.999,2247,999.818,1151.281,471.3,76.57,1168.043,1094,240.35,1304.604,5569.241,1175,450.5,229.267,299.757,#N/A N/A,1619,897.55,225.2,120.4,2874,245.1,417.739,647.763,423.502,3436.773,461,1778,245.7,1108,6510,364.155,277.3,1342,411,681,1339,1640,1426.5866,3217,2944.147,2792.49,4067.084,1060,2349,930.5,863.553,1181,2038,472.5,1082,#N/A N/A,312.662,276,738.5,1874,459.847,#N/A N/A,421.7,224.1,3537,809.5,1245,239.6,1251.2,465.9,#N/A N/A,2489,330.1,831,136.5,1251,726.5,405,20.34,301.092,282.1,394.7,#N/A N/A,627.133,214.4,461.21,2061,461.8,1009,#N/A N/A,#N/A N/A,714,696
23-12-2014,2193.5,4516.5,612.6,2671,415.85,1858.5,1401.05,299.423,3523,2894.5,1098,5200,2238,1000.363,1155.441,473.3,76.89,1176.006,1103,243.05,1304.604,5580.522,1169,451,233.827,300.1,#N/A N/A,1627,905.16,224.7,121,2863,248.3,421.293,648.816,431.88,3455.243,462.7,1787,248.7,1089,6550,365.972,282.5,1361,414.1,682,1346,1646,1453.4291,3210,2994.962,2790.368,4101.448,1069,2388,933.5,880.388,1186,2040,476,1108,#N/A N/A,314.121,287.5,745.5,1912,462.907,#N/A N/A,425.9,224.6,3547,815,1256,244.1,1254.4,459,#N/A N/A,2490,333.6,825.5,134.7,1281,720.5,405,20.46,302.674,289.3,401.4,#N/A N/A,629.428,213.9,461.38,1985,463.8,1010,#N/A N/A,#N/A N/A,725.5,712
24-12-2014,2203.5,4555.5,614.2,2669,416.85,1864.5,1401.05,298.875,3531.5,2887.5,1100,5225,2240,1002.327,1160.641,474.1,76.8,1176.504,1095,243.15,1295.203,5606.06,1168,448.4,235.6,300.272,#N/A N/A,1629,912.2,225,120.7,2878,248.5,425.277,651.053,430.96,3471.074,464,1790,248,1173,6560,366.45,284.7,1359,416.7,682,1336,1655,1450.2572,3227,2998.073,2754.295,4083.407,1062,2382,931,878.738,1179,2038,476,1100,#N/A N/A,314.983,280,745.5,1927,462.812,#N/A N/A,424.5,224.3,3549,810.5,1246,244.7,1262.933,459.9,#N/A N/A,2501,333.1,849.5,135,1286,713,406.4,20.4,301.185,286.4,397.9,#N/A N/A,625.604,216.4,457.3,2010,471.5,1015,#N/A N/A,#N/A N/A,730,709
25-12-2014,2203.5,4555.5,614.2,2669,416.85,1864.5,1401.05,298.875,3531.5,2887.5,1100,5225,2240,1002.327,1160.641,474.1,76.8,1176.504,1095,243.15,1295.203,5606.06,1168,448.4,235.6,300.272,#N/A N/A,1629,912.2,225,120.7,2878,248.5,425.277,651.053,430.96,3471.074,464,1790,248,1173,6560,366.45,284.7,1359,416.7,682,1336,1655,1450.2572,3227,2998.073,2754.295,4083.407,1062,2382,931,878.738,1179,2038,476,1100,#N/A N/A,314.983,280,745.5,1927,462.812,#N/A N/A,424.5,224.3,3549,810.5,1246,244.7,1262.933,459.9,#N/A N/A,2501,333.1,849.5,135,1286,713,406.4,20.4,301.185,286.4,397.9,#N/A N/A,625.604,216.4,457.3,2010,471.5,1015,#N/A N/A,#N/A N/A,730,709
26-12-2014,2203.5,4555.5,614.2,2669,416.85,1864.5,1401.05,298.875,3531.5,2887.5,1100,5225,2240,1002.327,1160.641,474.1,76.8,1176.504,1095,243.15,1295.203,5606.06,1168,448.4,235.6,300.272,#N/A N/A,1629,912.2,225,120.7,2878,248.5,425.277,651.053,430.96,3471.074,464,1790,248,1173,6560,366.45,284.7,1359,416.7,682,1336,1655,1450.2572,3227,2998.073,2754.295,4083.407,1062,2382,931,878.738,1179,2038,476,1100,#N/A N/A,314.983,280,745.5,1927,462.812,#N/A N/A,424.5,224.3,3549,810.5,1246,244.7,1262.933,459.9,#N/A N/A,2501,333.1,849.5,135,1286,713,406.4,20.4,301.185,286.4,397.9,#N/A N/A,625.604,216.4,457.3,2010,471.5,1015,#N/A N/A,#N/A N/A,730,709
29-12-2014,2208.5,4557,619.9,2667,418,1870,1414.201,300.467,3554,2966,1103,5215,2241,1006.145,1162.721,475.6,76.25,1208.853,1103,242.45,1301.613,5760.417,1176,451.7,238.703,301.473,#N/A N/A,1632,921.34,224.8,120.5,2851,248.1,423.985,648.421,429.394,3461.839,469,1792,246.5,1193,6515,364.155,286.2,1365,405.5,674,1334,1653,1457.0014,3211,2990.814,2795.673,4060.211,1069,2375,933.5,886.99,1188,2041,476.5,1108,#N/A N/A,312.729,280,755,1927,462.142,#N/A N/A,421,220,3542,815,1236,246,1234.133,467.2,#N/A N/A,2516,334,845.5,136.4,1267,713,401.2,20,300.999,287.5,395,#N/A N/A,624.074,216,461.55,1952,468.6,1019,#N/A N/A,#N/A N/A,749.5,718
30-12-2014,2160,4542.5,609.2,2623,409.3,1840,1395.487,298.477,3490,2993.5,1097,5185,2213,992.727,1147.121,469.8,75.55,1197.904,1088,241.4,1275.119,5759.646,1156,442.8,236.74,294.953,#N/A N/A,1627,912.77,221.05,120.6,2826,247.2,419.139,638.947,430.131,3422.26,468.8,1759,246.6,1189,6725,360.14,278.5,1343,402.4,674.5,1323,1645,1444.8061,3146,2974.221,2742.624,4050.76,1052,2341,910,880.388,1169,1991,476.5,1092,#N/A N/A,319.358,290,755,1866,456.691,#N/A N/A,419.7,223,3504,807.5,1214,244.6,1225.6,459.1,#N/A N/A,2487,332.4,825,134.2,1268,715.5,400.1,20.22,299.604,287.2,394.9,#N/A N/A,624.456,214,452.88,1961,465.5,1000,#N/A N/A,#N/A N/A,768.5,714.5
31-12-2014,2153.5,4555.5,608.6,2628,411,1848.5,1391.946,297.284,3500,3000,1100,5210,2221,1001.563,1145.041,472,75.82,1194.918,1088,243.5,1275.119,5771.703,1152,450.2,239.4,298.556,#N/A N/A,1622,916.58,222.65,121.3,2836,248.6,424.739,637.5,433.445,3423.58,465.7,1764,248,1188,6820,354.021,279,1345,401.5,687.5,1322,1636,1444.4516,3153,2982.518,2824.319,4098.012,1050,2334,916,880.718,1190,2006,481,1098,#N/A N/A,322.276,285,752.5,1851,457.934,#N/A N/A,421.2,224.8,3553,814.5,1228,246.7,1234.133,471,#N/A N/A,2480,340.5,836.5,137.8,1263,709,403,20.3,299.604,288,400,#N/A N/A,634.781,215,456.62,1979,465,1012,#N/A N/A,#N/A N/A,766,711
01-01-2015,2153.5,4555.5,608.6,2628,411,1848.5,1391.946,297.284,3500,3000,1100,5210,2221,1001.563,1145.041,472,75.82,1194.918,1088,243.5,1275.119,5771.703,1152,450.2,239.4,298.556,#N/A N/A,1622,916.58,222.65,121.3,2836,248.6,424.739,637.5,433.445,3423.58,465.7,1764,248,1188,6820,354.021,279,1345,401.5,687.5,1322,1636,1444.4516,3153,2982.518,2824.319,4098.012,1050,2334,916,880.718,1190,2006,481,1098,#N/A N/A,322.276,285,752.5,1851,457.934,#N/A N/A,421.2,224.8,3553,814.5,1228,246.7,1234.133,471,#N/A N/A,2480,340.5,836.5,137.8,1263,709,403,20.3,299.604,288,400,#N/A N/A,634.781,215,456.62,1979,465,1012,#N/A N/A,#N/A N/A,766,711
02-01-2015,2168,4580,612,2606,410.45,1829,1399.027,295.592,3452.5,2970,1092,5165,2224,990.872,1140.881,469.2,76.15,1179.49,1095,243.15,1274.692,5682.545,1165,454,238.133,296.669,#N/A N/A,1606,915.82,221.9,120,2804,246,419.031,637.368,428.474,3418.302,467.8,1782,246.4,1165,6755,363.104,276.8,1342,401,660.5,1315,1624,1455.2126,3194,2953.481,2755.356,4052.478,1049,2343,918.5,881.379,1176,2000,480,1096,#N/A N/A,322.872,289,748,1883,456.308,#N/A N/A,422.3,230,3517,809,1188,243.4,1228.8,460.5,#N/A N/A,2465,336.3,828,134.9,1252,714,402.4,20.32,300.348,290.5,415.9,#N/A N/A,626.751,214.7,455.43,1982,471.8,1007,#N/A N/A,#N/A N/A,765,723
05-01-2015,2080,4583.5,603.9,2573,389.7,1821,1385.371,281.066,3413,2883.5,1081,5180,2204,992.4,1119.041,462,74.62,1121.262,1071,234.7,1250.762,5733.446,1182,442.4,230.027,292.894,#N/A N/A,1584,901.54,216.45,117.7,2805,242.6,407.077,619.474,423.502,3398.513,467.8,1752,242,1175,6740,366.067,268.2,1325,392.4,672.5,1303,1607,1440.0629,3096,2936.888,2728.831,4027.564,1021,2276,912,861.242,1160,1988,481,1077,#N/A N/A,327.182,294,722,1764,436.893,#N/A N/A,421.1,222.6,3502,788,1150,233.5,1239.467,457,#N/A N/A,2465,328.1,825,133.8,1224,718,400.5,20.28,297.65,284.5,420,#N/A N/A,614.132,213,447.78,2130,478.3,984,#N/A N/A,#N/A N/A,768.5,713.5
06-01-2015,2079.5,4488.5,593.7,2574,391.05,1782,1372.726,282.658,3421,2944.5,1066,5110,2174,978.327,1097.201,456.7,72.87,1149.629,1046,230.35,1227.687,5468.277,1109,433.2,226.48,293.065,#N/A N/A,1600,901.45,215.35,115.6,2834,238.6,398.462,610.526,419.543,3341.783,459.8,1746,241.5,1176,6740,365.685,263.9,1308,385.9,663,1293,1602,1430.1371,3088,2887.11,2742.624,3955.398,1018,2298,900,851.339,1144,1976,480,1047,#N/A N/A,318.762,285,717.5,1772,434.597,#N/A N/A,420,218.3,3475,768,1144,234.6,1227.733,447.6,#N/A N/A,2440,316.8,828.5,131.1,1200,725,389.1,18.88,294.486,279,387.1,#N/A N/A,599.218,212,435.71,2148,470.1,956.5,#N/A N/A,#N/A N/A,790.5,692
07-01-2015,2098,4479.5,601,2591,393.75,1809.5,1394.981,283.355,3410,2962.5,1077,5170,2190,1000.909,1102.401,462.7,73.01,1147.639,1071,230.6,1257.172,5285.779,1109,425.7,230.533,294.953,#N/A N/A,1600,915.44,216,117.3,2830,241.1,395.662,609.605,425.804,3414.345,460,1761,245.1,1185,6850,370.752,265.2,1323,393.4,668,1305,1626,1444.2511,3054,2903.703,2759.6,3986.326,1023,2309,929,865.864,1140,2021,480.5,1057,#N/A N/A,319.027,285,719.5,1765,443.014,#N/A N/A,423,219.8,3484,767.5,1135,229.6,1251.2,453.4,#N/A N/A,2446,319.1,825,132.4,1200,719,392.2,19.032,295.044,281.7,390.3,#N/A N/A,606.101,212.9,439.28,2172,471.3,950,#N/A N/A,#N/A N/A,798,695
08-01-2015,2142.5,4572.5,606.2,2668,405,1849.5,1444.043,290.966,3512.5,3027.5,1093,5260,2216,1017.163,1134.641,468.9,74.1,1175.508,1091,237.05,1285.375,5332.053,1131,433,265.05,302.674,#N/A N/A,1600,923.91,225.75,120.3,2950,244.8,406.754,635.789,437.312,3475.032,465.6,1806,252.7,1196,6905,373.907,271.3,1361,399.3,683,1337,1651,1524.522,3096,2954.518,2814.77,4067.084,1053,2430,942,880.058,1163,2058,481.5,1091,#N/A N/A,314.055,293,746,1777,427.424,#N/A N/A,437.1,225.5,3496,795.5,1156,252.4,1259.733,454.7,#N/A N/A,2450,322.7,838.5,132.8,1225,712,411.2,19.4,303.977,283.8,415,#N/A N/A,613.749,215.4,452.2,2175,475.5,977.5,#N/A N/A,#N/A N/A,824.5,703
09-01-2015,2106.5,4587,602,2626,398.65,1823.5,1425.834,284.748,3472,2985,1090,5245,2215,1006.363,1124.241,467.7,73.74,1147.141,1093,231,1263.154,5391.58,1139,430.7,258.527,295.811,#N/A N/A,1595,899.54,224.9,120,2934,244.1,395.985,645.263,433.077,3427.538,462.6,1812,248.1,1182,6890,378.591,268.8,1358,392.5,691,1353,1647,1525.8216,3078,2947.258,2810.526,4049.042,1049,2459,938,879.068,1177,2053,479,1077,#N/A N/A,308.552,297,750,1767,428.476,#N/A N/A,432.4,215.7,3482,783.5,1128,241.8,1260.8,431.4,#N/A N/A,2345,321.4,834,125.7,1218,720,409.7,19.084,306.489,283,402.1,#N/A N/A,614.132,214.9,447.61,2283,476.6,947.5,#N/A N/A,#N/A N/A,816,693
12-01-2015,2078.5,4672.5,602.7,2678,396.55,1843.5,1428.869,278.032,3522,2924.5,1100,5330,2193,1004.291,1153.361,470.2,73.57,1134.699,1090,231.4,1263.581,5237.908,1117,429.8,259.097,298.041,#N/A N/A,1503,876.8,226.8,119,2967,244.7,396.846,636.974,437.312,3477.671,465,1829,247.6,1180,6945,382.129,261,1380,397.9,680,1368,1663,1520.7531,3107,2960.74,2813.709,4101.448,1067,2393,950,879.068,1185,2071,482.5,1067,#N/A N/A,311.137,298.5,727.5,1723,428.763,#N/A N/A,432.1,212.5,3470,788,1125,240.3,1272.533,423.6,#N/A N/A,2314,324.4,835,124.2,1204,725,411.5,18.86,312.537,279.4,399.9,#N/A N/A,612.602,209,445.57,2380,476.2,936.5,#N/A N/A,#N/A N/A,825.5,694
13-01-2015,2077,4717,604.2,2703,396.3,1865.5,1439.491,267.585,3584.5,2920,1106,5340,2258,1015.636,1161.681,475.1,74.01,1140.173,1087,233,1274.692,5397.469,1084,436,268.533,295.982,#N/A N/A,1524,886.7,229,122.2,2963,246.9,402.446,645.789,444.861,3490.864,463.4,1825,249.9,1159,7055,380.982,271.8,1401,399.8,687.5,1432,1664,1554.6468,3132,3051.999,2843.417,4115.194,1081,2363,943,880.058,1195,2095,476.5,1086,#N/A N/A,324.264,301.25,709,1692,442.822,#N/A N/A,437.6,215.5,3475,804,1138,249,1288.533,425.5,#N/A N/A,2356,333.1,850,127.6,1217,730,415,18.8,309.932,277.2,409.9,#N/A N/A,634.016,214.4,455.6,2430,485.2,958,#N/A N/A,#N/A N/A,831.5,709.5
14-01-2015,2008,4680,590.1,2679,382.15,1828.5,1411.672,242.762,3514.5,2804.5,1104,5255,2212,987.272,1149.201,468.6,72.9,1037.652,1065,223.55,1250.762,5472.349,1033,424.5,271.067,292.551,#N/A N/A,1488,843.39,225.25,120,2932,243,390.6,646.579,443.757,3451.285,461.9,1792,244,1148,6915,372.186,261.1,1376,401.4,676.5,1390,1642,1550.4616,3035,3007.407,2822.197,4042.169,1052,2244,941.5,853.98,1187,2071,477.5,1063,#N/A N/A,320.883,298.5,675,1608,431.632,#N/A N/A,431,213.4,3436,780.5,1069,243.1,1282.133,425,#N/A N/A,2335,329.2,849.5,125.8,1201,725,409.5,18.8,299.418,273.6,404,#N/A N/A,619.103,209.8,442.51,2367,488.2,914.5,#N/A N/A,#N/A N/A,816,700
15-01-2015,2066,4729,596.9,2732,392.6,1885.5,1429.375,239.379,3589.5,2842.5,1102,5390,2255,993.709,1134.641,479.6,74.18,1054.573,1121,227.95,1295.203,5374.213,1030,434.7,277.717,292.722,#N/A N/A,1480,853.86,227.9,121.8,2850,248.1,390.708,667.105,443.204,3431.495,467.7,1825,244.8,1168,6900,375.723,265.2,1383,400.2,678.5,1434,1684,1580.841,3147,3063.406,2867.819,4100.589,1078,2288,951,872.796,1200,2104,481.5,1081,#N/A N/A,324.596,301,670,1656,436.893,#N/A N/A,434.9,216.2,3408,800.5,1081,255.3,1307.733,425,#N/A N/A,2337,318.6,840,124.1,1214,722,408.9,19.044,300.813,276,401.3,#N/A N/A,615.661,211.7,448.12,2250,488.1,939.5,#N/A N/A,#N/A N/A,855,716
16-01-2015,2102.5,4715,594,2747,413.35,1891.5,1447.584,251.268,3584,2888.5,1102,5375,2255,1000.254,1136.721,483.8,74.44,1094.387,1145,224.35,1281.529,5489.239,1045,436.3,277.463,295.468,#N/A N/A,1497,857.19,227.8,123.2,2892,250.4,390.923,666.447,443.757,3431.495,469.2,1853,241.6,1176,6855,383.372,264.9,1385,409.1,669,1454,1658,1546.7977,3093,3059.258,2878.429,4097.153,1063,2351,964.5,878.077,1221,2127,479,1088,#N/A N/A,325.723,306,691,1687,434.31,#N/A N/A,432.5,215.5,3423,789.5,1077,256.8,1316.267,426.1,#N/A N/A,2309,318,850.5,125,1232,743,407.1,20.32,297.091,275.1,400.1,#N/A N/A,624.456,203.1,447.61,2213,490.1,935.5,#N/A N/A,#N/A N/A,884.5,725
19-01-2015,2121,4725,596.3,2729,408.9,1900.5,1455.676,246.443,3598,2856,1114,5370,2284,1005.163,1152.321,488.7,74.65,1084.434,1155,230,1290.93,5561.533,1041,439,280.44,298.385,#N/A N/A,1489,867.56,229.45,124.5,2945,253.8,397.385,672.368,448.636,3463.159,469,1870,243.6,1192,6900,385.953,264.8,1400,411.8,687.5,1452,1670,1565.5084,3113,3127.703,2899.648,4128.94,1075,2392,962,886.99,1228,2127,480.5,1082,#N/A N/A,328.176,300,693.5,1696,443.109,#N/A N/A,435.6,219.5,3454,803,1122,257.5,1321.6,433.5,#N/A N/A,2344,327.8,864.5,128,1245,753.5,410.1,20.52,298.115,280.2,408.6,#N/A N/A,628.28,203.5,451.35,2259,493,950.5,#N/A N/A,#N/A N/A,876,733.5
20-01-2015,2117,4708,595.7,2713,412.2,1897.5,1458.711,256.143,3611.5,2885.5,1115,5365,2319,1011.6,1163.761,492.1,75.5,1116.285,1169,235.25,1315.287,5517.774,1065,441.9,284.873,302.846,#N/A N/A,1505,870.42,230,124.3,2947,255.7,409.769,680.263,453.976,3457.881,471.6,1878,242.9,1187,6980,389.681,266.4,1420,414.4,700,1416,1703,1550.9622,3050,3138.073,2915.563,4148.7,1088,2385,965.5,896.563,1236,2138,479,1077,#N/A N/A,337.458,300,704.5,1674,447.222,#N/A N/A,434,221.1,3479,817.5,1057,256.7,1336.533,427.3,#N/A N/A,2285,336.6,865,127.8,1252,759,419.4,20.2,300.813,282,403.4,#N/A N/A,623.309,204.5,455.26,2309,497.8,954,#N/A N/A,#N/A N/A,911,760.5
21-01-2015,2163.5,4711.5,605.6,2778,426,1933,1482.483,256.691,3690.5,2924.5,1127,5425,2341,1017.6,1170.001,502,75.59,1116.285,1162,237.9,1348.19,5634.32,1075,441.9,290.067,306.106,#N/A N/A,1504,888.69,238.15,124.3,3006,258.7,409.446,696.053,457.106,3493.502,472.1,1887,250,1190,7055,389.108,269.4,1434,421.3,697,1442,1743,1559.7789,2998,3152.592,2912.38,4207.98,1111,2297,971,912.738,1296,2135,479,1082,#N/A N/A,339.447,300,712.5,1688,452.291,#N/A N/A,441.7,225.3,3500,827,1081,264,1347.2,440.3,#N/A N/A,2333,339,870,130.5,1274,755,420,19.52,306.954,283.1,414.9,#N/A N/A,621.78,205.4,462.23,2352,497.1,979.5,#N/A N/A,#N/A N/A,924.5,716.5
22-01-2015,2176.5,4689.5,620.3,2785,428.4,1938,1505.75,263.456,3734.5,2966.5,1134,5400,2380,1020,1175.201,518,75.65,1139.676,1163,243.4,1362.292,5738.184,1088,457.8,298.743,308.508,#N/A N/A,1490,906.87,238.7,124.5,3020,261,415.692,708.553,466.313,3572.66,477.6,1880,252.2,1187,7010,390.16,271.2,1479,421.2,696.5,1445,1743,1579.8146,2985,3158.814,2934.661,4317.088,1138,2356,988,926.273,1318,2145,463,1136,#N/A N/A,348.066,302,719,1700,449.135,#N/A N/A,447.1,231,3590,844.5,1094,269.6,1360,446.3,#N/A N/A,2357,345.2,851,132.8,1304,755.5,421.6,19.2,304.256,283.4,415,#N/A N/A,624.456,206.6,481.44,2305,492.8,1004,#N/A N/A,#N/A N/A,915,725.5
23-01-2015,2185,4733.5,624.8,2854,432.4,1969.5,1517.383,248.134,3791,2883,1160,5560,2374,1022.072,1177.281,519,75.53,1098.369,1162,243.15,1390.922,5687.833,1093,462.6,298.047,309.538,#N/A N/A,1492,905.26,239.9,122.2,3091,265.9,409.339,705.921,478.742,3633.348,478.7,1913,256,1190,7150,392.741,270,1479,431.1,697,1443,1775,1617.2786,3080,3186.814,2907.075,4372.931,1150,2328,995.5,941.457,1349,2147,441.5,1120,#N/A N/A,355.358,308,684.5,1675,454.778,#N/A N/A,449.7,234.3,3625,861.5,1112,267.9,1369.6,450.1,#N/A N/A,2356,344,850.5,133.1,1293,750,423.3,19.744,304.628,290.8,415,#N/A N/A,630.575,201.7,485.35,2330,498.9,1022,#N/A N/A,#N/A N/A,897,721
