Date,9988 HK Equity,6690 HK Equity,857 HK Equity,101 HK Equity,1088 HK Equity,688 HK Equity,267 HK Equity,3692 HK Equity,11 HK Equity,2899 HK Equity,881 HK Equity,3 HK Equity,1099 HK Equity,992 HK Equity,66 HK Equity,1299 HK Equity,2628 HK Equity,968 HK Equity,27 HK Equity,939 HK Equity,6098 HK Equity,3988 HK Equity,316 HK Equity,1398 HK Equity,3968 HK Equity,388 HK Equity,2313 HK Equity,1038 HK Equity,9961 HK Equity,9618 HK Equity,2319 HK Equity,669 HK Equity,700 HK Equity,2318 HK Equity,960 HK Equity,941 HK Equity,6862 HK Equity,1876 HK Equity,2382 HK Equity,1044 HK Equity,386 HK Equity,9888 HK Equity,1113 HK Equity,241 HK Equity,883 HK Equity,5 HK Equity,1211 HK Equity,2388 HK Equity,1177 HK Equity,6618 HK Equity,9999 HK Equity,2020 HK Equity,9633 HK Equity,981 HK Equity,1209 HK Equity,322 HK Equity,291 HK Equity,3690 HK Equity,836 HK Equity,1109 HK Equity,823 HK Equity,2269 HK Equity,868 HK Equity,762 HK Equity,1928 HK Equity,1810 HK Equity,1929 HK Equity,1378 HK Equity,1997 HK Equity,1093 HK Equity,2 HK Equity,2688 HK Equity,175 HK Equity,1 HK Equity,16 HK Equity,17 HK Equity,2331 HK Equity,288 HK Equity,6 HK Equity,12 HK Equity
23-05-2013,#N/A N/A,#N/A N/A,9.43,29.35,25.9,22.829,9.32,#N/A N/A,127,2.14,10.06,10.705,22,7.38,31.3,34.7,21.05,#N/A N/A,38,6.3,#N/A N/A,3.66,47.95,5.38,15.655,130.1,25,54.95,#N/A N/A,#N/A N/A,13.15,19.28,53.979,29.5,13.66,83.35,#N/A N/A,#N/A N/A,10.2,83.876,6.369,#N/A N/A,#N/A N/A,0.49,14.06,87.1,31.3,27.2,1.413,#N/A N/A,#N/A N/A,7.14,#N/A N/A,6.7,#N/A N/A,19.64,22.457,#N/A N/A,20.1,23.3,41.447,#N/A N/A,5.287,11.04,39.75,#N/A N/A,9.61,4.34,#N/A N/A,2.016,68.2,41.9,3.83,82.764,108.2,49.854,4.075,#N/A N/A,73.55,29.147
24-05-2013,#N/A N/A,#N/A N/A,9.45,29.7,26,22.44,9.36,#N/A N/A,126.9,2.14,9.85,10.798,22,7.66,31.75,34.95,20.8,#N/A N/A,38.65,6.3,#N/A N/A,3.66,48.2,5.39,15.753,130.9,25.35,55.05,#N/A N/A,#N/A N/A,13.225,19.64,55.196,29.325,13.5,82.9,#N/A N/A,#N/A N/A,10.66,83.876,6.315,#N/A N/A,#N/A N/A,0.485,13.92,86.15,31.8,27.15,1.502,#N/A N/A,#N/A N/A,7.57,#N/A N/A,7,#N/A N/A,19.94,22.457,#N/A N/A,20.2,23.2,41.933,#N/A N/A,5.371,11.06,39.95,#N/A N/A,9.8,4.51,#N/A N/A,2.031,69.3,42.7,3.86,80.692,108.6,49.553,4.103,#N/A N/A,73.2,29.199
27-05-2013,#N/A N/A,#N/A N/A,9.5,29.6,26.05,22.537,9.42,#N/A N/A,128,2.13,9.9,10.752,20.95,7.81,31.85,34.95,20.8,#N/A N/A,38.4,6.32,#N/A N/A,3.69,47.55,5.41,15.773,131.2,25.9,56.35,#N/A N/A,#N/A N/A,13.15,20.2,55.38,29.525,13.4,83.1,#N/A N/A,#N/A N/A,10.88,82.957,6.3,#N/A N/A,#N/A N/A,0.485,13.94,86.6,31.55,27.75,1.529,#N/A N/A,#N/A N/A,7.36,#N/A N/A,7.1,#N/A N/A,20.05,22.457,#N/A N/A,19.72,23.25,42.079,#N/A N/A,5.262,11.08,39.8,#N/A N/A,9.76,4.51,#N/A N/A,2.01,69.5,42.05,3.82,80.477,108.2,49.553,4.084,#N/A N/A,74.25,29.276
28-05-2013,#N/A N/A,#N/A N/A,9.55,29.6,26.35,23.071,9.48,#N/A N/A,128.4,2.14,10.48,10.729,21.65,7.79,32,35.25,21.05,#N/A N/A,39.2,6.41,#N/A N/A,3.77,48.45,5.5,15.968,132.1,26.25,57.15,#N/A N/A,#N/A N/A,13.275,20.15,56.081,30.025,13.58,83.6,#N/A N/A,#N/A N/A,10.88,85.761,6.392,#N/A N/A,#N/A N/A,0.49,14.18,87,33.4,27.65,1.585,#N/A N/A,#N/A N/A,7.26,#N/A N/A,7.2,#N/A N/A,20.5,23.649,#N/A N/A,20.45,24,41.982,#N/A N/A,5.621,11.12,40.2,#N/A N/A,9.91,4.5,#N/A N/A,2.073,69.85,42.95,3.84,81.192,108.5,49.93,4.021,#N/A N/A,74.75,29.507
29-05-2013,#N/A N/A,#N/A N/A,9.27,28.55,25.65,22.343,9.41,#N/A N/A,126.2,2.12,10.34,10.636,20.85,7.64,31.45,34.65,20.7,#N/A N/A,39.4,6.32,#N/A N/A,3.73,47.7,5.42,15.518,130.5,26.25,55.25,#N/A N/A,#N/A N/A,13.325,20.3,55.97,29.375,13.54,82.65,#N/A N/A,#N/A N/A,11.04,83.924,6.277,#N/A N/A,#N/A N/A,0.485,13.94,85.75,34.95,27.3,1.606,#N/A N/A,#N/A N/A,7.39,#N/A N/A,7,#N/A N/A,20.1,23.19,#N/A N/A,20.7,23.7,40.233,#N/A N/A,5.67,10.62,39.7,#N/A N/A,9.8,4.47,#N/A N/A,2.068,69.2,43.15,3.89,79.691,105.8,48.423,4.284,#N/A N/A,73.2,28.814
30-05-2013,#N/A N/A,#N/A N/A,9.24,27.8,25.6,22.294,9.36,#N/A N/A,126.4,2.13,9.93,10.24,21.55,7.72,31.7,34.45,20.6,#N/A N/A,39.95,6.35,#N/A N/A,3.72,46.7,5.41,15.303,130.7,26.7,53.2,#N/A N/A,#N/A N/A,13.425,19.68,56.744,29.1,13.32,82.7,#N/A N/A,#N/A N/A,10.88,83.296,6.262,#N/A N/A,#N/A N/A,0.47,13.76,86.05,34.85,26.4,1.6,#N/A N/A,#N/A N/A,7.2,#N/A N/A,6.6,#N/A N/A,20.5,23.465,#N/A N/A,20.9,23.55,38.581,#N/A N/A,5.587,10.78,39.6,#N/A N/A,9.73,4.54,#N/A N/A,2.099,66.95,44.45,3.85,78.619,103.2,46.842,4.148,#N/A N/A,70.5,28.301
31-05-2013,#N/A N/A,#N/A N/A,9.04,27.3,25.45,22.489,9.19,#N/A N/A,125,2.16,9.78,10.24,21,7.99,30.7,34.55,20.05,#N/A N/A,40.6,6.3,#N/A N/A,3.68,48.95,5.47,15.323,130.8,26.45,54,#N/A N/A,#N/A N/A,13.525,20.15,56.744,28.9,13.2,82.45,#N/A N/A,#N/A N/A,11.12,83.247,6.169,#N/A N/A,#N/A N/A,0.51,13.72,86.1,34.15,25.9,1.612,#N/A N/A,#N/A N/A,7.2,#N/A N/A,6.3,#N/A N/A,19.98,23.236,#N/A N/A,20.45,23.85,39.018,#N/A N/A,5.587,10.66,41.2,#N/A N/A,9.65,4.73,#N/A N/A,2.104,65.55,43.75,3.85,78.476,103.2,46.691,4.801,#N/A N/A,68.35,28.07
03-06-2013,#N/A N/A,#N/A N/A,9,27.75,25.6,22.537,8.78,#N/A N/A,124.2,2.08,9.58,10.24,20.75,7.82,30.65,34.35,19.84,#N/A N/A,41.25,6.27,#N/A N/A,3.68,48.75,5.4,15.284,129.6,25.25,53.35,#N/A N/A,#N/A N/A,14.05,20.3,55.896,28.925,13.22,82.4,#N/A N/A,#N/A N/A,10.68,80.492,6.123,#N/A N/A,#N/A N/A,0.51,13.74,85.85,32.95,25.5,1.567,#N/A N/A,#N/A N/A,7.16,#N/A N/A,6.4,#N/A N/A,20.15,23.465,#N/A N/A,20.3,23.95,38.872,#N/A N/A,5.537,10.56,41.35,#N/A N/A,9.44,4.42,#N/A N/A,2.177,65.6,43.75,3.72,77.976,102,46.164,4.493,#N/A N/A,69.15,28.121
04-06-2013,#N/A N/A,#N/A N/A,9.07,27.5,25.8,22.1,8.94,#N/A N/A,124.1,2.14,9.31,10.356,20.85,8.08,30.5,34.35,19.94,#N/A N/A,41.6,6.26,#N/A N/A,3.69,49.85,5.38,14.424,129.4,24.4,53.45,#N/A N/A,#N/A N/A,14.375,20.9,55.933,28.975,13.26,80.55,#N/A N/A,#N/A N/A,10.98,77.688,6.138,#N/A N/A,#N/A N/A,0.495,13.78,86.5,33.1,25.5,1.544,#N/A N/A,#N/A N/A,7.56,#N/A N/A,6.6,#N/A N/A,20.45,23.465,#N/A N/A,19.78,23.85,39.455,#N/A N/A,5.296,10.6,41.6,#N/A N/A,9.33,4.27,#N/A N/A,2.141,65.5,43.2,3.77,77.761,101.5,46.089,4.52,#N/A N/A,68.9,28.095
05-06-2013,#N/A N/A,#N/A N/A,9,27.45,25.75,22.197,8.89,#N/A N/A,122.5,2.11,9.3,10.193,21,7.98,29.9,33.2,19.98,#N/A N/A,41.05,6.22,#N/A N/A,3.67,49.6,5.36,14.365,129.2,24.85,52.1,#N/A N/A,#N/A N/A,14.15,19.88,55.38,28.85,13.2,80.3,#N/A N/A,#N/A N/A,10.94,78.026,6.069,#N/A N/A,#N/A N/A,0.5,13.76,86,32.7,25.2,1.52,#N/A N/A,#N/A N/A,7.58,#N/A N/A,6.6,#N/A N/A,20.2,23.374,#N/A N/A,19.54,23.7,38.483,#N/A N/A,5.479,10.6,40.05,#N/A N/A,9.33,4.3,#N/A N/A,2.234,64.45,43.5,3.71,75.617,100.2,45.11,4.529,#N/A N/A,67.65,27.095
06-06-2013,#N/A N/A,#N/A N/A,8.93,26.6,25.3,21.566,8.86,#N/A N/A,120.4,2.09,9.1,10.054,20.85,7.75,29.15,32.9,19.78,#N/A N/A,39.6,6.15,#N/A N/A,3.65,47.8,5.3,14.033,127.6,25.4,50.85,#N/A N/A,#N/A N/A,13.8,19.42,55.343,28.575,13.04,79.3,#N/A N/A,#N/A N/A,10.52,77.881,5.985,#N/A N/A,#N/A N/A,0.49,13.44,85.45,33.5,25.05,1.464,#N/A N/A,#N/A N/A,7.6,#N/A N/A,6.4,#N/A N/A,20.15,23.236,#N/A N/A,19.28,23.25,37.706,#N/A N/A,5.396,10.32,39.9,#N/A N/A,9.02,4.29,#N/A N/A,2.234,64.05,42.7,3.66,75.617,99.95,44.733,4.538,#N/A N/A,67.15,26.135
07-06-2013,#N/A N/A,#N/A N/A,8.89,26.55,25.05,21.371,8.83,#N/A N/A,119.1,2.09,9.07,9.718,21.05,7.73,28.9,32.7,19.4,#N/A N/A,40.55,6.09,#N/A N/A,3.36,47.6,5.24,14.053,126.4,26.3,50.95,#N/A N/A,#N/A N/A,13.85,19.92,55.27,28.4,13.08,78.65,#N/A N/A,#N/A N/A,10.5,77.059,5.923,#N/A N/A,#N/A N/A,0.48,13.42,84.2,32.65,24.95,1.461,#N/A N/A,#N/A N/A,7.6,#N/A N/A,6.2,#N/A N/A,20,23.328,#N/A N/A,18.64,23,37.609,#N/A N/A,5.321,10.3,39.4,#N/A N/A,9.08,4.25,#N/A N/A,2.141,63.7,42.9,3.71,74.259,99.1,44.281,4.529,#N/A N/A,66.95,26.163
10-06-2013,#N/A N/A,#N/A N/A,8.79,26.3,25.15,21.129,8.88,#N/A N/A,118.8,1.91,9.08,9.759,20.25,7.96,29.15,33.1,19.38,#N/A N/A,41.45,6.13,#N/A N/A,3.36,47.3,5.24,14.092,126.2,25.7,52.5,#N/A N/A,#N/A N/A,14.15,19.74,56.265,28.3,12.98,78.6,#N/A N/A,#N/A N/A,10.76,76.963,5.69,#N/A N/A,#N/A N/A,0.49,13.48,84.5,31.55,25,1.452,#N/A N/A,#N/A N/A,7.29,#N/A N/A,6.2,#N/A N/A,20.3,23.42,#N/A N/A,18.82,22.35,37.414,#N/A N/A,5.362,10.38,40.45,#N/A N/A,9.02,4.43,#N/A N/A,2.135,63.55,44.4,3.73,73.759,98.7,43.378,4.447,#N/A N/A,67.2,26.22
11-06-2013,#N/A N/A,#N/A N/A,8.64,25.3,24.6,20.643,8.64,#N/A N/A,117,1.82,8.9,9.605,19.9,7.7,28.3,33.2,19.34,#N/A N/A,41.6,6.05,#N/A N/A,3.26,46.9,5.17,13.799,124.9,25.8,51.3,#N/A N/A,#N/A N/A,13.8,18.7,56.191,28.2,12.9,78.55,#N/A N/A,#N/A N/A,10.46,75.996,5.66,#N/A N/A,#N/A N/A,0.485,13.22,83.6,31.4,24.7,1.443,#N/A N/A,#N/A N/A,7.24,#N/A N/A,6.4,#N/A N/A,19.88,23.236,#N/A N/A,18.94,21.6,35.957,#N/A N/A,5.188,10.44,39.75,#N/A N/A,8.93,4.28,#N/A N/A,2.073,63.1,44.8,3.68,73.044,96.4,41.194,4.575,#N/A N/A,67,25.176
12-06-2013,#N/A N/A,#N/A N/A,8.64,25.3,24.6,20.643,8.64,#N/A N/A,117,1.82,8.9,9.605,19.9,7.7,28.3,33.2,19.34,#N/A N/A,41.6,6.05,#N/A N/A,3.26,46.9,5.17,13.799,124.9,25.8,51.3,#N/A N/A,#N/A N/A,13.8,18.7,56.191,28.2,12.9,78.55,#N/A N/A,#N/A N/A,10.46,75.996,5.66,#N/A N/A,#N/A N/A,0.485,13.22,83.6,31.4,24.7,1.443,#N/A N/A,#N/A N/A,7.24,#N/A N/A,6.4,#N/A N/A,19.88,23.236,#N/A N/A,18.94,21.6,35.957,#N/A N/A,5.188,10.44,39.75,#N/A N/A,8.93,4.28,#N/A N/A,2.073,63.1,44.8,3.68,73.044,96.4,41.194,4.575,#N/A N/A,67,25.176
13-06-2013,#N/A N/A,#N/A N/A,8.31,25.65,23.85,19.914,8.48,#N/A N/A,116.4,1.87,8.5,9.349,20.15,7.4,28.05,32.8,18.98,#N/A N/A,39.9,5.53,#N/A N/A,3.19,45.65,5.09,13.505,123.1,25,51.25,#N/A N/A,#N/A N/A,13.425,18.2,54.901,27.6,12.56,76,#N/A N/A,#N/A N/A,10.02,74.11,5.51,#N/A N/A,#N/A N/A,0.46,12.9,83.05,29.95,24.25,1.416,#N/A N/A,#N/A N/A,6.86,#N/A N/A,6.3,#N/A N/A,19.7,22.411,#N/A N/A,18.08,21.1,36.831,#N/A N/A,5.254,10.14,38.95,#N/A N/A,8.68,4.25,#N/A N/A,2.036,62.65,43.5,3.64,73.759,96.45,41.043,4.348,#N/A N/A,67.2,25.176
14-06-2013,#N/A N/A,#N/A N/A,8.27,26.6,23.35,20.157,8.36,#N/A N/A,117.4,1.81,8.4,9.503,20.7,7.46,28.45,33.05,19.02,#N/A N/A,41.8,5.47,#N/A N/A,3.18,47.15,5.07,13.486,123.9,24.5,51.9,#N/A N/A,#N/A N/A,13.425,18.6,55.454,27.5,12.6,75.85,#N/A N/A,#N/A N/A,10.24,77.446,5.48,#N/A N/A,#N/A N/A,0.455,13.04,83.15,31.5,24.4,1.434,#N/A N/A,#N/A N/A,6.95,#N/A N/A,6.1,#N/A N/A,19.72,22.366,#N/A N/A,18.9,21.1,37.998,#N/A N/A,5.113,10.36,39.3,#N/A N/A,8.81,4.17,#N/A N/A,2.057,63,43.35,3.58,74.831,97.25,42.022,4.157,#N/A N/A,67.55,25.401
17-06-2013,#N/A N/A,#N/A N/A,8.52,27.7,23.65,20.546,8.51,#N/A N/A,119.7,1.77,8.72,9.861,20.45,7.44,29.15,33.2,19.2,#N/A N/A,41.5,5.6,#N/A N/A,3.24,48.2,4.83,13.564,124.5,24.65,53.45,#N/A N/A,#N/A N/A,13.425,18.9,55.491,27.725,12.64,77,#N/A N/A,#N/A N/A,10.04,77.059,5.63,#N/A N/A,#N/A N/A,0.455,13.58,83.85,32,24.75,1.479,#N/A N/A,#N/A N/A,6.84,#N/A N/A,6.1,#N/A N/A,20.15,22.64,#N/A N/A,18.86,21.7,37.9,#N/A N/A,5.371,10.58,38.95,#N/A N/A,8.81,4.09,#N/A N/A,2.047,63.6,43.35,3.64,77.618,100.1,43.152,4.048,#N/A N/A,69.55,26.304
18-06-2013,#N/A N/A,#N/A N/A,8.59,27.5,23.55,20.206,8.54,#N/A N/A,118.5,1.76,8.89,9.769,20.6,7.33,29.2,33.1,19.16,#N/A N/A,44,5.57,#N/A N/A,3.23,52.1,4.82,13.603,124.1,23.35,54.1,#N/A N/A,#N/A N/A,13.425,19.74,55.417,27.675,12.46,77.4,#N/A N/A,#N/A N/A,9.8,75.899,5.69,#N/A N/A,#N/A N/A,0.47,13.62,84.05,32.95,24.9,1.458,#N/A N/A,#N/A N/A,6.88,#N/A N/A,6.2,#N/A N/A,20.1,22.366,#N/A N/A,18.42,21.45,37.852,#N/A N/A,5.512,10.62,40.65,#N/A N/A,8.66,4.23,#N/A N/A,2.036,63.45,43.95,3.73,77.547,100.6,42.926,4.221,#N/A N/A,68.8,26.389
