Date,9988 HK Equity,6690 HK Equity,857 HK Equity,101 HK Equity,1088 HK Equity,688 HK Equity,267 HK Equity,3692 HK Equity,11 HK Equity,2899 HK Equity,881 HK Equity,3 HK Equity,1099 HK Equity,992 HK Equity,66 HK Equity,1299 HK Equity,2628 HK Equity,968 HK Equity,27 HK Equity,939 HK Equity,6098 HK Equity,3988 HK Equity,316 HK Equity,1398 HK Equity,3968 HK Equity,388 HK Equity,2313 HK Equity,1038 HK Equity,9961 HK Equity,9618 HK Equity,2319 HK Equity,669 HK Equity,700 HK Equity,2318 HK Equity,960 HK Equity,941 HK Equity,6862 HK Equity,1876 HK Equity,2382 HK Equity,1044 HK Equity,386 HK Equity,9888 HK Equity,1113 HK Equity,241 HK Equity,883 HK Equity,5 HK Equity,1211 HK Equity,2388 HK Equity,1177 HK Equity,6618 HK Equity,9999 HK Equity,2020 HK Equity,9633 HK Equity,981 HK Equity,1209 HK Equity,322 HK Equity,291 HK Equity,3690 HK Equity,836 HK Equity,1109 HK Equity,823 HK Equity,2269 HK Equity,868 HK Equity,762 HK Equity,1928 HK Equity,1810 HK Equity,1929 HK Equity,1378 HK Equity,1997 HK Equity,1093 HK Equity,2 HK Equity,2688 HK Equity,175 HK Equity,1 HK Equity,16 HK Equity,17 HK Equity,2331 HK Equity,288 HK Equity,6 HK Equity,12 HK Equity
17-11-2009,#N/A N/A,#N/A N/A,10.12,31.9,39.45,16.961,22.25,#N/A N/A,116.4,5.82,#N/A N/A,6.413,25.2,4.69,27.05,#N/A N/A,38.8,#N/A N/A,3.67,7.169,#N/A N/A,4.727,38.25,6.77,20.452,142.4,9.11,28.7,#N/A N/A,#N/A N/A,11.9,6.63,27.432,36.925,#N/A N/A,74.3,#N/A N/A,#N/A N/A,0.93,53.854,5.223,#N/A N/A,#N/A N/A,0.27,12.86,98,68.8,19.48,0.604,#N/A N/A,#N/A N/A,11,#N/A N/A,5,#N/A N/A,18.2,23.19,#N/A N/A,16,18.64,16.521,#N/A N/A,2.469,10.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.396,52.75,19.1,3.69,69.756,117.7,56.997,23.281,#N/A N/A,42,28.224
18-11-2009,#N/A N/A,#N/A N/A,10.12,30.95,39.6,16.611,21.4,#N/A N/A,115.4,5.687,#N/A N/A,6.462,25.05,4.53,26.9,#N/A N/A,39.05,#N/A N/A,3.6,7.12,#N/A N/A,4.632,38.2,6.887,19.992,141.6,8.94,28.55,#N/A N/A,#N/A N/A,11.85,6.57,26.953,36.375,7.07,76.15,#N/A N/A,#N/A N/A,1,55.837,5.3,#N/A N/A,#N/A N/A,0.265,12.74,96.5,64.65,19.24,0.6,#N/A N/A,#N/A N/A,11,#N/A N/A,5,#N/A N/A,18.28,22.64,#N/A N/A,16.08,17.92,16.443,#N/A N/A,2.398,10.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.354,52.5,19,3.86,69.22,116.8,55.89,22.464,#N/A N/A,41.75,28.121
19-11-2009,#N/A N/A,#N/A N/A,10.08,31,38.85,16.281,21.55,#N/A N/A,114.2,5.727,#N/A N/A,6.532,26.65,4.53,27,#N/A N/A,38.55,#N/A N/A,3.52,6.946,#N/A N/A,4.536,38.15,6.721,19.946,141,9,28.5,#N/A N/A,#N/A N/A,11.725,6.51,26.768,35.575,8.01,77.45,#N/A N/A,#N/A N/A,1.04,52.453,5.262,#N/A N/A,#N/A N/A,0.275,12.56,95.55,62.8,19.14,0.614,#N/A N/A,#N/A N/A,10.74,#N/A N/A,4.95,#N/A N/A,18.2,23.465,#N/A N/A,16.02,17.58,17.065,#N/A N/A,2.402,10.48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.38,52.55,18.9,3.57,69.649,117.2,56.305,22.328,#N/A N/A,41.85,28.249
20-11-2009,#N/A N/A,#N/A N/A,9.96,30,38.25,16.32,21.2,#N/A N/A,114.9,5.6,#N/A N/A,6.525,27.25,4.29,26.8,#N/A N/A,38.45,#N/A N/A,3.48,6.897,#N/A N/A,4.526,36.65,6.622,19.716,141.7,8.79,28.65,#N/A N/A,#N/A N/A,11.875,6.24,26.658,35.1,8.11,76.65,#N/A N/A,#N/A N/A,1,52.694,5.138,#N/A N/A,#N/A N/A,0.64,12.56,95.05,65.9,18.8,0.628,#N/A N/A,#N/A N/A,10.68,#N/A N/A,4.95,#N/A N/A,18.4,22.824,#N/A N/A,15.9,17.54,18.173,#N/A N/A,2.473,10.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.401,52.55,18.4,3.69,69.113,115.4,55.613,22.873,#N/A N/A,42.1,27.813
23-11-2009,#N/A N/A,#N/A N/A,10.02,29.75,39.3,16.417,21.3,#N/A N/A,116,5.867,#N/A N/A,6.553,27.1,4.34,26.95,#N/A N/A,39.4,#N/A N/A,3.53,7.179,#N/A N/A,4.612,36,6.838,20.038,142,8.7,28.95,#N/A N/A,#N/A N/A,12.2,6.24,27.303,36.675,8.05,76.6,#N/A N/A,#N/A N/A,0.99,53.178,5.146,#N/A N/A,#N/A N/A,0.58,12.54,95.6,64.7,19.02,0.664,#N/A N/A,#N/A N/A,10.72,#N/A N/A,5,#N/A N/A,18.46,23.328,#N/A N/A,15.76,17.82,18.814,#N/A N/A,2.481,10.68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.422,52.9,19.4,3.84,69.471,116,56.513,23.372,#N/A N/A,42.25,28.455
24-11-2009,#N/A N/A,#N/A N/A,9.84,28.75,38.65,16.262,21.4,#N/A N/A,115.5,5.82,#N/A N/A,6.637,27.35,4.32,26.8,#N/A N/A,38.95,#N/A N/A,3.62,6.936,#N/A N/A,4.43,36.55,6.721,19.992,139.6,8.68,28.55,#N/A N/A,#N/A N/A,12.225,6.51,26.75,36.6,8.35,75.2,#N/A N/A,#N/A N/A,0.98,54.87,5.108,#N/A N/A,#N/A N/A,0.63,12.28,95.05,63.9,18.9,0.691,#N/A N/A,#N/A N/A,11,#N/A N/A,4.8,#N/A N/A,18.46,23.007,#N/A N/A,15.68,17.9,18.62,#N/A N/A,2.427,10.56,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.401,52.65,20,3.74,69.328,113.8,55.06,23.508,#N/A N/A,41.85,27.813
25-11-2009,#N/A N/A,#N/A N/A,10.06,29.3,39.2,16.398,21.5,#N/A N/A,115.6,6.033,#N/A N/A,6.658,26.85,4.33,26.9,#N/A N/A,40.7,#N/A N/A,3.53,6.936,#N/A N/A,4.296,36.2,6.671,19.716,141.6,8.41,28.7,#N/A N/A,#N/A N/A,12.175,6.38,27.119,37.8,8.15,75.25,#N/A N/A,#N/A N/A,0.99,54.483,5.192,#N/A N/A,#N/A N/A,0.55,12.58,95.9,66.5,18.84,0.689,#N/A N/A,#N/A N/A,11.28,#N/A N/A,4.7,#N/A N/A,18.48,23.42,#N/A N/A,16.2,17.96,18.464,#N/A N/A,2.448,10.78,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.38,52.8,19.72,3.73,70.4,115.5,56.236,23.644,#N/A N/A,41.9,28.634
26-11-2009,#N/A N/A,#N/A N/A,9.87,29,38.6,16.165,21.2,#N/A N/A,115.3,6,#N/A N/A,6.574,26.15,4.34,26.8,#N/A N/A,39.95,#N/A N/A,3.51,6.684,#N/A N/A,4.171,36,6.485,19.349,138.4,8.35,28.6,#N/A N/A,#N/A N/A,11.8,6.44,26.879,37.05,7.92,74.35,#N/A N/A,#N/A N/A,0.99,54.386,5.085,#N/A N/A,#N/A N/A,0.485,12.44,94.15,66.15,18.46,0.666,#N/A N/A,#N/A N/A,11.44,#N/A N/A,4.85,#N/A N/A,19.06,22.778,#N/A N/A,16.1,17.76,18.639,#N/A N/A,2.465,10.74,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.349,52.7,18.98,3.62,69.864,114.3,55.683,24.325,#N/A N/A,41.95,28.07
27-11-2009,#N/A N/A,#N/A N/A,9.38,27.6,36.75,15.718,20.05,#N/A N/A,111.7,5.413,#N/A N/A,6.302,25.8,4.27,26.15,#N/A N/A,37.6,#N/A N/A,3.35,6.364,#N/A N/A,3.96,33.95,6.142,18.43,133.7,8.59,28.05,#N/A N/A,#N/A N/A,11.525,6.29,25.625,35,7.71,71.75,#N/A N/A,#N/A N/A,0.98,52.839,4.885,#N/A N/A,#N/A N/A,0.45,11.78,87,63.8,17.66,0.616,#N/A N/A,#N/A N/A,10.9,#N/A N/A,4.8,#N/A N/A,19.04,21.449,#N/A N/A,15.96,17.2,18.27,#N/A N/A,2.535,10.3,10.38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.219,52.35,18.24,3.51,68.041,110.8,53.815,23.327,#N/A N/A,41.65,26.53
30-11-2009,#N/A N/A,#N/A N/A,9.6,28.3,37.9,16.184,20.5,#N/A N/A,113.4,5.413,#N/A N/A,6.434,27.3,4.47,26.35,#N/A N/A,38.8,#N/A N/A,3.36,6.694,#N/A N/A,4.19,35.05,6.426,19.303,138.2,9.15,28.75,#N/A N/A,#N/A N/A,11.925,6.21,26.418,36.15,7.94,72.6,#N/A N/A,#N/A N/A,1.05,53.806,4.962,#N/A N/A,#N/A N/A,0.53,11.94,90.7,67.75,17.78,0.676,#N/A N/A,#N/A N/A,11.48,#N/A N/A,4.8,#N/A N/A,19.2,22.228,#N/A N/A,15.8,17.98,18.97,#N/A N/A,2.573,10.42,9.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.281,52.55,19.54,3.92,69.614,114.9,55.129,23.1,#N/A N/A,42.1,28.07
01-12-2009,#N/A N/A,#N/A N/A,9.76,29.2,38.5,16.281,20.6,#N/A N/A,115.7,5.767,#N/A N/A,6.539,26.95,4.45,26.55,#N/A N/A,39.05,#N/A N/A,3.4,6.829,#N/A N/A,4.258,34.45,6.573,19.211,139.9,9.01,28.85,#N/A N/A,#N/A N/A,12.45,6.25,27.026,36.65,8.01,73.05,#N/A N/A,#N/A N/A,1.11,58.012,5,#N/A N/A,#N/A N/A,0.67,12.04,91.65,74.1,18.18,0.717,#N/A N/A,#N/A N/A,11.74,#N/A N/A,4.75,#N/A N/A,19.5,22.686,#N/A N/A,15.8,17.92,19.125,#N/A N/A,2.702,10.42,9.54,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.354,52.7,19.62,3.88,70.471,115.6,56.374,23.508,#N/A N/A,42,29.096
02-12-2009,#N/A N/A,#N/A N/A,9.9,29.15,38.85,16.942,21,#N/A N/A,116.2,5.96,#N/A N/A,6.483,26.85,4.36,26.8,#N/A N/A,39.05,#N/A N/A,3.56,6.926,#N/A N/A,4.258,34.35,6.613,19.441,140,9.06,29.15,#N/A N/A,#N/A N/A,12.925,6.2,27.487,36.5,8.4,73.85,#N/A N/A,#N/A N/A,1.18,55.692,5.069,#N/A N/A,#N/A N/A,0.69,12.18,92.55,73.4,18.72,0.697,#N/A N/A,#N/A N/A,11.46,#N/A N/A,4.9,#N/A N/A,19.84,22.961,#N/A N/A,15.7,19.1,18.892,#N/A N/A,2.648,10.46,10.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.38,52,19.88,4.11,71.043,117.1,56.513,23.78,#N/A N/A,42.05,29.301
03-12-2009,#N/A N/A,#N/A N/A,9.91,30,38.55,17.253,21.4,#N/A N/A,116.8,5.913,#N/A N/A,6.511,27.05,4.35,27,#N/A N/A,39.95,#N/A N/A,3.54,6.985,#N/A N/A,4.344,35.35,6.622,19.579,141.2,9,29.05,#N/A N/A,#N/A N/A,12.95,6.44,27.653,36.425,8.86,73.95,#N/A N/A,#N/A N/A,1.18,55.111,5.092,#N/A N/A,#N/A N/A,0.83,12.34,93.8,74.55,18.98,0.699,#N/A N/A,#N/A N/A,11.68,#N/A N/A,4.9,#N/A N/A,19.98,24.107,#N/A N/A,15.6,20.05,18.678,#N/A N/A,2.81,10.4,10.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.401,52.3,19.8,4.15,72.401,118.5,57.758,24.688,#N/A N/A,42.2,31.072
04-12-2009,#N/A N/A,#N/A N/A,9.92,30.45,38.9,17.661,21.7,#N/A N/A,116.6,5.833,#N/A N/A,6.441,28.1,4.29,26.95,#N/A N/A,41,#N/A N/A,3.47,6.965,#N/A N/A,4.277,37.3,6.613,19.349,140,9.31,28.75,#N/A N/A,#N/A N/A,13.2,6.64,27.561,37,9.49,74.1,#N/A N/A,#N/A N/A,1.17,54.773,5.077,#N/A N/A,#N/A N/A,0.88,12.14,93.45,76.5,18.94,0.773,#N/A N/A,#N/A N/A,12.08,#N/A N/A,4.9,#N/A N/A,20.15,24.107,#N/A N/A,15.2,19.86,18.834,#N/A N/A,2.985,10.1,10.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.422,52.15,19.96,4.08,72.401,118.6,58.034,24.416,#N/A N/A,42.15,30.353
07-12-2009,#N/A N/A,#N/A N/A,9.83,30.55,38.55,17.913,21.4,#N/A N/A,116.3,5.533,#N/A N/A,6.504,27.75,4.26,26.75,#N/A N/A,41,#N/A N/A,3.4,6.907,#N/A N/A,4.238,36.4,6.515,19.487,139.8,9.54,28.85,#N/A N/A,#N/A N/A,13.75,6.79,27.174,36.975,9.36,73.05,#N/A N/A,#N/A N/A,1.2,54.918,5.023,#N/A N/A,#N/A N/A,0.84,12.02,92.35,76.5,18.64,0.779,#N/A N/A,#N/A N/A,11.88,#N/A N/A,4.75,#N/A N/A,20.1,24.061,#N/A N/A,15.04,20,18.6,#N/A N/A,2.968,10.1,10.06,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.625,51.85,20.65,4.33,72.044,118.1,58.034,23.962,#N/A N/A,41.95,30.199
08-12-2009,#N/A N/A,#N/A N/A,9.69,30.35,38,17.835,21.3,#N/A N/A,116.1,5.507,#N/A N/A,6.553,27.15,4.5,26.85,#N/A N/A,40.3,#N/A N/A,3.45,6.762,#N/A N/A,4.171,36.9,6.397,18.981,139,10.12,28.75,#N/A N/A,#N/A N/A,14.4,6.41,27.414,36.425,9.65,72.35,#N/A N/A,#N/A N/A,1.17,54.918,4.985,#N/A N/A,#N/A N/A,0.8,11.88,90.55,73.15,18.22,0.764,#N/A N/A,#N/A N/A,12,#N/A N/A,4.8,#N/A N/A,20.1,24.107,#N/A N/A,14.44,19.66,18.62,#N/A N/A,2.877,10.1,10.14,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.641,51.85,19.3,4.59,71.972,117.3,57.689,24.37,#N/A N/A,42.15,29.532
09-12-2009,#N/A N/A,#N/A N/A,9.53,30.15,37.45,17.291,20.95,#N/A N/A,113.8,5.413,#N/A N/A,6.532,26.75,4.51,26.35,#N/A N/A,39.5,#N/A N/A,3.47,6.635,#N/A N/A,4.095,35.85,6.299,18.613,136.9,10.3,28.7,#N/A N/A,#N/A N/A,14.25,6.41,27.377,35.45,9.58,71.6,#N/A N/A,#N/A N/A,1.11,54.918,4.946,#N/A N/A,#N/A N/A,0.79,11.82,88.2,69.8,17.9,0.741,#N/A N/A,#N/A N/A,11.82,#N/A N/A,4.7,#N/A N/A,20.2,24.245,#N/A N/A,14.26,19.62,18.698,#N/A N/A,2.906,10.16,10.02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.51,51.85,19.22,4.61,70.864,117,57.689,23.508,#N/A N/A,41.85,29.353
10-12-2009,#N/A N/A,#N/A N/A,9.54,30.2,37.4,17.272,20.9,#N/A N/A,114.5,5.467,#N/A N/A,6.602,26.75,4.62,26.45,#N/A N/A,39.65,#N/A N/A,3.39,6.587,#N/A N/A,4.066,36.4,6.289,18.659,137.6,9.91,28.55,#N/A N/A,#N/A N/A,13.6,6.4,26.861,35.2,9.68,71.1,#N/A N/A,#N/A N/A,1.12,53.709,4.923,#N/A N/A,#N/A N/A,0.75,11.9,88.6,68.75,18.02,0.729,#N/A N/A,#N/A N/A,11.5,#N/A N/A,4.55,#N/A N/A,20.15,23.511,#N/A N/A,14.26,19.24,18.775,#N/A N/A,2.889,10.2,10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.5,52.05,19.04,4.23,70.4,115.4,57.412,23.327,#N/A N/A,42.15,29.276
11-12-2009,#N/A N/A,#N/A N/A,9.62,30.6,38.05,17.505,21.5,#N/A N/A,113.7,5.493,#N/A N/A,6.658,26.5,4.6,26.5,#N/A N/A,39.6,#N/A N/A,3.37,6.635,#N/A N/A,4.104,36.5,6.328,18.981,138.8,9.84,28.8,#N/A N/A,#N/A N/A,13.9,6.42,28.999,34.975,9.67,70.35,#N/A N/A,#N/A N/A,1.12,54.338,4.954,#N/A N/A,#N/A N/A,0.89,12.08,90.15,68.1,17.72,0.717,#N/A N/A,#N/A N/A,11.48,#N/A N/A,4.8,#N/A N/A,20.4,23.786,#N/A N/A,14.54,19.16,18.659,#N/A N/A,2.889,10.14,10.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.5,52.1,18.92,4.2,71.829,118.3,58.104,23.599,#N/A N/A,42.25,29.661
14-12-2009,#N/A N/A,#N/A N/A,9.67,30.25,38.25,17.816,21.8,#N/A N/A,114.5,5.56,#N/A N/A,6.749,26.75,4.77,26.65,#N/A N/A,39.7,#N/A N/A,3.44,6.645,#N/A N/A,4.095,36.3,6.348,18.889,140,10.12,28.8,#N/A N/A,#N/A N/A,13.7,6.37,29.423,34.8,9.35,71.35,#N/A N/A,#N/A N/A,1.17,55.788,5.315,#N/A N/A,#N/A N/A,0.91,12.16,91.45,68.8,17.8,0.723,#N/A N/A,#N/A N/A,11.54,#N/A N/A,4.65,#N/A N/A,20.4,24.565,#N/A N/A,15.04,19.48,18.328,#N/A N/A,2.914,10.24,10.38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.344,52.2,19.74,4.34,72.758,119.2,57.896,24.325,#N/A N/A,42.35,29.943
15-12-2009,#N/A N/A,#N/A N/A,9.51,29.65,38.55,16.767,21.85,#N/A N/A,114.7,5.447,#N/A N/A,6.805,27.3,4.65,26.25,#N/A N/A,38.9,#N/A N/A,3.54,6.5,#N/A N/A,3.989,36.45,6.259,18.705,137.7,9.82,28.6,#N/A N/A,#N/A N/A,13.625,6.33,29.755,34.55,9.08,71.7,#N/A N/A,#N/A N/A,1.15,56.997,5.277,#N/A N/A,#N/A N/A,1.02,12.12,89.45,68.8,17.64,0.72,#N/A N/A,#N/A N/A,11.82,#N/A N/A,4.65,#N/A N/A,20.35,25.253,#N/A N/A,14.96,18.78,18.406,#N/A N/A,2.943,10.18,10.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.286,52.15,19.4,4.4,71.829,117.8,57.689,24.507,#N/A N/A,42,30.148
16-12-2009,#N/A N/A,#N/A N/A,9.4,29.15,38.4,16.475,21.25,#N/A N/A,114.7,5.34,#N/A N/A,6.791,27.4,4.46,26.3,#N/A N/A,38.75,#N/A N/A,3.48,6.364,#N/A N/A,3.932,35.65,6.181,18.476,137.4,9.9,29,#N/A N/A,#N/A N/A,13.425,6.46,29.331,34.275,8.85,71.65,#N/A N/A,#N/A N/A,1.13,55.111,5.177,#N/A N/A,#N/A N/A,0.99,12,88.85,69.75,17.5,0.696,#N/A N/A,#N/A N/A,11.38,#N/A N/A,4.55,#N/A N/A,19.3,25.482,#N/A N/A,14.86,18.22,18.212,#N/A N/A,2.914,10.16,10.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.302,52.2,19.14,4.37,70.65,117.1,57.204,24.37,#N/A N/A,42.05,29.943
17-12-2009,#N/A N/A,#N/A N/A,9.3,29.2,37.8,16.165,21.1,#N/A N/A,113,5.273,#N/A N/A,6.693,26.8,4.44,26.1,#N/A N/A,38.15,#N/A N/A,3.41,6.257,#N/A N/A,3.874,34.55,6.191,18.292,135.5,9.89,28.9,#N/A N/A,#N/A N/A,13.2,6.25,28.593,33.35,9.02,70.8,#N/A N/A,#N/A N/A,1.13,54.435,5.108,#N/A N/A,#N/A N/A,0.92,12.06,88.2,66.5,17.16,0.652,#N/A N/A,#N/A N/A,11.32,#N/A N/A,4.5,#N/A N/A,18.88,25.39,#N/A N/A,14.76,18.16,17.978,#N/A N/A,2.819,9.98,10.12,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.245,52.05,18.98,4.22,69.471,114.7,55.337,24.87,#N/A N/A,41.9,29.122
18-12-2009,#N/A N/A,#N/A N/A,9.19,28.25,37.15,15.854,20.4,#N/A N/A,112.1,5.067,#N/A N/A,6.7,26.95,4.33,26.35,#N/A N/A,37.8,#N/A N/A,3.28,6.17,#N/A N/A,3.864,34.6,6.083,17.979,134.9,9.9,29,#N/A N/A,#N/A N/A,13.725,6.23,28.096,33.25,8.3,71.3,#N/A N/A,#N/A N/A,1.13,53.226,5.123,#N/A N/A,#N/A N/A,0.86,11.84,87.45,63.15,16.92,0.676,#N/A N/A,#N/A N/A,10.92,#N/A N/A,4.45,#N/A N/A,18.28,24.428,#N/A N/A,14.68,17.42,17.94,#N/A N/A,2.76,9.86,9.81,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.203,52.35,18.62,3.95,68.649,113.7,53.123,23.145,#N/A N/A,42.05,28.224
21-12-2009,#N/A N/A,#N/A N/A,9.07,27.35,36.85,15.698,20.7,#N/A N/A,111.1,4.887,#N/A N/A,6.63,26.65,4.39,26.15,#N/A N/A,36.3,#N/A N/A,3.3,6.092,#N/A N/A,3.884,36.05,5.995,17.961,134.4,9.78,29,#N/A N/A,#N/A N/A,13.4,6.35,28.28,32.875,7.75,70.05,#N/A N/A,#N/A N/A,1.1,51.824,5.092,#N/A N/A,#N/A N/A,0.85,11.74,86.5,65,16.86,0.655,#N/A N/A,#N/A N/A,11,#N/A N/A,4.5,#N/A N/A,18.48,24.336,#N/A N/A,14.52,16.56,18.464,#N/A N/A,2.735,9.7,9.23,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.224,52.1,19.1,3.56,67.898,112,52.224,23.463,#N/A N/A,41.8,27.916
22-12-2009,#N/A N/A,#N/A N/A,8.97,28.9,36.85,15.931,20.4,#N/A N/A,111.7,4.913,#N/A N/A,6.56,27.3,4.57,26.25,#N/A N/A,36.85,#N/A N/A,3.12,6.218,#N/A N/A,3.922,35.8,6.151,18.089,134.9,9.85,29.15,#N/A N/A,#N/A N/A,13.3,6.29,28.428,33.15,8.27,69.85,#N/A N/A,#N/A N/A,1.1,53.516,5.138,#N/A N/A,#N/A N/A,0.87,11.78,87.15,65,17.28,0.649,#N/A N/A,#N/A N/A,11.18,#N/A N/A,4.55,#N/A N/A,18.78,24.749,#N/A N/A,14.52,16.82,18.834,#N/A N/A,2.802,9.63,9.35,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.177,52.3,19,3.71,67.898,110.4,52.777,24.053,#N/A N/A,42,28.147
23-12-2009,#N/A N/A,#N/A N/A,9.11,28.6,37.2,15.815,20.5,#N/A N/A,112.4,4.967,#N/A N/A,6.623,27.1,4.74,26.35,#N/A N/A,37.45,#N/A N/A,3.2,6.315,#N/A N/A,4.008,35.35,6.25,18.145,136.4,9.7,29.8,#N/A N/A,#N/A N/A,13.725,6.42,28.575,33.4,8.34,69.6,#N/A N/A,#N/A N/A,1.13,55.111,5.162,#N/A N/A,#N/A N/A,0.88,11.86,87.8,66.35,17.48,0.658,#N/A N/A,#N/A N/A,11.32,#N/A N/A,4.7,#N/A N/A,18.88,25.07,#N/A N/A,14.6,16.66,19.203,#N/A N/A,2.881,9.8,9.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.151,52.35,19.94,3.98,69.328,113.5,53.953,24.28,#N/A N/A,42.2,29.276
24-12-2009,#N/A N/A,#N/A N/A,9.29,28.7,37.65,15.931,20.55,#N/A N/A,113.5,5.147,#N/A N/A,6.644,27.25,4.71,26.65,#N/A N/A,37.65,#N/A N/A,3.22,6.422,#N/A N/A,4.027,35.65,6.289,18.365,137.5,9.84,29.1,#N/A N/A,#N/A N/A,13.6,6.4,29.792,33.55,8.65,69.6,#N/A N/A,#N/A N/A,1.13,55.208,5.231,#N/A N/A,#N/A N/A,0.86,12.06,88.6,66.55,17.56,0.667,#N/A N/A,#N/A N/A,11.26,#N/A N/A,4.95,#N/A N/A,18.9,24.795,#N/A N/A,14.7,16.92,19.242,#N/A N/A,2.885,9.64,9.38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.214,52.2,19.64,4.26,69.971,114.3,54.576,24.325,#N/A N/A,42.15,29.584
25-12-2009,#N/A N/A,#N/A N/A,9.29,28.7,37.65,15.931,20.55,#N/A N/A,113.5,5.147,#N/A N/A,6.644,27.25,4.71,26.65,#N/A N/A,37.65,#N/A N/A,3.22,6.422,#N/A N/A,4.027,35.65,6.289,18.365,137.5,9.84,29.1,#N/A N/A,#N/A N/A,13.6,6.4,29.792,33.55,8.65,69.6,#N/A N/A,#N/A N/A,1.13,55.208,5.231,#N/A N/A,#N/A N/A,0.86,12.06,88.6,66.55,17.56,0.667,#N/A N/A,#N/A N/A,11.26,#N/A N/A,4.95,#N/A N/A,18.9,24.795,#N/A N/A,14.7,16.92,19.242,#N/A N/A,2.885,9.64,9.38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.214,52.2,19.64,4.26,69.971,114.3,54.576,24.325,#N/A N/A,42.15,29.584
28-12-2009,#N/A N/A,#N/A N/A,9.35,29.2,37.7,15.951,20.6,#N/A N/A,113.8,5.14,#N/A N/A,6.693,27.9,4.84,26.65,#N/A N/A,37.75,#N/A N/A,3.2,6.403,#N/A N/A,3.97,36.1,6.269,18.476,136.8,9.84,29.3,#N/A N/A,#N/A N/A,13.925,6.39,29.478,33.475,8.65,69.8,#N/A N/A,#N/A N/A,1.15,55.547,5.269,#N/A N/A,#N/A N/A,0.86,12.02,88.4,67.1,17.54,0.652,#N/A N/A,#N/A N/A,11.46,#N/A N/A,5,#N/A N/A,19.1,24.932,#N/A N/A,14.82,17.14,19.067,#N/A N/A,2.919,9.96,9.45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.214,52.25,19.76,4.24,69.256,112.8,54.368,24.734,#N/A N/A,42.2,28.993
29-12-2009,#N/A N/A,#N/A N/A,9.34,29.4,37.65,15.951,20.45,#N/A N/A,113.8,5.06,#N/A N/A,6.763,27.55,4.85,26.7,#N/A N/A,37.85,#N/A N/A,3.16,6.364,#N/A N/A,3.922,35.95,6.289,18.237,136.7,9.69,29.5,#N/A N/A,#N/A N/A,13.725,6.3,29.644,33.075,8.38,69.65,#N/A N/A,#N/A N/A,1.12,55.595,5.254,#N/A N/A,#N/A N/A,0.84,12.02,88.45,68.75,17.62,0.658,#N/A N/A,#N/A N/A,11.4,#N/A N/A,5,#N/A N/A,19.18,25.161,#N/A N/A,14.92,16.7,19.339,#N/A N/A,2.956,9.95,9.39,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.172,52.35,19.96,4.14,70.471,114.6,53.815,24.96,#N/A N/A,42.15,29.25
