Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BPCL.NS,BHARTIARTL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,ITC.NS,INDUSINDBK.NS,INFY.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NTPC.NS,NESTLEIND.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SHRIRAMFIN.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,TATACONSUM.NS,TATAMOTORS.NS,TATASTEEL.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
2011-01-01,83.15363311767578,134.70654296875,439.0911254882813,259.0761413574219,251.9166259765625,1036.1317138671875,63.65369415283203,45.59397888183594,60.88528060913086,303.5692443847656,172.9613800048828,349.55120849609375,119.97257995605467,286.1587829589844,1527.4287109375,114.56755828857422,332.14813232421875,84.3774642944336,214.27264404296875,1354.1109619140625,220.75167846679688,250.4320373535156,178.99671936035156,84.44522857666016,245.3972320556641,326.7830810546875,101.51858520507812,226.5308532714844,730.86279296875,354.6204833984375,1290.6119384765625,103.10272216796876,330.0422058105469,120.26984405517578,34.205596923828125,435.4705505371094,647.577880859375,240.4197998046875,222.9538421630859,446.35205078125,92.31608581542967,245.71063232421875,47.52569580078125,139.03404235839844,172.21383666992188,1034.2880859375,159.6989288330078
2011-02-01,72.53430938720703,129.5059051513672,461.017333984375,224.2282867431641,228.89207458496097,874.4488525390625,50.7061767578125,40.127349853515625,53.55543518066406,267.87762451171875,158.9334716796875,308.7311096191406,116.56964874267578,273.3538818359375,1471.515869140625,91.9939422607422,318.3606872558594,90.38744354248048,182.81968688964844,1097.6505126953125,206.22027587890625,215.6442108154297,155.53646850585938,77.1021499633789,202.74359130859375,291.9017639160156,76.6524658203125,186.71080017089844,582.5130615234375,317.8097839355469,1124.4039306640625,96.24481201171876,278.84771728515625,109.47366333007812,33.28347396850586,369.4239501953125,558.185791015625,220.9917907714844,198.15576171875,444.0541687011719,81.38719177246094,200.7542724609375,42.64521789550781,123.9124984741211,168.02626037597656,947.1860961914062,142.58352661132812
2011-03-01,79.16738891601562,129.50892639160156,433.7627258300781,228.27496337890625,237.39276123046875,937.1851806640624,55.79125213623047,42.82674026489258,53.910621643066406,285.1954650878906,144.9689483642578,287.05426025390625,129.51220703125,265.9867248535156,1446.7366943359375,100.4865264892578,323.3301696777344,87.44011688232422,191.7294006347656,1016.8782958984376,190.567626953125,229.8792724609375,160.4458465576172,83.86552429199219,215.77151489257812,291.25921630859375,80.4750747680664,205.36949157714844,594.5985717773438,299.1230163574219,1168.1617431640625,95.79505157470705,307.400390625,101.9614715576172,34.805580139160156,407.9339294433594,638.1509399414062,230.47364807128903,204.14944458007812,434.1511840820313,75.34318542480469,214.4252014160156,42.82746887207031,132.0593719482422,158.9224395751953,908.9127807617188,147.2659912109375
2011-04-01,84.72377014160156,131.5594482421875,450.0777587890625,227.1709442138672,259.30291748046875,1023.8161010742188,63.17048263549805,50.760135650634766,55.89877700805664,300.14794921875,157.22225952148438,300.144775390625,132.68690490722656,303.8752136230469,1479.3338623046875,123.72737121582033,356.79803466796875,87.14165496826172,209.1858367919922,1092.4700927734375,192.18223571777344,227.0803070068359,172.4378662109375,88.16509246826172,246.23175048828125,304.0863952636719,80.9353256225586,223.50782775878903,607.8099975585938,320.17376708984375,1150.3779296875,99.75678253173828,316.59832763671875,109.0503921508789,36.677032470703125,427.54986572265625,653.36669921875,231.683349609375,203.7376251220703,455.6366271972656,83.3328628540039,233.1945648193359,42.297569274902344,135.4978790283203,180.2223358154297,1056.681640625,158.09219360351562
2011-05-01,80.6221694946289,134.07601928710938,441.7316284179687,247.22886657714844,235.1179046630859,1010.9038696289062,62.42984390258789,50.55659103393555,58.43585586547851,324.1395263671875,154.1377716064453,295.4997863769531,145.232666015625,314.57513427734375,1547.7730712890625,112.45626831054688,348.2970886230469,97.4691162109375,205.2777404785156,1198.9306640625,191.3749084472656,224.76107788085935,171.71864318847656,92.34386444091795,235.33653259277344,276.15478515625,79.39262390136719,204.7252197265625,592.1815795898438,333.9524841308594,1168.9310302734375,95.63655853271484,341.8542175292969,112.9018325805664,37.219234466552734,397.9918518066406,608.9599609375,229.3959503173828,212.88821411132812,447.2586364746094,82.79469299316406,230.10545349121097,41.49089813232422,134.27682495117188,183.00161743164065,1011.7994995117188,148.64419555664062
2011-06-01,81.5065689086914,153.31732177734375,467.2415466308594,285.6457824707031,235.449462890625,937.2554931640624,57.06929397583008,50.5032844543457,58.3574333190918,322.3655090332031,177.94720458984375,307.0889892578125,158.5242919921875,339.37371826171875,1472.521728515625,125.19931030273438,328.4052734375,96.32681274414062,214.9627990722656,1322.4962158203125,176.9781036376953,248.2727813720703,169.59231567382812,93.64823150634766,245.4435577392578,267.5854187011719,82.22229766845703,218.6015625,621.796142578125,304.3237609863281,1131.37255859375,92.46717071533205,355.1897277832031,104.78961944580078,35.207855224609375,394.1922302246094,581.009033203125,201.025634765625,215.01576232910156,453.8028869628906,75.83993530273438,202.79177856445312,39.30717468261719,136.7384490966797,201.30035400390625,984.8414306640624,148.8766326904297
2011-07-01,89.95331573486328,151.7747802734375,454.18017578125,300.8847961425781,243.8843688964844,1027.638916015625,57.01282501220703,50.06184005737305,59.51987838745117,323.9283142089844,206.02410888671875,306.7604675292969,146.97303771972656,353.1942443847656,1406.321533203125,120.5705337524414,299.927978515625,92.9186782836914,225.7529296875,1347.940673828125,167.73899841308594,269.3054504394531,173.41749572753906,98.19898223876952,256.8616638183594,279.2536926269531,75.22059631347656,234.60885620117188,667.0206298828125,311.50579833984375,1034.580078125,98.67391204833984,372.57952880859375,102.83594512939452,38.565975189208984,358.8656921386719,544.8843994140625,208.88815307617188,227.8494110107422,463.31634521484375,80.93180084228516,186.79226684570312,40.65724182128906,140.31369018554688,199.54640197753903,890.0848999023438,141.87864685058594
2011-08-01,81.79496002197266,135.6484375,495.7554931640625,278.54052734375,252.05328369140625,1073.31103515625,65.21852111816406,51.11117172241211,60.45627975463867,372.8406982421875,204.81265258789065,287.99267578125,149.84170532226562,364.4099426269531,1474.1092529296875,125.6390609741211,309.8386535644531,91.01798248291016,220.2247314453125,1273.5596923828125,150.92022705078125,260.98992919921875,165.5770263671875,101.78003692626952,254.57325744628903,267.92327880859375,60.06477737426758,225.32720947265625,650.9679565429688,329.59326171875,1094.718994140625,93.41799926757812,366.8636169433594,101.7381591796875,37.58652114868164,345.9174499511719,522.2503662109375,202.3979034423828,239.3791656494141,442.4523010253906,88.59032440185547,184.187744140625,39.52080154418945,152.55352783203125,214.2393341064453,978.3280639648438,131.40077209472656
2011-09-01,68.95530700683594,147.24070739746094,497.9889526367187,296.0000915527344,201.27005004882812,1175.630859375,57.75211715698242,53.19526672363281,62.97029495239258,346.04852294921875,205.47650146484375,264.29986572265625,148.46473693847656,324.721923828125,1388.77587890625,123.9912109375,305.2004699707031,74.34241485595703,213.3652801513672,1497.795166015625,138.72100830078125,258.60589599609375,140.5190887451172,99.02725219726562,234.864990234375,220.72666931152344,62.48482894897461,219.79568481445312,599.2259521484375,344.99188232421875,982.8417358398438,87.89794921875,388.7446594238281,98.46951293945312,34.753108978271484,335.34234619140625,561.4439697265625,172.04815673828125,233.1466827392578,398.3531494140625,78.27427673339844,144.5821075439453,33.75590896606445,124.77297973632812,198.12791442871097,1051.943359375,112.10475158691406
2011-10-01,65.45417022705078,143.1273193359375,489.6732482910156,284.1289367675781,184.1498107910156,1097.212158203125,58.63376235961914,49.83836364746094,64.00638580322266,322.63140869140625,197.5957946777344,268.5978088378906,128.95556640625,323.43377685546875,1344.8885498046875,150.6946563720703,327.0770263671875,75.05403137207031,205.80630493164065,1416.1036376953125,112.37057495117188,270.0411376953125,132.90829467773438,94.6910171508789,238.27426147460935,235.6403656005859,47.45458984375,221.3832244873047,491.206787109375,365.4181518554687,981.74853515625,87.230712890625,362.5453796386719,100.01799011230467,34.49736404418945,328.1604919433594,511.6823120117187,160.6686248779297,212.87106323242188,406.61578369140625,70.92813873291016,147.1203155517578,27.181739807128903,108.75779724121094,191.6927947998047,1052.4217529296875,110.71329498291016
