Date,VALE3 BS Equity,PETR4 BS Equity,ITUB4 BS Equity,PETR3 BS Equity,BBDC4 BS Equity,ELET3 BS Equity,B3SA3 BS Equity,BBAS3 BS Equity,ABEV3 BS Equity,WEGE3 BS Equity,RENT3 BS Equity,ITSA4 BS Equity,PRIO3 BS Equity,SUZB3 BS Equity,BPAC11 BS Equity,EQTL3 BS Equity,RADL3 BS Equity,RDOR3 BS Equity,RAIL3 BS Equity,GGBR4 BS Equity,VBBR3 BS Equity,BBSE3 BS Equity,SBSP3 BS Equity,JBSS3 BS Equity,UGPA3 BS Equity,HAPV3 BS Equity,CSAN3 BS Equity,ENEV3 BS Equity,BBDC3 BS Equity,VIVT3 BS Equity,CMIG4 BS Equity,BRFS3 BS Equity,KLBN11 BS Equity,ASAI3 BS Equity,HYPE3 BS Equity,CPLE6 BS Equity,TOTS3 BS Equity,ENGI11 BS Equity,CCRO3 BS Equity,LREN3 BS Equity,EMBR3 BS Equity,NTCO3 BS Equity,ALSO3 BS Equity,TIMS3 BS Equity,ELET6 BS Equity,EGIE3 BS Equity,SANB11 BS Equity,TAEE11 BS Equity,RRRP3 BS Equity,GOAU4 BS Equity,CSNA3 BS Equity,MULT3 BS Equity,CPFE3 BS Equity,MGLU3 BS Equity,RECV3 BS Equity,YDUQ3 BS Equity,BRAP4 BS Equity,SMTO3 BS Equity,BRKM5 BS Equity,CYRE3 BS Equity,CMIN3 BS Equity,FLRY3 BS Equity,COGN3 BS Equity,AZUL4 BS Equity,CRFB3 BS Equity,IGTI11 BS Equity,RAIZ4 BS Equity,VAMO3 BS Equity,ARZZ3 BS Equity,MRVE3 BS Equity,SLCE3 BS Equity,CIEL3 BS Equity,IRBR3 BS Equity,USIM5 BS Equity,SOMA3 BS Equity,LWSA3 BS Equity,DXCO3 BS Equity,BEEF3 BS Equity,MRFG3 BS Equity,EZTC3 BS Equity,ALPA4 BS Equity,PETZ3 BS Equity,GOLL4 BS Equity,CVCB3 BS Equity,BHIA3 BS Equity,PCAR3 BS Equity
04-09-2008,40.34,31.45,10.274,38.62,8.737,28.431,3.517,22.4,3.956,2.518,4.461,3.862,#N/A N/A,#N/A N/A,#N/A N/A,1.652,0.776,#N/A N/A,#N/A N/A,25.048,#N/A N/A,#N/A N/A,11.523,5.59,6.989,#N/A N/A,5.144,71.5,7.82,37.9,8.286,19.65,#N/A N/A,#N/A N/A,7.4,2.605,3.633,#N/A N/A,7.075,4.245,13.72,9.269,#N/A N/A,5.9,23.22,15.12,#N/A N/A,8,#N/A N/A,35.119,24.105,5.373,14.889,#N/A N/A,#N/A N/A,6.73,12.078,7.217,11.01,18.69,#N/A N/A,#N/A N/A,2.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8.088,7.934,#N/A N/A,#N/A N/A,23.72,#N/A N/A,#N/A N/A,4.594,6.909,15.909,2.186,2.179,#N/A N/A,14.13,#N/A N/A,3.625,2.128
05-09-2008,40.79,31.86,10.476,38.7,8.872,28.631,3.6,22.5,4.011,2.618,4.504,3.951,#N/A N/A,#N/A N/A,#N/A N/A,1.64,0.756,#N/A N/A,#N/A N/A,24.876,#N/A N/A,#N/A N/A,11.333,5.34,6.981,#N/A N/A,5.1,67.104,7.823,39.7,8.408,19.875,#N/A N/A,#N/A N/A,7.4,2.629,3.523,#N/A N/A,7.235,4.282,14.14,9.089,#N/A N/A,6.15,23.61,15.352,#N/A N/A,7.667,#N/A N/A,35.436,24.195,5.505,15.078,#N/A N/A,#N/A N/A,6.667,12.168,7.5,11.09,18.15,#N/A N/A,#N/A N/A,2.001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8.533,7.769,#N/A N/A,#N/A N/A,23.597,#N/A N/A,#N/A N/A,4.762,6.86,15.561,2.223,2.209,#N/A N/A,14.61,#N/A N/A,3.498,2.128
08-09-2008,39.31,30.26,10.581,36.9,9.063,28.561,3.39,21.95,4.033,2.53,4.593,3.938,#N/A N/A,#N/A N/A,#N/A N/A,1.623,0.769,#N/A N/A,#N/A N/A,23.886,#N/A N/A,#N/A N/A,11.6,5.25,6.893,#N/A N/A,4.82,70.636,7.946,38,8.213,19.84,#N/A N/A,#N/A N/A,7.62,2.589,3.542,#N/A N/A,7.28,4.147,13.94,8.704,#N/A N/A,6.17,23.75,15.192,#N/A N/A,7.667,#N/A N/A,34.257,23.28,5.539,14.861,#N/A N/A,#N/A N/A,6.513,11.791,7.333,10.69,19.05,#N/A N/A,#N/A N/A,2.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8.664,7.483,#N/A N/A,#N/A N/A,23.253,#N/A N/A,#N/A N/A,4.762,7.056,15.114,2.238,2.239,#N/A N/A,14.4,#N/A N/A,3.5,2.128
09-09-2008,37.36,28.35,10.274,34.32,8.726,27.352,3.067,21.49,4.081,2.399,4.306,3.845,#N/A N/A,#N/A N/A,#N/A N/A,1.542,0.744,#N/A N/A,#N/A N/A,22.01,#N/A N/A,#N/A N/A,10.963,5.23,6.711,#N/A N/A,4.113,67.457,7.781,37,7.952,19.7,#N/A N/A,#N/A N/A,7.55,2.46,3.4,#N/A N/A,6.893,4.024,14,8.384,#N/A N/A,6.05,22.531,14.76,#N/A N/A,8,#N/A N/A,31.495,21.35,5.588,14.558,#N/A N/A,#N/A N/A,6.267,11.177,6.67,10.32,18.84,#N/A N/A,#N/A N/A,2.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8.482,7.273,#N/A N/A,#N/A N/A,21.238,#N/A N/A,#N/A N/A,4.762,6.762,15.263,2.194,2.103,#N/A N/A,14.4,#N/A N/A,3.373,2.128
10-09-2008,39.55,28.68,10.394,35.11,8.74,26.552,3.093,22.24,4.226,2.587,4.332,3.913,#N/A N/A,#N/A N/A,#N/A N/A,1.512,0.769,#N/A N/A,#N/A N/A,23.095,#N/A N/A,#N/A N/A,11.213,5.73,6.774,#N/A N/A,3.892,68.87,7.772,37.28,7.972,20.805,#N/A N/A,#N/A N/A,7.775,2.46,3.489,#N/A N/A,6.865,4.102,13.96,8.599,#N/A N/A,5.93,22.571,14.088,#N/A N/A,7.933,#N/A N/A,32.772,22.25,5.704,14.553,#N/A N/A,#N/A N/A,6.283,11.873,6.667,10.63,19.4,#N/A N/A,#N/A N/A,2.143,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8.482,7.971,#N/A N/A,#N/A N/A,21.68,#N/A N/A,#N/A N/A,4.706,6.566,16.208,2.179,1.985,#N/A N/A,14.15,#N/A N/A,3.4,2.128
11-09-2008,41.6,31.4,10.53,38.7,8.726,26.622,2.917,22.6,4.281,2.5,4.235,3.976,#N/A N/A,#N/A N/A,#N/A N/A,1.53,0.778,#N/A N/A,#N/A N/A,24.152,#N/A N/A,#N/A N/A,11.477,5.89,6.788,#N/A N/A,4.25,66.398,7.814,37,7.993,21.17,#N/A N/A,#N/A N/A,7.945,2.538,3.463,#N/A N/A,6.653,4.206,14.23,8.924,#N/A N/A,6.01,22.471,14.16,#N/A N/A,8.17,#N/A N/A,34.069,23.9,5.837,14.653,#N/A N/A,#N/A N/A,6.167,12.602,7.117,10.9,19.39,#N/A N/A,#N/A N/A,2.143,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8.27,7.893,#N/A N/A,#N/A N/A,21.931,#N/A N/A,#N/A N/A,4.762,6.085,16.416,2.179,1.95,#N/A N/A,14.51,#N/A N/A,3.363,2.128
12-09-2008,42.66,33,10.547,40.42,8.796,27.002,3.253,22.45,4.184,2.513,4.077,3.943,#N/A N/A,#N/A N/A,#N/A N/A,1.544,0.772,#N/A N/A,#N/A N/A,24.41,#N/A N/A,#N/A N/A,11.407,5.98,6.75,#N/A N/A,4.384,67.104,7.799,38.49,8.018,20.725,#N/A N/A,#N/A N/A,8.1,2.609,3.527,#N/A N/A,6.453,4.282,13.78,9.049,#N/A N/A,6.64,22.731,15,#N/A N/A,8.163,#N/A N/A,34.257,25.425,5.82,14.795,#N/A N/A,#N/A N/A,6.097,12.753,7.067,10.74,19,#N/A N/A,#N/A N/A,2.143,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8.028,8.426,#N/A N/A,#N/A N/A,22.614,#N/A N/A,#N/A N/A,4.762,6.125,16.108,2.201,1.923,#N/A N/A,15.85,#N/A N/A,3.375,2.128
15-09-2008,38.9,29.8,9.848,36.4,8.18,25.213,2.8,20.46,4.059,2.241,3.824,3.713,#N/A N/A,#N/A N/A,#N/A N/A,1.466,0.75,#N/A N/A,#N/A N/A,22.343,#N/A N/A,#N/A N/A,10.733,5.5,6.516,#N/A N/A,4.082,63.219,7.499,38.18,7.876,19.525,#N/A N/A,#N/A N/A,7.425,2.479,3.467,#N/A N/A,6.403,3.952,13.65,8.539,#N/A N/A,6.3,21.213,15.032,#N/A N/A,7.983,#N/A N/A,31.386,23.055,5.568,14.553,#N/A N/A,#N/A N/A,5.967,11.668,6.733,10.6,17.65,#N/A N/A,#N/A N/A,2.069,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.998,8.149,#N/A N/A,#N/A N/A,20.997,#N/A N/A,#N/A N/A,4.314,5.968,15.462,2.091,1.803,#N/A N/A,15.64,#N/A N/A,3.375,2.128
16-09-2008,39.9,31.3,10.005,38.49,8.183,24.064,2.7,21.83,3.928,2.331,4.005,3.747,#N/A N/A,#N/A N/A,#N/A N/A,1.437,0.705,#N/A N/A,#N/A N/A,23.048,#N/A N/A,#N/A N/A,10.237,5.45,6.468,#N/A N/A,3.69,60.924,7.21,37.92,7.972,19.35,#N/A N/A,#N/A N/A,7,2.377,3.433,#N/A N/A,6.225,3.606,13.95,8.894,#N/A N/A,6.15,20.244,14.84,#N/A N/A,7.837,#N/A N/A,32.178,24.07,5.24,14.511,#N/A N/A,#N/A N/A,5.8,12.057,6.65,10.56,17.9,#N/A N/A,#N/A N/A,1.875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.483,7.851,#N/A N/A,#N/A N/A,20.702,#N/A N/A,#N/A N/A,3.921,5.605,16.307,1.995,1.908,#N/A N/A,17.1,#N/A N/A,3.375,2.128
17-09-2008,37.1,29.8,9.448,36.71,7.767,22.345,2.613,19.9,3.823,2.086,3.844,3.505,#N/A N/A,#N/A N/A,#N/A N/A,1.379,0.647,#N/A N/A,#N/A N/A,21.143,#N/A N/A,#N/A N/A,9.387,4.98,5.938,#N/A N/A,3.321,52.977,6.972,36.3,7.724,18.28,#N/A N/A,#N/A N/A,6.65,2.2,3.319,#N/A N/A,6.088,3.488,13.5,8.324,#N/A N/A,5.85,19.445,14.4,#N/A N/A,8,#N/A N/A,29.901,21.875,4.394,13.429,#N/A N/A,#N/A N/A,5.663,11.034,5.9,9.31,16.5,#N/A N/A,#N/A N/A,1.861,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.983,7.231,#N/A N/A,#N/A N/A,18.676,#N/A N/A,#N/A N/A,3.417,5.096,14.875,1.959,1.788,#N/A N/A,14.86,#N/A N/A,3.35,2.128
18-09-2008,39.8,32.2,10.069,39.3,8.3,23.384,2.617,21,3.953,2.268,3.732,3.832,#N/A N/A,#N/A N/A,#N/A N/A,1.395,0.683,#N/A N/A,#N/A N/A,22.495,#N/A N/A,#N/A N/A,9.703,5.12,5.975,#N/A N/A,3.321,52.977,7.475,35,8.021,18.9,#N/A N/A,#N/A N/A,6.65,2.342,3.233,#N/A N/A,6.088,3.485,13.81,8.374,#N/A N/A,5.91,20.564,15.4,#N/A N/A,7.833,#N/A N/A,31.832,22.925,4.938,14.605,#N/A N/A,#N/A N/A,5.663,11.714,5.9,9.21,18.5,#N/A N/A,#N/A N/A,1.861,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.058,7.19,#N/A N/A,#N/A N/A,19.566,#N/A N/A,#N/A N/A,3.473,4.988,14.915,2.054,1.935,#N/A N/A,14.9,#N/A N/A,3.375,2.128
19-09-2008,43.1,34.98,10.923,42.88,8.916,26.782,3.033,22.98,4.232,2.367,4.005,4.1,#N/A N/A,#N/A N/A,#N/A N/A,1.395,0.705,#N/A N/A,#N/A N/A,24.771,#N/A N/A,#N/A N/A,10.833,5.65,6.49,#N/A N/A,3.628,52.975,7.931,37.99,8.712,20.295,#N/A N/A,#N/A N/A,6.95,2.575,3.433,#N/A N/A,6.425,4.042,14.15,9.499,#N/A N/A,6.8,23.27,15.8,#N/A N/A,8.993,#N/A N/A,35.248,26,5.535,15.622,#N/A N/A,#N/A N/A,5.85,12.979,6.633,10.56,20.5,#N/A N/A,#N/A N/A,1.756,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.149,7.603,#N/A N/A,#N/A N/A,23.106,#N/A N/A,#N/A N/A,3.636,4.802,15.412,2.142,1.953,#N/A N/A,14.92,#N/A N/A,3.573,2.128
22-09-2008,41.9,34.9,10.411,42.98,8.652,26.682,2.883,22,4.193,2.293,3.844,3.887,#N/A N/A,#N/A N/A,#N/A N/A,1.373,0.705,#N/A N/A,#N/A N/A,24.048,#N/A N/A,#N/A N/A,10.067,5.26,6.368,#N/A N/A,3.467,51.562,7.784,38.79,8.674,19.75,#N/A N/A,#N/A N/A,6.9,2.499,3.387,#N/A N/A,6.438,3.591,13.5,9.424,#N/A N/A,6.5,23.001,15.904,#N/A N/A,8.5,#N/A N/A,34.257,24.75,5.539,15.608,#N/A N/A,#N/A N/A,5.683,12.655,6.633,10.65,19.62,#N/A N/A,#N/A N/A,1.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.388,7.851,#N/A N/A,#N/A N/A,23.057,#N/A N/A,#N/A N/A,3.585,4.606,15.71,2.164,1.919,#N/A N/A,13.68,#N/A N/A,3.5,2.128
23-09-2008,38.83,33.25,10.24,40.99,8.564,25.733,2.783,22.29,3.993,2.278,3.428,3.828,#N/A N/A,#N/A N/A,#N/A N/A,1.372,0.689,#N/A N/A,#N/A N/A,22.286,#N/A N/A,#N/A N/A,9.607,4.83,6.25,#N/A N/A,3.118,48.209,7.652,38.45,8.676,19.415,#N/A N/A,#N/A N/A,6.525,2.499,3.293,#N/A N/A,6.2,3.306,13.48,9.204,#N/A N/A,6.35,22.072,16.08,#N/A N/A,8.667,#N/A N/A,32.05,23.03,5.356,15.868,#N/A N/A,#N/A N/A,5.667,11.689,6.533,10.2,19.8,#N/A N/A,#N/A N/A,1.748,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.164,7.847,#N/A N/A,#N/A N/A,21.705,#N/A N/A,#N/A N/A,3.613,4.41,15.81,2.127,1.803,#N/A N/A,13.4,#N/A N/A,3.45,2.128
24-09-2008,39.5,34.49,10.172,42.12,8.62,24.883,2.833,22.2,4.113,2.291,3.271,3.824,#N/A N/A,#N/A N/A,#N/A N/A,1.361,0.686,#N/A N/A,#N/A N/A,22.076,#N/A N/A,#N/A N/A,9.583,4.94,6.344,#N/A N/A,2.852,48.562,7.534,38.39,8.813,18.96,#N/A N/A,#N/A N/A,6.575,2.619,3.319,#N/A N/A,6.08,3.216,13.97,9.199,#N/A N/A,6.3,22.372,15.936,#N/A N/A,7.983,#N/A N/A,31.297,23.53,5.406,16.142,#N/A N/A,#N/A N/A,5.617,11.681,6.433,9.96,19.6,#N/A N/A,#N/A N/A,1.748,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.273,7.851,#N/A N/A,#N/A N/A,21.316,#N/A N/A,#N/A N/A,3.613,4.292,16.138,2.091,1.788,#N/A N/A,13.29,#N/A N/A,3.35,2.128
25-09-2008,40.88,36.05,10.581,44.05,8.887,26.352,2.997,22.8,4.233,2.351,3.583,3.951,#N/A N/A,#N/A N/A,#N/A N/A,1.396,0.673,#N/A N/A,#N/A N/A,22.952,#N/A N/A,#N/A N/A,10.16,5,6.613,#N/A N/A,2.941,49.074,7.799,38.9,9.117,19.25,#N/A N/A,#N/A N/A,6.92,2.7,3.467,#N/A N/A,6.395,3.456,14.14,9.254,#N/A N/A,6.67,23.26,16.16,#N/A N/A,8.333,#N/A N/A,32.842,23.075,5.303,16.78,#N/A N/A,#N/A N/A,5.667,12.156,6.663,10.3,20.5,#N/A N/A,#N/A N/A,1.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.998,7.955,#N/A N/A,#N/A N/A,22.663,#N/A N/A,#N/A N/A,3.748,4.106,16.655,2.135,1.818,#N/A N/A,13.15,#N/A N/A,3.3,2.128
26-09-2008,38.5,35.43,10.544,43.01,8.858,27.482,3.033,22.75,4.113,2.265,3.54,3.972,#N/A N/A,#N/A N/A,#N/A N/A,1.338,0.667,#N/A N/A,#N/A N/A,22.086,#N/A N/A,#N/A N/A,9.833,5.1,6.325,#N/A N/A,3.176,47.678,7.917,39,9.244,18.145,#N/A N/A,#N/A N/A,6.85,2.73,3.363,#N/A N/A,6.323,3.498,13.05,9.444,#N/A N/A,7,23.62,16.48,#N/A N/A,8.497,#N/A N/A,31.594,22,5.353,16.945,#N/A N/A,#N/A N/A,5.633,11.464,6.833,10.01,20,#N/A N/A,#N/A N/A,1.775,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.449,7.434,#N/A N/A,#N/A N/A,22.452,#N/A N/A,#N/A N/A,3.613,3.9,16.208,2.083,1.833,#N/A N/A,12.9,#N/A N/A,3.3,2.128
29-09-2008,33.8,32.75,9.919,39.5,8.359,26.682,2.42,20.47,3.949,2.056,2.964,3.768,#N/A N/A,#N/A N/A,#N/A N/A,1.251,0.642,#N/A N/A,#N/A N/A,19.152,#N/A N/A,#N/A N/A,8.367,4.37,6.061,#N/A N/A,2.952,40.616,7.358,38.35,8.816,16.9,#N/A N/A,#N/A N/A,6.4,2.44,3.093,#N/A N/A,6,3.11,12.5,8.924,#N/A N/A,6.6,22.272,15.992,#N/A N/A,7.667,#N/A N/A,27.426,18.995,5.074,15.532,#N/A N/A,#N/A N/A,4.683,10.031,6.15,9.5,18.2,#N/A N/A,#N/A N/A,1.775,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.153,6.401,#N/A N/A,#N/A N/A,19.138,#N/A N/A,#N/A N/A,3.44,3.43,15.164,1.863,1.803,#N/A N/A,11.51,#N/A N/A,3.125,2.128
30-09-2008,36.55,35.1,10.889,42.22,9.075,28.281,2.833,22.75,4.193,2.099,2.846,4.044,#N/A N/A,#N/A N/A,#N/A N/A,1.338,0.651,#N/A N/A,#N/A N/A,20.2,#N/A N/A,#N/A N/A,8.783,4.74,6.311,#N/A N/A,2.841,42.382,7.917,38.8,9.522,18.2,#N/A N/A,#N/A N/A,6.485,2.64,3,#N/A N/A,6.25,3.531,13.1,9.249,#N/A N/A,7,24.019,16.56,#N/A N/A,8.167,#N/A N/A,29.406,20.375,5.505,16.78,#N/A N/A,#N/A N/A,4.767,10.932,6.15,10.17,19.5,#N/A N/A,#N/A N/A,1.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.043,6.773,#N/A N/A,#N/A N/A,19.915,#N/A N/A,#N/A N/A,3.916,3.479,17.49,1.937,1.821,#N/A N/A,11.95,#N/A N/A,3.15,2.128
01-10-2008,36.39,34.9,10.889,41.6,9.063,27.382,3.03,22.5,4.213,2.219,2.634,4.078,#N/A N/A,#N/A N/A,#N/A N/A,1.362,0.642,#N/A N/A,#N/A N/A,19.876,#N/A N/A,#N/A N/A,9.043,4.95,6.301,#N/A N/A,2.908,37.967,8.002,39.88,9.695,19.1,#N/A N/A,#N/A N/A,6.575,2.75,2.927,#N/A N/A,6.225,3.624,13.06,9.899,#N/A N/A,7.2,23.85,16.32,#N/A N/A,8.333,#N/A N/A,29.109,19.7,5.472,17.489,#N/A N/A,#N/A N/A,4.867,10.837,5.91,10.21,19.7,#N/A N/A,#N/A N/A,1.788,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.825,6.339,#N/A N/A,#N/A N/A,19.429,#N/A N/A,#N/A N/A,3.804,3.234,16.307,1.915,1.833,#N/A N/A,13.05,#N/A N/A,3.1,2.128
02-10-2008,32.55,32.05,10.24,38.9,8.447,26.542,2.8,20.3,4.138,2.145,2.496,3.828,#N/A N/A,#N/A N/A,#N/A N/A,1.268,0.622,#N/A N/A,#N/A N/A,18.238,#N/A N/A,#N/A N/A,9.077,4.65,6.063,#N/A N/A,2.885,35.495,7.737,39.1,9.573,17.165,#N/A N/A,#N/A N/A,6,2.745,2.867,#N/A N/A,5.813,3.028,12.94,9.399,#N/A N/A,7.24,23.071,16,#N/A N/A,8.167,#N/A N/A,26.584,18.495,5.303,17.092,#N/A N/A,#N/A N/A,4.833,9.703,5.72,9.8,17.95,#N/A N/A,#N/A N/A,1.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.15,6.033,#N/A N/A,#N/A N/A,17.649,#N/A N/A,#N/A N/A,3.641,2.94,16.486,1.819,1.802,#N/A N/A,12.54,#N/A N/A,3.125,2.128
03-10-2008,32.74,31,9.513,38.2,8.022,26.982,2.417,19,4.104,2.241,2.152,3.581,#N/A N/A,#N/A N/A,#N/A N/A,1.21,0.609,#N/A N/A,#N/A N/A,17.524,#N/A N/A,#N/A N/A,8.43,4.11,5.709,#N/A N/A,2.93,35.318,7.113,39.79,9.37,16.575,#N/A N/A,#N/A N/A,5.95,2.652,2.73,#N/A N/A,5.45,3.169,12.81,9.799,#N/A N/A,7.27,22.621,16.08,#N/A N/A,8.62,#N/A N/A,25.644,17.85,5.257,17.437,#N/A N/A,#N/A N/A,4.76,9.785,5.833,9.25,17,#N/A N/A,#N/A N/A,1.719,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.689,5.579,#N/A N/A,#N/A N/A,16.862,#N/A N/A,#N/A N/A,3.479,2.94,16.506,1.746,1.803,#N/A N/A,11.85,#N/A N/A,3.225,2.128
06-10-2008,30.25,30,9.062,37.15,7.494,25.733,2.367,17.63,3.973,2.003,1.816,3.428,#N/A N/A,#N/A N/A,#N/A N/A,1.134,0.545,#N/A N/A,#N/A N/A,16.857,#N/A N/A,#N/A N/A,8.167,3.76,5.438,#N/A N/A,2.617,33.552,6.651,38.7,8.97,15.25,#N/A N/A,#N/A N/A,5.25,2.5,2.825,#N/A N/A,5.42,2.847,11.85,9.174,#N/A N/A,6.9,22.471,16,#N/A N/A,8.4,#N/A N/A,24.574,16.345,5.058,17.016,#N/A N/A,#N/A N/A,3.9,8.88,5.617,8.93,17.4,#N/A N/A,#N/A N/A,1.718,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.029,5.269,#N/A N/A,#N/A N/A,14.994,#N/A N/A,#N/A N/A,3.193,2.469,16.904,1.577,1.623,#N/A N/A,11.3,#N/A N/A,2.8,2.128
07-10-2008,29.02,28.3,8.772,34.95,7.45,24.773,2.343,16.6,3.833,2.055,1.939,3.293,#N/A N/A,#N/A N/A,#N/A N/A,1.082,0.52,#N/A N/A,#N/A N/A,15.429,#N/A N/A,#N/A N/A,7.667,3.95,4.996,#N/A N/A,2.606,32.669,6.622,38.99,8.94,13.825,#N/A N/A,#N/A N/A,5.45,2.38,2.6,#N/A N/A,5.425,2.817,11.9,8.999,#N/A N/A,6.91,21.583,15.12,#N/A N/A,8.15,#N/A N/A,22.426,15.055,5.137,16.548,#N/A N/A,#N/A N/A,3.85,8.229,5.533,8.47,15,#N/A N/A,#N/A N/A,1.675,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.544,4.545,#N/A N/A,#N/A N/A,14.198,#N/A N/A,#N/A N/A,2.969,2.411,15.959,1.482,1.623,#N/A N/A,10.15,#N/A N/A,2.625,2.128
08-10-2008,29,26.7,8.533,33.31,7.42,23.484,2.483,15.9,3.668,1.886,2.037,3.229,#N/A N/A,#N/A N/A,#N/A N/A,1.074,0.468,#N/A N/A,#N/A N/A,14.095,#N/A N/A,#N/A N/A,7.683,3.89,4.55,#N/A N/A,2.756,29.049,6.739,38.4,7.851,14.755,#N/A N/A,#N/A N/A,5.35,2.22,2.4,#N/A N/A,5.375,2.554,11,8.699,#N/A N/A,6.65,20.574,14.08,#N/A N/A,7.82,#N/A N/A,20.525,14.85,5.24,14.582,#N/A N/A,#N/A N/A,3.633,7.82,5.43,7.9,13.22,#N/A N/A,#N/A N/A,1.563,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.635,4.463,#N/A N/A,#N/A N/A,13.028,#N/A N/A,#N/A N/A,2.521,2.352,16.108,1.541,1.516,#N/A N/A,9.53,#N/A N/A,2.375,2.128
09-10-2008,27.94,25.88,8.107,31.04,6.89,23.884,2.617,14.65,3.434,1.716,2.066,3.004,#N/A N/A,#N/A N/A,#N/A N/A,1.088,0.481,#N/A N/A,#N/A N/A,13.695,#N/A N/A,#N/A N/A,7,3.4,4.4,#N/A N/A,2.791,26.488,6.092,37.6,7.648,14.6,#N/A N/A,#N/A N/A,5.45,2.14,2.32,#N/A N/A,5.238,2.645,10.65,8.574,#N/A N/A,6.6,20.774,13.28,#N/A N/A,7.833,#N/A N/A,19.812,14.5,4.988,13.896,#N/A N/A,#N/A N/A,3.913,7.411,5.133,7.45,11.42,#N/A N/A,#N/A N/A,1.624,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.514,3.512,#N/A N/A,#N/A N/A,13.126,#N/A N/A,#N/A N/A,2.543,2.391,13.921,1.445,1.533,#N/A N/A,8.76,#N/A N/A,2.375,2.128
10-10-2008,28.3,24,7.813,30.1,6.482,22.485,2.467,14,3.554,1.533,1.959,2.889,#N/A N/A,#N/A N/A,#N/A N/A,1.127,0.544,#N/A N/A,#N/A N/A,13.41,#N/A N/A,#N/A N/A,6.683,2.9,4.099,#N/A N/A,2.548,24.546,6.001,36.72,7.446,13.6,#N/A N/A,#N/A N/A,5.05,2.02,2.267,#N/A N/A,5,2.38,9.56,8.449,#N/A N/A,6.74,19.975,12.4,#N/A N/A,7.6,#N/A N/A,19.267,13.75,4.61,13.599,#N/A N/A,#N/A N/A,3.833,7.435,5.267,7.11,10.9,#N/A N/A,#N/A N/A,1.609,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.181,3.521,#N/A N/A,#N/A N/A,13.274,#N/A N/A,#N/A N/A,2.241,2.107,13.324,1.254,1.216,#N/A N/A,8.66,#N/A N/A,2,2.128
