Date,VALE3 BS Equity,PETR4 BS Equity,ITUB4 BS Equity,PETR3 BS Equity,BBDC4 BS Equity,ELET3 BS Equity,B3SA3 BS Equity,BBAS3 BS Equity,ABEV3 BS Equity,WEGE3 BS Equity,RENT3 BS Equity,ITSA4 BS Equity,PRIO3 BS Equity,SUZB3 BS Equity,BPAC11 BS Equity,EQTL3 BS Equity,RADL3 BS Equity,RDOR3 BS Equity,RAIL3 BS Equity,GGBR4 BS Equity,VBBR3 BS Equity,BBSE3 BS Equity,SBSP3 BS Equity,JBSS3 BS Equity,UGPA3 BS Equity,HAPV3 BS Equity,CSAN3 BS Equity,ENEV3 BS Equity,BBDC3 BS Equity,VIVT3 BS Equity,CMIG4 BS Equity,BRFS3 BS Equity,KLBN11 BS Equity,ASAI3 BS Equity,HYPE3 BS Equity,CPLE6 BS Equity,TOTS3 BS Equity,ENGI11 BS Equity,CCRO3 BS Equity,LREN3 BS Equity,EMBR3 BS Equity,NTCO3 BS Equity,ALSO3 BS Equity,TIMS3 BS Equity,ELET6 BS Equity,EGIE3 BS Equity,SANB11 BS Equity,TAEE11 BS Equity,RRRP3 BS Equity,GOAU4 BS Equity,CSNA3 BS Equity,MULT3 BS Equity,CPFE3 BS Equity,MGLU3 BS Equity,RECV3 BS Equity,YDUQ3 BS Equity,BRAP4 BS Equity,SMTO3 BS Equity,BRKM5 BS Equity,CYRE3 BS Equity,CMIN3 BS Equity,FLRY3 BS Equity,COGN3 BS Equity,AZUL4 BS Equity,CRFB3 BS Equity,IGTI11 BS Equity,RAIZ4 BS Equity,VAMO3 BS Equity,ARZZ3 BS Equity,MRVE3 BS Equity,SLCE3 BS Equity,CIEL3 BS Equity,IRBR3 BS Equity,USIM5 BS Equity,SOMA3 BS Equity,LWSA3 BS Equity,DXCO3 BS Equity,BEEF3 BS Equity,MRFG3 BS Equity,EZTC3 BS Equity,ALPA4 BS Equity,PETZ3 BS Equity,GOLL4 BS Equity,CVCB3 BS Equity,BHIA3 BS Equity,PCAR3 BS Equity
05-10-2015,18.14,7.82,14.273,9.4,10.899,5.788,3.85,16.16,20.35,6.438,7.661,5.316,0.194,#N/A N/A,#N/A N/A,6.803,7.567,#N/A N/A,6.21,5.676,#N/A N/A,26.96,17.2,16.8,34.5,#N/A N/A,5.305,3.5,12.037,32,4.561,71.32,23.37,#N/A N/A,15.99,3.285,10.47,13.459,11.93,14.388,25.74,10.334,14.78,7.8,9.71,26.56,13.395,19.85,#N/A N/A,3.109,4.09,14.467,14.682,0.055,#N/A N/A,15.95,3.623,13,18.07,8.65,#N/A N/A,7.723,8.81,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.35,6.098,7.36,26.667,#N/A N/A,3.245,#N/A N/A,#N/A N/A,5.125,13.76,6.821,10.382,5.888,#N/A N/A,3.75,12.311,2.81,4.575
06-10-2015,18.31,8.19,14.403,9.89,11.003,5.578,3.847,16.53,19.89,6.423,7.501,5.393,0.217,#N/A N/A,#N/A N/A,6.793,7.737,#N/A N/A,6.35,5.724,#N/A N/A,26.98,16.98,16.2,34.375,#N/A N/A,5.563,3.75,12.183,31.8,4.477,68.9,22.87,#N/A N/A,16.53,3.208,10.297,13.609,11.78,14.651,25.4,10.524,15.12,7.78,9.7,26.36,13.502,20.15,#N/A N/A,3.178,4.44,14.487,14.536,0.057,#N/A N/A,14.83,3.664,13.817,18.93,8.8,#N/A N/A,7.591,8.96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.95,6.098,7.264,26.938,#N/A N/A,3.264,#N/A N/A,#N/A N/A,5.491,13.25,6.94,10.327,6.52,#N/A N/A,3.93,12.501,2.95,4.575
07-10-2015,20.15,8.47,14.813,10.4,11.398,5.648,3.857,17.93,20,6.477,7.621,5.568,0.22,#N/A N/A,#N/A N/A,6.893,8.017,#N/A N/A,6.9,6.124,#N/A N/A,28.3,17.35,15.75,34.425,#N/A N/A,5.79,4,12.607,32.48,4.541,66.47,23.42,#N/A N/A,17.25,3.17,10.667,13.609,12.08,15.026,26.28,11.089,15.63,7.83,9.7,26.296,14.693,20.27,#N/A N/A,3.347,4.7,14.38,14.77,0.061,#N/A N/A,15.32,3.881,13.8,18.94,8.73,#N/A N/A,7.685,9.43,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21,6.343,7.38,26.958,#N/A N/A,3.333,#N/A N/A,#N/A N/A,5.727,13.3,6.771,10.554,6.544,#N/A N/A,4.03,12.51,3.48,4.575
08-10-2015,20.06,8.75,14.868,10.75,11.407,5.608,3.89,17.67,19.68,6.25,7.847,5.582,0.215,#N/A N/A,#N/A N/A,6.857,8.123,#N/A N/A,7.9,6.352,#N/A N/A,28.26,17.72,15.6,34.355,#N/A N/A,5.638,4,12.63,32.97,4.529,66,22.62,#N/A N/A,17.25,3.133,10.697,13.609,12.36,15.019,26.25,11.324,16,7.8,9.63,26.56,14.703,20.47,#N/A N/A,3.446,5,15.087,15.296,0.062,#N/A N/A,16.2,3.849,13.693,19.05,8.81,#N/A N/A,7.874,9.53,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.72,6.298,7.434,27.111,#N/A N/A,3.608,#N/A N/A,#N/A N/A,5.727,12.8,6.841,10.656,6.36,#N/A N/A,4.11,12.727,3.48,3.462
09-10-2015,20.79,8.8,14.768,10.71,11.285,5.748,3.973,18.51,19.79,6.138,8.016,5.624,0.211,#N/A N/A,#N/A N/A,6.909,7.948,#N/A N/A,8.99,6.39,#N/A N/A,29.29,17.5,15,34.41,#N/A N/A,5.85,4.75,12.536,33.2,4.625,66.62,22.38,#N/A N/A,17.69,3.17,11.01,13.559,12.7,14.673,26.51,11.724,16,7.8,10.19,26.32,15.013,21.03,#N/A N/A,3.317,5.33,15.067,14.994,0.06,#N/A N/A,16.72,3.873,14.293,18.95,9.05,#N/A N/A,7.662,9.86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23.5,6.525,7.025,27.403,#N/A N/A,3.667,#N/A N/A,#N/A N/A,5.775,12.77,6.622,10.955,6.48,#N/A N/A,4.4,13.387,3.01,3.462
12-10-2015,20.79,8.8,14.768,10.71,11.285,5.748,3.973,18.51,19.79,6.138,8.016,5.624,0.211,#N/A N/A,#N/A N/A,6.909,7.948,#N/A N/A,8.99,6.39,#N/A N/A,29.29,17.5,15,34.41,#N/A N/A,5.85,4.75,12.536,33.2,4.625,66.62,22.38,#N/A N/A,17.69,3.17,11.01,13.559,12.7,14.673,26.51,11.724,16,7.8,10.19,26.32,15.013,21.03,#N/A N/A,3.317,5.33,15.067,14.994,0.06,#N/A N/A,16.72,3.873,14.293,18.95,9.05,#N/A N/A,7.662,9.86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,23.5,6.525,7.025,27.403,#N/A N/A,3.667,#N/A N/A,#N/A N/A,5.775,12.77,6.622,10.955,6.48,#N/A N/A,4.4,13.387,3.01,3.462
13-10-2015,18.58,8.13,13.978,9.84,10.669,5.568,3.923,16.97,18.7,6.285,7.832,5.407,0.199,#N/A N/A,#N/A N/A,6.893,7.837,#N/A N/A,8.64,6,#N/A N/A,28.85,17.5,15,34,#N/A N/A,5.613,4.5,11.835,31.65,4.657,66.07,22.9,#N/A N/A,16.57,3.228,11.05,13.609,12.74,14.388,25.66,11.104,16.04,7.75,10.02,26.28,13.676,20.85,#N/A N/A,3.03,4.66,14.888,14.974,0.054,#N/A N/A,16.06,3.492,13.883,18.85,8.95,#N/A N/A,7.633,9.05,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22.9,6.443,7.231,26.354,#N/A N/A,3.245,#N/A N/A,#N/A N/A,5.515,12.84,6.453,10.876,6.288,#N/A N/A,3.81,12.944,3.4,3.462
14-10-2015,18.7,7.96,13.848,9.56,10.612,5.378,3.767,16.81,18.4,6.212,7.651,5.281,0.204,#N/A N/A,#N/A N/A,6.823,7.685,#N/A N/A,8.02,6.01,#N/A N/A,28.2,17.25,14.74,33.63,#N/A N/A,5.638,4.25,11.854,31,4.606,64.2,22.54,#N/A N/A,16.42,3.189,10.75,13.609,12.4,14.275,25.08,11.299,15.9,7.75,9.85,26.04,13.473,20.95,#N/A N/A,2.99,4.44,14.609,14.487,0.053,#N/A N/A,16,3.562,13.493,18.92,8.91,#N/A N/A,7.586,8.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22.18,6.416,6.983,25.694,#N/A N/A,3.245,#N/A N/A,#N/A N/A,5.442,12.45,6.205,10.484,6.12,#N/A N/A,3.84,12.98,3.4,3.462
15-10-2015,18.97,8,13.618,9.66,10.574,5.388,3.84,16.57,19.11,6.227,7.501,5.26,0.216,#N/A N/A,#N/A N/A,6.915,7.76,#N/A N/A,7.53,6.086,#N/A N/A,28.21,17.04,14.82,33.25,#N/A N/A,5.55,4.5,11.774,31.49,4.664,65.96,22.43,#N/A N/A,16.45,3.25,11.1,13.459,12.82,14.651,25.91,11.489,15.85,7.81,9.9,26.568,13.609,20.56,#N/A N/A,2.99,4.69,14.467,14.682,0.053,#N/A N/A,16.61,3.652,13.943,18.68,8.84,#N/A N/A,7.577,9.93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.95,6.57,7.211,26.333,#N/A N/A,3.304,#N/A N/A,#N/A N/A,5.352,12.88,6.394,10.688,6.296,#N/A N/A,3.99,13.017,3.2,3.462
16-10-2015,18.42,7.95,13.413,9.7,10.372,5.198,3.813,16.28,19.29,6.154,7.621,5.169,0.213,#N/A N/A,#N/A N/A,6.873,7.817,#N/A N/A,7.27,5.905,#N/A N/A,28.7,17,15.12,33.98,#N/A N/A,5.64,4.25,11.638,30.42,4.567,67.3,22.58,#N/A N/A,16.2,3.27,10.833,13.459,13.07,15.094,26.45,11.304,17.05,7.74,9.8,26.944,13.948,20.95,#N/A N/A,3.01,5.02,14.666,14.34,0.051,#N/A N/A,16.48,3.578,14.263,19.81,9.09,#N/A N/A,7.497,10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.49,6.598,7.124,26.979,#N/A N/A,3.274,#N/A N/A,#N/A N/A,5.686,13.16,6.443,10.366,6.312,#N/A N/A,3.87,13.433,3.05,3.462
19-10-2015,17.8,7.95,13.733,9.67,10.358,5.148,3.82,17,19.47,6.119,7.682,5.267,0.204,#N/A N/A,#N/A N/A,7.017,7.823,#N/A N/A,7.46,5.819,#N/A N/A,29.16,17.44,14.75,34.25,#N/A N/A,5.7,4,11.605,30.42,4.593,66.8,22.69,#N/A N/A,16.69,3.354,11.44,13.609,13.15,15.349,26.45,11.474,17.75,7.69,9.99,27.104,13.948,20.28,#N/A N/A,2.921,5.13,14.715,14.575,0.05,#N/A N/A,16.56,3.464,14.157,20.84,9.25,#N/A N/A,7.629,10.37,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.13,6.852,7.384,27.236,#N/A N/A,3.156,#N/A N/A,#N/A N/A,5.653,13.21,6.374,10.209,6.4,#N/A N/A,3.66,13.749,3.05,3.462
20-10-2015,17.61,8.05,13.453,9.8,10.113,5.188,3.793,16.45,19.58,6.135,7.531,5.197,0.2,#N/A N/A,#N/A N/A,6.973,8.019,#N/A N/A,7.85,5.781,#N/A N/A,28.46,18.05,14.85,34.375,#N/A N/A,5.84,4,11.416,31.05,4.856,67.69,21.89,#N/A N/A,16.45,3.33,11.467,13.409,12.75,15.064,26.4,11.399,17.91,7.67,10.06,27.36,13.647,19.8,#N/A N/A,2.911,4.8,14.327,14.896,0.049,#N/A N/A,17.23,3.357,14.433,20.37,9.2,#N/A N/A,7.784,10.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.54,6.734,7.231,26.576,#N/A N/A,3.058,#N/A N/A,#N/A N/A,5.694,13,6.264,10.319,6.36,#N/A N/A,3.68,14.428,3.05,3.462
21-10-2015,18.09,7.75,13.353,9.49,10.128,4.998,3.79,16.65,19.7,6.023,7.35,5.19,0.207,#N/A N/A,#N/A N/A,6.721,7.979,#N/A N/A,7.51,5.933,#N/A N/A,28.44,17.12,14.96,34.5,#N/A N/A,5.76,4,11.332,31,4.92,68.55,21.7,#N/A N/A,16.41,3.34,11.167,13.559,12.58,14.876,26.55,11.474,17.91,7.69,9.81,27.056,13.705,19.6,#N/A N/A,2.891,4.68,14.427,14.965,0.047,#N/A N/A,17,3.41,14.833,20.42,9.19,#N/A N/A,7.544,10.38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.72,6.743,7.269,26.625,#N/A N/A,2.96,#N/A N/A,#N/A N/A,5.735,12.93,6.215,10.185,6.68,#N/A N/A,3.59,13.894,3.05,3.462
22-10-2015,18.51,8.02,13.633,9.78,10.278,5.198,3.953,16.9,19.66,6.096,7.38,5.267,0.21,#N/A N/A,#N/A N/A,6.837,8.365,#N/A N/A,7.66,5.724,#N/A N/A,28.56,17.5,15.4,34.945,#N/A N/A,5.98,4,11.468,32,4.991,69.67,22.16,#N/A N/A,16.33,3.395,11.633,13.409,12.76,15.252,26.93,11.099,17.37,7.81,9.94,27.16,13.783,19.9,#N/A N/A,2.871,4.8,14.735,15.492,0.047,#N/A N/A,16.94,3.505,15.027,20.72,9.4,#N/A N/A,7.813,10.21,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21,6.707,7.19,27.292,#N/A N/A,3.019,#N/A N/A,#N/A N/A,5.775,13.1,6.364,10.366,6.704,#N/A N/A,3.74,13.975,3.33,3.462
23-10-2015,18.6,7.99,13.543,9.69,10.137,5.258,4.017,16.67,19.77,6.096,7.712,5.232,0.205,#N/A N/A,#N/A N/A,6.831,8.162,#N/A N/A,7.7,5.486,#N/A N/A,28.45,17.51,15.15,34.775,#N/A N/A,5.92,4.25,11.294,31.6,4.818,69.41,22.6,#N/A N/A,16.9,3.374,11.553,13.409,12.84,14.373,27.21,11.019,17.2,8.09,9.74,26.88,14.054,19.92,#N/A N/A,2.792,4.92,14.742,15.082,0.046,#N/A N/A,16.99,3.501,15.307,20.64,9.36,#N/A N/A,7.558,10.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.11,6.598,7.289,26.889,#N/A N/A,3.019,#N/A N/A,#N/A N/A,5.58,13.01,6.423,10.209,6.52,#N/A N/A,3.63,13.912,3.33,3.462
26-10-2015,17.86,7.85,13.343,9.61,10.062,5.108,4.023,16.34,19.68,6.019,7.751,5.155,0.201,#N/A N/A,#N/A N/A,6.931,8.077,#N/A N/A,7.16,5.438,#N/A N/A,28.28,17,15.17,34.6,#N/A N/A,5.885,4.75,11.332,33.1,4.651,68.88,22.84,#N/A N/A,17,3.175,11.64,13.559,12.49,14.087,26.58,11.374,17.1,8.57,9.53,27,13.909,19.85,#N/A N/A,2.752,4.96,14.583,14.974,0.048,#N/A N/A,16.8,3.349,14.567,21.2,9.29,#N/A N/A,7.732,10.03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.62,6.625,7.335,27.222,#N/A N/A,2.989,#N/A N/A,#N/A N/A,5.369,13.26,6.433,10.052,6.68,#N/A N/A,3.55,12.944,3.33,3.462
27-10-2015,17.03,7.6,13.268,9.24,10.104,5.168,3.983,16.56,19.81,6.004,7.522,5.113,0.201,#N/A N/A,#N/A N/A,7.031,8.038,#N/A N/A,7.4,5.371,#N/A N/A,27.64,16.9,15.59,34.835,#N/A N/A,5.928,4.25,11.327,32.9,4.541,68.71,22.63,#N/A N/A,17.03,3.22,11.667,13.659,12.3,14.35,27.85,11.504,16.78,7.84,9.61,27.128,13.676,20,#N/A N/A,2.634,4.92,14.858,15.053,0.05,#N/A N/A,16.9,3.275,14.427,21.71,9.44,#N/A N/A,7.615,10.35,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.5,6.57,7.231,27.472,#N/A N/A,2.989,#N/A N/A,#N/A N/A,5.328,13.69,6.533,10.327,6.68,#N/A N/A,3.56,12.727,3.33,3.462
28-10-2015,16.57,7.7,13.358,9.4,10.363,4.988,3.937,16.28,19.43,5.881,7.691,5.078,0.203,#N/A N/A,#N/A N/A,6.939,7.863,#N/A N/A,7.24,5.238,#N/A N/A,27.25,16.42,15.34,33.955,#N/A N/A,5.963,4.25,11.501,32.15,4.619,68.72,22.12,#N/A N/A,17.89,3.153,11.033,13.659,12.34,14.012,27.82,11.639,16.55,7.67,9.54,27.096,13.657,19.55,#N/A N/A,2.535,4.61,14.536,14.779,0.047,#N/A N/A,16.21,3.234,14.963,21.46,9.48,#N/A N/A,7.624,10.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.25,6.652,7.169,26.493,#N/A N/A,2.861,#N/A N/A,#N/A N/A,5.214,13.42,6.453,10.499,6.6,#N/A N/A,3.56,13.188,2.82,3.462
29-10-2015,16.14,7.61,12.993,9.3,9.897,4.968,3.84,15.5,19,5.588,7.462,5.001,0.203,#N/A N/A,#N/A N/A,6.927,7.596,#N/A N/A,7.4,5.171,#N/A N/A,26.57,16.45,14.6,33.525,#N/A N/A,5.863,4.5,11.054,32.6,4.516,66.45,21.89,#N/A N/A,17.45,3.118,11.097,13.659,11.86,13.666,28.04,11.224,17.1,7.92,9.31,26.96,13.24,19.26,#N/A N/A,2.485,4.31,13.863,14.877,0.046,#N/A N/A,15.76,3.193,14.717,21.19,9.25,#N/A N/A,7.52,9.68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.1,6.607,7.31,25.903,#N/A N/A,2.763,#N/A N/A,#N/A N/A,5.116,13.05,6.493,10.162,6.56,#N/A N/A,3.49,13.116,2.49,3.462
30-10-2015,17.06,7.71,13.228,9.38,9.878,5.018,3.8,15.97,19.09,5.538,7.832,5.043,0.211,#N/A N/A,#N/A N/A,6.871,7.69,#N/A N/A,7.34,5.171,#N/A N/A,26.6,16.74,14.25,33.5,#N/A N/A,6.178,4.5,11.026,33.75,4.599,60.1,21.93,#N/A N/A,17.5,3.25,11.39,13.659,12.12,13.899,28.28,11.449,16.69,8.45,9.43,27.096,13.395,19.9,#N/A N/A,2.574,4.34,13.953,15.111,0.046,#N/A N/A,15.46,3.378,14.81,21.78,8.96,#N/A N/A,7.728,9.86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21,6.743,7.116,25.424,#N/A N/A,2.733,#N/A N/A,#N/A N/A,5.206,12.76,6.334,9.973,6.6,#N/A N/A,3.55,13.206,2.9,3.462
02-11-2015,17.06,7.71,13.228,9.38,9.878,5.018,3.8,15.97,19.09,5.538,7.832,5.043,0.211,#N/A N/A,#N/A N/A,6.871,7.69,#N/A N/A,7.34,5.171,#N/A N/A,26.6,16.74,14.25,33.5,#N/A N/A,6.178,4.5,11.026,33.75,4.599,60.1,21.93,#N/A N/A,17.5,3.25,11.39,13.659,12.12,13.899,28.28,11.449,16.69,8.45,9.43,27.096,13.395,19.9,#N/A N/A,2.574,4.34,13.953,15.111,0.046,#N/A N/A,15.46,3.378,14.81,21.78,8.96,#N/A N/A,7.728,9.86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21,6.743,7.116,25.424,#N/A N/A,2.733,#N/A N/A,#N/A N/A,5.206,12.76,6.334,9.973,6.6,#N/A N/A,3.55,13.206,2.9,3.462
03-11-2015,17.75,8.48,14.073,10.56,10.4,5.418,4.133,17.38,19.6,5.535,8.067,5.26,0.225,#N/A N/A,#N/A N/A,6.985,7.923,#N/A N/A,7.61,5.6,#N/A N/A,28.21,17.65,13.84,34.72,#N/A N/A,6.355,4.25,11.666,35,4.856,57.82,23.2,#N/A N/A,21.2,3.36,12.157,13.659,12.41,14.117,29.42,12.609,17.08,8.59,9.93,28.88,14.287,20.05,#N/A N/A,2.782,5.06,14.483,15.687,0.044,#N/A N/A,16.45,3.398,15.38,21.49,9.26,#N/A N/A,7.78,10.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.75,7.079,7.645,26.236,#N/A N/A,2.881,#N/A N/A,#N/A N/A,5.393,12.95,6.443,10.366,6.88,#N/A N/A,3.66,13.568,3.2,3.462
04-11-2015,17.4,8.08,14.108,9.89,10.184,5.498,4.103,17.45,19.6,5.527,8.447,5.295,0.207,#N/A N/A,#N/A N/A,7.183,8.096,#N/A N/A,7.28,5.41,#N/A N/A,28.15,18.15,14.37,34.665,#N/A N/A,6.313,4.25,11.595,34.85,5.004,55.93,23,#N/A N/A,21.5,3.398,11.81,13.659,12.55,14.365,28.3,12.834,17.43,8.7,10.15,28.96,14.81,20.35,#N/A N/A,2.683,4.96,14.573,16.009,0.046,#N/A N/A,16.55,3.341,15.663,21.66,9.4,#N/A N/A,8.011,10.22,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.5,7.216,7.517,25.833,#N/A N/A,2.861,#N/A N/A,#N/A N/A,5.32,13.29,6.364,10.319,6.824,#N/A N/A,3.7,13.659,3.15,3.462
05-11-2015,16.95,8.11,14.278,9.9,10.462,5.948,4.077,18.3,19.46,5.919,8.793,5.379,0.205,#N/A N/A,#N/A N/A,7.243,8.125,#N/A N/A,7.37,5.514,#N/A N/A,29.2,18.4,14.22,34.175,#N/A N/A,6.465,4.25,11.727,33.5,5.12,58.14,22.6,#N/A N/A,21.4,3.47,12.25,13.659,12.98,14.282,28.57,12.489,17.37,8.62,10.96,29.008,15.003,20.44,#N/A N/A,2.683,4.95,15.107,15.706,0.046,#N/A N/A,16.65,3.267,15.493,21.81,9.59,#N/A N/A,7.756,10.61,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.5,7.37,7.36,26.354,#N/A N/A,2.851,#N/A N/A,#N/A N/A,5.45,12.95,6.324,10.248,6.784,#N/A N/A,3.8,13.749,2.76,3.462
06-11-2015,15.67,7.82,14.063,9.58,10.311,5.798,4,17.4,18.97,5.792,8.736,5.253,0.201,#N/A N/A,#N/A N/A,7.263,8.046,#N/A N/A,7.37,5.39,#N/A N/A,28.54,18.26,14,33.555,#N/A N/A,6.338,4.75,11.525,33.77,4.779,56,22.64,#N/A N/A,21.53,3.32,12.187,13.659,12.78,14.035,28.11,11.989,16.95,8.4,10.73,28.192,14.306,19.7,#N/A N/A,2.584,5,14.659,15.492,0.044,#N/A N/A,15.55,3.091,15.167,22.25,9.3,#N/A N/A,7.718,10.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.91,7.216,7.227,26.014,#N/A N/A,2.724,#N/A N/A,#N/A N/A,5.531,12.95,6.403,9.918,6.84,#N/A N/A,3.62,13.297,3,3.462
09-11-2015,15.44,7.64,13.703,9.27,10.081,5.698,4.027,16.98,18.7,5.738,8.474,5.148,0.203,#N/A N/A,#N/A N/A,7.177,7.883,#N/A N/A,7.3,5.295,#N/A N/A,27.5,18.05,13.95,33.675,#N/A N/A,6.25,4.75,11.191,33.21,4.753,55.7,22.28,#N/A N/A,21.4,3.235,12.3,13.509,12.66,13.591,27.75,11.934,16.95,8.2,10.55,27.976,14.044,19.1,#N/A N/A,2.604,5.06,14.46,15.043,0.043,#N/A N/A,15.65,3.062,14.82,22.32,9.07,#N/A N/A,7.766,10.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.74,7.325,7.252,25.431,#N/A N/A,2.674,#N/A N/A,#N/A N/A,5.556,12.62,6.384,9.824,7.12,#N/A N/A,3.55,13.297,2.75,3.462
10-11-2015,15.38,7.61,13.788,9.21,10.029,6.048,4.077,17.13,18.65,5.565,8.136,5.148,0.199,#N/A N/A,#N/A N/A,7.325,7.735,#N/A N/A,7.23,5.286,#N/A N/A,28.04,17.73,13.87,33.56,#N/A N/A,6.345,4.75,11.092,32.9,4.818,53.91,22.43,#N/A N/A,21.24,3.236,12.16,13.509,12.88,13.952,27.75,11.694,17.45,8.47,10.75,27.84,14.19,19.45,#N/A N/A,2.525,5.16,14.626,15.355,0.041,#N/A N/A,15.57,3.009,15.47,22.14,8.91,#N/A N/A,7.6,10.01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.5,7.288,7.298,25.701,#N/A N/A,2.655,#N/A N/A,#N/A N/A,5.336,12.6,6.314,9.675,7.24,#N/A N/A,3.48,13.342,2.75,3.462
11-11-2015,15.32,7.72,14.163,9.26,10.273,6.288,4.167,17.26,19.06,5.592,8.215,5.26,0.207,#N/A N/A,#N/A N/A,7.364,7.981,#N/A N/A,7.2,5.295,#N/A N/A,27.86,17.99,14.16,34.15,#N/A N/A,6.438,5,11.247,34.41,4.953,55.81,23.28,#N/A N/A,21.31,3.329,11.997,13.509,13.25,14.5,27.81,11.874,17.44,8.4,10.77,28.16,14.751,19.33,#N/A N/A,2.574,5.34,14.802,15.609,0.041,#N/A N/A,15.65,3.017,15.167,23.61,9.1,#N/A N/A,7.638,10.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22,7.57,7.351,25.451,#N/A N/A,2.743,#N/A N/A,#N/A N/A,5.613,12.78,6.443,9.934,7.544,#N/A N/A,3.51,13.541,2.75,3.462
12-11-2015,15.05,7.58,14.203,9.02,10.269,6.148,4.073,17.21,18.89,5.481,8.218,5.288,0.2,#N/A N/A,#N/A N/A,7.432,7.987,#N/A N/A,7,4.981,#N/A N/A,27.96,17.94,14.26,33.88,#N/A N/A,6.625,5.25,11.355,34.41,4.786,54.98,23.62,#N/A N/A,21.53,3.041,12.083,13.509,13.2,14.463,27.39,11.819,17.48,8.2,10.62,28.408,14.596,19.45,#N/A N/A,2.426,5.42,14.805,15.804,0.04,#N/A N/A,15.67,2.927,15.167,23.53,9.08,#N/A N/A,7.662,10.57,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22.5,7.543,7.355,25.667,#N/A N/A,2.733,#N/A N/A,#N/A N/A,5.401,12.46,6.403,9.8,7.56,#N/A N/A,3.56,13.387,2.75,3.462
13-11-2015,15.37,7.27,13.808,8.78,10.118,6.308,4,17.07,19.1,5.404,8.402,5.183,0.202,#N/A N/A,#N/A N/A,7.502,8.11,#N/A N/A,6.99,4.981,#N/A N/A,27.49,18.28,14.1,33.77,#N/A N/A,6.45,4.75,11.195,34.41,4.702,55.57,23.71,#N/A N/A,21.19,3.035,12.033,13.509,13.07,14.433,28.38,11.674,17.3,8.12,10.62,28.168,14.238,19.65,#N/A N/A,2.416,4.9,14.951,15.95,0.041,#N/A N/A,15.08,2.907,15.333,23.32,9.04,#N/A N/A,7.544,10.24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.38,7.743,7.335,25.653,#N/A N/A,2.586,#N/A N/A,#N/A N/A,5.409,12.45,6.215,10.091,7.8,#N/A N/A,3.58,13.116,2.75,3.462
