Date,UNH UN Equity,GS UN Equity,MSFT UQ Equity,HD UN Equity,CAT UN Equity,AMGN UQ Equity,MCD UN Equity,V UN Equity,CRM UN Equity,BA UN Equity,HON UQ Equity,AAPL UQ Equity,CVX UN Equity,TRV UN Equity,WMT UN Equity,JNJ UN Equity,AXP UN Equity,PG UN Equity,JPM UN Equity,IBM UN Equity,MRK UN Equity,NKE UN Equity,MMM UN Equity,DIS UN Equity,KO UN Equity,CSCO UQ Equity,DOW UN Equity,INTC UQ Equity,VZ UN Equity,WBA UQ Equity
25-06-2013,63.73,153.06,33.63,74.14,82.33,96.29,97.52,45.1175,37.44,98.67,#N/A N/A,14.38,117.45,78.43,74.37,85.35,73.23,76.69,52.08,186.2379,44.0815,30.195,108.24,62.57,39.72,24.01,#N/A N/A,23.88,50.44,#N/A N/A
26-06-2013,64.78,151.66,34.35,75.67,82.1,99.6,98.84,45.6625,38,100.75,#N/A N/A,14.217,118.15,79.79,75.01,86.99,73.9,77.4,52.5,186.1233,44.5201,30.925,109.68,63.21,40.33,24.36,#N/A N/A,24.01,50.66,#N/A N/A
27-06-2013,66.09,153.51,34.62,76.27,82.96,98.99,99.65,46.065,38.84,103.15,#N/A N/A,14.064,118.71,80.34,75.26,86.71,75.12,77.67,53.15,186.8778,45.0827,31.16,110.24,63.72,40.26,24.63,#N/A N/A,24.05,51,#N/A N/A
28-06-2013,65.48,151.25,34.53,77.47,82.49,98.66,99,45.6875,38.18,102.44,#N/A N/A,14.146,118.34,79.92,74.49,85.86,74.76,76.99,52.79,182.5414,44.2913,31.84,109.35,63.15,40.11,24.31,#N/A N/A,24.22,50.34,#N/A N/A
01-07-2013,65.63,151.75,34.36,76.87,82.72,97.49,99.82,46.305,37.8,103.24,#N/A N/A,14.615,119.08,81.11,74.59,86.63,75.64,78.02,52.49,182.7038,44.1673,31.165,109.31,63.93,40.46,24.335,#N/A N/A,23.885,50.36,#N/A N/A
02-07-2013,65.27,150.92,33.96,77.31,82.48,96.06,99.93,46.31,38.17,101.47,#N/A N/A,14.947,119.15,79.82,74.71,86.57,74.62,78.44,52.8,182.9139,44.3866,31.31,108.73,63.26,40.37,24.32,#N/A N/A,23.72,50.63,#N/A N/A
03-07-2013,65.54,150.43,34.01,77.73,81.85,95.81,100.35,46.76,38.55,102.89,#N/A N/A,15.029,119.08,80.4,74.76,86.78,74.58,78.57,52.77,184.5854,44.3866,31.43,109.45,63.61,40.49,24.59,#N/A N/A,23.77,51.01,#N/A N/A
04-07-2013,65.54,150.43,34.01,77.73,81.85,95.81,100.35,46.76,38.55,102.89,#N/A N/A,15.029,119.08,80.4,74.76,86.78,74.58,78.57,52.77,184.5854,44.3866,31.43,109.45,63.61,40.49,24.59,#N/A N/A,23.77,51.01,#N/A N/A
05-07-2013,66.17,153.24,34.21,78.29,82.14,97.64,99.86,47.6975,38.94,104.2,#N/A N/A,14.908,120.51,81.34,75.21,87.87,76.31,78.34,53.99,186.1901,44.9683,31.82,111.54,63.82,40.52,24.57,#N/A N/A,24.06,51.3,#N/A N/A
08-07-2013,67.56,153.81,34.33,79.22,83.2,98.18,99.88,47.025,38.43,104.37,#N/A N/A,14.823,121.24,81.76,76.71,88.59,77.04,78.76,54.7,186.2379,45.2067,31.86,112.13,64.71,40.54,24.62,#N/A N/A,23.19,51.17,#N/A N/A
09-07-2013,67.97,156.94,34.35,79.7,85.33,98.29,99.99,46.8,38.72,104.68,#N/A N/A,15.076,123.27,82.05,77.03,88.88,77.61,79.57,54.89,182.7229,45.4069,31.965,113.35,64.94,40.83,25.14,#N/A N/A,23.14,50.96,#N/A N/A
10-07-2013,67.69,155.83,34.7,79.4,84.96,102.06,99.98,46.675,39.74,105.5,#N/A N/A,15.026,122.9,81.57,76.77,89.24,76.33,79.8,54.83,183.6303,45.7311,31.8,113.43,64.91,40.68,25.41,#N/A N/A,23.25,50.54,#N/A N/A
11-07-2013,68.36,157.71,35.68,79.86,86.7,103.26,100.79,47.49,41.52,106.88,#N/A N/A,15.259,123.77,82.7,77.63,89.67,76.94,80.77,55.14,184.1556,46.0648,31.86,114.53,66.58,41.03,25.86,#N/A N/A,23.98,51.21,#N/A N/A
12-07-2013,68,160.11,35.73,80.54,87.17,104.27,101.58,47.68,42.43,101.87,#N/A N/A,15.233,124.06,84.18,77.63,89.99,78.33,81.55,54.97,183.4583,46.2842,31.835,115.14,66.98,41.03,25.94,#N/A N/A,23.9,50.41,#N/A N/A
15-07-2013,67.62,163,36.17,80.4,87.4,104.45,100.75,47.5625,41.98,105.66,#N/A N/A,15.266,124.68,83.28,77.03,90.4,77.85,81.51,54.89,185.3018,46.2651,31.675,114.85,65.93,41.01,25.93,#N/A N/A,23.94,49.96,#N/A N/A
16-07-2013,66.91,160.24,36.25,80.22,88.17,104.05,100.88,47.345,41.84,104.23,#N/A N/A,15.368,124.12,83.23,77.37,90.4,78.27,80.97,55.01,185.1585,45.9886,31.35,114.34,65.03,40.23,25.71,#N/A N/A,24.24,50.28,#N/A N/A
17-07-2013,66.23,161.5,35.74,80.44,86.67,104.31,100.1,47.41,42.71,104.79,#N/A N/A,15.368,124.35,83.99,77.2,90.13,76.8,80.09,55.27,185.8272,45.8932,31.665,114.64,65.36,40.84,25.72,#N/A N/A,24.17,50.74,#N/A N/A
18-07-2013,70.55,164.06,35.44,80.02,85.72,104.77,100.18,47.7525,41.9,107.63,#N/A N/A,15.418,125.47,84.53,77.34,90.17,74.01,80.3,56.37,189.1129,45.1971,31.66,115.48,65.82,40.81,25.86,#N/A N/A,23.26,49.97,#N/A N/A
19-07-2013,71.45,164.36,31.395,79.89,85.65,109.39,100.27,47.48,42.5,106.96,#N/A N/A,15.179,126.91,84.66,78.08,92.23,74.06,81.37,56.16,184.8624,45.569,31.675,116.19,65.16,41.09,25.83,#N/A N/A,23.04,49.95,#N/A N/A
22-07-2013,72.18,166.25,32.01,80,86,108.95,97.58,47.805,42.04,106.86,#N/A N/A,15.225,127.03,85.43,77.87,92.28,74.72,81.22,56.56,185.3878,45.5023,31.645,116.28,64.4,40.84,25.72,#N/A N/A,22.77,50.27,#N/A N/A
23-07-2013,72.69,166.26,31.82,80.19,85.52,106.62,96.76,47.145,42.54,107.79,#N/A N/A,14.964,127.26,82.21,78.55,92.42,74.41,80.95,56.67,186.2379,45.7025,31.595,116.75,64.45,40.96,25.56,#N/A N/A,22.75,50.36,#N/A N/A
24-07-2013,72.53,165.04,31.96,80.27,83.44,106.6,96.66,46.6875,42.01,106.95,#N/A N/A,15.736,126.37,82.18,78.23,92.36,75.36,80.27,56.63,187.7948,45.5499,31.315,116.33,64.64,40.86,25.59,#N/A N/A,22.93,50.38,#N/A N/A
25-07-2013,72.62,165.91,31.39,78.99,82.14,109.51,97.49,48.6525,43.22,106.7,#N/A N/A,15.661,127.76,82.85,78.01,92.57,75.77,80.41,56.5,188.3774,45.9313,31.245,116.55,64.55,40.84,25.5,#N/A N/A,23.06,50.71,#N/A N/A
26-07-2013,72.21,165.26,31.62,78.74,82.06,109.6,98.03,48.3,43.22,105.6,#N/A N/A,15.75,127.56,83.6,78,92.83,75.34,80.39,56.05,188.5016,46.2365,31.265,116.91,64.98,40.64,25.5,#N/A N/A,23.26,51.02,#N/A N/A
29-07-2013,72.79,163.17,31.54,78.67,83.02,109.37,97.87,47.9925,43.31,104.81,#N/A N/A,15.993,126.17,83.41,77.99,93.21,75.06,80.09,55.69,187.4127,46.0934,31.355,116.61,64.61,40.28,25.33,#N/A N/A,23.24,51.49,#N/A N/A
30-07-2013,72.27,162.43,31.85,78.6,83.19,111.2,98.37,47.86,43.99,105.73,#N/A N/A,16.19,125.78,83.39,77.89,93.17,75.19,80.44,55.33,187.2217,45.8169,31.425,116.84,64.18,40.32,25.67,#N/A N/A,23.38,50.42,#N/A N/A
31-07-2013,72.85,164.03,31.83,79.03,82.91,108.29,98.08,44.2525,43.75,105.1,#N/A N/A,16.161,125.89,83.55,77.94,93.5,73.77,80.3,55.73,186.2952,45.9313,31.46,117.43,64.65,40.08,25.55,#N/A N/A,23.3,49.48,#N/A N/A
01-08-2013,73.16,167.49,31.69,78.64,84.44,109.45,99,44.7925,45.14,106.7,#N/A N/A,16.313,126.44,84.36,78.22,93.77,75.63,81.64,56.54,187.0307,46.3223,32.985,118.41,65.36,40.57,25.91,#N/A N/A,23.2,50.01,#N/A N/A
02-08-2013,72.26,167.62,31.88,80.23,84.3,109.06,99.2,46,45.52,107.9,#N/A N/A,16.519,124.95,84,78.75,94.39,75.69,81.29,56.49,186.4098,46.2842,33.15,118.26,66.51,40.22,26.19,#N/A N/A,23.22,50.25,#N/A N/A
05-08-2013,73.34,168.32,31.7,79.66,83.56,107.43,99.31,46.135,45.69,107.5,#N/A N/A,16.766,123.99,83.15,78.77,93.8,75.93,81.4,56.1,186.7346,46.2746,33.2,117.92,66.02,40.29,26.31,#N/A N/A,22.93,50.21,#N/A N/A
06-08-2013,73.24,164.78,31.58,80.05,82.53,105.22,98.69,45.7225,45.42,107.04,#N/A N/A,16.616,123.14,82.36,77.87,93.81,75.81,81.74,55.49,182.4268,46.1888,33.27,117.5,67.05,40.37,26.21,#N/A N/A,22.8,50.09,#N/A N/A
07-08-2013,72.92,163.45,32.06,78.83,82.43,112.4,98.33,45.3475,44.92,106.42,#N/A N/A,16.606,123.33,81.86,77.37,93.66,75.14,81.96,55.3,180.1057,46.2937,32.815,117.83,65.91,40.15,26.12,#N/A N/A,22.7,49.93,#N/A N/A
08-08-2013,73.18,162.84,32.89,80.04,83.96,110.37,98.04,45.195,45.24,105.84,#N/A N/A,16.465,123.07,82.03,77.25,93.34,76.19,82.17,54.83,179.504,46.2174,33.025,118.68,65.75,40.2,26.26,#N/A N/A,22.45,49.62,#N/A N/A
09-08-2013,72.93,162.13,32.7,78.97,84.51,109.63,97.62,44.9525,45.21,105.33,#N/A N/A,16.23,122.5,82.1,76.9,92.36,75.5,81.64,54.52,179.3989,46.1411,33.155,118.31,64.73,40.16,26.05,#N/A N/A,22.51,49.32,#N/A N/A
12-08-2013,72.39,161.69,32.87,79.2,86.32,108.21,97.04,44.94,45.39,104.24,#N/A N/A,16.691,121.8,82.32,77.08,92,75.49,81.62,54.09,180.612,46.2174,33.255,118.38,63.93,39.83,26.34,#N/A N/A,22.64,49.65,#N/A N/A
13-08-2013,73.35,163.71,32.23,79.44,86.57,107.86,96.45,44.8075,45.07,106.23,#N/A N/A,17.485,122.5,81.94,76.86,93.01,76.23,81.66,54.29,179.972,46.1793,32.905,118.67,63.98,39.65,26.33,#N/A N/A,22.52,49.15,#N/A N/A
14-08-2013,72.49,163.34,32.35,77.44,85.82,106.64,96.11,44.5875,44.66,104.16,#N/A N/A,17.804,122.05,82.18,76.4,90.7,75.88,81.25,54.15,179.1219,46.3128,32.175,117.62,63.96,39.53,26.37,#N/A N/A,22.57,48.89,#N/A N/A
15-08-2013,71.4,160.75,31.79,75.14,85.86,105.76,95.39,43.4825,43.6,102.73,#N/A N/A,17.789,120.25,81.07,74.41,89.55,74.88,80.48,53.29,177.4599,45.7406,31.745,115.85,62.38,39.09,24.49,#N/A N/A,22.03,48.54,#N/A N/A
16-08-2013,71.43,160.66,31.8,75.38,85.16,104.94,95.03,43.2825,43.83,103.47,#N/A N/A,17.94,119.88,81.1,74.11,89.37,75.17,79.9,53.29,177.0301,45.4832,31.825,115.9,62.17,39.05,24.26,#N/A N/A,21.9,47.71,#N/A N/A
19-08-2013,71.71,158.63,31.41,75.21,84.2,104.47,95.48,43.745,43.44,104.72,#N/A N/A,18.134,118.66,80.23,73.58,90.45,74.34,79.59,51.83,175.9699,45.3688,32.355,115.61,61.83,38.78,24.27,#N/A N/A,22.28,47.5,#N/A N/A
20-08-2013,72.46,159.56,31.62,74.29,83.86,105.6,95.5,43.305,43.39,104.63,#N/A N/A,17.895,118.29,80.27,73.23,89.73,74.27,79.53,52.12,176.2851,45.3497,32.315,115.42,61.88,38.65,24.32,#N/A N/A,22.52,47.91,#N/A N/A
21-08-2013,71.85,157.11,31.61,73.73,82.94,104.65,95.11,44.5975,43.5,103.91,#N/A N/A,17.944,117.7,79.42,73.55,88.8,73.44,79.38,51.63,176.5716,45.2543,32.065,113.42,61.14,38.28,24.07,#N/A N/A,22.17,47.27,#N/A N/A
22-08-2013,71.97,159.41,32.39,74,84.17,106.29,95.46,44.73,43.75,105.14,#N/A N/A,17.963,118.29,80.55,73.46,88.26,73.86,79.77,52.21,176.8868,45.5881,32.43,114.67,61.64,38.31,24.01,#N/A N/A,22.27,47.02,#N/A N/A
23-08-2013,72.54,158.65,34.77,73.89,83.89,105.61,95.13,44.775,43.59,105.48,#N/A N/A,17.894,119.53,80.19,73.44,88.41,73.65,80.01,52.32,177.1065,45.5118,32.105,114.4,61.73,38.52,23.86,#N/A N/A,22.44,47.61,#N/A N/A
26-08-2013,72.38,157.9,34.15,75.43,83.56,113.75,95.31,43.75,43.4,105.53,#N/A N/A,17.963,118.84,80.12,73.03,87.53,73.61,78.54,51.8,176.457,45.4069,31.96,114.33,61.35,38.12,23.83,#N/A N/A,22.28,46.94,#N/A N/A
27-08-2013,71.52,153.23,33.25,74.12,82.7,108.94,94.84,43.5425,42.46,103.21,#N/A N/A,17.433,118.81,79.74,72.86,86.17,71.91,77.97,50.6,174.5467,44.9206,31.405,112.73,60.69,38.15,23.47,#N/A N/A,22.17,46.95,#N/A N/A
28-08-2013,71.54,152.97,33.02,75.03,82.45,109.2,96.08,43.8025,42.78,103.27,#N/A N/A,17.524,121.81,79.89,72.38,86.53,72.01,76.85,50.58,173.9927,44.9015,31.685,113,60.81,38.35,23.44,#N/A N/A,22.28,46.56,#N/A N/A
29-08-2013,72.44,153.63,33.55,75.05,82.53,108.86,94.86,43.8425,43.65,104.93,#N/A N/A,17.562,120.37,80.25,72.43,86.57,72.22,77.31,50.7,174.4512,44.9111,31.74,113.32,61.08,38.1,23.45,#N/A N/A,22.06,47.82,#N/A N/A
30-08-2013,71.74,152.13,33.4,74.49,82.54,108.94,94.36,43.605,49.13,103.92,#N/A N/A,17.395,120.43,79.9,72.98,86.41,71.91,77.89,50.53,174.0977,45.0922,31.41,113.58,60.83,38.18,23.31,#N/A N/A,21.98,47.38,#N/A N/A
02-09-2013,71.74,152.13,33.4,74.49,82.54,108.94,94.36,43.605,49.13,103.92,#N/A N/A,17.395,120.43,79.9,72.98,86.41,71.91,77.89,50.53,174.0977,45.0922,31.41,113.58,60.83,38.18,23.31,#N/A N/A,21.98,47.38,#N/A N/A
03-09-2013,72.56,154.76,31.88,73.9,82.51,111.01,94.52,44.255,49.58,105.01,#N/A N/A,17.449,120.55,80.57,72.68,86.42,72.43,77.75,51.13,175.712,45.016,32.145,113.22,60.93,37.9,23.48,#N/A N/A,22.07,46.01,#N/A N/A
04-09-2013,73.35,155.74,31.18,74.14,83.54,113.02,95.16,44.0475,48.77,106.37,#N/A N/A,17.813,120.86,81.07,72.91,86.9,73.14,77.49,51.87,174.9192,45.4641,32.565,114.55,61.11,38.54,23.77,#N/A N/A,22.64,46.78,#N/A N/A
05-09-2013,74.04,156.17,31.24,72.99,82.95,112.93,95.66,44.0525,48.6,106.65,#N/A N/A,17.688,121.37,80.66,72.67,87.04,73.8,77.14,52.11,175.8935,45.302,32.69,114.87,61.3,38.24,23.69,#N/A N/A,22.61,46.64,#N/A N/A
06-09-2013,74.06,156.66,31.16,72.7,83.39,111.02,96.26,44.1675,48.47,106.07,#N/A N/A,17.794,121.21,80.49,72.59,87.16,73.35,77.15,52.56,174.8237,45.2829,32.49,115.04,61.39,38.35,23.55,#N/A N/A,22.67,46.34,#N/A N/A
09-09-2013,74.25,159.49,31.65,73.58,85.59,111.67,96.45,44.6375,49.2,107.19,#N/A N/A,18.078,122.22,82.19,73.51,87.56,73.66,78.16,52.86,176.6862,45.5213,32.7,116.74,61.59,38.52,23.93,#N/A N/A,22.92,45.91,#N/A N/A
10-09-2013,74.63,165.14,32.38,74.6,86.61,111.16,96.89,46.1475,50.02,108.17,#N/A N/A,17.666,123.01,82.54,73.96,88.53,74.6,77.95,53.67,178.2336,45.7502,33.41,117.59,62.83,38.63,24.15,#N/A N/A,22.99,46.47,#N/A N/A
11-09-2013,75.18,165.06,32.75,75.04,87.13,111.97,97.46,46.5775,49.88,109.23,#N/A N/A,16.708,123.92,83.73,74.05,89.23,75.18,78.27,53.26,182.1498,45.9027,33.795,118.71,63.94,38.78,24.38,#N/A N/A,22.83,46.52,#N/A N/A
12-09-2013,74.74,163.35,32.71,75.4,86.84,113.46,97.18,46.265,49.96,109.8,#N/A N/A,16.882,123.89,83.12,73.91,89.01,75.29,78.26,52.24,182.1784,45.6262,34.04,118.2,65.49,38.44,24.29,#N/A N/A,22.65,47.35,#N/A N/A
13-09-2013,74.48,164,32.98,75.11,87.01,115.06,97.35,47.25,49.64,111.33,#N/A N/A,16.604,124.14,83.56,74.36,88.57,75.3,79.05,52.59,183.5539,45.569,33.955,118.6,66.69,38.69,24.32,#N/A N/A,23.44,47.76,#N/A N/A
16-09-2013,75.12,167.03,32.79,75.54,87.18,117.18,97.71,47.345,49.65,115.67,#N/A N/A,16.076,124.08,84.57,74.78,89.03,75.6,80.16,53.14,184.4899,45.9504,34.095,119.23,66.94,38.86,24.38,#N/A N/A,23.39,48.3,#N/A N/A
17-09-2013,74.31,167.42,32.93,75.8,87.07,115.73,97.92,47.9,49.9,117.11,#N/A N/A,16.256,124.34,84.87,75.15,89.06,76.92,79.83,53.09,183.5443,45.7788,34.16,119.93,66.98,38.79,24.37,#N/A N/A,23.74,48.57,#N/A N/A
18-09-2013,73.04,168.06,33.33,77.37,87.84,117.6,98.71,48.3825,52.49,118.4,#N/A N/A,16.595,125.84,85.91,76.42,89.91,77.64,80.34,53.41,185.703,46.1793,34.74,121.29,67.11,39.59,24.8,#N/A N/A,23.91,48.72,#N/A N/A
19-09-2013,70.84,167.78,33.63,78.51,87.75,117.27,97.92,48.6775,53.38,119.04,#N/A N/A,16.868,125.44,86.9,76.21,90.07,77.57,80.12,52.75,184.7192,46.0172,34.75,121.57,65.72,39.31,24.61,#N/A N/A,23.93,48.51,#N/A N/A
20-09-2013,70.57,169.75,32.7,77,84.75,116.83,96.9,49.7075,52.76,116.63,#N/A N/A,16.678,124.92,86.06,75.83,89.68,77.32,79.39,52.8,181.5003,45.7788,34.685,120.01,65.01,39.4,24.5,#N/A N/A,23.79,47.78,#N/A N/A
23-09-2013,71.82,165.25,32.74,75.91,85.03,115.05,97.28,49.06,52.35,117.51,#N/A N/A,17.526,125.52,86.38,76.42,89.09,76.44,79.28,51.46,182.4268,45.4641,34.49,121.11,64.75,38.63,24.27,#N/A N/A,23.61,48,#N/A N/A
24-09-2013,72.32,162.97,32.46,76.04,85.11,114.78,97.78,48.335,52.14,119,#N/A N/A,17.468,124.49,85.87,75.75,88.22,76.07,78.62,50.32,181.4525,45.3211,34.715,120.8,64.32,38.53,24.14,#N/A N/A,23.69,47.27,#N/A N/A
25-09-2013,71.98,162.31,32.49,75.52,84.5,112.48,97.62,47.89,52.47,118.51,#N/A N/A,17.197,124.07,85.98,74.65,87.08,75.99,77.72,51.7,180.9749,45.4546,34.46,120.2,64.45,38.33,24.43,#N/A N/A,23.7,46.96,#N/A N/A
26-09-2013,72.16,162.29,32.77,76.07,84.2,112.85,98.19,48.39,53.32,119.38,#N/A N/A,17.365,123.49,85.83,74.62,87.07,76.32,78.05,51.89,181.6913,45.4641,35.17,120.66,65.24,38.74,23.77,#N/A N/A,23.41,47.67,#N/A N/A
27-09-2013,71.99,159.85,33.29,75.96,83.8,113.19,97.12,48.2625,52.43,118.74,#N/A N/A,17.241,122.64,85.41,74.36,86.73,75.89,77.21,52.24,178.5393,45.569,36.82,120.22,65.19,38.4,23.35,#N/A N/A,22.98,47,#N/A N/A
30-09-2013,71.61,158.21,33.31,75.85,83.37,111.94,96.21,47.775,51.91,117.5,#N/A N/A,17.027,121.5,84.77,73.96,86.69,75.52,75.59,51.69,176.8773,45.3974,36.32,119.41,64.49,37.88,23.42,#N/A N/A,22.92,46.66,#N/A N/A
01-10-2013,72.58,159,33.58,76.26,83.78,114.58,96.14,48.305,52.63,117.78,#N/A N/A,17.43,121.32,84.66,73.59,87.47,75.93,76.16,51.96,178.0235,46.4749,36.21,119.62,64.83,37.95,23.25,#N/A N/A,22.83,46.98,#N/A N/A
02-10-2013,72.57,158.67,33.91,76.32,84.07,113.06,95.28,47.955,53.15,117.84,#N/A N/A,17.486,120.83,84.48,73.72,87.29,74.58,75.93,52.09,176.6671,46.1221,35.945,119.2,64.88,37.43,23.33,#N/A N/A,22.89,46.79,#N/A N/A
03-10-2013,72.52,156.85,33.87,75.88,83.97,111.04,94.67,47.1625,52,115.24,#N/A N/A,17.264,118.25,84.06,73.16,86.58,74.02,75.84,51.94,175.6165,46.1125,35.82,118.55,64.02,37.16,23.01,#N/A N/A,22.62,47.01,#N/A N/A
04-10-2013,72.99,156.55,33.88,75.78,84.2,112.91,94.7,47.62,52.83,117.2,#N/A N/A,17.251,118.13,84.68,72.8,87.31,74.31,76.02,52.67,175.8457,45.9886,36.07,119.4,65.3,37.2,23.02,#N/A N/A,22.81,47.1,#N/A N/A
07-10-2013,72.17,154.25,33.33,75.13,83.53,110.22,94.36,46.5825,52.16,116.69,#N/A N/A,17.42,117.87,84.09,71.87,86.59,72.94,75.65,51.83,173.8494,45.6644,35.67,118.69,64.59,37.05,22.89,#N/A N/A,22.83,47.29,#N/A N/A
08-10-2013,71.48,153.05,33.01,74.27,82.85,107.76,93.94,45.6325,50.14,115.44,#N/A N/A,17.176,116.73,82.99,72.9,85.61,72.22,76.33,50.87,170.7069,45.5309,35.14,117.16,64,37.28,22.64,#N/A N/A,22.48,46.05,#N/A N/A
09-10-2013,71.38,154.44,33.07,74.14,83.52,106.28,93.27,45.9625,49.91,114.47,#N/A N/A,17.368,116.13,82.35,73,85.96,72.22,76.95,50.75,173.1903,45.0732,35.445,117.57,63.59,37.08,22.5,#N/A N/A,22.59,46.2,#N/A N/A
10-10-2013,73.98,158.01,33.77,75.51,84.73,109.92,94.44,47.2575,51.54,118.9,#N/A N/A,17.496,116.38,84.17,74.79,87.78,74.66,77.89,52.52,176.4857,45.2734,36.72,119.34,65.58,37.78,23.02,#N/A N/A,23.12,46.86,#N/A N/A
11-10-2013,74.27,160,34.1,76.32,85.61,110.93,94.74,48.05,51.07,117.98,#N/A N/A,17.607,117.67,84.66,74.82,89.45,75.4,78.48,52.51,177.8133,45.0922,36.73,120.72,66.21,37.77,23.28,#N/A N/A,23.26,47.09,#N/A N/A
14-10-2013,74.72,159.46,34.45,76.35,86.24,111.58,94.72,48.36,51.17,119.46,#N/A N/A,17.716,118.58,85.2,74.68,89.8,76.07,78.74,52.71,178.587,44.5773,37.03,121.4,66.83,37.91,23.34,#N/A N/A,23.45,46.81,#N/A N/A
15-10-2013,73.87,157.63,34.49,75.18,85.75,111.44,93.8,47.8425,50.72,118.18,#N/A N/A,17.81,118.15,84.48,74.37,89.93,75.25,77.6,52.31,176.3806,44.4057,36.855,119.82,66.44,37.66,23.18,#N/A N/A,23.39,46.32,#N/A N/A
16-10-2013,75.19,162.25,34.64,74.98,86.27,114.27,95.22,48.9075,52.58,120.34,#N/A N/A,17.897,119.16,86.08,75.6,91.11,76.32,78.34,54,178.3578,44.9778,37.26,120.94,66.35,38,23,#N/A N/A,23.7,47.25,#N/A N/A
17-10-2013,71.37,158.32,34.93,75.74,85.85,115.76,95.47,49.57,53.01,122.29,#N/A N/A,18.024,119.52,86.02,75.78,91.97,80.23,79.42,54.21,166.9913,44.9206,37.27,122.62,66.42,38.55,22.79,#N/A N/A,23.93,48.9,#N/A N/A
18-10-2013,68.76,158.69,34.99,74.69,87.34,114.89,95.2,50.1125,54.1,122.52,#N/A N/A,18.177,119.65,86.58,75.71,91.63,80.52,79.41,54.3,165.9884,44.4438,37.965,122.84,67.15,38.78,22.98,#N/A N/A,23.87,50.01,#N/A N/A
21-10-2013,68.2,159.77,34.99,74.62,87.7,113.64,94.59,50.01,55.1,121.47,#N/A N/A,18.618,119.82,86.76,75.15,91.2,80.4,78.97,54.27,165.1096,44.3485,38.045,123.25,67.61,38.82,22.93,#N/A N/A,24.14,50.58,#N/A N/A
22-10-2013,68.86,159.25,34.58,74.86,89.17,116.2,95.12,49.995,54.28,122.48,#N/A N/A,18.565,120.64,86.71,76.32,92.36,80.87,80.38,53.62,167.125,44.3104,37.98,123.8,69,39.09,22.65,#N/A N/A,24.07,51.14,#N/A N/A
23-10-2013,68.01,157.74,33.77,75.08,83.76,115.68,94.21,49.725,53.34,129.02,#N/A N/A,18.749,120.13,86.28,75.9,92.1,80.63,80.91,52.75,167.8892,44.3962,37.78,123.2,68.12,39.09,22.26,#N/A N/A,23.74,50.82,#N/A N/A
24-10-2013,67.61,159.96,33.73,76.78,84.53,116.21,94.68,50.7275,54.38,128.98,#N/A N/A,18.998,120.56,87.03,76.42,92.35,80.9,80.61,52.48,169.8282,44.072,37.755,123.49,69.05,38.8,22.39,#N/A N/A,23.78,50.42,#N/A N/A
25-10-2013,67.62,162.09,35.73,76.25,84.77,116.32,94.78,50.765,54.56,131.19,#N/A N/A,18.793,120.59,86.63,76.08,92.09,82.61,80,52.77,168.9208,44.3771,37.85,124.42,69.26,39.03,22.46,#N/A N/A,24.24,50.71,#N/A N/A
28-10-2013,66.94,161.45,35.6,76.06,84.28,118.33,95.37,50.77,53.49,129.88,#N/A N/A,18.906,120.91,87.11,77.14,92.39,82.76,81.3,52.68,169.3983,43.2424,37.755,124.92,69,39.61,22.54,#N/A N/A,24.35,50.57,#N/A N/A
29-10-2013,68.08,162.11,35.52,77.5,84.07,118.26,96.05,51.06,53.7,129.66,#N/A N/A,18.465,121.5,87.28,77.06,93.14,83.66,82.46,52.73,173.9545,43.4617,37.955,125.28,68.92,39.8,22.83,#N/A N/A,24.53,51.09,#N/A N/A
30-10-2013,68.01,162.05,35.54,77.88,83.49,116.88,96.03,50.955,52.79,129.68,#N/A N/A,18.748,120.3,86.9,76.91,92.79,83.1,81.52,52.6,172.0728,43.1375,38.065,124.79,68.47,39.62,22.71,#N/A N/A,24.49,50.53,#N/A N/A
31-10-2013,68.26,160.86,35.35,77.89,83.36,116,96.52,49.1675,53.36,130.5,#N/A N/A,18.655,119.96,86.3,76.75,92.61,81.8,80.75,51.54,171.1749,42.9945,37.88,125.85,68.59,39.57,22.5,#N/A N/A,24.43,50.51,#N/A N/A
01-11-2013,68.63,162.05,35.51,76.97,83.59,118.61,97.24,49.79,53.96,133.03,#N/A N/A,18.573,118.01,86.4,77.07,93.37,82.16,81.15,52.51,171.194,43.1089,38.03,125.9,69.01,39.61,22.56,#N/A N/A,24.31,50.49,#N/A N/A
04-11-2013,68.95,163.16,35.94,77,83.89,117.28,97.31,49.105,55.58,132.79,#N/A N/A,18.813,118.1,86.6,77.33,93.03,81.93,81.33,52.04,172.1874,43.5952,38.185,126.32,68.81,39.51,22.57,#N/A N/A,24.26,51.08,#N/A N/A
05-11-2013,68.72,161.95,36.635,76.65,84.05,115.14,97.41,49.3425,55.69,133.57,#N/A N/A,18.772,118.45,86.46,77.42,92.81,81.9,81.43,51.95,169.8759,43.2519,38.6,126.12,68.85,39.5,23.06,#N/A N/A,24.03,50.1,#N/A N/A
06-11-2013,70.29,163.52,38.15,76.42,84.22,113.32,97.9,49.755,55.23,133.09,#N/A N/A,18.602,121.14,87.49,78.16,93.04,82.12,82.81,52.1,171.1558,43.8241,38.38,127.13,69,40.05,23.28,#N/A N/A,24.24,50.61,#N/A N/A
