Date,M&M.NS(close),MARUTI.NS(close),NESTLEIND.NS(close),NTPC.NS(close),POWERGRID.NS(close),RELIANCE.NS(close),SBIN.NS(close),SUNPHARMA.NS(close),TATAMOTORS.NS(close),TATASTEEL.NS(close),TCS.NS(close),TECHM.NS(close),TITAN.NS(close),ULTRACEMCO.NS(close),WIPRO.NS(close),ASIANPAINT.NS(close),AXISBANK.NS(close),BAJFINANCE.NS(close),BAJAJFINSV.NS(close),BHARTIARTL.NS(close),HCLTECH.NS(close),HDFCBANK.NS(close),HINDUNILVR.NS(close),ICICIBANK.NS(close),INDUSINDBK.NS(close),INFY.NS(close),ITC.NS(close),JSWSTEEL.NS(close),KOTAKBANK.NS(close)
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,-0.13681926625229723,-0.03563887447754466,0.06646020132768826,-0.08652826638972122,0.030257320238832985,0.04889574814088449,-0.004522387072654177,-0.03935570756559004,-0.056056834218746854,-0.05088319950077147,-0.04247545803721975,-0.008756441559532258,-0.07587954290157695,-0.07179889805346329,0.0002282169491567565,-0.06859350424700594,-0.019038712092379728,0.04638701156199154,0.05870825548378966,0.038557552820310814,-0.0984205152993829,0.0024180765461210285,0.0400148363118662,-0.049676800685986566,-0.02121476932303612,-0.03868239202816115,0.039360137468325895,-0.03887335472253761,0.05139515803031669
2011-03-31,0.13739361538782435,0.04465346470544773,0.04166340587238815,0.13688596556496369,0.029812625342489296,0.08799583939378763,0.051264874758805146,0.04486416727159437,0.15294385780484498,0.024870356365836344,0.06633647026794276,0.04788872428469704,0.14531892117929934,0.21562093378683556,0.09584686445779433,0.05210991278542898,0.1520660416525179,0.1385229434770221,0.2114141651951058,0.07878069399814991,0.08023485482463943,0.14306227604772626,0.01808483279095774,0.14971398299227912,0.20282921782502306,0.08147862863150324,0.07751496171391725,0.05285491414522081,0.13035440905725526
2011-04-30,0.08003143538776558,0.04397222177101168,0.08639865946183689,-0.055929730028916214,0.026006330379184872,-0.06229162748746919,0.01421167725489525,0.05254227158136748,-0.009212113921996723,-0.009240692942081186,-0.015415271123924157,0.015159165111603645,0.05723551640679814,-0.03742818733528486,-0.06226579508606356,0.09850332668918282,-0.08352041117392284,-0.0005002288113811204,0.008010531979673496,0.06337441064113802,0.09470942352619915,-0.02144223328972772,-0.006617654975183962,-0.0015677836247006693,-0.014415914252397521,-0.1033689784156605,0.05628765292074722,0.03475967591554174,-0.060609321124736604
2011-05-31,-0.1114489666673476,-0.06640597169663764,0.016629135325413325,-0.07707080031149238,-0.033476876090977936,-0.023495522263253577,-0.16992638039121855,0.025120988871444316,-0.11444395807806484,-0.04460659312777182,-0.007292061312853093,-0.012529070855684221,0.09389258717729976,-0.058348333793798,-0.008660952288438328,0.12931591382636798,-0.0031866796238001482,-0.11837029637737373,-0.01911057930393334,-0.015524271258649303,-0.01227962451891329,0.045305303355978266,0.06784697532943107,-0.025438483877289864,0.016358888686550443,-0.03457282272929785,0.005198741280455499,0.029636648100726637,0.026389130395720883
2011-06-30,0.04433871090050445,-0.05710670543003271,0.0120221659254367,0.11084681676590091,0.08362202571127564,-0.056048740057110136,0.04643268155192337,0.0428316761264913,-0.09230355274569801,0.036077980170399204,0.03036601963314678,0.06705529750539552,-0.027665918511844412,-0.09331128758943696,-0.05550162072118692,0.024009638349027584,0.016935715153096886,0.005581213209672642,-0.005607509557728707,0.05545926038356108,-0.03894681093035324,0.05560497949237697,0.1283861847053409,0.021050709576802218,0.037651815327448546,0.04480087114020037,0.05860852056007859,-0.09516010897415683,0.08585339608564557
2011-07-31,0.02828691844925979,0.040304716630627624,0.06134220649888067,-0.057784787055703224,-0.040182785373584995,-0.07851973617121955,-0.02488924934833847,0.040771187370481465,-0.02719659834723065,-0.05700067906127115,-0.03734037078832986,0.07286557242789571,0.07106331488054263,0.10705445728224583,-0.06776820398321481,-0.01604350083035666,0.03718357455458654,0.14879475186504476,0.04171113930892956,0.10724224937286375,-0.016068908253510372,-0.032418302006508526,-0.04724812268528189,-0.052893624878047274,-0.002941072249032284,-0.04622983470481634,0.026607529222157478,-0.11272242927798037,-0.07059214286420834
2011-08-31,0.02414182958664335,-0.08949170271976592,0.006651032846390237,-0.03861454480914417,-0.046622246147065005,-0.05477395827827802,-0.15822246004913287,-0.051331542758737414,-0.21706568954391103,-0.1692374378338588,-0.08320165282141778,-0.15951535841124298,-0.09879537757222778,0.04545963838620759,-0.1388388786010768,0.04851651969858484,-0.1979438959188098,-0.12188693388450134,0.0024268062710572913,-0.07221315707941744,-0.15149980511902983,-0.030505395578766525,-0.011111633001073318,-0.15770439332602548,-0.09070818942453207,-0.15596741987867013,-0.040076841039608624,-0.12252554741524435,-0.005280259137202203
2011-09-30,0.09022549497107035,-0.007833069822713035,-0.03121357773155875,-0.005004800479382454,-0.004658334731856839,0.03290314048397813,-0.03179151796285651,-0.05244823796959075,0.051124832372629214,-0.11354198163601159,-0.004892099408938311,-0.11505821699415286,0.015799850920220182,0.06671656518480984,0.016554959771875266,-0.03910503152032918,-0.05019822039151123,0.03161311251620735,-0.023463627761511674,-0.06585955101204843,-0.00944176112587003,-0.009110925681368842,0.06304629923190164,0.0024620588870916116,0.06346310658329268,0.0811370689842763,-0.010000115877105253,-0.12710122239746346,0.03840076169556195
2011-10-31,0.07530280374146181,0.03905824315952855,-0.0019402795312908339,0.06919140834227244,0.06500777434923988,0.08560670819648175,-0.002485500036622401,0.09070267412636102,0.271707821587271,0.16239286378873907,0.07867394550113715,0.01976828356810212,0.03996189500449088,0.00963556689451317,0.07570397226889103,0.0037598134911092096,0.13784473604033565,0.0792500389556241,0.03337141477821115,0.03650817240646598,0.08985953497903743,0.04779218435495802,0.10334727643801567,0.06368530120041749,0.09323171797901963,0.14228366679243099,0.07651535707939039,0.10388514539892935,0.11463997387905422
