Date,M&M.NS(close),MARUTI.NS(close),NESTLEIND.NS(close),NTPC.NS(close),POWERGRID.NS(close),RELIANCE.NS(close),SBIN.NS(close),SUNPHARMA.NS(close),TATAMOTORS.NS(close),TATASTEEL.NS(close),TCS.NS(close),TECHM.NS(close),TITAN.NS(close),ULTRACEMCO.NS(close),WIPRO.NS(close),ASIANPAINT.NS(close),AXISBANK.NS(close),BAJFINANCE.NS(close),BAJAJFINSV.NS(close),BHARTIARTL.NS(close),HCLTECH.NS(close),HDFCBANK.NS(close),HINDUNILVR.NS(close),ICICIBANK.NS(close),INDUSINDBK.NS(close),INFY.NS(close),ITC.NS(close),JSWSTEEL.NS(close),KOTAKBANK.NS(close)
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,-13.681926625229723,-3.5638874477544658,6.646020132768826,-8.652826638972122,3.0257320238832985,4.889574814088449,-0.4522387072654177,-3.9355707565590037,-5.605683421874685,-5.088319950077147,-4.247545803721975,-0.8756441559532258,-7.587954290157695,-7.179889805346329,0.02282169491567565,-6.859350424700594,-1.9038712092379728,4.638701156199154,5.870825548378966,3.8557552820310814,-9.842051529938288,0.24180765461210285,4.00148363118662,-4.967680068598657,-2.121476932303612,-3.868239202816115,3.9360137468325895,-3.887335472253761,5.139515803031669
2011-03-31,-1.8223744509585305,0.7423191004278129,11.089256554235249,3.851319388182306,6.097199573347023,14.119420993511644,4.651064807926053,0.3742798658689761,8.831347510435638,-2.72783264395533,2.1043340271519773,3.8712947909605333,5.841264496368681,12.834069029021865,9.609695528594386,-2.0057992985535344,13.013218797408799,19.133562041968343,28.25341775020618,12.037583758851511,-2.6082416231555605,14.582628812819308,5.882333072668167,9.259987061328001,17.73114734338572,3.964444834870129,11.992609873115502,1.1926911596286782,18.844915254101814
2011-04-30,6.03492184469383,5.172182697637839,20.687219401133248,-1.9570568683454859,8.856398397757804,7.010736531898143,6.138331965357424,5.648172538365648,7.828780738885088,-3.626694874303271,0.5303680351957052,5.445896899052749,11.899143926966849,8.610894355601161,2.7847606873651065,7.646955466786398,3.5743082953607175,19.073968001832498,29.28079585459662,19.13789959922587,6.615675668918253,12.12572135486456,5.18164032442574,9.088691042778251,16.033945218447098,-6.782253619261692,18.296411027342074,4.710116309358869,11.64180562142385
2011-05-31,-5.782560625550259,-1.8118782898551067,22.69414350460255,-9.51330496039623,5.212226236885931,4.49646338930576,-11.897370606277335,8.30215910499037,-4.511571723604724,-7.925579684423834,-0.20270557232062725,4.124757785363342,22.405644053194806,2.2736296380976073,1.8945467790732806,21.567419883600223,3.244250157566686,4.97914711862566,26.81016495294173,17.288370528661765,5.306475203873706,17.205611174854596,12.317896480626157,6.313640134491871,17.93213161213696,-10.005054240107603,18.911403462679655,7.8133731790055005,14.58793578758133
2011-06-30,-1.6050808193407318,-7.419078433084547,24.169192855894227,0.5168571444106762,14.010285724407346,-1.360431724088762,-7.806529271751483,12.940922107575048,-13.325492899618773,-4.6037205740774745,2.827741029605213,11.106874396338128,19.019179479429283,-7.26965442987848,-3.760765709816083,24.486209670029858,4.992765369430319,5.56505812126431,26.099075740950962,23.79309680977442,1.2051238243665052,23.722826780623897,26.737962683903184,8.551617697015734,22.3724904527695,-5.973202271849343,25.880624897349925,-2.446159161580097,24.425699225389064
2011-07-31,1.1782082353440915,-3.6876306239276624,31.786005124859827,-5.29148804118763,9.429034882762387,-9.105584601156313,-10.1011555529956,17.545657604617947,-15.682744656172032,-10.041373281273824,-1.0118849477666059,19.202740399901618,27.477076907599773,2.6575423887259975,-10.282725770381674,22.489015061820773,8.896771688236749,21.27258475003686,31.358811855909032,37.0689469684873,-0.4211320251523931,19.71194281695068,20.74983187413144,2.8099291506445967,22.01258411705389,-10.320045588644945,29.229997302809597,-13.442665086284233,15.642222489691381
2011-08-31,3.6208352964436807,-12.30678855236742,32.66251817363983,-8.948614120028553,4.3272074828224705,-14.084231517941049,-24.32517187697496,11.511857655182588,-33.98512782783006,-25.26574077820356,-9.247859729789088,0.1880725414089568,14.88293096270954,7.324317143334258,-22.738971515567165,28.431755773927847,-12.65867955271398,6.491041230606531,31.677594244279582,27.170765570341594,-15.507311117315403,16.06008264581693,19.408104057404785,-13.403648353949471,10.945043524787511,-24.30719669302075,24.050867243355857,-24.048149929391904,15.031601587743815
2011-09-30,12.970076450381063,-12.993695600614663,28.5216463505626,-9.404308139729068,3.841216428727612,-11.257332917786922,-26.730989534584193,5.6632572084524435,-30.61012855392733,-33.751216666345705,-9.691828221564869,-11.339388449286403,16.6980641451983,14.484626943942725,-21.459918297073667,23.409427916177172,-17.04305840581245,9.857554498997768,28.58796018840044,18.79535604802043,-16.30507090262816,15.002667858257368,26.936343116521975,-13.1904430367896,17.985960646889154,-18.16570448948912,22.810344196266907,-33.70172291671506,19.4489027077736
2011-10-31,21.477039945982046,-9.595382206971514,28.27227843082081,-3.1358646301743787,10.59170279447692,-3.6603653123023827,-26.91309966277927,15.247197194160567,-11.756357743094147,-22.9928870182739,-2.586928036760927,-9.586720338830546,21.36153993179606,15.587751225254465,-15.514122129838892,23.87342434818649,-5.6078806890481285,18.56376997261293,32.87912234333166,23.132357387709067,-8.78428349383482,20.498896561851197,40.054868458615985,-7.6619502545127505,28.98599445540364,-6.522020854878264,32.20722153548712,-26.814316762219505,33.14252179407444
