Date,M&M.NS(close),MARUTI.NS(close),NESTLEIND.NS(close),NTPC.NS(close),POWERGRID.NS(close),RELIANCE.NS(close),SBIN.NS(close),SUNPHARMA.NS(close),TATAMOTORS.NS(close),TATASTEEL.NS(close),TCS.NS(close),TECHM.NS(close),TITAN.NS(close),ULTRACEMCO.NS(close),WIPRO.NS(close),ASIANPAINT.NS(close),AXISBANK.NS(close),BAJFINANCE.NS(close),BAJAJFINSV.NS(close),BHARTIARTL.NS(close),HCLTECH.NS(close),HDFCBANK.NS(close),HINDUNILVR.NS(close),ICICIBANK.NS(close),INDUSINDBK.NS(close),INFY.NS(close),ITC.NS(close),JSWSTEEL.NS(close),KOTAKBANK.NS(close),LT.NS(close)
2011-01-03,354.62042236328125,1290.61181640625,330.0423278808594,103.10272979736328,34.205589294433594,435.4705505371094,244.4515380859375,222.953857421875,245.7106170654297,47.52569961547851,446.3519592285156,139.0340118408203,172.21383666992188,1034.2879638671875,159.69894409179688,259.0760803222656,251.9166259765625,63.65370178222656,45.59397888183594,303.5692443847656,84.37745666503906,214.27261352539065,250.4320068359375,178.9967498779297,245.3972015380859,326.7830810546875,84.44522857666016,101.5186004638672,226.53089904785156,730.8629150390625
2011-01-04,351.7835998535156,1293.0555419921875,334.8392028808594,103.9859619140625,34.24039077758789,444.3400573730469,236.9588928222656,224.1434326171875,243.8233337402344,46.89455032348633,441.2255554199219,145.47142028808594,170.86390686035156,1036.665771484375,160.22787475585938,255.61964416503903,248.28797912597656,63.26079559326172,45.3807487487793,301.0772705078125,85.67799377441406,210.2435302734375,256.6298828125,172.61767578125,237.14468383789065,328.9659118652344,85.74960327148438,99.52418518066406,228.2158660888672,729.0545654296875
2011-01-05,347.19073486328125,1278.30322265625,335.6435546875,103.64825439453124,34.13600540161133,443.8036804199219,233.28616333007812,223.2969970703125,240.89385986328125,45.96637725830078,446.6987609863281,142.3357391357422,170.08384704589844,1019.8822021484376,160.55845642089844,259.6124572753906,241.46348571777344,62.99885940551758,45.046348571777344,294.82586669921875,87.75889587402344,206.8956756591797,260.468505859375,167.19235229492188,230.93209838867188,326.9012145996094,86.86071014404297,97.80252075195312,222.4670867919922,711.6732177734375
2011-01-06,347.2807922363281,1243.41455078125,329.86590576171875,104.9471206665039,34.44917297363281,447.8465881347656,227.1534423828125,228.7644805908203,236.8000946044922,46.125,451.6131286621094,142.58973693847656,167.19482421875,961.2119140625,160.78990173339844,256.8183288574219,240.5333251953125,62.20854568481445,44.05284881591797,298.3739318847656,88.75289154052734,208.64801025390625,256.50982666015625,164.70635986328125,226.15675354003903,328.6540222167969,86.42591857910156,93.7157211303711,220.5838928222656,693.0003662109375
2011-01-07,333.3445129394531,1213.2322998046875,326.09295654296875,102.37538146972656,34.04899978637695,439.5133666992187,225.2954559326172,225.72189331054688,223.5047607421875,44.63655853271485,440.4163208007813,138.26231384277344,159.38719177246094,939.2462158203124,157.6822509765625,250.17152404785156,235.89154052734375,59.58021545410156,43.214447021484375,285.95574951171875,86.43977355957031,203.4222869873047,250.35205078125,164.04188537597656,213.499755859375,318.5057067871094,83.3341064453125,87.78363037109375,215.6776123046875,681.320556640625
2011-01-10,328.05377197265625,1200.0638427734375,326.0542297363281,99.38804626464844,33.457454681396484,426.33294677734375,220.6309356689453,218.2413024902344,220.9696044921875,43.92439651489258,435.8874816894531,135.36111450195312,153.76795959472656,946.5679931640624,153.59927368164062,241.33908081054688,231.0931854248047,58.14863204956055,42.47781753540039,286.4626159667969,86.374755859375,192.91702270507812,247.11317443847656,158.53839111328125,207.28717041015625,320.8679504394531,82.41622161865234,84.02069091796875,204.62611389160156,657.149169921875
2011-01-11,330.935546875,1193.2310791015625,327.9041442871094,98.58273315429688,33.42265701293945,418.2060241699219,226.32623291015625,217.69227600097656,217.4673614501953,43.644256591796875,423.3993225097656,133.30972290039062,154.3541717529297,963.9220581054688,154.54147338867188,243.6463165283203,239.49256896972656,57.41250991821289,41.910789489746094,285.9134826660156,88.30696868896484,192.41064453125,246.2735290527344,159.9376983642578,216.46694946289065,314.248779296875,82.17469787597656,80.30461120605469,207.1040496826172,657.0383911132812
2011-01-12,338.275146484375,1192.5068359375,327.85247802734375,99.49193572998048,33.8402214050293,425.2396545410156,231.2505798339844,222.0159149169922,228.72525024414065,43.80289077758789,437.8338928222656,135.8300018310547,167.2695770263672,958.216552734375,154.62416076660156,245.71469116210935,241.9147796630859,58.17572021484375,41.94471740722656,294.9103698730469,88.55779266357422,197.6721954345703,243.83436584472656,167.20794677734375,225.13677978515625,319.12457275390625,83.9380111694336,84.86446380615234,210.0031890869141,649.5470581054688
2011-01-13,332.1738586425781,1190.6065673828125,323.7224426269531,98.19307708740234,33.666221618652344,418.8660583496094,221.8089599609375,221.0322265625,232.2368621826172,43.03672790527344,433.3241882324219,134.12051391601562,159.4829864501953,987.646728515625,149.9459991455078,244.58360290527344,233.0917510986328,57.81443786621094,41.94471740722656,292.8406677246094,86.34689331054688,192.0879821777344,241.6751251220703,160.4145965576172,216.97694396972656,302.8626403808594,83.64811706542969,85.4610824584961,201.5287322998047,645.1556396484375
2011-01-14,333.0068664550781,1149.111083984375,320.5475769042969,96.8682632446289,33.962013244628906,413.1524353027344,216.62039184570312,217.23475646972656,222.0399932861328,42.017433166503906,431.7439575195313,132.39151000976562,159.26573181152344,970.5782470703124,153.10333251953125,245.6787109375,221.3307952880859,57.17316436767578,41.0869255065918,290.390869140625,87.43376922607422,183.7115478515625,241.9550323486328,157.7878875732422,212.06253051757812,302.77764892578125,82.39208221435547,82.63568115234375,197.09327697753903,631.0587768554688
